pair_id,event_role,selection_role,tic_id,catalog_start_tbjd,catalog_peak_tbjd,catalog_end_tbjd,sector,mast_product_id,filename,file_sha256,start_fits_index,peak_fits_index,end_fits_index,n_samples,time_min,time_max,median_cadence_s,max_gap_s,n_sap_finite,n_pdcsap_finite,n_quality_zero,n_quality_nonzero,quality_values,regular_sampling,marker_compatible_counts,metadata_candidate_count,exact_valid_product_count,reconstruction_status,blocking_reason
P1,published_qpp,highest_margin,24518895,2198.799707,2198.800633,2198.805725,32,28138742,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,a0ec7d514285e93be4dc17683eb7df1ef507f29126f70325e0de4042770c6d99,106175,106179,106201,27,2198.799706852032,2198.8057252943063,19.99974972131895,19.99974979989929,27,27,25,2,"[0, 512, 1024]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P1,not_selected_qpp,matched_not_selected,24518895,2180.577182,2180.577876,2180.584821,32,28138742,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,a0ec7d514285e93be4dc17683eb7df1ef507f29126f70325e0de4042770c6d99,27454,27457,27487,34,2180.5771818147514,2180.584820828774,20.000313024502248,20.000353296927642,34,34,33,1,"[0, 1024]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P2,published_qpp,near_threshold,220433364,2166.070869,2166.072026,2166.105822,31,28057030,tess2020294194027-s0031-0000000220433364-0198-a_fast-lc.fits,1ec77983e442d64f17bda373c36a6098d7ca980fc1cae4618c827e322e54b811,93148,93153,93299,152,2166.070868794935,2166.1058223802625,19.99993096687831,19.999941025162116,152,152,139,13,"[0, 64, 576, 1024]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P2,not_selected_qpp,matched_not_selected,220433364,2361.784182,2361.785339,2361.825154,39,62013280,tess2021146024351-s0039-0000000220433364-0210-a_fast-lc.fits,961d90423e4099701016b92febabebd81f3ae4c047188144f7d88293cbcac726,91,96,268,178,2361.784181710443,2361.825154408894,20.000232283200603,20.00024234148441,178,178,166,12,"[0, 64, 512, 576, 1024]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P3,published_qpp,shortest_period,225953237,2345.223856,2345.224319,2345.228023,38,61596688,tess2021118034608-s0038-0000000225953237-0209-a_fast-lc.fits,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,49120,49122,49138,19,2345.2238562972307,2345.2280230123383,20.00023251894163,20.0002325582318,19,19,19,0,[0],True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P3,not_selected_qpp,matched_not_selected,225953237,2349.891231,2349.891925,2349.894703,38,61596688,tess2021118034608-s0038-0000000225953237-0209-a_fast-lc.fits,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,69283,69286,69298,16,2349.8912306413727,2349.8947028597245,19.99999108084012,19.99999115942046,16,16,16,0,[0],True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P4,published_qpp,longest_period,160619243,2662.677869,2662.679258,2662.687360,49,82439668,tess2022057073128-s0049-0000000160619243-0221-a_fast-lc.fits,b6fdc4e7f35d6c3b42037fafe8f11fcd833caac4f2a1d18f877479e689f04b97,108914,108920,108955,42,2662.67786941894,2662.6873599589785,19.999576176633127,19.99957869120408,42,42,41,1,"[0, 64]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
P4,not_selected_qpp,matched_not_selected,160619243,2753.995580,2753.996274,2754.005534,53,87748917,tess2022164095748-s0053-0000000160619243-0226-a_fast-lc.fits,383de5bc2c295e31fb9194cb712089f26229333c2c685e724659dc519f5cfe3b,43229,43232,43272,44,2753.995579924588,2754.0055335583884,19.999859773088247,19.99985985166859,44,44,42,2,"[0, 64, 1024]",True,"{""end"": 1, ""peak"": 1, ""start"": 1}",1,1,RECONSTRUCTABLE,
