event_role,tic_id,sector,flux_type,quality_policy,catalog_start_tbjd,catalog_peak_tbjd,catalog_end_tbjd,window_variant,n_rows_original_window,n_rows_used,n_finite_flux,n_quality_zero,n_quality_nonzero,time_min,time_max,cadence_median_s,max_gap_s,contains_published_peak,fully_covered,source_filename,source_sha256,output_filename,output_sha256,notes
published_qpp,67378184,44,SAP_FLUX,finite_all,2505.1345409999999,2505.1352350000002,2505.1377819999998,tau0_published,14,14,14,14,0,2505.1347720414574,2505.1377816039617,20.002015428326558,20.002015467616729,True,True,tess2021284114741-s0044-0000000067378184-0215-a_fast-lc.fits,926e45c3ff6aeee9e9332d59c1b4f4456e89d62062483257e86d1f18d09c1aff,fase0_tarea07_published_qpp_sap_all.csv,a2ba27fe6ec8e11e2e5c8c8a273585c86cd2325260d9b23769af9052a7c214e6,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 14, QUALITY!=0 0. F0.6 emitted checksum warnings for LIGHTCURVE and APERTURE; the source size and SHA-256 are fixed and verified here. All finite selected-flux cadences retained regardless of QUALITY."
published_qpp,67378184,44,SAP_FLUX,quality_zero_only,2505.1345409999999,2505.1352350000002,2505.1377819999998,tau0_published,14,14,14,14,0,2505.1347720414574,2505.1377816039617,20.002015428326558,20.002015467616729,True,True,tess2021284114741-s0044-0000000067378184-0215-a_fast-lc.fits,926e45c3ff6aeee9e9332d59c1b4f4456e89d62062483257e86d1f18d09c1aff,fase0_tarea07_published_qpp_sap_q0.csv,a2ba27fe6ec8e11e2e5c8c8a273585c86cd2325260d9b23769af9052a7c214e6,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 14, QUALITY!=0 0. F0.6 emitted checksum warnings for LIGHTCURVE and APERTURE; the source size and SHA-256 are fixed and verified here. Only finite selected-flux cadences with QUALITY==0 retained."
published_qpp,67378184,44,PDCSAP_FLUX,finite_all,2505.1345409999999,2505.1352350000002,2505.1377819999998,tau0_published,14,14,14,14,0,2505.1347720414574,2505.1377816039617,20.002015428326558,20.002015467616729,True,True,tess2021284114741-s0044-0000000067378184-0215-a_fast-lc.fits,926e45c3ff6aeee9e9332d59c1b4f4456e89d62062483257e86d1f18d09c1aff,fase0_tarea07_published_qpp_pdcsap_all.csv,aeed2423e0f032ce2edfb599cbbfada7da704cd19f237950eaac9db96fc967bd,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 14, QUALITY!=0 0. F0.6 emitted checksum warnings for LIGHTCURVE and APERTURE; the source size and SHA-256 are fixed and verified here. All finite selected-flux cadences retained regardless of QUALITY."
published_qpp,67378184,44,PDCSAP_FLUX,quality_zero_only,2505.1345409999999,2505.1352350000002,2505.1377819999998,tau0_published,14,14,14,14,0,2505.1347720414574,2505.1377816039617,20.002015428326558,20.002015467616729,True,True,tess2021284114741-s0044-0000000067378184-0215-a_fast-lc.fits,926e45c3ff6aeee9e9332d59c1b4f4456e89d62062483257e86d1f18d09c1aff,fase0_tarea07_published_qpp_pdcsap_q0.csv,aeed2423e0f032ce2edfb599cbbfada7da704cd19f237950eaac9db96fc967bd,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 14, QUALITY!=0 0. F0.6 emitted checksum warnings for LIGHTCURVE and APERTURE; the source size and SHA-256 are fixed and verified here. Only finite selected-flux cadences with QUALITY==0 retained."
not_selected_qpp,67378184,45,SAP_FLUX,finite_all,2535.2562010000001,2535.256895,2535.259442,tau0_published,14,14,14,13,1,2535.2564320720876,2535.2594415949711,20.001761299499776,20.00176141737029,True,True,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,fase0_tarea07_notselected_sap_all.csv,7921f8f3f1453266d2d41de2bc731f4db8f2d27fae7bf3756b635f5212875a46,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 13, QUALITY!=0 1. No checksum warning was observed in F0.6. All finite selected-flux cadences retained regardless of QUALITY."
not_selected_qpp,67378184,45,SAP_FLUX,quality_zero_only,2535.2562010000001,2535.256895,2535.259442,tau0_published,14,13,14,13,0,2535.2564320720876,2535.2594415949711,20.001761338789947,40.003502561012283,True,True,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,fase0_tarea07_notselected_sap_q0.csv,f0be3b0569c302e9408f5f2d3ecb7b34a6c0f5bc5a15781d717a25cbbd5faee6,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 13, QUALITY!=0 1. No checksum warning was observed in F0.6. Only finite selected-flux cadences with QUALITY==0 retained."
not_selected_qpp,67378184,45,PDCSAP_FLUX,finite_all,2535.2562010000001,2535.256895,2535.259442,tau0_published,14,14,14,13,1,2535.2564320720876,2535.2594415949711,20.001761299499776,20.00176141737029,True,True,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,fase0_tarea07_notselected_pdcsap_all.csv,8f7f0a8e439afc7d1b8cc74b85ec61c7dab37af1196dff99686ea8a5ef1c5da8,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 13, QUALITY!=0 1. No checksum warning was observed in F0.6. All finite selected-flux cadences retained regardless of QUALITY."
not_selected_qpp,67378184,45,PDCSAP_FLUX,quality_zero_only,2535.2562010000001,2535.256895,2535.259442,tau0_published,14,13,14,13,0,2535.2564320720876,2535.2594415949711,20.001761338789947,40.003502561012283,True,True,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,fase0_tarea07_notselected_pdcsap_q0.csv,632d0de25ae989905f491205ed5ed5320b6a0da5e0d16d0810f5ebe765882df9,"Exact inclusive catalog window; no time conversion. No normalization, smoothing, interpolation, manual detrending, or extension. cadence_index_within_window preserves the original 0-based position; indices are not renumbered after quality filtering. Original finite-flux quality counts: QUALITY==0 13, QUALITY!=0 1. No checksum warning was observed in F0.6. Only finite selected-flux cadences with QUALITY==0 retained."
