tic_id,sector,mast_product_id,mast_obs_id,mast_uri,filename,published_size_bytes,local_size_bytes,file_sha256,download_status,download_message,download_url,download_runtime_s,procver,data_rel,bjdrefi,bjdreff,timesys,timeref,timeunit,time_min_tbjd,time_max_tbjd,n_rows_total,n_time_finite_total,checksum_result,checksum_details_json,open_warnings_json,linked_events
24518895,32,28138742,tess2020324010417-s0032-0000000024518895-0200-a_fast,mast:TESS/product/tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,11269440,11269440,a0ec7d514285e93be4dc17683eb7df1ef507f29126f70325e0de4042770c6d99,COMPLETE,,,1.995832300017355,spoc-5.0.21-20210107,48,2457000,0.0,TDB,SOLARSYSTEM,d,2174.221941745372,2200.2376494446003,112388,108083,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P1:published_qpp:24518895:2198.799707;P1:not_selected_qpp:24518895:2180.577182
160619243,49,82439668,tess2022057073128-s0049-0000000160619243-0221-a_fast,mast:TESS/product/tess2022057073128-s0049-0000000160619243-0221-a_fast-lc.fits,tess2022057073128-s0049-0000000160619243-0221-a_fast-lc.fits,11629440,11629440,b6fdc4e7f35d6c3b42037fafe8f11fcd833caac4f2a1d18f877479e689f04b97,COMPLETE,,,2.244855099997949,spoc-5.0.64-20220407,71,2457000,0.0,TDB,SOLARSYSTEM,d,2637.466789410331,2664.3167222129255,115995,111825,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P4:published_qpp:160619243:2662.677869
160619243,53,87748917,tess2022164095748-s0053-0000000160619243-0226-a_fast,mast:TESS/product/tess2022164095748-s0053-0000000160619243-0226-a_fast-lc.fits,tess2022164095748-s0053-0000000160619243-0226-a_fast-lc.fits,10825920,10825920,383de5bc2c295e31fb9194cb712089f26229333c2c685e724659dc519f5cfe3b,COMPLETE,,,2.547412300016731,spoc-5.0.72-20220608,77,2457000,0.0,TDB,SOLARSYSTEM,d,2743.988965090477,2768.9781374699496,107955,104025,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P4:not_selected_qpp:160619243:2753.995580
220433364,31,28057030,tess2020294194027-s0031-0000000220433364-0198-a_fast,mast:TESS/product/tess2020294194027-s0031-0000000220433364-0198-a_fast-lc.fits,tess2020294194027-s0031-0000000220433364-0198-a_fast-lc.fits,11018880,11018880,1ec77983e442d64f17bda373c36a6098d7ca980fc1cae4618c827e322e54b811,COMPLETE,,,2.624957499996526,spoc-5.0.20-20201120,47,2457000,0.0,TDB,SOLARSYSTEM,d,2144.508789642078,2169.946776135381,109893,103848,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P2:published_qpp:220433364:2166.070869
220433364,39,62013280,tess2021146024351-s0039-0000000220433364-0210-a_fast,mast:TESS/product/tess2021146024351-s0039-0000000220433364-0210-a_fast-lc.fits,tess2021146024351-s0039-0000000220433364-0210-a_fast-lc.fits,12107520,12107520,961d90423e4099701016b92febabebd81f3ae4c047188144f7d88293cbcac726,COMPLETE,,,1.5766634999890812,spoc-5.0.35-20210626,56,2457000,0.0,TDB,SOLARSYSTEM,d,2361.7631166500364,2389.7183023866796,120766,116462,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P2:not_selected_qpp:220433364:2361.784182
225953237,38,61596688,tess2021118034608-s0038-0000000225953237-0209-a_fast,mast:TESS/product/tess2021118034608-s0038-0000000225953237-0209-a_fast-lc.fits,tess2021118034608-s0038-0000000225953237-0209-a_fast-lc.fits,11566080,11566080,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,COMPLETE,,,3.404303599993,spoc-5.0.33-20210611,55,2457000,0.0,TDB,SOLARSYSTEM,d,2333.8532775683548,2360.5582891322606,115366,111227,FAIL,"[{""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 0, ""hdu_name"": ""PRIMARY"", ""verify_checksum"": 1, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 1, ""hdu_name"": ""LIGHTCURVE"", ""verify_checksum"": 0, ""verify_datasum"": null}, {""checksum_error"": null, ""datasum_error"": null, ""has_checksum"": true, ""has_datasum"": false, ""hdu_index"": 2, ""hdu_name"": ""APERTURE"", ""verify_checksum"": 0, ""verify_datasum"": null}]","[""AstropyUserWarning: Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"", ""AstropyUserWarning: Checksum verification failed for HDU ('APERTURE', 1).\n""]",P3:published_qpp:225953237:2345.223856;P3:not_selected_qpp:225953237:2349.891231
