source_row_number,source_event_identifier,canonical_source_event_key,tic_id,sector,source_start_time,source_peak_time,source_end_time,source_duration,log_duration,source_qpp_selected,source_reference_role,duplicate_status,source_identity_status,sector_assignment_evidence,sector_partition_margin_s
1,SRC_0087fab28346129516da50d3cf044f43cb845845c2c5e6e4ffe680d0d5b8bb47,BAIIW0001|TIC70111|S38|SRC_0087fab28346129516da50d3cf044f43cb845845c2c5e6e4ffe680d0d5b8bb47,70111,38,2344.458486,2344.461958,2344.472606,0.01412,-4.2601630469170413,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,916569.1712
2,SRC_8f486a7fd68bbd36178b23a1f1e8b0116c532ed3e673038b29a19c1dbf4c2890,BAIIW0001|TIC134947|S38|SRC_8f486a7fd68bbd36178b23a1f1e8b0116c532ed3e673038b29a19c1dbf4c2890,134947,38,2350.105485,2350.106642,2350.11104,0.005555,-5.1930568558905437,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,1007729.1312
3,SRC_e64900c939d0e608d382111d44ad5526dbab57077fb4b8911e40984dc11ca2e3,BAIIW0001|TIC593230|S32|SRC_e64900c939d0e608d382111d44ad5526dbab57077fb4b8911e40984dc11ca2e3,593230,32,2194.985629,2194.986323,2194.988638,0.003009,-5.8061474813342286,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,582531.6928
4,SRC_f476e764c4aa8fb67c9655308ef48bf96e0316584863b633fdd20af8f2d45b0d,BAIIW0001|TIC737327|S32|SRC_f476e764c4aa8fb67c9655308ef48bf96e0316584863b633fdd20af8f2d45b0d,737327,32,2175.16338,2175.164074,2175.171713,0.008333,-4.7875317435820675,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,81424.9936
5,SRC_679ce67cfcd77437051c0dc2c7c147acd1f83d1e809963057fbed4994c43f052,BAIIW0001|TIC1273249|S32|SRC_679ce67cfcd77437051c0dc2c7c147acd1f83d1e809963057fbed4994c43f052,1273249,32,2175.951689,2175.952615,2175.955624,0.003935,-5.5378443971127709,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,149554.936
6,SRC_5882e92f8916e804e2e0614be13806989d6a427db5967cea82710a408f72b6bd,BAIIW0001|TIC1273249|S32|SRC_5882e92f8916e804e2e0614be13806989d6a427db5967cea82710a408f72b6bd,1273249,32,2181.257943,2181.258638,2181.264888,0.006945,-4.9697333027758299,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,607995.3232
7,SRC_75aa4169f86f9529d5779c32aa1eb7a3519c111f7fb2206c75a2cd62165ffe06,BAIIW0001|TIC1273249|S32|SRC_75aa4169f86f9529d5779c32aa1eb7a3519c111f7fb2206c75a2cd62165ffe06,1273249,32,2196.517744,2196.517975,2196.521679,0.003935,-5.5378443971127709,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,450196.96
8,SRC_835a22f68b21fe1e8e56063f58a52da0e1845e4069702c27066679d65599613e,BAIIW0001|TIC1273249|S32|SRC_835a22f68b21fe1e8e56063f58a52da0e1845e4069702c27066679d65599613e,1273249,32,2197.632536,2197.63323,2197.639017,0.006481,-5.0388804595365579,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,353838.928
9,SRC_456a0a6274f77972e9d2bd04b728b1e9b54b8d6486ff66a5f227a50cb0abb665,BAIIW0001|TIC2761472|S29|SRC_456a0a6274f77972e9d2bd04b728b1e9b54b8d6486ff66a5f227a50cb0abb665,2761472,29,2094.186718,2094.18695,2094.190191,0.003473,-5.6627365052201997,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,514198.48
10,SRC_24f782195bb026dc8423770130618684440339402ec1247807d336b7cc2c232d,BAIIW0001|TIC2761472|S29|SRC_24f782195bb026dc8423770130618684440339402ec1247807d336b7cc2c232d,2761472,29,2105.826192,2105.826423,2105.828275,0.002083,-6.1739461167033021,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,868750.0528
11,SRC_eae9a4217e8f91ad1002e852f5f085cdccc9b915fc164afa51ec38869d0f5691,BAIIW0001|TIC2761472|S69|SRC_eae9a4217e8f91ad1002e852f5f085cdccc9b915fc164afa51ec38869d0f5691,2761472,69,3202.41921,3202.419442,3202.459256,0.040046,-3.2177264856116792,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,512270.2112
12,SRC_66c8daad91cac4fd86a5c19575b2c092887709303540c5273976b5a067780c94,BAIIW0001|TIC2852467|S43|SRC_66c8daad91cac4fd86a5c19575b2c092887709303540c5273976b5a067780c94,2852467,43,2478.533002,2478.533697,2478.539716,0.006714,-5.0035603804242941,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,377372.4208
13,SRC_8bd649d3bfcc2a3fc002f1a1a6285c246e55e43d051a0af52e78d1de2b670706,BAIIW0001|TIC2852467|S43|SRC_8bd649d3bfcc2a3fc002f1a1a6285c246e55e43d051a0af52e78d1de2b670706,2852467,43,2496.639092,2496.639323,2496.642101,0.003009,-5.8061474813342286,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,306500.4928
14,SRC_0651c9ed6bbf5b38ba566c1adb359d85486474339c8ff460ceabacbb8cb74cc4,BAIIW0001|TIC2852467|S45|SRC_0651c9ed6bbf5b38ba566c1adb359d85486474339c8ff460ceabacbb8cb74cc4,2852467,45,2535.368623,2535.369318,2535.376494,0.007871,-4.8445701598218243,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,852172.0752
15,SRC_41c51d0fb6d8aa62095e42c422f4c4ed7d679fbee82b68b280b337a8fcf0c813,BAIIW0001|TIC3127674|S35|SRC_41c51d0fb6d8aa62095e42c422f4c4ed7d679fbee82b68b280b337a8fcf0c813,3127674,35,2256.834094,2256.834788,2256.836409,0.002315,-6.0683455914439399,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,159777.6832
16,SRC_9bffd4e31db7e545705db6ea1ed63433a496d427abe31a604891bd66e5d3ac41,BAIIW0001|TIC3127674|S36|SRC_9bffd4e31db7e545705db6ea1ed63433a496d427abe31a604891bd66e5d3ac41,3127674,36,2284.323816,2284.324279,2284.326363,0.002547,-5.9728390829848168,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,295670.7056
17,SRC_4a8e3b4e36ffbdc2feef7b0e91e577a16eda6357b5e46fb7b4578de5db1c8749,BAIIW0001|TIC3127674|S36|SRC_4a8e3b4e36ffbdc2feef7b0e91e577a16eda6357b5e46fb7b4578de5db1c8749,3127674,36,2287.3724,2287.372632,2287.373095,0.000695,-7.2715987123994816,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,559048.4048
18,SRC_534f8b0f3470b59c6b6ee8f70e8c8ff27c3eafe98e0bf73f8f7f9519c53b0880,BAIIW0001|TIC3127674|S36|SRC_534f8b0f3470b59c6b6ee8f70e8c8ff27c3eafe98e0bf73f8f7f9519c53b0880,3127674,36,2302.504286,2302.504518,2302.50637,0.002084,-6.1734661550910168,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,408755.6448
19,SRC_999f7e4d7a6047861ff8bd761a05dc2c43f6dcda0d812902a0e7367ac535e030,BAIIW0001|TIC3127674|S62|SRC_999f7e4d7a6047861ff8bd761a05dc2c43f6dcda0d812902a0e7367ac535e030,3127674,62,2989.989364,2989.989595,2990.00441,0.015046,-4.1966431038441074,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,134382.008
20,SRC_476c68e266fc940d44f10bf0562dd168a432500c2f25302e81437489c467e7b6,BAIIW0001|TIC3664898|S45|SRC_476c68e266fc940d44f10bf0562dd168a432500c2f25302e81437489c467e7b6,3664898,45,2536.73042,2536.730883,2536.732735,0.002315,-6.0683455914439399,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,969811.2912
21,SRC_f80407a6bb78712c67c1976e01db44652896c51081a502e78e7e1c06df742797,BAIIW0001|TIC3664898|S46|SRC_f80407a6bb78712c67c1976e01db44652896c51081a502e78e7e1c06df742797,3664898,46,2553.47185,2553.472545,2553.475786,0.003936,-5.5375902997921296,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,165091.888
22,SRC_b651906d12492ec050fcd7094bc91e4f70bc06d1123aa76125d639b5863c0714,BAIIW0001|TIC3723412|S65|SRC_b651906d12492ec050fcd7094bc91e4f70bc06d1123aa76125d639b5863c0714,3723412,65,3077.190223,3077.191149,3077.193001,0.002778,-5.886024034649985,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,730799.2736
23,SRC_e11f14f9168a07e1dd9d41f1debdd6087a2c7ea1618587898fde10046cc21355,BAIIW0001|TIC3814944|S30|SRC_e11f14f9168a07e1dd9d41f1debdd6087a2c7ea1618587898fde10046cc21355,3814944,30,2140.109536,2140.110231,2140.112082,0.002546,-5.9732317788469222,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,380428.0416
24,SRC_a24b0a90e5743c890c2cc0f55d4a167a14cca462bbf4f1eb07453e33e2cf348f,BAIIW0001|TIC4588120|S35|SRC_a24b0a90e5743c890c2cc0f55d4a167a14cca462bbf4f1eb07453e33e2cf348f,4588120,35,2266.374872,2266.375335,2266.381817,0.006945,-4.9697333027758299,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,984080.944
25,SRC_8c79ef5e7062c5c7680eada70fbd1961395404d7015b0e6a189ec6022ac92a92,BAIIW0001|TIC4605389|S60|SRC_8c79ef5e7062c5c7680eada70fbd1961395404d7015b0e6a189ec6022ac92a92,4605389,60,2955.113427,2955.113659,2955.115973,0.002546,-5.9732317788469222,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,663499.8624
26,SRC_abba8e4a577eb46c57d34f7a18931b21a074892a1a9fadcb31fea1a42f7e1aed,BAIIW0001|TIC4723156|S31|SRC_abba8e4a577eb46c57d34f7a18931b21a074892a1a9fadcb31fea1a42f7e1aed,4723156,31,2152.756367,2152.757756,2152.772108,0.015741,-4.1514865056094523,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,712318.1184
27,SRC_7e91aa660679f5892fbb974f695070f1ace53449fa61fef73a39a44501f775aa,BAIIW0001|TIC5362024|S35|SRC_7e91aa660679f5892fbb974f695070f1ace53449fa61fef73a39a44501f775aa,5362024,35,2276.960579,2276.961505,2276.964514,0.003935,-5.5378443971127709,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,340472.968
28,SRC_7168b87ca9ec91280d484fd9b5620865a8a8362ff4988d732e736a75a6c1b1fd,BAIIW0001|TIC5630425|S63|SRC_7168b87ca9ec91280d484fd9b5620865a8a8362ff4988d732e736a75a6c1b1fd,5630425,63,3038.734758,3038.734989,3038.735452,0.000694,-7.2730385974574698,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,205013.9504
29,SRC_c5789efa5ac1f245563a5a2009b689f6cea2b49ed367b379aacc3867fb16bc9b,BAIIW0001|TIC5640393|S29|SRC_c5789efa5ac1f245563a5a2009b689f6cea2b49ed367b379aacc3867fb16bc9b,5640393,29,2106.457583,2106.45874,2106.465221,0.007638,-4.8746194901788122,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,814117.864
30,SRC_f2b5751b2fdfa3dbae36b3dee4ee002d7576495b8d57432319668e2b3dc89164,BAIIW0001|TIC5640393|S29|SRC_f2b5751b2fdfa3dbae36b3dee4ee002d7576495b8d57432319668e2b3dc89164,5640393,29,2109.619315,2109.620009,2109.622092,0.002777,-5.8863840706574742,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,540984.2224
31,SRC_5a0f1ec876855028f92242bb6e472b13224120872b0d1fa3b359193a9efd51da,BAIIW0001|TIC5656273|S29|SRC_5a0f1ec876855028f92242bb6e472b13224120872b0d1fa3b359193a9efd51da,5656273,29,2096.330139,2096.333611,2096.343565,0.013426,-4.3105621534655771,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,699669.9904
32,SRC_5b0ede99bf6b932bd8b598b3dda236d73e6db091388d14f01b622fac51e8e220,BAIIW0001|TIC5656273|S29|SRC_5b0ede99bf6b932bd8b598b3dda236d73e6db091388d14f01b622fac51e8e220,5656273,29,2105.385629,2105.386555,2105.406693,0.021064,-3.860189856788129,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,906754.648
33,SRC_1448fab4f12ef19ed080742503821494c197d4651d69e6b1bd6e204cfc7dd8e7,BAIIW0001|TIC5656273|S29|SRC_1448fab4f12ef19ed080742503821494c197d4651d69e6b1bd6e204cfc7dd8e7,5656273,29,2108.396216,2108.398299,2108.431168,0.034952,-3.3537795873330025,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,646539.9664
34,SRC_1855f79c6201677027be5500f300491ea6ee6c1ef408543e1525abb1f8b4be1e,BAIIW0001|TIC5656273|S69|SRC_1855f79c6201677027be5500f300491ea6ee6c1ef408543e1525abb1f8b4be1e,5656273,69,3188.069926,3188.071546,3188.08613,0.016204,-4.1224971536416932,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,494470.5744
35,SRC_a8d36ddfe54f19c3bcb174469461225bd3497df2f2c4461518f79b61599c0442,BAIIW0001|TIC5656273|S69|SRC_a8d36ddfe54f19c3bcb174469461225bd3497df2f2c4461518f79b61599c0442,5656273,69,3198.966191,3198.966654,3198.98008,0.013889,-4.2766581190480553,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,810591.0944
36,SRC_7d619f249b4597e830dbb03909d025acfe76c1ba896a85a16792e60eb858e191,BAIIW0001|TIC5676537|S29|SRC_7d619f249b4597e830dbb03909d025acfe76c1ba896a85a16792e60eb858e191,5676537,29,2091.82526,2091.826186,2091.830121,0.004861,-5.3265111009188191,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,310228.4704
37,SRC_94e7c62c1b381278adde6628d837a552ea5fd54626ce1b61c16cf06a41c8e654,BAIIW0001|TIC5796048|S29|SRC_94e7c62c1b381278adde6628d837a552ea5fd54626ce1b61c16cf06a41c8e654,5796048,29,2092.50537,2092.506065,2092.513704,0.008334,-4.787411745981875,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,368970.016
38,SRC_1d8306d19c993e8fb4fc068c5e443487093d1ef41eb2ba265470057b08aefb1c,BAIIW0001|TIC5796048|S29|SRC_1d8306d19c993e8fb4fc068c5e443487093d1ef41eb2ba265470057b08aefb1c,5796048,29,2097.337338,2097.338032,2097.344051,0.006713,-5.0037093340255225,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,786451.9648
39,SRC_28e0b1e088b7d5c728c7883c197504fe68c598d00b7fc06d2ee7cca2fbc7c633,BAIIW0001|TIC5796048|S29|SRC_28e0b1e088b7d5c728c7883c197504fe68c598d00b7fc06d2ee7cca2fbc7c633,5796048,29,2104.835006,2104.835469,2104.839636,0.00463,-5.3751984108839945,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,954368.4784
40,SRC_703818da463d58d6731f739b78c36aaf3bc736ee2a8ec79e7ef3ad367da32598,BAIIW0001|TIC5882269|S71|SRC_703818da463d58d6731f739b78c36aaf3bc736ee2a8ec79e7ef3ad367da32598,5882269,71,3238.083138,3238.083369,3238.085221,0.002083,-6.1739461167033021,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,350294.0816
41,SRC_d1fdb9ba07ca614542c8155b8b3af946016c9f3b49d15a0912d25cdf831b4734,BAIIW0001|TIC7151484|S29|SRC_d1fdb9ba07ca614542c8155b8b3af946016c9f3b49d15a0912d25cdf831b4734,7151484,29,2097.964991,2097.965916,2098.004805,0.039814,-3.2235366697503953,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,840701.1424
42,SRC_9c8a81707dbdcd7d796bb2fa719e8f3539d9a2f866f609059973c8eab54fc150,BAIIW0001|TIC7491381|S31|SRC_9c8a81707dbdcd7d796bb2fa719e8f3539d9a2f866f609059973c8eab54fc150,7491381,31,2160.397465,2160.399086,2160.411354,0.013889,-4.2766581190480553,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,1194269.9696
43,SRC_5a11245ff3ab43916d3ef3e76506d52a65e535b7e057694942ffbae2f903c728,BAIIW0001|TIC7491381|S31|SRC_5a11245ff3ab43916d3ef3e76506d52a65e535b7e057694942ffbae2f903c728,7491381,31,2167.702668,2167.703131,2167.721649,0.018981,-3.9643168001492799,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,563200.4816
44,SRC_9d15b71d63a79c2c3ff325bdfbfc0cc509085f49d2ec4ee720abda4285392caf,BAIIW0001|TIC7491381|S32|SRC_9d15b71d63a79c2c3ff325bdfbfc0cc509085f49d2ec4ee720abda4285392caf,7491381,32,2185.232652,2185.233347,2185.244227,0.011575,-4.4589076790098394,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,951410.1808
45,SRC_bf0c8d93e888c0ed1cbb92f81ccbb0c084bf46028e9cc6cff98126214c5a3757,BAIIW0001|TIC7491381|S32|SRC_bf0c8d93e888c0ed1cbb92f81ccbb0c084bf46028e9cc6cff98126214c5a3757,7491381,32,2194.509276,2194.510897,2194.529646,0.02037,-3.8936920487434228,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,623608.4992
46,SRC_fb150d335f8ae391cdebb4bc06dad0bbc60ca24ca90a084f712b0b1493d7db91,BAIIW0001|TIC7491381|S33|SRC_fb150d335f8ae391cdebb4bc06dad0bbc60ca24ca90a084f712b0b1493d7db91,7491381,33,2207.292284,2207.294135,2207.306867,0.014583,-4.2278988122507091,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,480863.264
47,SRC_556e59552cbd334b0ee962ed10f3b7e798b061551e4281147d71e240bbcc47b5,BAIIW0001|TIC7491381|S33|SRC_556e59552cbd334b0ee962ed10f3b7e798b061551e4281147d71e240bbcc47b5,7491381,33,2213.560478,2213.561404,2213.566959,0.006481,-5.0388804595365579,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,1022355.3056
48,SRC_f15a2650b6cbd3554156d710f2eb328545fc5954c0a73fb099c1ec2f5538db6f,BAIIW0001|TIC7491381|S33|SRC_f15a2650b6cbd3554156d710f2eb328545fc5954c0a73fb099c1ec2f5538db6f,7491381,33,2221.87979,2221.880484,2221.894604,0.014814,-4.2121825993910393,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,593475.1824
49,SRC_ad5f23d3e946b2eca0a17404700eec47bf3eaa2e9f35845bbc3c4b6fc513bcfb,BAIIW0001|TIC7647775|S31|SRC_ad5f23d3e946b2eca0a17404700eec47bf3eaa2e9f35845bbc3c4b6fc513bcfb,7647775,31,2147.274049,2147.274744,2147.279142,0.005093,-5.2798882310796698,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,238585.8816
50,SRC_704d5c88691e4ada4336051b2abe510bfb53752d501f206999ffdc37dc2cf3ad,BAIIW0001|TIC7647775|S31|SRC_704d5c88691e4ada4336051b2abe510bfb53752d501f206999ffdc37dc2cf3ad,7647775,31,2154.582697,2154.583623,2154.58941,0.006713,-5.0037093340255225,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,870073.0272
51,SRC_e2ca57437c14d8f1be2cc2256854e7f87d0c4d4a7f8589cbcae5124fa7c36409,BAIIW0001|TIC7647775|S31|SRC_e2ca57437c14d8f1be2cc2256854e7f87d0c4d4a7f8589cbcae5124fa7c36409,7647775,31,2162.826033,2162.826728,2162.845478,0.019445,-3.9401653113744266,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,984521.7008
52,SRC_e6cb7eb59de99c3506965e418b6916affde34299905c7832390ca528ceb524ff,BAIIW0001|TIC7647775|S32|SRC_e6cb7eb59de99c3506965e418b6916affde34299905c7832390ca528ceb524ff,7647775,32,2180.602302,2180.602997,2180.608552,0.00625,-5.0751738152338266,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,551347.9408
53,SRC_61ffab3576bd3a68c21bef63b7385e5fb0b50759588d23dad2e65c62b34ec335,BAIIW0001|TIC7647775|S32|SRC_61ffab3576bd3a68c21bef63b7385e5fb0b50759588d23dad2e65c62b34ec335,7647775,32,2187.40472,2187.405415,2187.408887,0.004167,-5.4805589265418204,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,1139076.856
54,SRC_1950d206a8ed18bb9b198563d243866834fb0e6037dbfbd3866309e94b74ee2a,BAIIW0001|TIC7647775|S32|SRC_1950d206a8ed18bb9b198563d243866834fb0e6037dbfbd3866309e94b74ee2a,7647775,32,2196.617694,2196.618852,2196.623018,0.005324,-5.2355303784492717,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,441481.1872
55,SRC_a0755f283521119dbaa30581287aad36b0473a9d6601f2e070aff823c0070343,BAIIW0001|TIC7843830|S34|SRC_a0755f283521119dbaa30581287aad36b0473a9d6601f2e070aff823c0070343,7843830,34,2237.663776,2237.665397,2237.6691,0.005324,-5.2355303784492717,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,770341.3008
56,SRC_abf507b9412771bfa78bb946e88e9e33132e5331dd57329a8e4ee93d7e82a7b5,BAIIW0001|TIC7843830|S34|SRC_abf507b9412771bfa78bb946e88e9e33132e5331dd57329a8e4ee93d7e82a7b5,7843830,34,2238.186934,2238.188555,2238.192027,0.005093,-5.2798882310796698,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,815542.152
57,SRC_141a759dca8f40e6ff159ea8522845b9d21a36c7895d86ac5bfd86d9d24ad7a1,BAIIW0001|TIC7843830|S34|SRC_141a759dca8f40e6ff159ea8522845b9d21a36c7895d86ac5bfd86d9d24ad7a1,7843830,34,2250.36992,2250.370614,2250.372466,0.002546,-5.9732317788469222,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,398726.9504
58,SRC_1c581378672426aa7660691cead0d0b78c2f51eba1f19a7f430db9ffb1eda31c,BAIIW0001|TIC7975441|S61|SRC_1c581378672426aa7660691cead0d0b78c2f51eba1f19a7f430db9ffb1eda31c,7975441,61,2980.554423,2980.555117,2980.556969,0.002546,-5.9732317788469222,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,680756.8912
59,SRC_eea90177f0410b41cdf8d999ee3de118e9fe7580c3012560df11b30400137210,BAIIW0001|TIC7983187|S72|SRC_eea90177f0410b41cdf8d999ee3de118e9fe7580c3012560df11b30400137210,7983187,72,3264.782396,3264.782628,3264.803,0.020604,-3.8822700472787983,false,PUBLISHED_NOT_SELECTED_REFERENCE,UNIQUE,DETERMINISTIC_FALLBACK_HASH,CONTACT_INTERVAL_CROSSCHECK,397911.0592
