quantity,n,min,q1,median,q3,max
signed_period_change_s,295,-2.714694014944669,-0.47837348520815937,0.0,0.09894467470144619,1.3028713500602294
absolute_period_change_s,295,0.0,0.05412124270426588,0.216363032105086,0.6273387002088349,2.714694014944669
period_ratio_variant_to_baseline,295,0.9383462862104098,0.9909568122308785,1.0,1.001879881473727,1.0247937379353689
