planned_decision_id,decision_order,decision_class,phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,payload_id,payload_logical_sha256,input_n_samples,resolved_decision_status
F3ADP002643,1767,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002643,F3AC069,WX2,P02,0,F3APAY001767,2fe08068fac7c2fca751e3ff0337e11d0786f9915038625580d5cd0b8b9d439b,28,READY_FOR_AFINO
F3ADP002644,1768,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002644,F3AC070,WX2,P03,0,F3APAY001768,f19335a7078475b29dea5b5ac241a0a5e310be1335124e7c1f7cb3a20980415b,28,READY_FOR_AFINO
F3ADP002645,1769,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002645,F3AC071,WX2,P04,0,F3APAY001769,7bc053e70ff0dffcf1c3696750a8d1fe26a87189f4eaa9078049093e958f0717,28,READY_FOR_AFINO
F3ADP002646,1770,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002646,F3AC072,WX2,P05,0,F3APAY001770,52fcc8f9b20b15cc24fca905c2ec569f27dfd6c1e96db2f3fd6a6594ddb51693,28,READY_FOR_AFINO
F3ADP002647,1771,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002647,F3AC073,WC2,P00,0,F3APAY001771,e39cfc18275ce56b7f199851dd76e78a665dbdb64d124d4a20b1a34435e249ba,20,READY_FOR_AFINO
F3ADP002648,1772,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002648,F3AC074,WC2,P01,0,F3APAY001772,864ed99d262485fb12396cc5ced7632fa6bca09366b13d8971782fdfd587faa3,20,READY_FOR_AFINO
F3ADP002649,1773,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002649,F3AC075,WC2,P02,0,F3APAY001773,e39cfc18275ce56b7f199851dd76e78a665dbdb64d124d4a20b1a34435e249ba,20,READY_FOR_AFINO
F3ADP002650,1774,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002650,F3AC076,WC2,P03,0,F3APAY001774,864ed99d262485fb12396cc5ced7632fa6bca09366b13d8971782fdfd587faa3,20,READY_FOR_AFINO
F3ADP002651,1775,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002651,F3AC077,WC2,P04,0,F3APAY001775,2511218b30d8a6dd36557f4847c93a000722e8f4017ce29b61f03f922ce04f40,20,READY_FOR_AFINO
F3ADP002652,1776,PRIMARY,F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002652,F3AC078,WC2,P05,0,F3APAY001776,b4e0dce163b294aa662e092ee06779588e59e775be730326b91974dba85bdb41,20,READY_FOR_AFINO
F3ADP002653,1777,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002653,F3AC001,W00,P00,0,F3APAY001777,694f2ed6231881be9b7cbc200cdd125da0787d12df229a09528d4112e6246078,33,READY_FOR_AFINO
F3ADP002654,1778,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002654,F3AC002,W00,P01,0,F3APAY001778,5540c1f2379f6d5e483bda942ae5492bcea49ae284a1467f140b18fc6bcab6e0,33,READY_FOR_AFINO
F3ADP002657,1779,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002657,F3AC005,W00,P04,0,F3APAY001779,c3af119c5aab9a6d39f00536a9aaa9e7eaa4533b8c8572e7271ed1d93d95c476,33,READY_FOR_AFINO
F3ADP002658,1780,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002658,F3AC006,W00,P05,0,F3APAY001780,a480a4d4e92db9163062b72d988960a0ff6721877d47120ea5f42d1893d47b31,33,READY_FOR_AFINO
F3ADP002659,1781,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002659,F3AC007,WSm2,P00,0,F3APAY001781,20f297eaa35d578f57dbdcbae0d72fa6ccbeb00f186e8415f6df5268b81fe8b9,35,READY_FOR_AFINO
F3ADP002660,1782,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002660,F3AC008,WSm2,P01,0,F3APAY001782,27f96d958f4ce6414cbf60d2c5e306eb44009c5520aba7fa6e6f2b136f6b57b4,35,READY_FOR_AFINO
F3ADP002663,1783,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002663,F3AC011,WSm2,P04,0,F3APAY001783,8a6ebd06486f50752ebcfffa75bc98183ee4fc6a31790bb5e2dee0bc7ca46b49,35,READY_FOR_AFINO
F3ADP002664,1784,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002664,F3AC012,WSm2,P05,0,F3APAY001784,90a660cd1d75838458236cc401df1fe215f6512d6bb74b9449267fb7b8dbd7e1,35,READY_FOR_AFINO
F3ADP002665,1785,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002665,F3AC013,WSm1,P00,0,F3APAY001785,ac3ae162536ade7888d73f0f54fdc08b17871c418ff49931c794b6bc768283d5,34,READY_FOR_AFINO
F3ADP002666,1786,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002666,F3AC014,WSm1,P01,0,F3APAY001786,f54a98ecd2acb5045750daf992bf7f92bd5eca945460c039c5f462d887774699,34,READY_FOR_AFINO
F3ADP002669,1787,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002669,F3AC017,WSm1,P04,0,F3APAY001787,3b059cc35e5a74badb8dc70437f0f58690ec996343b2980618a9a69692755c1c,34,READY_FOR_AFINO
F3ADP002670,1788,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002670,F3AC018,WSm1,P05,0,F3APAY001788,ef13c0665662e7ac59da5bbdf039602646e805ef6f3a868453c9bfcb8e5b52c0,34,READY_FOR_AFINO
F3ADP002671,1789,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002671,F3AC019,WSp1,P00,0,F3APAY001789,87458bd0949061d978a0a6031fceb729131add9b5d62ed8fb74b86cae7f706a5,32,READY_FOR_AFINO
F3ADP002672,1790,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002672,F3AC020,WSp1,P01,0,F3APAY001790,02603983ca624897d165d82efb2511cf49ef79c729a62e3b1f053b87fd1aa2fb,32,READY_FOR_AFINO
F3ADP002675,1791,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002675,F3AC023,WSp1,P04,0,F3APAY001791,824414ababd9097e0cc15ad0b18af81118df7bce80d2aa35b9d465b071f2a396,32,READY_FOR_AFINO
F3ADP002676,1792,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002676,F3AC024,WSp1,P05,0,F3APAY001792,7c6a1ba5f27bebde81138ca8255b2ae21a4f6e799071945bd0e859229f56f84c,32,READY_FOR_AFINO
F3ADP002677,1793,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002677,F3AC025,WSp2,P00,0,F3APAY001793,4d3cd5432d53d52828b081b482209814fa0d3cd02d8c2fff197484d2940aa851,31,READY_FOR_AFINO
F3ADP002678,1794,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002678,F3AC026,WSp2,P01,0,F3APAY001794,5f6dd84af9dd9db1873e4d90b00f525a894dc2ec361b784fb106dfc383942674,31,READY_FOR_AFINO
F3ADP002681,1795,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002681,F3AC029,WSp2,P04,0,F3APAY001795,53373bb8a86b0879124c0314008e9b9946b57801b0828cefae9b06e662562919,31,READY_FOR_AFINO
F3ADP002682,1796,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002682,F3AC030,WSp2,P05,0,F3APAY001796,92d80f923784bd511042552da93a886818df4fd6f27bd4c2d91afa8e6be6e8cf,31,READY_FOR_AFINO
F3ADP002683,1797,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002683,F3AC031,WEm2,P00,0,F3APAY001797,18673772465471b608fd0311f9891c3ad88590535623e35e5aebd625a461cd3c,31,READY_FOR_AFINO
F3ADP002684,1798,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002684,F3AC032,WEm2,P01,0,F3APAY001798,4f6fde79bf8e025193fb21a02d9afe1f7c222f4ccf992135304cd3a23ae9dedc,31,READY_FOR_AFINO
F3ADP002687,1799,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002687,F3AC035,WEm2,P04,0,F3APAY001799,82bb4a986795184d1ffcbec1575ba407f1ece4f9867dfb2c96b99f818cc5ae62,31,READY_FOR_AFINO
F3ADP002688,1800,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002688,F3AC036,WEm2,P05,0,F3APAY001800,db083a13fce8682200dd4e61a4c4f418b2b257c932c2c322bee946b42238ee74,31,READY_FOR_AFINO
F3ADP002689,1801,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002689,F3AC037,WEm1,P00,0,F3APAY001801,7cc08acab0e37c981db496a62fb0ad329a4e26fe49d99eba197d88ce200b36f4,32,READY_FOR_AFINO
F3ADP002690,1802,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002690,F3AC038,WEm1,P01,0,F3APAY001802,99c3158f0bc149b5f1b937f79381d9f86e665cb7eef405485998bb92f9635f23,32,READY_FOR_AFINO
F3ADP002693,1803,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002693,F3AC041,WEm1,P04,0,F3APAY001803,d0960f1390e6667e5c466c86f95c722cbe80dae646fc72373faaccd2de90af1b,32,READY_FOR_AFINO
F3ADP002694,1804,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002694,F3AC042,WEm1,P05,0,F3APAY001804,dc636f28effe0776470f3a30463ee92ac6df17b81b895796566446ccb4d4cf5e,32,READY_FOR_AFINO
F3ADP002695,1805,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002695,F3AC043,WEp1,P00,0,F3APAY001805,858c9fb1876c57f4d023b252e58c4ea55cdb6fd104381bdbc33c20543f1529ec,34,READY_FOR_AFINO
F3ADP002696,1806,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002696,F3AC044,WEp1,P01,0,F3APAY001806,e90559865e5af853651bee31165e046d695ad34b84806a02d0f59527cf0bfa4e,34,READY_FOR_AFINO
F3ADP002699,1807,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002699,F3AC047,WEp1,P04,0,F3APAY001807,6b6a443ab45fc58db0ca9263a360c3e70611d3ce4705146283278185f5b7bfc5,34,READY_FOR_AFINO
F3ADP002700,1808,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002700,F3AC048,WEp1,P05,0,F3APAY001808,114ebdc8f9a4fc256b980dde1031af2e20fa10ef4043973d7541856e12ec3070,34,READY_FOR_AFINO
F3ADP002701,1809,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002701,F3AC049,WEp2,P00,0,F3APAY001809,d34a45afcd85536115bbd2b607f5df012e58122f4f7f1dd7723442c2a995acbd,35,READY_FOR_AFINO
F3ADP002702,1810,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002702,F3AC050,WEp2,P01,0,F3APAY001810,c0c32604f273b7ed74a79c10e31b72a4a984dfd79cbc8d21a339357dea7dc2a5,35,READY_FOR_AFINO
F3ADP002705,1811,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002705,F3AC053,WEp2,P04,0,F3APAY001811,92e7f1733763252ae7462a9888c2af218e97cff9ee9482fe5a81ede90a6c4ccd,35,READY_FOR_AFINO
F3ADP002706,1812,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002706,F3AC054,WEp2,P05,0,F3APAY001812,f00944f535dce3730f3a64b21ac577e439e8f09744390d30a13456be02d4d6b7,35,READY_FOR_AFINO
F3ADP002707,1813,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002707,F3AC055,WX1,P00,0,F3APAY001813,ec4eac02ff99822132ad970417d32bdff4d085e78b272b06fcb01fe915e6d277,35,READY_FOR_AFINO
F3ADP002708,1814,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002708,F3AC056,WX1,P01,0,F3APAY001814,be13b8be87c38136bbba1d8677fb7a481db83c344d1a0ea7ac9e263a793c3c61,35,READY_FOR_AFINO
F3ADP002711,1815,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002711,F3AC059,WX1,P04,0,F3APAY001815,c8a4cd725e738f2df22489562bc67a18ab437f3795ed0eabff79ca39a71b99ba,35,READY_FOR_AFINO
F3ADP002712,1816,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002712,F3AC060,WX1,P05,0,F3APAY001816,1de277a961476dd285ef337fa4c1a7d5593394c37634f1a731a26a990c5f9ad0,35,READY_FOR_AFINO
F3ADP002713,1817,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002713,F3AC061,WC1,P00,0,F3APAY001817,07bf1fc1e72a6496a427697521410165cf1a167d7afc0cac644e53dd07f14ea7,31,READY_FOR_AFINO
F3ADP002714,1818,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002714,F3AC062,WC1,P01,0,F3APAY001818,2b7c9e0af2ca4fc9d336e95010135b003f445c08db1bd899c45697e8c7a9d8f8,31,READY_FOR_AFINO
F3ADP002717,1819,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002717,F3AC065,WC1,P04,0,F3APAY001819,d628e910e2e18fd2d7661d995c2a4de64eb744e07201bf737c12447f3ed37844,31,READY_FOR_AFINO
F3ADP002718,1820,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002718,F3AC066,WC1,P05,0,F3APAY001820,3599eb562dd723906d7ae77e8c0d96d2c58f3badc35beaa8da348d31dbcb386c,31,READY_FOR_AFINO
F3ADP002719,1821,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002719,F3AC067,WX2,P00,0,F3APAY001821,7448fb25b50986df59ed16532b6db88cd4fc4bec85a55064e6c61e357b192e3e,37,READY_FOR_AFINO
F3ADP002720,1822,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002720,F3AC068,WX2,P01,0,F3APAY001822,3df690e340607f71965358c55f9644fac7de6ead09e386d3df372d181c2facb9,37,READY_FOR_AFINO
F3ADP002723,1823,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002723,F3AC071,WX2,P04,0,F3APAY001823,b5d04aad162a7760182efaa42d6003d9657f83bbcb055288584239021b6cbbaf,37,READY_FOR_AFINO
F3ADP002724,1824,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002724,F3AC072,WX2,P05,0,F3APAY001824,32f3f2ca9009161c84142408061e618738193d8a65f173f8c6ec860a53d3b4a8,37,READY_FOR_AFINO
F3ADP002725,1825,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002725,F3AC073,WC2,P00,0,F3APAY001825,eedc993a7ee005bb351fe17119557b53e677c888efa22b03f8cb63a430b897e6,29,READY_FOR_AFINO
F3ADP002726,1826,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002726,F3AC074,WC2,P01,0,F3APAY001826,2837164ed454e5779210efa81d436b295da8d9b0551d04df80b8d465aba13d10,29,READY_FOR_AFINO
F3ADP002729,1827,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002729,F3AC077,WC2,P04,0,F3APAY001827,bc3718800a5088ad2293b9144d04ae56b09677b1190b06d591386b17f96cead4,29,READY_FOR_AFINO
F3ADP002730,1828,PRIMARY,F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002730,F3AC078,WC2,P05,0,F3APAY001828,b2d40d294b5986dc4a5149f4df8f07d76022e67b10abd054de950fa669d0a590,29,READY_FOR_AFINO
F3ADP002731,1829,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002731,F3AC001,W00,P00,0,F3APAY001829,9c2d11e33c224a435e1d14932c20737ffe79166b784bad7e5c6cea99c3a3dd15,17,READY_FOR_AFINO
F3ADP002732,1830,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002732,F3AC002,W00,P01,0,F3APAY001830,523917b456021150886cdae4186fc737f73da61a5f3aa426481a6117cf8a81ba,17,READY_FOR_AFINO
F3ADP002735,1831,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002735,F3AC005,W00,P04,0,F3APAY001831,20ee0b54f6db89f8c5d3a426cc426e5adee5cf963d575dcc6e4113880d5268a0,17,READY_FOR_AFINO
F3ADP002736,1832,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002736,F3AC006,W00,P05,0,F3APAY001832,66d16e4d0c044c49281ff84ef4e5fef4c83c5f56469a3168d23dcecab0b51f3d,17,READY_FOR_AFINO
F3ADP002737,1833,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002737,F3AC007,WSm2,P00,0,F3APAY001833,b327e2322265e1cc5e867780fc237fee8df428f0b24e80d2bc81aab002d439af,19,READY_FOR_AFINO
F3ADP002738,1834,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002738,F3AC008,WSm2,P01,0,F3APAY001834,f86a7bb87b1aabb9ae2ebb35ec293373a120fbe0f534f20306c924329c814b4c,19,READY_FOR_AFINO
F3ADP002741,1835,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002741,F3AC011,WSm2,P04,0,F3APAY001835,b9c0cbe90c6785fc8fa48f40384ae7a2186f5c873de16e7cfa6130efa8288d0c,19,READY_FOR_AFINO
F3ADP002742,1836,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002742,F3AC012,WSm2,P05,0,F3APAY001836,0df72b26098b6ce3d1bcd174aa9d13da764cf1792f80876dca4bc872dc4e32eb,19,READY_FOR_AFINO
F3ADP002743,1837,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002743,F3AC013,WSm1,P00,0,F3APAY001837,77fb9d66a20b0b9090b6dea09196251d7b6b015afe7972cb010b831b7c43eeda,18,READY_FOR_AFINO
F3ADP002744,1838,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002744,F3AC014,WSm1,P01,0,F3APAY001838,b517cac913359997085349217bc168aba4fb37a26af326a5a6e1477aece4e54f,18,READY_FOR_AFINO
F3ADP002747,1839,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002747,F3AC017,WSm1,P04,0,F3APAY001839,f77095c0ea4b70679648239367aa4f71be4256d2221a86070482605a5e32cf34,18,READY_FOR_AFINO
F3ADP002748,1840,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002748,F3AC018,WSm1,P05,0,F3APAY001840,2a9a49cd77cd417e9b8cc601a3c77baad748955fcab7fe5e809880a7ef6f2e3e,18,READY_FOR_AFINO
F3ADP002749,1841,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002749,F3AC019,WSp1,P00,0,F3APAY001841,038f899d68464af9392f51a5d33afda10b7cfaa1a7bad1017485a822ecd282c5,16,READY_FOR_AFINO
F3ADP002750,1842,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002750,F3AC020,WSp1,P01,0,F3APAY001842,be497febd3ba5980b5892b32d5478fe6f135d78ae19752cb8ef2df837bc6c4cd,16,READY_FOR_AFINO
F3ADP002753,1843,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002753,F3AC023,WSp1,P04,0,F3APAY001843,41fa74f939bf069f6f550a81261e07c53280fcbe6ef7dcea89cd497b86ab7db1,16,READY_FOR_AFINO
F3ADP002754,1844,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002754,F3AC024,WSp1,P05,0,F3APAY001844,cf71d399b9d816d628967bec72e3758a5f970934fd42753972b8c74abd5e53a7,16,READY_FOR_AFINO
F3ADP002755,1845,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002755,F3AC025,WSp2,P00,0,F3APAY001845,e044905de078ab62c076a4682b16ec3a708f7b6800a7913281661ea53fade855,15,READY_FOR_AFINO
F3ADP002756,1846,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002756,F3AC026,WSp2,P01,0,F3APAY001846,7f628f83ec83080727a69721ecbb70ee8eda23602a4b63cabdd87772b3d15043,15,READY_FOR_AFINO
F3ADP002759,1847,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002759,F3AC029,WSp2,P04,0,F3APAY001847,712716d6d893503c26fdab8290585675f147b976afd2d42d2653fc03ceac1da3,15,READY_FOR_AFINO
F3ADP002760,1848,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002760,F3AC030,WSp2,P05,0,F3APAY001848,8a75e84ff94fe6f2105095881d3ee8f81d477530296d728b299e9ee2265c72d0,15,READY_FOR_AFINO
F3ADP002761,1849,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002761,F3AC031,WEm2,P00,0,F3APAY001849,4ee350ce72b09c02627f9dc031ad8d5bf8d6ea47fb7f4db5b50f9c84d9e0a8db,15,READY_FOR_AFINO
F3ADP002762,1850,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002762,F3AC032,WEm2,P01,0,F3APAY001850,386186804cc2be29acd247a4cfcb98a94c8a9c4cf8f6b7d22e4bcff92f9f32fa,15,READY_FOR_AFINO
F3ADP002765,1851,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002765,F3AC035,WEm2,P04,0,F3APAY001851,a2dd9d5525a15d81f67c4b15914deb4659ea1776b2085f5de57aa43d6427e337,15,READY_FOR_AFINO
F3ADP002766,1852,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002766,F3AC036,WEm2,P05,0,F3APAY001852,8188f6d7bab58ed9dcf93e5cae487ba2abae2fd35cf3e398a0cd3c2acfd3fb9e,15,READY_FOR_AFINO
F3ADP002767,1853,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002767,F3AC037,WEm1,P00,0,F3APAY001853,e7f62e2cbc2050846ec9475cd0be7901b6cac9aba47521bc03a6d6da1127c6ed,16,READY_FOR_AFINO
F3ADP002768,1854,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002768,F3AC038,WEm1,P01,0,F3APAY001854,9c8856136bada9fd3ad84c404d8817bca06957ce1a13bdc91a66f2111ecea5c1,16,READY_FOR_AFINO
F3ADP002771,1855,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002771,F3AC041,WEm1,P04,0,F3APAY001855,9a6cb466c8ec93c8aa7d2f59bb18487761ce59de9bde0ca6ffed5b67dddb14ef,16,READY_FOR_AFINO
F3ADP002772,1856,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002772,F3AC042,WEm1,P05,0,F3APAY001856,290c5547411c2bca87c4b0d9705872570cd0d42b007a95f747eb8e8b47218c2c,16,READY_FOR_AFINO
F3ADP002773,1857,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002773,F3AC043,WEp1,P00,0,F3APAY001857,2df73b15da74ceeb8674a7086a2aa6ca976b46af40a60386156261607aa2c711,18,READY_FOR_AFINO
F3ADP002774,1858,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002774,F3AC044,WEp1,P01,0,F3APAY001858,735f66c5126b33c1ddeaf29bcf24f91316b4e36e9afacdd3ab7c91262dd4bc4b,18,READY_FOR_AFINO
F3ADP002777,1859,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002777,F3AC047,WEp1,P04,0,F3APAY001859,971af1ff1a10cc46ecc731d66a837ad05d99019495ce2f149145cdafe063816e,18,READY_FOR_AFINO
F3ADP002778,1860,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002778,F3AC048,WEp1,P05,0,F3APAY001860,9fbf8241073e9272db1140780cb56ea39a2c21df219128926915e1c1c42fc540,18,READY_FOR_AFINO
F3ADP002779,1861,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002779,F3AC049,WEp2,P00,0,F3APAY001861,430f9436b5c399ef4d5a39c0cbadb086da49bfb2e3dc3f56f49612dee2ddde4a,19,READY_FOR_AFINO
F3ADP002780,1862,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002780,F3AC050,WEp2,P01,0,F3APAY001862,0322bebe90ad4d9854f2d6353c83c919f99f4b34201aa3a2c3a798654cf1b6cd,19,READY_FOR_AFINO
F3ADP002783,1863,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002783,F3AC053,WEp2,P04,0,F3APAY001863,5400c63da828d9370c2d1bdf94d35dee9a5f26ed4021405666213deebb03cbee,19,READY_FOR_AFINO
F3ADP002784,1864,PRIMARY,F3AE000036,F3AP0018,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002784,F3AC054,WEp2,P05,0,F3APAY001864,8fc96620ea5aa7498b21323d568c491e6836d96c41611215474daba3835b6380,19,READY_FOR_AFINO
