planned_decision_id,decision_order,decision_class,phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,payload_id,payload_logical_sha256,input_n_samples,resolved_decision_status
F3ADP004952,3296,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004952,F3AC038,WEm1,P01,0,F3APAY003296,23625bdce175a89c1352819168061454ff374aad7fcac075a1ac30f1d9a78cad,94,READY_FOR_AFINO
F3ADP004953,3297,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004953,F3AC039,WEm1,P02,0,F3APAY003297,4815118e439d952aabf3b958ecae853743999503418bc6a4e8bd4909f3e4d7fd,94,READY_FOR_AFINO
F3ADP004954,3298,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004954,F3AC040,WEm1,P03,0,F3APAY003298,23625bdce175a89c1352819168061454ff374aad7fcac075a1ac30f1d9a78cad,94,READY_FOR_AFINO
F3ADP004955,3299,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004955,F3AC041,WEm1,P04,0,F3APAY003299,808a34bca8f579e9ca45a67200a969e4cbcdef01594cde0e2ac5239d59160a66,94,READY_FOR_AFINO
F3ADP004956,3300,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004956,F3AC042,WEm1,P05,0,F3APAY003300,2e0bd3070f4b42473ed16284c80262381c7c19b9a45f0bdeedab4129093e71c7,94,READY_FOR_AFINO
F3ADP004957,3301,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004957,F3AC043,WEp1,P00,0,F3APAY003301,12362c121829b424ba19cdc0244f1a819de8279c590ef5c87b806f61a1a82636,96,READY_FOR_AFINO
F3ADP004958,3302,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004958,F3AC044,WEp1,P01,0,F3APAY003302,49aa6d1dee6f7abb2ad4ba2f6c62d17bfafaed3959d6f6d75e21c3f73908cb53,96,READY_FOR_AFINO
F3ADP004959,3303,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004959,F3AC045,WEp1,P02,0,F3APAY003303,12362c121829b424ba19cdc0244f1a819de8279c590ef5c87b806f61a1a82636,96,READY_FOR_AFINO
F3ADP004960,3304,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004960,F3AC046,WEp1,P03,0,F3APAY003304,49aa6d1dee6f7abb2ad4ba2f6c62d17bfafaed3959d6f6d75e21c3f73908cb53,96,READY_FOR_AFINO
F3ADP004961,3305,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004961,F3AC047,WEp1,P04,0,F3APAY003305,9f49f0063eabe99f99e62575e8121b11ee2ea23e5d6ce08d3fadd8f05f96da9d,96,READY_FOR_AFINO
F3ADP004962,3306,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004962,F3AC048,WEp1,P05,0,F3APAY003306,c65b53fb1e7fe9abd8bb546f01c221f89bd8ad5b738e8a10c580aefca7466b84,96,READY_FOR_AFINO
F3ADP004963,3307,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004963,F3AC049,WEp2,P00,0,F3APAY003307,1ea904c1de4311527917872e1c361293b5a7945bfdff1ad4fa44a404e48a115b,97,READY_FOR_AFINO
F3ADP004964,3308,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004964,F3AC050,WEp2,P01,0,F3APAY003308,18020bb37e66f39dbf56842e4fc4469d942cc9dbaccd52d6e8395b60b952d60f,97,READY_FOR_AFINO
F3ADP004965,3309,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004965,F3AC051,WEp2,P02,0,F3APAY003309,12362c121829b424ba19cdc0244f1a819de8279c590ef5c87b806f61a1a82636,96,READY_FOR_AFINO
F3ADP004966,3310,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004966,F3AC052,WEp2,P03,0,F3APAY003310,49aa6d1dee6f7abb2ad4ba2f6c62d17bfafaed3959d6f6d75e21c3f73908cb53,96,READY_FOR_AFINO
F3ADP004967,3311,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004967,F3AC053,WEp2,P04,0,F3APAY003311,bdf609bd9c29d01dc23f76446ef4be038f4f7faad76074f772d5a17f54ba51ab,97,READY_FOR_AFINO
F3ADP004968,3312,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004968,F3AC054,WEp2,P05,0,F3APAY003312,27d55bf7ee0db9e224d475e2252b458fb1c025c647a2f40047a575ac37ab09c1,97,READY_FOR_AFINO
F3ADP004969,3313,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004969,F3AC055,WX1,P00,0,F3APAY003313,1f4072b68b76f9b2e8cc02ccde63052c49133789dfac926d38d41b2a037d660f,97,READY_FOR_AFINO
F3ADP004970,3314,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004970,F3AC056,WX1,P01,0,F3APAY003314,8113cb75e652f3da7de3a4876fa5e783c9e04ad234de9dbbacf9717263693a60,97,READY_FOR_AFINO
F3ADP004971,3315,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004971,F3AC057,WX1,P02,0,F3APAY003315,1f4072b68b76f9b2e8cc02ccde63052c49133789dfac926d38d41b2a037d660f,97,READY_FOR_AFINO
F3ADP004972,3316,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004972,F3AC058,WX1,P03,0,F3APAY003316,8113cb75e652f3da7de3a4876fa5e783c9e04ad234de9dbbacf9717263693a60,97,READY_FOR_AFINO
F3ADP004973,3317,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004973,F3AC059,WX1,P04,0,F3APAY003317,17eecb0f52fa823ad1206a782ef9e5376ea5f64859fdaa52036ce2b7fa6cfff7,97,READY_FOR_AFINO
F3ADP004974,3318,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004974,F3AC060,WX1,P05,0,F3APAY003318,053166c7e347b7e073db083acfc48d9cbff10e34d9946b603ec8b91b8d6a7995,97,READY_FOR_AFINO
F3ADP004975,3319,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004975,F3AC061,WC1,P00,0,F3APAY003319,4d148c7fc7eb252d69bc2205337bbb13774f76cefba97f51da6848261dd9b49d,93,READY_FOR_AFINO
F3ADP004976,3320,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004976,F3AC062,WC1,P01,0,F3APAY003320,10b293ec4f2adf27ed90aa2bc2f422ad3cd106f181280fef0abd93d750236b61,93,READY_FOR_AFINO
F3ADP004977,3321,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004977,F3AC063,WC1,P02,0,F3APAY003321,4d148c7fc7eb252d69bc2205337bbb13774f76cefba97f51da6848261dd9b49d,93,READY_FOR_AFINO
F3ADP004978,3322,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004978,F3AC064,WC1,P03,0,F3APAY003322,10b293ec4f2adf27ed90aa2bc2f422ad3cd106f181280fef0abd93d750236b61,93,READY_FOR_AFINO
F3ADP004979,3323,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004979,F3AC065,WC1,P04,0,F3APAY003323,47168fc8b67f475af7221b9ad0197b6ea92b740bdb0a53eacfdc3287c91f014a,93,READY_FOR_AFINO
F3ADP004980,3324,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004980,F3AC066,WC1,P05,0,F3APAY003324,27a5d64ab35ad98be17e72cf3785607d03a8f33141d4ae0ca36856c453b9abf8,93,READY_FOR_AFINO
F3ADP004981,3325,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004981,F3AC067,WX2,P00,0,F3APAY003325,49c204dd868e40c5e32c23de96cbaab524310b608adf309770076ec9eb2676dd,99,READY_FOR_AFINO
F3ADP004982,3326,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004982,F3AC068,WX2,P01,0,F3APAY003326,b1fb1af839fe4e047fdbd7c09a913f1e60a25bbfbf8b097fb83100a7be9123dc,99,READY_FOR_AFINO
F3ADP004983,3327,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004983,F3AC069,WX2,P02,0,F3APAY003327,3bf8eae3fb50a7580ff73765037f4eddff576b55c41d73c62d284590e6afbe34,98,READY_FOR_AFINO
F3ADP004984,3328,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004984,F3AC070,WX2,P03,0,F3APAY003328,014060e3ddf7fed36502a31143ff5c2d2ba106bd390ae79f92733cd8aa11d6ed,98,READY_FOR_AFINO
F3ADP004985,3329,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004985,F3AC071,WX2,P04,0,F3APAY003329,5fb3ee5a2042781d2a42f24745bb644d75f933d71cd1ac0a55e9264d3c982db2,99,READY_FOR_AFINO
F3ADP004986,3330,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004986,F3AC072,WX2,P05,0,F3APAY003330,97fb4770213dfe298e917be26d5a4b580ad25b3a26ebbc095ebdf51abf188749,99,READY_FOR_AFINO
F3ADP004987,3331,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004987,F3AC073,WC2,P00,0,F3APAY003331,0910edbbd7895ed44df5b3880a3dc04347cfacba12682100cae492421a2db6ed,91,READY_FOR_AFINO
F3ADP004988,3332,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004988,F3AC074,WC2,P01,0,F3APAY003332,140c49241f51a7eb0ee142d6553556e44cc196775e5a2cef2a152b4d18d45c1e,91,READY_FOR_AFINO
F3ADP004989,3333,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004989,F3AC075,WC2,P02,0,F3APAY003333,0910edbbd7895ed44df5b3880a3dc04347cfacba12682100cae492421a2db6ed,91,READY_FOR_AFINO
F3ADP004990,3334,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004990,F3AC076,WC2,P03,0,F3APAY003334,140c49241f51a7eb0ee142d6553556e44cc196775e5a2cef2a152b4d18d45c1e,91,READY_FOR_AFINO
F3ADP004991,3335,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004991,F3AC077,WC2,P04,0,F3APAY003335,028534d59c7aa676f1f9402b9b7ec2952641ca7a9fab5352d414ba6e3f723244,91,READY_FOR_AFINO
F3ADP004992,3336,PRIMARY,F3AE000064,F3AP0032,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004992,F3AC078,WC2,P05,0,F3APAY003336,5e9fe299f58e4e2dbfcfba20ae75e90f74cb1a3e903a121245e6886ece3eb539,91,READY_FOR_AFINO
F3ADP004993,3337,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV004993,F3AC001,W00,P00,0,F3APAY003337,7a9921157b8de8928b04a5fc45626779d051483ff38b2f1a40707ba4ea04b90f,215,READY_FOR_AFINO
F3ADP004994,3338,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV004994,F3AC002,W00,P01,0,F3APAY003338,aeef504699dad3ce42b0f404ae15d710b056e1ce19325c3c54a6b38b0ad776fa,215,READY_FOR_AFINO
F3ADP004997,3339,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV004997,F3AC005,W00,P04,0,F3APAY003339,b8f25b4217b8aebe837c8efdb2ed6a62c5566de8dab6f024144f48142c709498,215,READY_FOR_AFINO
F3ADP004998,3340,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV004998,F3AC006,W00,P05,0,F3APAY003340,a6d07d45773962b370bfaae4d9f218b1c85cfd1dff233e7f212cf82bac31a38e,215,READY_FOR_AFINO
F3ADP004999,3341,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV004999,F3AC007,WSm2,P00,0,F3APAY003341,3dae14e5aa51605897f6bf6925eeeb6598f0da307a83152cb740f20e1dcefbc3,217,READY_FOR_AFINO
F3ADP005000,3342,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005000,F3AC008,WSm2,P01,0,F3APAY003342,ea595f2d5552f03e58cb99b6c37de36ec7c2ac9129b5627118fd3445dd2b1305,217,READY_FOR_AFINO
F3ADP005003,3343,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005003,F3AC011,WSm2,P04,0,F3APAY003343,fc2be460d6adeb3759c0e18d2970a41f2ab373713b13a9b5a128137bcbea62c0,217,READY_FOR_AFINO
F3ADP005004,3344,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005004,F3AC012,WSm2,P05,0,F3APAY003344,50dad461c75dbf3fcd19b4dbf5f3a55d86be63c31ef3df3500c4ce479324f25d,217,READY_FOR_AFINO
F3ADP005005,3345,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005005,F3AC013,WSm1,P00,0,F3APAY003345,e5a0a6477e343257480b747c968cdb1ea7cb8518dd269e7835335dedfd4b15a9,216,READY_FOR_AFINO
F3ADP005006,3346,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005006,F3AC014,WSm1,P01,0,F3APAY003346,914e5fb58da9d18d9d07bee61335b7f46632a4d5a5b29ac3cf7cf9abf546cfb6,216,READY_FOR_AFINO
F3ADP005009,3347,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005009,F3AC017,WSm1,P04,0,F3APAY003347,faf55d06ff4178e59956dd42542c70da6bd646fd6db2ab95a1c9d5e81d29a18d,216,READY_FOR_AFINO
F3ADP005010,3348,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005010,F3AC018,WSm1,P05,0,F3APAY003348,40dbb7cdf976dc36adb095f41b70d4e2de99653a4594068f0f6c449955196071,216,READY_FOR_AFINO
F3ADP005011,3349,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005011,F3AC019,WSp1,P00,0,F3APAY003349,9475baf97f5fb5ea89659ae677b9b6335a9dcc9c3dd2317b978e1ec1905231aa,214,READY_FOR_AFINO
F3ADP005012,3350,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005012,F3AC020,WSp1,P01,0,F3APAY003350,25d68f0e9abbc82a3730a9b445f7ea823ed628f4ed4fb71937b0a8a500d15707,214,READY_FOR_AFINO
F3ADP005015,3351,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005015,F3AC023,WSp1,P04,0,F3APAY003351,d4d7c0ba0599819a4abd085e8cdabc12280c106aa37c85747a9cda64d0b7dc53,214,READY_FOR_AFINO
F3ADP005016,3352,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005016,F3AC024,WSp1,P05,0,F3APAY003352,376fc10bd500b8a3fce29963f89fcfc278149d4f3b0020789bcae464a6dacf02,214,READY_FOR_AFINO
F3ADP005017,3353,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005017,F3AC025,WSp2,P00,0,F3APAY003353,685a9f82684ec4e2d345fa69d9af0bbfacb98d99916610e6db42b850d055b4e8,213,READY_FOR_AFINO
F3ADP005018,3354,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005018,F3AC026,WSp2,P01,0,F3APAY003354,e17967094cf4cb1276f8a87c698b556e14953f9baa69f119ef130179088b80cf,213,READY_FOR_AFINO
F3ADP005021,3355,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005021,F3AC029,WSp2,P04,0,F3APAY003355,f1d033468240cc27d23cbe132fb7f03710ec717039fb0569254262202c9b0d0d,213,READY_FOR_AFINO
F3ADP005022,3356,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005022,F3AC030,WSp2,P05,0,F3APAY003356,8d82b59b8fa0703306eecbb4327f4e8e434ed75a52c5ce95c4308668db3708c5,213,READY_FOR_AFINO
F3ADP005023,3357,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005023,F3AC031,WEm2,P00,0,F3APAY003357,923296c6fbf62a164e6b1e92b05414e9cf643000bd4d2425a6cb7ea5847b7b18,213,READY_FOR_AFINO
F3ADP005024,3358,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005024,F3AC032,WEm2,P01,0,F3APAY003358,14037b62f3d2c11be00f5b5e432b595b06438989458e1f548dcc1fb7cf60b1f3,213,READY_FOR_AFINO
F3ADP005027,3359,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005027,F3AC035,WEm2,P04,0,F3APAY003359,7d8c4fbeaeef01043dd84137755e9b51b5a8b1169304193dd6dc305c51fa5961,213,READY_FOR_AFINO
F3ADP005028,3360,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005028,F3AC036,WEm2,P05,0,F3APAY003360,d2d2f0c72d78d243535c749e7121e795bba31d6c1bc6245bcb8bfd81c49ec614,213,READY_FOR_AFINO
F3ADP005029,3361,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005029,F3AC037,WEm1,P00,0,F3APAY003361,4e73c4a4ec175581dde3b016bb51803a202db6b51a116aeaf127bd31c81a0ad6,214,READY_FOR_AFINO
F3ADP005030,3362,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005030,F3AC038,WEm1,P01,0,F3APAY003362,6c6b5048fe6d32e15ff12b1136e0c89beea351c91ad86eec750aaf74ad5c3b10,214,READY_FOR_AFINO
F3ADP005033,3363,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005033,F3AC041,WEm1,P04,0,F3APAY003363,28137cb98913d1c4d76fb2645b8a545a4b42b42032455a016df98c398c2cc246,214,READY_FOR_AFINO
F3ADP005034,3364,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005034,F3AC042,WEm1,P05,0,F3APAY003364,969a3ccb44a9a0855eec35c3f606f4eeaffd350bc39edb952ebb1c494d173a85,214,READY_FOR_AFINO
F3ADP005035,3365,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005035,F3AC043,WEp1,P00,0,F3APAY003365,5ff7e476e1b96769b03447d08be533e00b7d95b11f776549e7c38538b8936e7f,216,READY_FOR_AFINO
F3ADP005036,3366,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005036,F3AC044,WEp1,P01,0,F3APAY003366,eb7589e9f4feac568c23cd0bbddda68491ad4dbc8ccbab287cd8969ae26f615b,216,READY_FOR_AFINO
F3ADP005039,3367,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005039,F3AC047,WEp1,P04,0,F3APAY003367,9c42e7aed37854c9c5fd33b6bc66e1988bef51ea2950ceb1153e74c93951794b,216,READY_FOR_AFINO
F3ADP005040,3368,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005040,F3AC048,WEp1,P05,0,F3APAY003368,7f27122cb8024225082f28f5fe3758e8f6a878ffd314280835de8dd6b4eec5e4,216,READY_FOR_AFINO
F3ADP005041,3369,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005041,F3AC049,WEp2,P00,0,F3APAY003369,b6fa05920c19da7fd49907a38bcff3a70739b9b598ad7ff3c9c9d16be0834551,217,READY_FOR_AFINO
F3ADP005042,3370,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005042,F3AC050,WEp2,P01,0,F3APAY003370,71a7983de5a27f0bb7374bbff2184af720bf2cf35f327f436c67094b40d0fdda,217,READY_FOR_AFINO
F3ADP005045,3371,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005045,F3AC053,WEp2,P04,0,F3APAY003371,7c3528805679c069bd6014726a0d9a00c5b6332eac7fa24bd63e8802dfebda99,217,READY_FOR_AFINO
F3ADP005046,3372,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005046,F3AC054,WEp2,P05,0,F3APAY003372,695bd15a70cc40cbc9b088848de805e4f696125eff037aab7d7c299ac0d37f48,217,READY_FOR_AFINO
F3ADP005047,3373,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005047,F3AC055,WX1,P00,0,F3APAY003373,9ca9b83e08a63ea071bbda6ed21d1d2a6943b044aca9b23bfa305369e75e1bba,217,READY_FOR_AFINO
F3ADP005048,3374,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005048,F3AC056,WX1,P01,0,F3APAY003374,753bed496b86e1ae8e27342842656754ba44a13a7cfa289963e29c7958e9bcbf,217,READY_FOR_AFINO
F3ADP005051,3375,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005051,F3AC059,WX1,P04,0,F3APAY003375,99edc1130c9938ac1e2e85b61f8c02a066ca417afd176ce98191d647bf470e76,217,READY_FOR_AFINO
F3ADP005052,3376,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005052,F3AC060,WX1,P05,0,F3APAY003376,df6d289911ec18447cd229d53562be27de97d76b4e71396eac363b41b2b6f36f,217,READY_FOR_AFINO
F3ADP005053,3377,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005053,F3AC061,WC1,P00,0,F3APAY003377,9a192f0d65cbcc4446d494f505c469d6afdcd7b00124121e5045cb069f3e321d,213,READY_FOR_AFINO
F3ADP005054,3378,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005054,F3AC062,WC1,P01,0,F3APAY003378,7b281c258ce97422286954e4db174f6b9f487cce14a3dad4ec5c3e05cb934eab,213,READY_FOR_AFINO
F3ADP005057,3379,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005057,F3AC065,WC1,P04,0,F3APAY003379,490f01f754acae916391524a37caeb41971cc5674d1463021a4ee0f8dbace952,213,READY_FOR_AFINO
F3ADP005058,3380,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005058,F3AC066,WC1,P05,0,F3APAY003380,7ca8c555c63bc2cb7b3ce33444234820fdd07bc205b7b12482f4995cb229cba4,213,READY_FOR_AFINO
F3ADP005059,3381,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005059,F3AC067,WX2,P00,0,F3APAY003381,9bc62a02315514409a2b1e7ebf34b9ac6277fc4f8f0857b201a6701e451efcaf,219,READY_FOR_AFINO
F3ADP005060,3382,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005060,F3AC068,WX2,P01,0,F3APAY003382,5022addf54922f723dbe61cddf041103199905f238438251bd86635d4708cf7d,219,READY_FOR_AFINO
F3ADP005063,3383,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005063,F3AC071,WX2,P04,0,F3APAY003383,3ef68f63963754a083617c494d74267ed3b7789529f4e3414273ccc2bc409e1b,219,READY_FOR_AFINO
F3ADP005064,3384,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005064,F3AC072,WX2,P05,0,F3APAY003384,4d74faa33b35353878e288637e41c9d41e9931556e2c016ecc70d773429a5daa,219,READY_FOR_AFINO
F3ADP005065,3385,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005065,F3AC073,WC2,P00,0,F3APAY003385,43a72fd9ba801f486ed20f513a844f46a5d03f45b9f6aa0bab77f88f468d7963,211,READY_FOR_AFINO
F3ADP005066,3386,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005066,F3AC074,WC2,P01,0,F3APAY003386,da43486f26046afbfe661d1de63c465409d57bfece3ee1aff2b607531d7e8de1,211,READY_FOR_AFINO
F3ADP005069,3387,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005069,F3AC077,WC2,P04,0,F3APAY003387,e5c7c9648b6db5afa422d0402986a0403be0fa04b6c12ee67c39f7122b14e9ca,211,READY_FOR_AFINO
F3ADP005070,3388,PRIMARY,F3AE000065,F3AP0033,PUBLISHED_QPP_REFERENCE,F3AV005070,F3AC078,WC2,P05,0,F3APAY003388,bd69a8b28c9150599e3a702bd5aefee35214e318b16002f68bd7d1d3e6048c58,211,READY_FOR_AFINO
F3ADP005071,3389,PRIMARY,F3AE000066,F3AP0033,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005071,F3AC001,W00,P00,0,F3APAY003389,468067978f44dc0fc7a4559628705399e10e187108978e0f8f1aa0f859e6255e,81,READY_FOR_AFINO
F3ADP005072,3390,PRIMARY,F3AE000066,F3AP0033,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005072,F3AC002,W00,P01,0,F3APAY003390,eec9cd054094d6726a1ebddf5f356291446f941e8ceb6d8045079992bf4ef5e5,81,READY_FOR_AFINO
F3ADP005075,3391,PRIMARY,F3AE000066,F3AP0033,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005075,F3AC005,W00,P04,0,F3APAY003391,56b698baa40870a4a7677dfbdf3c184a5b587a0c9b21bc7980e38a4e4b84fdd1,81,READY_FOR_AFINO
F3ADP005076,3392,PRIMARY,F3AE000066,F3AP0033,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005076,F3AC006,W00,P05,0,F3APAY003392,ff2d0898c485cfe24856556bd213cd30255d540361c3f57fe8ae088ba48b7e98,81,READY_FOR_AFINO
F3ADP005077,3393,PRIMARY,F3AE000066,F3AP0033,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV005077,F3AC007,WSm2,P00,0,F3APAY003393,b3b716640a35f493f3414da36c878d91e8a5f1cd65930bf8b4094e04fa524f43,83,READY_FOR_AFINO
