phase3a_event_id,tic_id,sector,product_status,product_identifier,product_uri_or_archive_key,physical_filename,physical_sha256,size_bytes,fits_checksum_status,fits_datasum_status,time_column_present,sap_flux_present,pdcsap_flux_present,quality_present,n_rows,median_cadence_s,source_start_index,source_peak_index,source_end_index,start_mapping_residual_s,peak_mapping_residual_s,end_mapping_residual_s,time_mapping_status,candidate_product_count,candidate_datauris_json,selected_prvversion,mast_obsid,timesys,bjdrefi,bjdreff,timeunit,header_ticid,header_sector
F3AE000031,233745344,52,BOUND_DOWNLOADED,tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,mast:TESS/product/tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,f7770f7328c6228d7c565da667a283123db42f112a4c6ae3792d65a21e511d5d,10592640,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,105615,20.00013928336557,61216,61219,61246,-0.037721315,0.000925323,0.003150600,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits""]",spoc-5.0.72-20220608,87646435,TDB,2457000,0.0,d,233745344,52
F3AE000032,233745344,52,BOUND_DOWNLOADED,tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,mast:TESS/product/tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits,f7770f7328c6228d7c565da667a283123db42f112a4c6ae3792d65a21e511d5d,10592640,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,105615,20.00013928336557,86236,86241,86260,-0.022992215,0.012943165,0.028537551,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2022138205153-s0052-0000000233745344-0224-a_fast-lc.fits""]",spoc-5.0.72-20220608,87646435,TDB,2457000,0.0,d,233745344,52
F3AE000033,238194430,32,BOUND_DOWNLOADED,tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,mast:TESS/product/tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,b186fc5966d0db7a52fb15cbadffbee4b9f5b4d78ee0698c30cd4159e93b14ac,11269440,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112388,19.999618963629473,16798,16801,16813,0.034643048,-0.014676058,-0.039157606,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits""]",spoc-5.0.21-20210107,28143003,TDB,2457000,0.0,d,238194430,32
F3AE000034,238194430,32,BOUND_DOWNLOADED,tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,mast:TESS/product/tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits,b186fc5966d0db7a52fb15cbadffbee4b9f5b4d78ee0698c30cd4159e93b14ac,11269440,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112388,19.999618963629473,23192,23197,23215,0.039562177,-0.013829629,0.035865797,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020324010417-s0032-0000000238194430-0200-a_fast-lc.fits""]",spoc-5.0.21-20210107,28143003,TDB,2457000,0.0,d,238194430,32
F3AE000035,239134011,45,BOUND_DOWNLOADED,tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,mast:TESS/product/tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,7e147e7c238de60c5751ed69ee31f8df70158cb61b00eaa27d781b03edc54a12,10883520,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,108540,20.001519939978607,90361,90365,90393,0.024268203,0.023183716,0.015430704,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits""]",spoc-5.0.54-20211208,71241838,TDB,2457000,0.0,d,239134011,45
F3AE000036,239134011,45,BOUND_DOWNLOADED,tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,mast:TESS/product/tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits,7e147e7c238de60c5751ed69ee31f8df70158cb61b00eaa27d781b03edc54a12,10883520,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,108540,20.001519939978607,96876,96880,96892,-0.038610412,-0.039976610,0.042324826,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021310001228-s0045-0000000239134011-0216-a_fast-lc.fits""]",spoc-5.0.54-20211208,71241838,TDB,2457000,0.0,d,239134011,45
F3AE000037,24518895,32,BOUND_DOWNLOADED,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,mast:TESS/product/tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,a0ec7d514285e93be4dc17683eb7df1ef507f29126f70325e0de4042770c6d99,11269440,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112388,20.000152091961354,106175,106179,106201,-0.012784432,-0.020185443,0.025428049,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits""]",spoc-5.0.21-20210107,28138742,TDB,2457000,0.0,d,24518895,32
F3AE000038,24518895,32,BOUND_DOWNLOADED,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,mast:TESS/product/tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits,a0ec7d514285e93be4dc17683eb7df1ef507f29126f70325e0de4042770c6d99,11269440,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112388,20.000152091961354,27454,27457,27487,-0.016005480,0.023373841,-0.014793928,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020324010417-s0032-0000000024518895-0200-a_fast-lc.fits""]",spoc-5.0.21-20210107,28138742,TDB,2457000,0.0,d,24518895,32
F3AE000039,268510757,70,BOUND_DOWNLOADED,tess2023263165758-s0070-0000000268510757-0265-a_fast-lc.fits,mast:TESS/product/tess2023263165758-s0070-0000000268510757-0265-a_fast-lc.fits,tess2023263165758-s0070-0000000268510757-0265-a_fast-lc.fits,078cf19ff4d17162171386407be5f84fbd7a8e1cbfc9f35903480135c91e6fdb,11033280,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,110040,20.001700714055914,8111,8116,8148,0.004829744,-0.036780511,-0.026588130,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023263165758-s0070-0000000268510757-0265-a_fast-lc.fits""]",spoc-5.0.101-20231004,191169874,TDB,2457000,0.0,d,268510757,70
F3AE000040,118820774,70,BOUND_DOWNLOADED,tess2023263165758-s0070-0000000118820774-0265-a_fast-lc.fits,mast:TESS/product/tess2023263165758-s0070-0000000118820774-0265-a_fast-lc.fits,tess2023263165758-s0070-0000000118820774-0265-a_fast-lc.fits,89336f6aabcc8a112fe0dc81d4e400a1c0feede314047b911f2fb1a61925bbad,11033280,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,110040,20.001720830623526,67908,67909,67942,0.025725357,-0.017333763,0.030516676,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023263165758-s0070-0000000118820774-0265-a_fast-lc.fits""]",spoc-5.0.101-20231004,191166289,TDB,2457000,0.0,d,118820774,70
F3AE000041,273416539,68,BOUND_DOWNLOADED,tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,mast:TESS/product/tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,b9d238b8daa47048a2b6b30ae400236be9daf1980ece4b66715d1eb8d7abb39f,11926080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118950,19.99966882285662,30869,30874,30888,-0.025294030,0.008451355,-0.017981265,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits""]",spoc-5.0.96-20230729,176756509,TDB,2457000,0.0,d,273416539,68
F3AE000042,273416539,68,BOUND_DOWNLOADED,tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,mast:TESS/product/tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits,b9d238b8daa47048a2b6b30ae400236be9daf1980ece4b66715d1eb8d7abb39f,11926080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118950,19.99966882285662,97413,97415,97423,-0.042045944,0.040069295,0.022890100,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023209231226-s0068-0000000273416539-0262-a_fast-lc.fits""]",spoc-5.0.96-20230729,176756509,TDB,2457000,0.0,d,273416539,68
F3AE000043,289840928,68,BOUND_DOWNLOADED,tess2023209231226-s0068-0000000289840928-0262-a_fast-lc.fits,mast:TESS/product/tess2023209231226-s0068-0000000289840928-0262-a_fast-lc.fits,tess2023209231226-s0068-0000000289840928-0262-a_fast-lc.fits,60915522c77fff75ab1dab1bad290f4bfef24edd5dc1d6a75dae8480ba1f32b4,11926080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118950,19.999829755397514,89219,89223,89236,-0.034346721,-0.042875910,-0.027315627,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023209231226-s0068-0000000289840928-0262-a_fast-lc.fits""]",spoc-5.0.96-20230729,176757726,TDB,2457000,0.0,d,289840928,68
F3AE000044,52153067,68,BOUND_DOWNLOADED,tess2023209231226-s0068-0000000052153067-0262-a_fast-lc.fits,mast:TESS/product/tess2023209231226-s0068-0000000052153067-0262-a_fast-lc.fits,tess2023209231226-s0068-0000000052153067-0262-a_fast-lc.fits,d3b829461d7aff4a63cbb4dbb19e12f4a463a53e7257419a646d904ca7f6477a,11926080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118950,19.999970649951138,90214,90217,90231,-0.019743350,0.018146048,-0.006576664,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023209231226-s0068-0000000052153067-0262-a_fast-lc.fits""]",spoc-5.0.96-20230729,176744640,TDB,2457000,0.0,d,52153067,68
F3AE000045,294750180,30,BOUND_DOWNLOADED,tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,mast:TESS/product/tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,13a71f733b67fefd81c1a5cd61f7f681a18b1edaf6695420a44deaf43d289363,11842560,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118125,19.999769877176732,107872,107876,107906,-0.021472196,-0.028976619,0.001149434,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits""]",spoc-5.0.18-20201106,27992907,TDB,2457000,0.0,d,294750180,30
F3AE000046,294750180,30,BOUND_DOWNLOADED,tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,mast:TESS/product/tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits,13a71f733b67fefd81c1a5cd61f7f681a18b1edaf6695420a44deaf43d289363,11842560,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,118125,19.999769877176732,37066,37072,37099,0.038674533,0.027733517,0.021683931,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020266004630-s0030-0000000294750180-0195-a_fast-lc.fits""]",spoc-5.0.18-20201106,27992907,TDB,2457000,0.0,d,294750180,30
F3AE000047,303443210,63,BOUND_DOWNLOADED,tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,mast:TESS/product/tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,a08149566f568b4adfadc0e913aa06c3ec1a1e0e4f3382c915b061b2b6cca07f,11494080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,114645,20.000292632903438,351,354,412,-0.031303737,0.008426759,0.027750098,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits""]",spoc-5.0.86-20230328,127094703,TDB,2457000,0.0,d,303443210,63
F3AE000048,303443210,63,BOUND_DOWNLOADED,tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,mast:TESS/product/tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits,a08149566f568b4adfadc0e913aa06c3ec1a1e0e4f3382c915b061b2b6cca07f,11494080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,114645,20.000292632903438,38793,38796,38859,0.016872339,-0.030219603,0.017659871,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023069172124-s0063-0000000303443210-0255-a_fast-lc.fits""]",spoc-5.0.86-20230328,127094703,TDB,2457000,0.0,d,303443210,63
F3AE000049,303443210,64,BOUND_DOWNLOADED,tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,mast:TESS/product/tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,4aeb5aee75728d2217923887212e4c592930c8040e783ec18c3ea692dd9067d5,11661120,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,116311,20.000011040247045,45732,45733,45773,0.003164627,-0.041614342,-0.018513136,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits""]",spoc-5.0.87-20230504,139098288,TDB,2457000,0.0,d,303443210,64
F3AE000050,303443210,64,BOUND_DOWNLOADED,tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,mast:TESS/product/tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits,4aeb5aee75728d2217923887212e4c592930c8040e783ec18c3ea692dd9067d5,11661120,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,116311,20.000011040247045,83071,83076,83108,-0.034218596,0.000694414,0.034023442,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023096110322-s0064-0000000303443210-0257-a_fast-lc.fits""]",spoc-5.0.87-20230504,139098288,TDB,2457000,0.0,d,303443210,64
F3AE000051,306485634,71,BOUND_DOWNLOADED,tess2023289093419-s0071-0000000306485634-0266-a_fast-lc.fits,mast:TESS/product/tess2023289093419-s0071-0000000306485634-0266-a_fast-lc.fits,tess2023289093419-s0071-0000000306485634-0266-a_fast-lc.fits,cd099da4aac48439b8a358fc598d8977c9f56cb1765b7de5d4c6061862a5f21f,11237760,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112065,20.000031392555684,80263,80265,80283,0.039005475,0.035506174,0.003851891,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023289093419-s0071-0000000306485634-0266-a_fast-lc.fits""]",spoc-5.0.101-20231004,197695780,TDB,2457000,0.0,d,306485634,71
F3AE000052,306485634,70,BOUND_DOWNLOADED,tess2023263165758-s0070-0000000306485634-0265-a_fast-lc.fits,mast:TESS/product/tess2023263165758-s0070-0000000306485634-0265-a_fast-lc.fits,tess2023263165758-s0070-0000000306485634-0265-a_fast-lc.fits,315ebe6fa4955f18634616b0041767c116bda62b8625165fbe9d746e55a155d7,11033280,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,110040,20.000875895493664,4482,4485,4502,-0.001609208,0.040585293,-0.008165244,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023263165758-s0070-0000000306485634-0265-a_fast-lc.fits""]",spoc-5.0.101-20231004,191171045,TDB,2457000,0.0,d,306485634,70
F3AE000053,308543286,35,BOUND_DOWNLOADED,tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,mast:TESS/product/tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,a07eba3ed4bc1f2388e8e868fd24229c4c76e7da61915d73f88060dec14df106,10828800,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,107986,20.000222539238166,31488,31492,31501,0.003210753,-0.002178365,0.028875800,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits""]",spoc-5.0.24-20210305,60677506,TDB,2457000,0.0,d,308543286,35
F3AE000054,308543286,35,BOUND_DOWNLOADED,tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,mast:TESS/product/tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits,a07eba3ed4bc1f2388e8e868fd24229c4c76e7da61915d73f88060dec14df106,10828800,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,107986,20.000222539238166,38222,38225,38233,0.008567772,-0.038744549,0.036695959,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021039152502-s0035-0000000308543286-0205-a_fast-lc.fits""]",spoc-5.0.24-20210305,60677506,TDB,2457000,0.0,d,308543286,35
F3AE000055,322950055,67,BOUND_DOWNLOADED,tess2023181235917-s0067-0000000322950055-0261-a_fast-lc.fits,mast:TESS/product/tess2023181235917-s0067-0000000322950055-0261-a_fast-lc.fits,tess2023181235917-s0067-0000000322950055-0261-a_fast-lc.fits,61f2c0301e1cd41bd7bd9c917a99f8a468b1abbddb266d6d2d62f42ab5543ca1,12024000,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,119925,19.99964882415952,101867,101871,101923,-0.022758557,-0.031025955,0.034297412,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023181235917-s0067-0000000322950055-0261-a_fast-lc.fits""]",spoc-5.0.96-20230729,171670438,TDB,2457000,0.0,d,322950055,67
F3AE000056,322950055,66,BOUND_DOWNLOADED,tess2023153011303-s0066-0000000322950055-0260-a_fast-lc.fits,mast:TESS/product/tess2023153011303-s0066-0000000322950055-0260-a_fast-lc.fits,tess2023153011303-s0066-0000000322950055-0260-a_fast-lc.fits,4a0af576ceea83a27ccdcc1c035d9d62cd82d0587ccaac5de9bcb7b476e7d8d6,12456000,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,124245,19.99992035853211,69375,69381,69401,-0.040963382,0.035418989,0.002016647,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023153011303-s0066-0000000322950055-0260-a_fast-lc.fits""]",spoc-5.0.96-20230729,173758908,TDB,2457000,0.0,d,322950055,66
F3AE000057,325525541,67,BOUND_DOWNLOADED,tess2023181235917-s0067-0000000325525541-0261-a_fast-lc.fits,mast:TESS/product/tess2023181235917-s0067-0000000325525541-0261-a_fast-lc.fits,tess2023181235917-s0067-0000000325525541-0261-a_fast-lc.fits,9b4e6eb9d6c5363c17cfa985c62e4323fff5539fee715f94f40da1b5513c514a,12024000,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,119925,19.999910378828645,75072,75081,75106,-0.042467646,-0.014977570,-0.015427482,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023181235917-s0067-0000000325525541-0261-a_fast-lc.fits""]",spoc-5.0.96-20230729,171670535,TDB,2457000,0.0,d,325525541,67
F3AE000058,325525541,66,BOUND_DOWNLOADED,tess2023153011303-s0066-0000000325525541-0260-a_fast-lc.fits,mast:TESS/product/tess2023153011303-s0066-0000000325525541-0260-a_fast-lc.fits,tess2023153011303-s0066-0000000325525541-0260-a_fast-lc.fits,63547fb00ec1e3059178cfabdd1ab7c71e42b3f4664e052bcdf6ab0271201dc8,12456000,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,124245,20.000292515032925,35145,35148,35160,-0.037787794,0.001570075,-0.013798158,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023153011303-s0066-0000000325525541-0260-a_fast-lc.fits""]",spoc-5.0.96-20230729,173759213,TDB,2457000,0.0,d,325525541,66
F3AE000059,33878971,35,BOUND_DOWNLOADED,tess2021039152502-s0035-0000000033878971-0205-a_fast-lc.fits,mast:TESS/product/tess2021039152502-s0035-0000000033878971-0205-a_fast-lc.fits,tess2021039152502-s0035-0000000033878971-0205-a_fast-lc.fits,e9ef89dcc84bd4e917967631c39c4d1c142b4376731bf44b61960759308981f8,10828800,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,107986,20.0001118981163,20650,20654,20676,0.001403209,-0.004760515,-0.038645694,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021039152502-s0035-0000000033878971-0205-a_fast-lc.fits""]",spoc-5.0.24-20210305,60676753,TDB,2457000,0.0,d,33878971,35
F3AE000060,33878971,38,BOUND_DOWNLOADED,tess2021118034608-s0038-0000000033878971-0209-a_fast-lc.fits,mast:TESS/product/tess2021118034608-s0038-0000000033878971-0209-a_fast-lc.fits,tess2021118034608-s0038-0000000033878971-0209-a_fast-lc.fits,06a5f28e5c86aeaead0a52a23bb08755aebc2e6e55a66ce7984a30bf1dd6029f,11566080,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,115366,20.000323082786053,97799,97805,97827,-0.021046370,-0.028833839,0.029007855,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021118034608-s0038-0000000033878971-0209-a_fast-lc.fits""]",spoc-5.0.33-20210611,61581171,TDB,2457000,0.0,d,33878971,38
F3AE000061,339668420,33,BOUND_DOWNLOADED,tess2020351194500-s0033-0000000339668420-0203-a_fast-lc.fits,mast:TESS/product/tess2020351194500-s0033-0000000339668420-0203-a_fast-lc.fits,tess2020351194500-s0033-0000000339668420-0203-a_fast-lc.fits,aa08eccc2355daa13a978dc5fdbef75c463c4febd44387d060e0d77cbc1e5048,11197440,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,111660,20.00032296491554,83840,83847,83955,-0.040898554,-0.006899079,0.023900211,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2020351194500-s0033-0000000339668420-0203-a_fast-lc.fits""]",spoc-5.0.22-20210121,28229897,TDB,2457000,0.0,d,339668420,33
F3AE000062,339668420,34,BOUND_DOWNLOADED,tess2021014023720-s0034-0000000339668420-0204-a_fast-lc.fits,mast:TESS/product/tess2021014023720-s0034-0000000339668420-0204-a_fast-lc.fits,tess2021014023720-s0034-0000000339668420-0204-a_fast-lc.fits,a7e4a0e723310c3c963a0a87700a60403f29d66a6a665da99523a7ea6a3b6cef,10969920,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,109395,20.000141915807035,19938,19944,20029,0.042508311,0.034182252,-0.040690512,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2021014023720-s0034-0000000339668420-0204-a_fast-lc.fits""]",spoc-5.0.23-20210212,28296280,TDB,2457000,0.0,d,339668420,34
F3AE000063,345451496,71,BOUND_DOWNLOADED,tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,mast:TESS/product/tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,b89f383ee7f00ac4b66c6e602f5af7f2e44382b50b52b53613d83043f8dad19c,11237760,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112065,20.00071535585448,78570,78571,78753,-0.016235092,0.025919333,0.013578565,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits""]",spoc-5.0.101-20231004,197696273,TDB,2457000,0.0,d,345451496,71
F3AE000064,60874953,71,BOUND_DOWNLOADED,tess2023289093419-s0071-0000000060874953-0266-a_fast-lc.fits,mast:TESS/product/tess2023289093419-s0071-0000000060874953-0266-a_fast-lc.fits,tess2023289093419-s0071-0000000060874953-0266-a_fast-lc.fits,0843ba4e60be6a8ec263df60b046d56949ab6c6be079e0d7a9b2d4f4029423fd,11237760,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112065,20.000997027091216,8462,8465,8556,0.015145064,-0.028697148,-0.004722600,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023289093419-s0071-0000000060874953-0266-a_fast-lc.fits""]",spoc-5.0.101-20231004,197689281,TDB,2457000,0.0,d,60874953,71
F3AE000065,345451496,71,BOUND_DOWNLOADED,tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,mast:TESS/product/tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits,b89f383ee7f00ac4b66c6e602f5af7f2e44382b50b52b53613d83043f8dad19c,11237760,FAIL:VALID|INVALID|INVALID,PARTIAL:NOT_PRESENT|NOT_PRESENT|NOT_PRESENT,true,true,true,true,112065,20.00071535585448,78556,78558,78770,-0.002039828,-0.004050502,0.039446860,TIME_MAPPING_VALID,1,"[""mast:TESS/product/tess2023289093419-s0071-0000000345451496-0266-a_fast-lc.fits""]",spoc-5.0.101-20231004,197696273,TDB,2457000,0.0,d,345451496,71
