planned_decision_id,decision_order,variant_id,external_optimizer_seed,payload_id,n_samples,mean_dt_external,median_dt_external,afino_dt_m0,afino_dt_m1,afino_dt_m2,mean_dt_match_m0,mean_dt_match_m1,mean_dt_match_m2,positive_fftfreq_bin_count_external,rfftfreq_positive_bin_count_external,afino_bin_count_m0,afino_bin_count_m1,afino_bin_count_m2,fftfreq_positive_match,legacy_median_dt_match,legacy_rfftfreq_match
F3ADP000032,18,F3AV000032,0,F3APAY000018,28,20.00016549573047,20.000171422725543,20.00016549573047,20.00016549573047,20.00016549573047,true,true,true,13,14,13,13,13,true,false,false
F3ADP000035,19,F3AV000035,0,F3APAY000019,28,20.00016549573047,20.000171422725543,20.00016549573047,20.00016549573047,20.00016549573047,true,true,true,13,14,13,13,13,true,false,false
F3ADP000036,20,F3AV000036,0,F3APAY000020,28,20.00016549573047,20.000171422725543,20.00016549573047,20.00016549573047,20.00016549573047,true,true,true,13,14,13,13,13,true,false,false
F3ADP000037,21,F3AV000037,0,F3APAY000021,29,20.00016571161853,20.000171422725543,20.00016571161853,20.00016571161853,20.00016571161853,true,true,true,14,14,14,14,14,true,false,true
F3ADP000038,22,F3AV000038,0,F3APAY000022,29,20.00016571161853,20.000171422725543,20.00016571161853,20.00016571161853,20.00016571161853,true,true,true,14,14,14,14,14,true,false,true
F3ADP000041,23,F3AV000041,0,F3APAY000023,29,20.00016571161853,20.000171422725543,20.00016571161853,20.00016571161853,20.00016571161853,true,true,true,14,14,14,14,14,true,false,true
F3ADP000042,24,F3AV000042,0,F3APAY000024,29,20.00016571161853,20.000171422725543,20.00016571161853,20.00016571161853,20.00016571161853,true,true,true,14,14,14,14,14,true,false,true
F3ADP000043,25,F3AV000043,0,F3APAY000025,31,20.000165423116414,20.000171422725543,20.000165423116414,20.000165423116414,20.000165423116414,true,true,true,15,15,15,15,15,true,false,true
F3ADP000044,26,F3AV000044,0,F3APAY000026,31,20.000165423116414,20.000171422725543,20.000165423116414,20.000165423116414,20.000165423116414,true,true,true,15,15,15,15,15,true,false,true
F3ADP000047,27,F3AV000047,0,F3APAY000027,31,20.000165423116414,20.000171422725543,20.000165423116414,20.000165423116414,20.000165423116414,true,true,true,15,15,15,15,15,true,false,true
F3ADP000048,28,F3AV000048,0,F3APAY000028,31,20.000165423116414,20.000171422725543,20.000165423116414,20.000165423116414,20.000165423116414,true,true,true,15,15,15,15,15,true,false,true
F3ADP000049,29,F3AV000049,0,F3APAY000029,32,20.00016561918704,20.000171422725543,20.00016561918704,20.00016561918704,20.00016561918704,true,true,true,15,16,15,15,15,true,false,false
F3ADP000050,30,F3AV000050,0,F3APAY000030,32,20.00016561918704,20.000171422725543,20.00016561918704,20.00016561918704,20.00016561918704,true,true,true,15,16,15,15,15,true,false,false
F3ADP000053,31,F3AV000053,0,F3APAY000031,32,20.00016561918704,20.000171422725543,20.00016561918704,20.00016561918704,20.00016561918704,true,true,true,15,16,15,15,15,true,false,false
F3ADP000054,32,F3AV000054,0,F3APAY000032,32,20.00016561918704,20.000171422725543,20.00016561918704,20.00016561918704,20.00016561918704,true,true,true,15,16,15,15,15,true,false,false
F3ADP000055,33,F3AV000055,0,F3APAY000033,32,20.000165617919617,20.000171422725543,20.000165617919617,20.000165617919617,20.000165617919617,true,true,true,15,16,15,15,15,true,false,false
F3ADP000056,34,F3AV000056,0,F3APAY000034,32,20.000165617919617,20.000171422725543,20.000165617919617,20.000165617919617,20.000165617919617,true,true,true,15,16,15,15,15,true,false,false
F3ADP000059,35,F3AV000059,0,F3APAY000035,32,20.000165617919617,20.000171422725543,20.000165617919617,20.000165617919617,20.000165617919617,true,true,true,15,16,15,15,15,true,false,false
F3ADP000060,36,F3AV000060,0,F3APAY000036,32,20.000165617919617,20.000171422725543,20.000165617919617,20.000165617919617,20.000165617919617,true,true,true,15,16,15,15,15,true,false,false
F3ADP000061,37,F3AV000061,0,F3APAY000037,28,20.000165498640854,20.000171422725543,20.000165498640854,20.000165498640854,20.000165498640854,true,true,true,13,14,13,13,13,true,false,false
F3ADP000062,38,F3AV000062,0,F3APAY000038,28,20.000165498640854,20.000171422725543,20.000165498640854,20.000165498640854,20.000165498640854,true,true,true,13,14,13,13,13,true,false,false
F3ADP000065,39,F3AV000065,0,F3APAY000039,28,20.000165498640854,20.000171422725543,20.000165498640854,20.000165498640854,20.000165498640854,true,true,true,13,14,13,13,13,true,false,false
F3ADP000066,40,F3AV000066,0,F3APAY000040,28,20.000165498640854,20.000171422725543,20.000165498640854,20.000165498640854,20.000165498640854,true,true,true,13,14,13,13,13,true,false,false
F3ADP000067,41,F3AV000067,0,F3APAY000041,34,20.000165362514302,20.000171422725543,20.000165362514302,20.000165362514302,20.000165362514302,true,true,true,16,17,16,16,16,true,false,false
F3ADP000068,42,F3AV000068,0,F3APAY000042,34,20.000165362514302,20.000171422725543,20.000165362514302,20.000165362514302,20.000165362514302,true,true,true,16,17,16,16,16,true,false,false
F3ADP000071,43,F3AV000071,0,F3APAY000043,34,20.000165362514302,20.000171422725543,20.000165362514302,20.000165362514302,20.000165362514302,true,true,true,16,17,16,16,16,true,false,false
F3ADP000072,44,F3AV000072,0,F3APAY000044,34,20.000165362514302,20.000171422725543,20.000165362514302,20.000165362514302,20.000165362514302,true,true,true,16,17,16,16,16,true,false,false
F3ADP000079,45,F3AV000079,0,F3APAY000045,28,20.0002961413702,20.000292436452582,20.0002961413702,20.0002961413702,20.0002961413702,true,true,true,13,14,13,13,13,true,false,false
F3ADP000080,46,F3AV000080,0,F3APAY000046,28,20.0002961413702,20.000292436452582,20.0002961413702,20.0002961413702,20.0002961413702,true,true,true,13,14,13,13,13,true,false,false
F3ADP000083,47,F3AV000083,0,F3APAY000047,28,20.0002961413702,20.000292436452582,20.0002961413702,20.0002961413702,20.0002961413702,true,true,true,13,14,13,13,13,true,false,false
F3ADP000084,48,F3AV000084,0,F3APAY000048,28,20.0002961413702,20.000292436452582,20.0002961413702,20.0002961413702,20.0002961413702,true,true,true,13,14,13,13,13,true,false,false
F3ADP000085,49,F3AV000085,0,F3APAY000049,30,20.000295881794138,20.000292436452582,20.000295881794138,20.000295881794138,20.000295881794138,true,true,true,14,15,14,14,14,true,false,false
F3ADP000086,50,F3AV000086,0,F3APAY000050,30,20.000295881794138,20.000292436452582,20.000295881794138,20.000295881794138,20.000295881794138,true,true,true,14,15,14,14,14,true,false,false
F3ADP000089,51,F3AV000089,0,F3APAY000051,30,20.000295881794138,20.000292436452582,20.000295881794138,20.000295881794138,20.000295881794138,true,true,true,14,15,14,14,14,true,false,false
F3ADP000090,52,F3AV000090,0,F3APAY000052,30,20.000295881794138,20.000292436452582,20.000295881794138,20.000295881794138,20.000295881794138,true,true,true,14,15,14,14,14,true,false,false
F3ADP000091,53,F3AV000091,0,F3APAY000053,29,20.00029600624527,20.000292436452582,20.00029600624527,20.00029600624527,20.00029600624527,true,true,true,14,14,14,14,14,true,false,true
F3ADP000092,54,F3AV000092,0,F3APAY000054,29,20.00029600624527,20.000292436452582,20.00029600624527,20.00029600624527,20.00029600624527,true,true,true,14,14,14,14,14,true,false,true
F3ADP000095,55,F3AV000095,0,F3APAY000055,29,20.00029600624527,20.000292436452582,20.00029600624527,20.00029600624527,20.00029600624527,true,true,true,14,14,14,14,14,true,false,true
F3ADP000096,56,F3AV000096,0,F3APAY000056,29,20.00029600624527,20.000292436452582,20.00029600624527,20.00029600624527,20.00029600624527,true,true,true,14,14,14,14,14,true,false,true
F3ADP000097,57,F3AV000097,0,F3APAY000057,27,20.00029628235587,20.000292436452582,20.00029628235587,20.00029628235587,20.00029628235587,true,true,true,13,13,13,13,13,true,false,true
F3ADP000098,58,F3AV000098,0,F3APAY000058,27,20.00029628235587,20.000292436452582,20.00029628235587,20.00029628235587,20.00029628235587,true,true,true,13,13,13,13,13,true,false,true
F3ADP000101,59,F3AV000101,0,F3APAY000059,27,20.00029628235587,20.000292436452582,20.00029628235587,20.00029628235587,20.00029628235587,true,true,true,13,13,13,13,13,true,false,true
