phase3a_event_id,variant_id,window_variant_id,processing_profile_id,baseline_period_s,variant_period_s,signed_period_change_s,absolute_period_change_s,period_ratio_variant_to_baseline
F3AE000021,F3AV001632,WX2,P05,73.20974568095586,73.28517492007964,0.0754292391237783,0.0754292391237783,1.001030316912348
F3AE000021,F3AV001633,WC2,P00,73.20974568095586,73.13282741349178,-0.07691826746408026,0.07691826746408026,0.9989493438783508
F3AE000021,F3AV001634,WC2,P01,73.20974568095586,73.17322099348844,-0.03652468746741988,0.03652468746741988,0.9995010952827702
F3AE000021,F3AV001638,WC2,P05,73.20974568095586,73.1515789103669,-0.058166770588968575,0.058166770588968575,0.9992054777673665
F3AE000025,F3AV001873,W00,P00,44.031313737389596,44.031313737389596,0.0,0.0,1.0
F3AE000025,F3AV001875,W00,P02,44.031313737389596,44.031313737389596,0.0,0.0,1.0
F3AE000025,F3AV001877,W00,P04,44.031313737389596,44.22217649583494,0.19086275844534129,0.19086275844534129,1.00433470505976
F3AE000025,F3AV001879,WSm2,P00,44.031313737389596,44.22168744550759,0.19037370811799548,0.19037370811799548,1.0043235981840881
F3AE000025,F3AV001881,WSm2,P02,44.031313737389596,44.22168744550759,0.19037370811799548,0.19037370811799548,1.0043235981840881
F3AE000025,F3AV001883,WSm2,P04,44.031313737389596,44.2087366305765,0.17742289318690752,0.17742289318690752,1.0040294708044617
F3AE000025,F3AV001885,WSm1,P00,44.031313737389596,43.516050270210755,-0.5152634671788405,0.5152634671788405,0.9882977948318336
F3AE000025,F3AV001887,WSm1,P02,44.031313737389596,43.516050270210755,-0.5152634671788405,0.5152634671788405,0.9882977948318336
F3AE000025,F3AV001903,WEm2,P00,44.031313737389596,44.64176392206165,0.6104501846720538,0.6104501846720538,1.0138640011586502
F3AE000025,F3AV001905,WEm2,P02,44.031313737389596,44.64176392206165,0.6104501846720538,0.6104501846720538,1.0138640011586502
F3AE000025,F3AV001907,WEm2,P04,44.031313737389596,44.64193474591358,0.6106210085239852,0.6106210085239852,1.0138678807579042
F3AE000025,F3AV001927,WX1,P00,44.031313737389596,42.762251941547376,-1.2690617958422195,1.2690617958422195,0.9711781982383918
F3AE000025,F3AV001929,WX1,P02,44.031313737389596,42.762251941547376,-1.2690617958422195,1.2690617958422195,0.9711781982383918
F3AE000025,F3AV001931,WX1,P04,44.031313737389596,42.77532723885536,-1.2559864985342344,1.2559864985342344,0.9714751527509454
F3AE000025,F3AV001933,WC1,P00,44.031313737389596,44.271844292971956,0.24053055558236025,0.24053055558236025,1.005462715853016
F3AE000025,F3AV001935,WC1,P02,44.031313737389596,44.271844292971956,0.24053055558236025,0.24053055558236025,1.005462715853016
F3AE000025,F3AV001939,WX2,P00,44.031313737389596,41.316619722444926,-2.714694014944669,2.714694014944669,0.9383462862104098
F3AE000025,F3AV001941,WX2,P02,44.031313737389596,41.316619722444926,-2.714694014944669,2.714694014944669,0.9383462862104098
F3AE000025,F3AV001943,WX2,P04,44.031313737389596,41.31958013969944,-2.7117335976901558,2.7117335976901558,0.9384135205716685
F3AE000037,F3AV002809,W00,P00,56.05824516433813,56.05824516433813,0.0,0.0,1.0
F3AE000037,F3AV002810,W00,P01,56.05824516433813,55.74228038434222,-0.3159647799959089,0.3159647799959089,0.9943636341260838
F3AE000037,F3AV002813,W00,P04,56.05824516433813,56.06036161527444,0.00211645093630608,0.00211645093630608,1.0000377544985595
F3AE000037,F3AV002814,W00,P05,56.05824516433813,55.74988906642899,-0.3083560979091402,0.3083560979091402,0.9944993622792655
F3AE000037,F3AV002815,WSm2,P00,56.05824516433813,55.48077942790212,-0.577465736436011,0.577465736436011,0.9896988260202735
F3AE000037,F3AV002816,WSm2,P01,56.05824516433813,56.93728310605459,0.8790379417164615,0.8790379417164615,1.015680796627499
F3AE000037,F3AV002819,WSm2,P04,56.05824516433813,55.48041601410182,-0.5778291502363118,0.5778291502363118,0.9896923432308241
F3AE000037,F3AV002820,WSm2,P05,56.05824516433813,56.962293139423565,0.9040479750854331,0.9040479750854331,1.0161269403356306
F3AE000037,F3AV002821,WSm1,P00,56.05824516433813,56.48804109633609,0.4297959319979583,0.4297959319979583,1.0076669530189177
F3AE000037,F3AV002822,WSm1,P01,56.05824516433813,57.06830498268018,1.0100598183420502,1.0100598183420502,1.0180180420450373
F3AE000037,F3AV002825,WSm1,P04,56.05824516433813,56.48809821324124,0.42985304890310516,0.42985304890310516,1.0076679719039183
F3AE000037,F3AV002826,WSm1,P05,56.05824516433813,57.06593152137112,1.0076863570329877,1.0076863570329877,1.017975702844049
F3AE000037,F3AV002827,WSp1,P00,56.05824516433813,55.02136524119224,-1.0368799231458894,1.0368799231458894,0.9815035251263001
F3AE000037,F3AV002831,WSp1,P04,56.05824516433813,55.018510745547566,-1.039734418790566,1.039734418790566,0.9814526049514657
F3AE000037,F3AV002833,WSp2,P00,56.05824516433813,56.73490417617328,0.6766590118351488,0.6766590118351488,1.0120706420590135
F3AE000037,F3AV002837,WSp2,P04,56.05824516433813,56.643541091634596,0.585295927296464,0.585295927296464,1.0104408535368996
F3AE000037,F3AV002839,WEm2,P00,56.05824516433813,55.18136243576271,-0.8768827285754242,0.8768827285754242,0.9843576493341026
F3AE000037,F3AV002840,WEm2,P01,56.05824516433813,56.82526561320536,0.7670204488672283,0.7670204488672283,1.0136825626028547
F3AE000037,F3AV002843,WEm2,P04,56.05824516433813,55.17243428201627,-0.8858108823218629,0.8858108823218629,0.984198383668182
F3AE000037,F3AV002844,WEm2,P05,56.05824516433813,56.82540999223177,0.7671648278936374,0.7671648278936374,1.0136851381209784
F3AE000037,F3AV002845,WEm1,P00,56.05824516433813,55.371587823496036,-0.6866573408420962,0.6866573408420962,0.9877510018583507
F3AE000037,F3AV002846,WEm1,P01,56.05824516433813,55.64312498514354,-0.4151201791945951,0.4151201791945951,0.9925948417047725
F3AE000037,F3AV002849,WEm1,P04,56.05824516433813,55.37290499995594,-0.6853401643821897,0.6853401643821897,0.987774498427964
F3AE000037,F3AV002850,WEm1,P05,56.05824516433813,55.61991264025623,-0.4383325240819005,0.4383325240819005,0.9921807662227581
F3AE000037,F3AV002851,WEp1,P00,56.05824516433813,56.355560999890656,0.2973158355525243,0.2973158355525243,1.0053036950172258
F3AE000037,F3AV002852,WEp1,P01,56.05824516433813,56.91299706481766,0.8547519004795276,0.8547519004795276,1.0152475679175075
F3AE000037,F3AV002855,WEp1,P04,56.05824516433813,56.33429833754604,0.2760531732079059,0.2760531732079059,1.0049243991209258
F3AE000037,F3AV002856,WEp1,P05,56.05824516433813,56.87542576025297,0.8171805959148415,0.8171805959148415,1.0145773488542003
F3AE000037,F3AV002857,WEp2,P00,56.05824516433813,55.07923857445471,-0.9790065898834186,0.9790065898834186,0.9825359037370256
F3AE000037,F3AV002858,WEp2,P01,56.05824516433813,56.492279947618975,0.43403478328084333,0.43403478328084333,1.007742568145122
F3AE000037,F3AV002861,WEp2,P04,56.05824516433813,55.06226958046655,-0.9959755838715836,0.9959755838715836,0.9822332008261796
F3AE000037,F3AV002862,WEp2,P05,56.05824516433813,54.96048253445453,-1.0977626298836043,1.0977626298836043,0.9804174635387631
F3AE000037,F3AV002863,WX1,P00,56.05824516433813,55.26057250014832,-0.7976726641898111,0.7976726641898111,0.9857706451236319
F3AE000037,F3AV002864,WX1,P01,56.05824516433813,56.673562953820706,0.6153177894825745,0.6153177894825745,1.0109764011998366
F3AE000037,F3AV002867,WX1,P04,56.05824516433813,55.25813538310222,-0.8001097812359106,0.8001097812359106,0.9857271703941081
F3AE000037,F3AV002868,WX1,P05,56.05824516433813,56.664760704116745,0.6065155397786128,0.6065155397786128,1.010819381484393
F3AE000037,F3AV002869,WC1,P00,56.05824516433813,55.89228218995164,-0.16596297438648833,0.16596297438648833,0.9970394546975212
F3AE000037,F3AV002870,WC1,P01,56.05824516433813,56.346003141201024,0.28775797686289195,0.28775797686289195,1.0051331963035823
F3AE000037,F3AV002873,WC1,P04,56.05824516433813,54.55426720737119,-1.503977956966942,1.503977956966942,0.9731711552411614
F3AE000037,F3AV002874,WC1,P05,56.05824516433813,56.305775751878166,0.24753058754003376,0.24753058754003376,1.004415596435714
F3AE000037,F3AV002875,WX2,P00,56.05824516433813,56.55003605171288,0.49179088737474785,0.49179088737474785,1.0087728555528814
F3AE000037,F3AV002876,WX2,P01,56.05824516433813,56.874010124025375,0.8157649596872432,0.8157649596872432,1.0145520959012502
F3AE000037,F3AV002879,WX2,P04,56.05824516433813,56.55037457923839,0.49212941490025486,0.49212941490025486,1.008778894406301
F3AE000037,F3AV002880,WX2,P05,56.05824516433813,56.875001327554784,0.8167561632166525,0.8167561632166525,1.0145697775737055
F3AE000037,F3AV002881,WC2,P00,56.05824516433813,55.06265688856386,-0.9955882757742742,0.9955882757742742,0.9822401098561746
F3AE000037,F3AV002882,WC2,P01,56.05824516433813,54.94650988675488,-1.11173527758325,1.11173527758325,0.9801682112180977
