job_id,planned_decision_id,variant_id,external_optimizer_seed,model_id,full_plan_match,payload_match,scientific_key_match,canary_result_core_sha256,imported_result_core_sha256,result_core_match,source_checkpoint_sha256,bootstrap_status
F3AJ0000489,F3ADP000249,F3AV000249,0,M2,true,true,true,0f229c880af876da8e1c3a77bd1ea8a3c6503dc6140ed719091bb9fe81775f5d,0f229c880af876da8e1c3a77bd1ea8a3c6503dc6140ed719091bb9fe81775f5d,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000508,F3ADP000256,F3AV000256,0,M0,true,true,true,6a359cfa10d14b66ccaf3777a57799f24ae283cadabfe840af31106ebe971f33,6a359cfa10d14b66ccaf3777a57799f24ae283cadabfe840af31106ebe971f33,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000509,F3ADP000256,F3AV000256,0,M1,true,true,true,9be14cf177a9a1fe9a0c0cc0f1997162956de67bb4e74c94f1cb7bd43a41a997,9be14cf177a9a1fe9a0c0cc0f1997162956de67bb4e74c94f1cb7bd43a41a997,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000510,F3ADP000256,F3AV000256,0,M2,true,true,true,08dcef691000f6c4c8a82e3f2638437a4db1ec33aeb6dcbbbec99690d514e110,08dcef691000f6c4c8a82e3f2638437a4db1ec33aeb6dcbbbec99690d514e110,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000517,F3ADP000259,F3AV000259,0,M0,true,true,true,aa40b652583cb2380e143cf962ad47c2e794aeb0d91ca6a49cdb5e4b155c46a0,aa40b652583cb2380e143cf962ad47c2e794aeb0d91ca6a49cdb5e4b155c46a0,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000518,F3ADP000259,F3AV000259,0,M1,true,true,true,f426a613e4ca5552ed1b014fb6ecccfe0fbd849e5dd2ec260ddc18d8be274ec3,f426a613e4ca5552ed1b014fb6ecccfe0fbd849e5dd2ec260ddc18d8be274ec3,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000519,F3ADP000259,F3AV000259,0,M2,true,true,true,12bad97387f20e7e15f922708eef373bcfda789c66c9bd187220045f7c0d90bf,12bad97387f20e7e15f922708eef373bcfda789c66c9bd187220045f7c0d90bf,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000595,F3ADP000285,F3AV000285,0,M0,true,true,true,5aac149fba09f563942c42013fced6ff277c7648928bd9b7dc710abbb17eb630,5aac149fba09f563942c42013fced6ff277c7648928bd9b7dc710abbb17eb630,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000596,F3ADP000285,F3AV000285,0,M1,true,true,true,fba6bbc924430ffc80aa763cd3d55c12dfc602b5086993f145a1e39b4868cd6f,fba6bbc924430ffc80aa763cd3d55c12dfc602b5086993f145a1e39b4868cd6f,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000597,F3ADP000285,F3AV000285,0,M2,true,true,true,0c0b67097047c40e894986ae445f54c7338a138df5c2cd663e3861077c64ede9,0c0b67097047c40e894986ae445f54c7338a138df5c2cd663e3861077c64ede9,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000616,F3ADP000292,F3AV000292,0,M0,true,true,true,aec663f6a9fe1a53c07f06c5bc0c9898d84cb577d7df8157bf6cd67b84dc5d88,aec663f6a9fe1a53c07f06c5bc0c9898d84cb577d7df8157bf6cd67b84dc5d88,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000617,F3ADP000292,F3AV000292,0,M1,true,true,true,46ef76e30648a8f29036cf3f025ad1545bf24830638b26343f63f2f4bd47b3d9,46ef76e30648a8f29036cf3f025ad1545bf24830638b26343f63f2f4bd47b3d9,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000618,F3ADP000292,F3AV000292,0,M2,true,true,true,d71158b7f53e9a0ad9e03130e87dc208f182f5b5d48d9ba8787125202b05bb20,d71158b7f53e9a0ad9e03130e87dc208f182f5b5d48d9ba8787125202b05bb20,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
F3AJ0000661,F3ADP000313,F3AV000313,0,M0,true,true,true,af51d2e570cff15265d15f370d53b09cd281f375a629370d4f5f4eba04d82b30,af51d2e570cff15265d15f370d53b09cd281f375a629370d4f5f4eba04d82b30,true,9781b13889d2a66e33be973f555b081f5d4de6d97c155a73fd93f5118d2073ca,IMPORTED_VALIDATED_CANARY_RESULT
