phase3a_event_id,tic_id,sector,source_time_system,source_time_unit,source_start_time,source_peak_time,source_end_time,native_timesys,native_bjdref,native_timeunit,source_start_index,source_peak_index,source_end_index,start_mapping_residual_s,peak_mapping_residual_s,end_mapping_residual_s,start_le_peak_le_end,w00_includes_peak,mapping_reproducible,time_mapping_status,mapping_notes
F3AE000099,427346731,32,TBJD,d,2194.405017,2194.405943,2194.410573,TDB,2457000.000000000000,d,87188,87192,87212,0.016159065,0.010085590,-0.020200924,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000100,427346731,32,TBJD,d,2196.567984,2196.568216,2196.571919,TDB,2457000.000000000000,d,96532,96533,96549,0.002383970,-0.042424937,0.018152609,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000101,429354344,63,TBJD,d,3036.539888,3036.540351,3036.546832,TDB,2457000.000000000000,d,95786,95788,95816,-0.020041877,-0.023058969,0.021222704,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000102,429354344,37,TBJD,d,2312.594359,2312.595285,2312.606627,TDB,2457000.000000000000,d,23137,23141,23190,-0.013504818,-0.020342800,0.025511697,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000103,429354344,63,TBJD,d,3036.542203,3036.542897,3036.545906,TDB,2457000.000000000000,d,95796,95799,95812,-0.035087026,0.003607506,0.027256888,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000104,429354344,37,TBJD,d,2310.214044,2310.216127,2310.231173,TDB,2457000.000000000000,d,12854,12863,12928,-0.038309174,-0.009871027,0.012976561,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000105,431107890,57,TBJD,d,2863.137365,2863.137828,2863.148939,TDB,2457000.000000000000,d,42277,42279,42327,0.030065625,0.026324375,0.022835290,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000106,431107890,76,TBJD,d,3368.204625,3368.205551,3368.211569,TDB,2457000.000000000000,d,2230,2234,2260,0.006576153,-0.002095541,0.027967805,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000107,452479048,66,TBJD,d,3112.791575,3112.79227,3112.80014,TDB,2457000.000000000000,d,65330,65333,65367,0.025382472,-0.023299071,0.000952787,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000108,452479048,65,TBJD,d,3094.84314,3094.845454,3094.869065,TDB,2457000.000000000000,d,112787,112797,112899,-0.041487631,0.027612582,0.023944059,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000109,453416841,38,TBJD,d,2355.621971,2355.622434,2355.631925,TDB,2457000.000000000000,d,94056,94058,94099,0.006635599,0.003377619,-0.020231570,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000110,453416841,38,TBJD,d,2335.298728,2335.29896,2335.299423,TDB,2457000.000000000000,d,6260,6261,6263,0.028150111,-0.016437475,-0.019202600,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000111,461512871,52,TBJD,d,2729.666704,2729.668787,2729.687306,TDB,2457000.000000000000,d,47692,47701,47781,-0.012922144,0.014768940,-0.036842826,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000112,461512871,53,TBJD,d,2750.066011,2750.067169,2750.091011,TDB,2457000.000000000000,d,26257,26262,26365,0.015543899,-0.034918825,0.031419446,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000113,46907042,62,TBJD,d,2989.818141,2989.818604,2989.839206,TDB,2457000.000000000000,d,5954,5956,6045,-0.030133950,-0.032990031,-0.031149955,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000114,46907042,62,TBJD,d,2989.809576,2989.810502,2989.858187,TDB,2457000.000000000000,d,5917,5921,6127,-0.020194559,-0.025946836,0.023906537,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000115,470679277,59,TBJD,d,2914.998545,2914.99924,2915.048777,TDB,2457000.000000000000,d,20474,20477,20691,0.006456868,-0.041107892,-0.007036752,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000116,470679277,53,TBJD,d,2755.288041,2755.289661,2755.315356,TDB,2457000.000000000000,d,48815,48822,48933,-0.002073342,0.030685191,-0.005330105,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000117,55663720,38,TBJD,d,2359.888752,2359.889215,2359.893613,TDB,2457000.000000000000,d,112501,112503,112522,-0.011107960,-0.014084387,0.000825133,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000118,55663720,33,TBJD,d,2221.811273,2221.812199,2221.815439,TDB,2457000.000000000000,d,86766,86770,86784,-0.017513790,-0.025282282,0.033925570,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000119,67378184,44,TBJD,d,2505.134541,2505.135235,2505.137782,TDB,2457000.000000000000,d,21400,21403,21414,-0.040033463,0.004412718,-0.034217692,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000120,67378184,45,TBJD,d,2535.256201,2535.256895,2535.259442,TDB,2457000.000000000000,d,42133,42136,42147,-0.037112828,0.006531009,-0.034994498,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000121,78924719,37,TBJD,d,2316.331745,2316.332439,2316.338226,TDB,2457000.000000000000,d,39282,39285,39310,-0.031815137,0.008288144,0.025829476,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
F3AE000122,78924719,37,TBJD,d,2327.460636,2327.461562,2327.466886,TDB,2457000.000000000000,d,87358,87362,87385,-0.032554303,-0.038145098,-0.027202746,true,true,true,TIME_MAPPING_VALID,TBJD_NUMERIC_COMPATIBLE_WITH_TESS_BTJD
