job_id,job_order,planned_decision_id,decision_class,phase3a_event_id,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,model_id,model_name,payload_id,payload_logical_sha256,afino_version,afino_commit,low_frequency_cutoff_hz,seed_application_contract,selection_rule,execution_status
F3AJ0004167,4167,F3ADP002075,PRIMARY,F3AE000027,F3AV002075,F3AC047,WEp1,P04,0,M2,bpow_const,F3APAY001389,57763e5d0a054b7b9e75e0c827958891abc68b0e86f4e28044cd7ba7d7e23533,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004168,4168,F3ADP002076,PRIMARY,F3AE000027,F3AV002076,F3AC048,WEp1,P05,0,M0,pow_const,F3APAY001390,9bd2df51083c2cdc51cb0f7e6f0dd325b1e5417517f50b6f663e15e3686781e3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004169,4169,F3ADP002076,PRIMARY,F3AE000027,F3AV002076,F3AC048,WEp1,P05,0,M1,pow_const_gauss,F3APAY001390,9bd2df51083c2cdc51cb0f7e6f0dd325b1e5417517f50b6f663e15e3686781e3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004170,4170,F3ADP002076,PRIMARY,F3AE000027,F3AV002076,F3AC048,WEp1,P05,0,M2,bpow_const,F3APAY001390,9bd2df51083c2cdc51cb0f7e6f0dd325b1e5417517f50b6f663e15e3686781e3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004171,4171,F3ADP002077,PRIMARY,F3AE000027,F3AV002077,F3AC049,WEp2,P00,0,M0,pow_const,F3APAY001391,a8dbaad55fa187e8fd108269f9bdb77db9ba3c6689c824aa8f16804a0649ede2,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004172,4172,F3ADP002077,PRIMARY,F3AE000027,F3AV002077,F3AC049,WEp2,P00,0,M1,pow_const_gauss,F3APAY001391,a8dbaad55fa187e8fd108269f9bdb77db9ba3c6689c824aa8f16804a0649ede2,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004173,4173,F3ADP002077,PRIMARY,F3AE000027,F3AV002077,F3AC049,WEp2,P00,0,M2,bpow_const,F3APAY001391,a8dbaad55fa187e8fd108269f9bdb77db9ba3c6689c824aa8f16804a0649ede2,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004174,4174,F3ADP002078,PRIMARY,F3AE000027,F3AV002078,F3AC050,WEp2,P01,0,M0,pow_const,F3APAY001392,ef440732b6434e4e2b707ebb955872acfa078fe4000454950eb639c29039d907,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004175,4175,F3ADP002078,PRIMARY,F3AE000027,F3AV002078,F3AC050,WEp2,P01,0,M1,pow_const_gauss,F3APAY001392,ef440732b6434e4e2b707ebb955872acfa078fe4000454950eb639c29039d907,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004176,4176,F3ADP002078,PRIMARY,F3AE000027,F3AV002078,F3AC050,WEp2,P01,0,M2,bpow_const,F3APAY001392,ef440732b6434e4e2b707ebb955872acfa078fe4000454950eb639c29039d907,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004177,4177,F3ADP002081,PRIMARY,F3AE000027,F3AV002081,F3AC053,WEp2,P04,0,M0,pow_const,F3APAY001393,f61c5a8b3df97aa0fe23cfd3873704645bbb93d81a727e029c1bac73c2b23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004178,4178,F3ADP002081,PRIMARY,F3AE000027,F3AV002081,F3AC053,WEp2,P04,0,M1,pow_const_gauss,F3APAY001393,f61c5a8b3df97aa0fe23cfd3873704645bbb93d81a727e029c1bac73c2b23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004179,4179,F3ADP002081,PRIMARY,F3AE000027,F3AV002081,F3AC053,WEp2,P04,0,M2,bpow_const,F3APAY001393,f61c5a8b3df97aa0fe23cfd3873704645bbb93d81a727e029c1bac73c2b23026,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004180,4180,F3ADP002082,PRIMARY,F3AE000027,F3AV002082,F3AC054,WEp2,P05,0,M0,pow_const,F3APAY001394,bac0bf0833c4003bbe8d46f9289aa03ca63d4f179a37c17d31b291e5a20900ba,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004181,4181,F3ADP002082,PRIMARY,F3AE000027,F3AV002082,F3AC054,WEp2,P05,0,M1,pow_const_gauss,F3APAY001394,bac0bf0833c4003bbe8d46f9289aa03ca63d4f179a37c17d31b291e5a20900ba,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004182,4182,F3ADP002082,PRIMARY,F3AE000027,F3AV002082,F3AC054,WEp2,P05,0,M2,bpow_const,F3APAY001394,bac0bf0833c4003bbe8d46f9289aa03ca63d4f179a37c17d31b291e5a20900ba,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004183,4183,F3ADP002083,PRIMARY,F3AE000027,F3AV002083,F3AC055,WX1,P00,0,M0,pow_const,F3APAY001395,e1495b42c7e5d2ff0c7318f0ed768016c626b99b605e9d5c2a2bd0b7efcb9f61,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004184,4184,F3ADP002083,PRIMARY,F3AE000027,F3AV002083,F3AC055,WX1,P00,0,M1,pow_const_gauss,F3APAY001395,e1495b42c7e5d2ff0c7318f0ed768016c626b99b605e9d5c2a2bd0b7efcb9f61,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004185,4185,F3ADP002083,PRIMARY,F3AE000027,F3AV002083,F3AC055,WX1,P00,0,M2,bpow_const,F3APAY001395,e1495b42c7e5d2ff0c7318f0ed768016c626b99b605e9d5c2a2bd0b7efcb9f61,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004186,4186,F3ADP002084,PRIMARY,F3AE000027,F3AV002084,F3AC056,WX1,P01,0,M0,pow_const,F3APAY001396,7f6d88ca4efab5ccfdd2fd2ddffd776b55db466f5f972635bc62ceabad05c9ea,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004187,4187,F3ADP002084,PRIMARY,F3AE000027,F3AV002084,F3AC056,WX1,P01,0,M1,pow_const_gauss,F3APAY001396,7f6d88ca4efab5ccfdd2fd2ddffd776b55db466f5f972635bc62ceabad05c9ea,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004188,4188,F3ADP002084,PRIMARY,F3AE000027,F3AV002084,F3AC056,WX1,P01,0,M2,bpow_const,F3APAY001396,7f6d88ca4efab5ccfdd2fd2ddffd776b55db466f5f972635bc62ceabad05c9ea,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004189,4189,F3ADP002087,PRIMARY,F3AE000027,F3AV002087,F3AC059,WX1,P04,0,M0,pow_const,F3APAY001397,65024418f7d5b0d13c8025e900fec215b2cde87dac5f51bf42f500b7bc5a2930,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004190,4190,F3ADP002087,PRIMARY,F3AE000027,F3AV002087,F3AC059,WX1,P04,0,M1,pow_const_gauss,F3APAY001397,65024418f7d5b0d13c8025e900fec215b2cde87dac5f51bf42f500b7bc5a2930,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004191,4191,F3ADP002087,PRIMARY,F3AE000027,F3AV002087,F3AC059,WX1,P04,0,M2,bpow_const,F3APAY001397,65024418f7d5b0d13c8025e900fec215b2cde87dac5f51bf42f500b7bc5a2930,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004192,4192,F3ADP002088,PRIMARY,F3AE000027,F3AV002088,F3AC060,WX1,P05,0,M0,pow_const,F3APAY001398,fbc6bdce2e01f597750930597992a00c74a65f21c807ad9791df2d3b5847913f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004193,4193,F3ADP002088,PRIMARY,F3AE000027,F3AV002088,F3AC060,WX1,P05,0,M1,pow_const_gauss,F3APAY001398,fbc6bdce2e01f597750930597992a00c74a65f21c807ad9791df2d3b5847913f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004194,4194,F3ADP002088,PRIMARY,F3AE000027,F3AV002088,F3AC060,WX1,P05,0,M2,bpow_const,F3APAY001398,fbc6bdce2e01f597750930597992a00c74a65f21c807ad9791df2d3b5847913f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004195,4195,F3ADP002089,PRIMARY,F3AE000027,F3AV002089,F3AC061,WC1,P00,0,M0,pow_const,F3APAY001399,bf233e9f6e93ba767fbb64f59a839a7ef5628d33f7b22d9f416abfcadd64bacd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004196,4196,F3ADP002089,PRIMARY,F3AE000027,F3AV002089,F3AC061,WC1,P00,0,M1,pow_const_gauss,F3APAY001399,bf233e9f6e93ba767fbb64f59a839a7ef5628d33f7b22d9f416abfcadd64bacd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004197,4197,F3ADP002089,PRIMARY,F3AE000027,F3AV002089,F3AC061,WC1,P00,0,M2,bpow_const,F3APAY001399,bf233e9f6e93ba767fbb64f59a839a7ef5628d33f7b22d9f416abfcadd64bacd,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004198,4198,F3ADP002090,PRIMARY,F3AE000027,F3AV002090,F3AC062,WC1,P01,0,M0,pow_const,F3APAY001400,8f2734fa482ce6fcf3de8199f3e4f9b95773adbf56b8a3f3029685667bbd7420,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004199,4199,F3ADP002090,PRIMARY,F3AE000027,F3AV002090,F3AC062,WC1,P01,0,M1,pow_const_gauss,F3APAY001400,8f2734fa482ce6fcf3de8199f3e4f9b95773adbf56b8a3f3029685667bbd7420,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004200,4200,F3ADP002090,PRIMARY,F3AE000027,F3AV002090,F3AC062,WC1,P01,0,M2,bpow_const,F3APAY001400,8f2734fa482ce6fcf3de8199f3e4f9b95773adbf56b8a3f3029685667bbd7420,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004201,4201,F3ADP002093,PRIMARY,F3AE000027,F3AV002093,F3AC065,WC1,P04,0,M0,pow_const,F3APAY001401,6dcf9007207355353d8f6aabd864baaab34ea6f0d1254ddf5e1ba91f2c9a848c,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004202,4202,F3ADP002093,PRIMARY,F3AE000027,F3AV002093,F3AC065,WC1,P04,0,M1,pow_const_gauss,F3APAY001401,6dcf9007207355353d8f6aabd864baaab34ea6f0d1254ddf5e1ba91f2c9a848c,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004203,4203,F3ADP002093,PRIMARY,F3AE000027,F3AV002093,F3AC065,WC1,P04,0,M2,bpow_const,F3APAY001401,6dcf9007207355353d8f6aabd864baaab34ea6f0d1254ddf5e1ba91f2c9a848c,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004204,4204,F3ADP002094,PRIMARY,F3AE000027,F3AV002094,F3AC066,WC1,P05,0,M0,pow_const,F3APAY001402,ee7919af9739d786e21d02a1c677ca36bf3d7c7d5a58b2a03930d62d873204e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004205,4205,F3ADP002094,PRIMARY,F3AE000027,F3AV002094,F3AC066,WC1,P05,0,M1,pow_const_gauss,F3APAY001402,ee7919af9739d786e21d02a1c677ca36bf3d7c7d5a58b2a03930d62d873204e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004206,4206,F3ADP002094,PRIMARY,F3AE000027,F3AV002094,F3AC066,WC1,P05,0,M2,bpow_const,F3APAY001402,ee7919af9739d786e21d02a1c677ca36bf3d7c7d5a58b2a03930d62d873204e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004207,4207,F3ADP002095,PRIMARY,F3AE000027,F3AV002095,F3AC067,WX2,P00,0,M0,pow_const,F3APAY001403,7a618e14626a7f854e1ec6bdb8614ab341d4fa9d8c98ff5b84d9b642716c1013,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004208,4208,F3ADP002095,PRIMARY,F3AE000027,F3AV002095,F3AC067,WX2,P00,0,M1,pow_const_gauss,F3APAY001403,7a618e14626a7f854e1ec6bdb8614ab341d4fa9d8c98ff5b84d9b642716c1013,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004209,4209,F3ADP002095,PRIMARY,F3AE000027,F3AV002095,F3AC067,WX2,P00,0,M2,bpow_const,F3APAY001403,7a618e14626a7f854e1ec6bdb8614ab341d4fa9d8c98ff5b84d9b642716c1013,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004210,4210,F3ADP002096,PRIMARY,F3AE000027,F3AV002096,F3AC068,WX2,P01,0,M0,pow_const,F3APAY001404,b05d64a4b04fb2fb7f6c645f95810da40a32f02e88b4c61cb3b5592df3794c13,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004211,4211,F3ADP002096,PRIMARY,F3AE000027,F3AV002096,F3AC068,WX2,P01,0,M1,pow_const_gauss,F3APAY001404,b05d64a4b04fb2fb7f6c645f95810da40a32f02e88b4c61cb3b5592df3794c13,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004212,4212,F3ADP002096,PRIMARY,F3AE000027,F3AV002096,F3AC068,WX2,P01,0,M2,bpow_const,F3APAY001404,b05d64a4b04fb2fb7f6c645f95810da40a32f02e88b4c61cb3b5592df3794c13,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004213,4213,F3ADP002099,PRIMARY,F3AE000027,F3AV002099,F3AC071,WX2,P04,0,M0,pow_const,F3APAY001405,8917ebd390e0796c668c99e513e21f6bbc279373f2e7f5e309f6bff0c0e5f920,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004214,4214,F3ADP002099,PRIMARY,F3AE000027,F3AV002099,F3AC071,WX2,P04,0,M1,pow_const_gauss,F3APAY001405,8917ebd390e0796c668c99e513e21f6bbc279373f2e7f5e309f6bff0c0e5f920,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004215,4215,F3ADP002099,PRIMARY,F3AE000027,F3AV002099,F3AC071,WX2,P04,0,M2,bpow_const,F3APAY001405,8917ebd390e0796c668c99e513e21f6bbc279373f2e7f5e309f6bff0c0e5f920,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004216,4216,F3ADP002100,PRIMARY,F3AE000027,F3AV002100,F3AC072,WX2,P05,0,M0,pow_const,F3APAY001406,e6fa0fbed137f60bb79704b6b6f6add262321de3e7b12b845cf7a049752f9e07,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004217,4217,F3ADP002100,PRIMARY,F3AE000027,F3AV002100,F3AC072,WX2,P05,0,M1,pow_const_gauss,F3APAY001406,e6fa0fbed137f60bb79704b6b6f6add262321de3e7b12b845cf7a049752f9e07,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004218,4218,F3ADP002100,PRIMARY,F3AE000027,F3AV002100,F3AC072,WX2,P05,0,M2,bpow_const,F3APAY001406,e6fa0fbed137f60bb79704b6b6f6add262321de3e7b12b845cf7a049752f9e07,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004219,4219,F3ADP002101,PRIMARY,F3AE000027,F3AV002101,F3AC073,WC2,P00,0,M0,pow_const,F3APAY001407,2c26a68a5950899183065c0ce90b9d16ca32e7845d02d2507028446b81db5d24,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004220,4220,F3ADP002101,PRIMARY,F3AE000027,F3AV002101,F3AC073,WC2,P00,0,M1,pow_const_gauss,F3APAY001407,2c26a68a5950899183065c0ce90b9d16ca32e7845d02d2507028446b81db5d24,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004221,4221,F3ADP002101,PRIMARY,F3AE000027,F3AV002101,F3AC073,WC2,P00,0,M2,bpow_const,F3APAY001407,2c26a68a5950899183065c0ce90b9d16ca32e7845d02d2507028446b81db5d24,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004222,4222,F3ADP002102,PRIMARY,F3AE000027,F3AV002102,F3AC074,WC2,P01,0,M0,pow_const,F3APAY001408,58c2029ab2b762b02528a1d0e0006dd69711929c858e02f9408c93a9b3d5a378,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004223,4223,F3ADP002102,PRIMARY,F3AE000027,F3AV002102,F3AC074,WC2,P01,0,M1,pow_const_gauss,F3APAY001408,58c2029ab2b762b02528a1d0e0006dd69711929c858e02f9408c93a9b3d5a378,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004224,4224,F3ADP002102,PRIMARY,F3AE000027,F3AV002102,F3AC074,WC2,P01,0,M2,bpow_const,F3APAY001408,58c2029ab2b762b02528a1d0e0006dd69711929c858e02f9408c93a9b3d5a378,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004225,4225,F3ADP002105,PRIMARY,F3AE000027,F3AV002105,F3AC077,WC2,P04,0,M0,pow_const,F3APAY001409,f90bed8c8ef8b46a9fde249f7a5a237aee1880ca8765b722d9305ba083b4d162,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004226,4226,F3ADP002105,PRIMARY,F3AE000027,F3AV002105,F3AC077,WC2,P04,0,M1,pow_const_gauss,F3APAY001409,f90bed8c8ef8b46a9fde249f7a5a237aee1880ca8765b722d9305ba083b4d162,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004227,4227,F3ADP002105,PRIMARY,F3AE000027,F3AV002105,F3AC077,WC2,P04,0,M2,bpow_const,F3APAY001409,f90bed8c8ef8b46a9fde249f7a5a237aee1880ca8765b722d9305ba083b4d162,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004228,4228,F3ADP002106,PRIMARY,F3AE000027,F3AV002106,F3AC078,WC2,P05,0,M0,pow_const,F3APAY001410,92a873b903ef4baf53a086b99ca8f32c95a873faa6c7af8d6dfaa9fc55f64941,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
F3AJ0004229,4229,F3ADP002106,PRIMARY,F3AE000027,F3AV002106,F3AC078,WC2,P05,0,M1,pow_const_gauss,F3APAY001410,92a873b903ef4baf53a086b99ca8f32c95a873faa6c7af8d6dfaa9fc55f64941,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED
