planned_decision_id,decision_order,decision_class,phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,payload_id,payload_logical_sha256,input_n_samples,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,qpp_selected,formal_m1_period_s,period_label,decision_status
F3ADP003626,2430,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003626,F3AC038,WEm1,P01,0,F3APAY002430,2a0a8f04d833703c681913fd029e812a83fbdaa99f2d63939b8ef12aef93eeb8,61,-101.14889985764725,-94.15744104044126,-94.81896335145149,-6.991458817205995,-0.6615223110102306,false,240.6478459054856,formal_m1_center_not_selected,VALID
F3ADP003629,2431,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003629,F3AC041,WEm1,P04,0,F3APAY002431,599079d082b8ba5e40d081a8f58496901c0aa762febbdba59238656525eb923c,61,-7.355450601186701,-2.920319877396995,-2.5228209598345774,-4.4351307237897055,0.39749891756241773,false,236.0183579895962,formal_m1_center_not_selected,VALID
F3ADP003630,2432,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003630,F3AC042,WEm1,P05,0,F3APAY002432,3cd343fb41bf1986e417a87a45c1192c8a4b481e7c4ec45777b3bb2d728bf103,61,-4.775669253663939,0.07730368244651586,0.5251021012462811,-4.852972936110455,0.44779841879976523,false,232.54363587025114,formal_m1_center_not_selected,VALID
F3ADP003631,2433,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003631,F3AC043,WEp1,P00,0,F3APAY002433,3b680cac1c3175984d035dd6604babb379a6dd0d739726cb708fa74dd93ec690,63,-110.1957833243932,-104.48959054890332,-103.58962752956752,-5.706192775489882,0.8999630193358001,false,221.15229070882955,formal_m1_center_not_selected,VALID
F3ADP003632,2434,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003632,F3AC044,WEp1,P01,0,F3APAY002434,02b2bc72a83d776971dc884b401d99fc3eafa451958f7621d7e0b888d3674d8d,63,-108.25639870560734,-102.78894044886118,-101.90946942659896,-5.467458256746156,0.8794710222622228,false,224.0142897628185,formal_m1_center_not_selected,VALID
F3ADP003635,2435,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003635,F3AC047,WEp1,P04,0,F3APAY002435,be259c84fe96ec83505fc3af973b6602ffeb40127a3401337c43408a829f3b8c,63,-5.135765903941914,-2.145514588697573,-0.6559006693200509,-2.9902513152443415,1.489613919377522,false,221.67807187987677,formal_m1_center_not_selected,VALID
F3ADP003636,2436,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003636,F3AC048,WEp1,P05,0,F3APAY002436,413b623149976460d275352b41ba88bbb095883f3d27c7adb35040022dd4ad56,63,-2.717244903197125,0.2955723463807729,2.323761337601713,-3.012817249577898,2.02818899122094,false,223.82870833050023,formal_m1_center_not_selected,VALID
F3ADP003637,2437,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003637,F3AC049,WEp2,P00,0,F3APAY002437,186458661f6aa5f94c094a356dee8f8c776a7e17d2de8f8871a3cfd03830e387,64,-110.24365412381344,-106.17443384000384,-103.71438556994896,-4.069220283809599,2.460048270054884,false,219.9053702620827,formal_m1_center_not_selected,VALID
F3ADP003638,2438,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003638,F3AC050,WEp2,P01,0,F3APAY002438,c6ec88a940fdd4c8cea1811e11a5e7ba1965d2347a9bbed5c47d97e39b805c0c,64,-108.43365403564941,-104.51436343496783,-101.8193845543321,-3.9192906006815775,2.6949788806357304,false,222.58732055555197,formal_m1_center_not_selected,VALID
F3ADP003641,2439,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003641,F3AC053,WEp2,P04,0,F3APAY002439,0aed11d0dc7362037e591ef64f06e0000238cae5648194f6950923e0147ba1d6,64,-2.9337935497493373,-1.46881784950169,1.2931992802569319,-1.4649757002476473,2.762017129758622,false,219.7201079761073,formal_m1_center_not_selected,VALID
F3ADP003642,2440,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003642,F3AC054,WEp2,P05,0,F3APAY002440,64b3762975e90c10409ca36406d13861ae66a22ef3f381b5e08bdb7de3c862b0,64,-0.61353850021578,0.9689663281124012,4.217099703682589,-1.5825048283281813,3.2481333755701876,false,221.7689922489291,formal_m1_center_not_selected,VALID
F3ADP003643,2441,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003643,F3AC055,WX1,P00,0,F3APAY002441,89078cce3388a0d45b5af57b79bfce85190c5454a873c21790c54f86e14a658e,64,-115.68411002234741,-109.6778065101211,-109.13817122185297,-6.00630351222631,0.5396352882681299,false,229.91676208489892,formal_m1_center_not_selected,VALID
F3ADP003644,2442,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003644,F3AC056,WX1,P01,0,F3APAY002442,c31d54b8025c969c4c9c216a6b2eaf156501af7d497df44b5cebadd31cc03cbb,64,-113.71151554173309,-108.02245359246032,-107.03326920963293,-5.689061949272769,0.9891843828273892,false,232.89577058822528,formal_m1_center_not_selected,VALID
F3ADP003647,2443,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003647,F3AC059,WX1,P04,0,F3APAY002443,98d9e762de5d65a33c6623bdd4cf48c204f627bf75ba7c24fd9586443e44e47c,64,-41.95617961207095,-37.852186454826985,-36.79758892574054,-4.103993157243963,1.0545975290864433,false,227.82788741750804,formal_m1_center_not_selected,VALID
F3ADP003648,2444,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003648,F3AC060,WX1,P05,0,F3APAY002444,491ddfee5d9d18e776c7c8bea80ed4873f7206064699506a718e30fa80c4c84c,64,-39.700797514418376,-35.76279238851073,-34.120088891567235,-3.938005125907644,1.642703496943497,false,230.32781424039885,formal_m1_center_not_selected,VALID
F3ADP003649,2445,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003649,F3AC061,WC1,P00,0,F3APAY002445,73305273ed85fe9d190079748f0cc4d20967cf6784b32a1a331ef997bec8bea4,60,-91.10361659155134,-84.89687042239457,-84.75958663415369,-6.206746169156773,0.13728378824087883,false,222.03046760484514,formal_m1_center_not_selected,VALID
F3ADP003650,2446,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003650,F3AC062,WC1,P01,0,F3APAY002446,61ad07b06b559c8381a92df9b63e320f8cf4d25845958c6d1098577f1ccf3a8c,60,-89.0330317958334,-83.37508627483554,-82.53910445475128,-5.657945520997856,0.8359818200842568,false,236.2006447173925,formal_m1_center_not_selected,VALID
F3ADP003653,2447,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003653,F3AC065,WC1,P04,0,F3APAY002447,7d2cf3b1d49fd4f2ddf81d41fcf4871ba83a5c968eae0a4d8b641991a5e22ff4,60,21.343863337141563,22.27369351864051,25.78616412631046,-0.9298301814989465,3.5124706076699503,false,234.1274730461024,formal_m1_center_not_selected,VALID
F3ADP003654,2448,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003654,F3AC066,WC1,P05,0,F3APAY002448,63021d8749c8e1e9e5066119f83bd918a84626ea774ed0971c325108d3d7bf2e,60,25.549943495990213,26.92852893820692,30.567504694661928,-1.378585442216707,3.6389757564550074,false,234.95875933179323,formal_m1_center_not_selected,VALID
F3ADP003655,2449,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003655,F3AC067,WX2,P00,0,F3APAY002449,6a65f03b93d6f942a6890fe76d98de9f0d233fa6e5cda6aecca7e92c85f737bb,66,-129.9748904230497,-123.3854132107392,-123.35964612393532,-6.589477212310484,0.02576708680388151,false,236.81181407622557,formal_m1_center_not_selected,VALID
F3ADP003656,2450,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003656,F3AC068,WX2,P01,0,F3APAY002450,0bb7994cb319bfd2ed0390e3071009cb9ae7282fe6a5a2e243955e6e9978f4ea,66,-127.9928933907067,-121.73038222868841,-121.18345371005431,-6.262511162018285,0.546928518634104,false,239.82244859422966,formal_m1_center_not_selected,VALID
F3ADP003659,2451,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003659,F3AC071,WX2,P04,0,F3APAY002451,82d234b1b00b2b419b63be996af170df866e8b7c52b3a18d0094d99c2969e706,66,-79.5939653642534,-74.5687666159347,-73.68405033461447,-5.025198748318701,0.8847162813202374,false,233.42939729770407,formal_m1_center_not_selected,VALID
F3ADP003660,2452,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003660,F3AC072,WX2,P05,0,F3APAY002452,146f7d495f8be5861695e2e33e6e2fd08d5c1aed826505089007b5b5f55845ac,66,-77.05215059921404,-72.27165956635378,-70.80559166549652,-4.780491032860269,1.4660679008572544,false,236.04291355759764,formal_m1_center_not_selected,VALID
F3ADP003661,2453,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003661,F3AC073,WC2,P00,0,F3APAY002453,1846530e6cb43465a6ad5cd4b9f8aba7b4326b119364add21c1c2448951a0034,58,-81.125459743101,-74.43073423635502,-74.83029409122045,-6.694725506745982,-0.39955985486543,false,220.21184543191535,formal_m1_center_not_selected,VALID
F3ADP003662,2454,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003662,F3AC074,WC2,P01,0,F3APAY002454,a8626bf7fbc0f2340b863e333730dcecd751dfa316652699c3fa87f685fb192c,58,-78.94193029150196,-73.06322612710798,-72.50114300357066,-5.87870416439398,0.5620831235373203,false,234.92132218341007,formal_m1_center_not_selected,VALID
F3ADP003665,2455,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003665,F3AC077,WC2,P04,0,F3APAY002455,15a9dfe29502b662f34c18323e55450d63f4f1be581dbc941751cc5cfb7896f5,58,21.9650969255725,19.308392739338167,26.44364152331451,2.6567041862343324,7.135248783976344,false,228.5432962474321,formal_m1_center_not_selected,VALID
F3ADP003666,2456,PRIMARY,F3AE000047,F3AP0024,PUBLISHED_QPP_REFERENCE,F3AV003666,F3AC078,WC2,P05,0,F3APAY002456,61c882d717fef4993c97a4d79a6037c4cac1203143c9ea2724f30098262e3c59,58,26.336886796890074,23.94383509327158,31.42330974283609,2.393051703618493,7.479474649564509,false,230.7687313911064,formal_m1_center_not_selected,VALID
F3ADP003667,2457,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003667,F3AC001,W00,P00,0,F3APAY002457,51f2d456fb95825461a8a123701723b7fd53a974b7585c6382bdb40fdbe96450,67,-133.21981749007765,-126.2726875573358,-126.61583088198412,-6.947129932741845,-0.34314332464832376,false,101.45775981704674,formal_m1_center_not_selected,VALID
F3ADP003668,2458,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003668,F3AC002,W00,P01,0,F3APAY002458,2de256a16a086119552ca3884d8716f026e5420843f769535915aaf6d873f0c4,67,-126.78352184246374,-120.87968162563077,-120.17365439931507,-5.903840216832975,0.7060272263156975,false,99.17074326883386,formal_m1_center_not_selected,VALID
F3ADP003671,2459,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003671,F3AC005,W00,P04,0,F3APAY002459,b6b1b104c1f6f12686f5b55c557ef3a4ce90b748d6d7122070e33c796c235a68,67,-26.30624729701833,-19.367767194089044,-19.611293817868642,-6.938480102929287,-0.24352662377959788,false,101.46372203310477,formal_m1_center_not_selected,VALID
F3ADP003672,2460,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003672,F3AC006,W00,P05,0,F3APAY002460,be432c0c045b066323e0268ff93e8beeeb2333fdfbaef0edd61106b16de4b9df,67,-22.22121576977632,-16.3283439744198,-15.524848501474166,-5.892871795356523,0.8034954729456327,false,99.1734434138036,formal_m1_center_not_selected,VALID
F3ADP003673,2461,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003673,F3AC007,WSm2,P00,0,F3APAY002461,0d6af860153c1dfbe739b8eecbe72101e25c82fe47d23a5ccf3b3f2bf649f9a3,69,-139.73035334976362,-132.27453214080992,-133.5678140257786,-7.455821208953694,-1.2932818849686782,false,101.59337267098293,formal_m1_center_not_selected,VALID
F3ADP003674,2462,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003674,F3AC008,WSm2,P01,0,F3APAY002462,2640d292be48269770cee025ac075143b9464b934f1b4088a50aa994ab09d665,69,-133.70763090669737,-127.22414814315718,-126.65490985746105,-6.483482763540195,0.5692382856961302,false,99.56747420348901,formal_m1_center_not_selected,VALID
F3ADP003677,2463,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003677,F3AC011,WSm2,P04,0,F3APAY002463,4185b696d2e1fe1216866ddb46a045d422459a62d9130c6a0f38f76330dc10a0,69,-65.07362468667462,-57.62470303402187,-58.77844767295558,-7.44892165265275,-1.1537446389337092,false,101.58283568940003,formal_m1_center_not_selected,VALID
F3ADP003678,2464,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003678,F3AC012,WSm2,P05,0,F3APAY002464,767e6dec6642323618a8c20728e3ce4400a5e702bc37e1028489f7fedd529171,69,-61.79053939050464,-55.31978663955869,-55.50038652981648,-6.470752750945948,-0.18059989025778833,false,99.55858382327929,formal_m1_center_not_selected,VALID
F3ADP003679,2465,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003679,F3AC013,WSm1,P00,0,F3APAY002465,2f696958e1999d23dbebb2b55492237d7478cdffffd76bdf4212953d594f78f3,68,-134.2484665899751,-127.04232306353269,-127.81235198952547,-7.206143526442403,-0.7700289259927757,false,101.43490909442198,formal_m1_center_not_selected,VALID
F3ADP003680,2466,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003680,F3AC014,WSm1,P01,0,F3APAY002466,261e18e0995f1dbab5fb336ccc0bf6dec41b2ac81224f6709887bbcb579292a5,68,-127.63546732178894,-121.35167795972534,-121.16055824897805,-6.283789362063601,0.19111971074728729,false,99.22376552782292,formal_m1_center_not_selected,VALID
F3ADP003683,2467,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003683,F3AC017,WSm1,P04,0,F3APAY002467,ae47f5e10aeaff4adda7f6e4d97a88e67b8c397d7343828a65a6b46590b3c177,68,-42.685649907137744,-35.48568548202569,-36.1504188254314,-7.199964425112057,-0.6647333434057145,false,101.43083511150701,formal_m1_center_not_selected,VALID
F3ADP003684,2468,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003684,F3AC018,WSm1,P05,0,F3APAY002468,14f9fb031ad98fe3a8c692420e139a942a9b04cc175ec085690bf460e5b930f7,68,-38.80489375372538,-32.52914025492393,-32.2440863471309,-6.27575349880145,0.28505390779302786,false,99.21740815127205,formal_m1_center_not_selected,VALID
F3ADP003685,2469,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003685,F3AC019,WSp1,P00,0,F3APAY002469,701925607db95883001a041e0f810d8f61a51f9b490126dc8294f136a6f3d800,66,-127.19271373499551,-120.42962382368891,-120.50536100608757,-6.763089911306594,-0.07573718239865457,false,101.41713898842974,formal_m1_center_not_selected,VALID
F3ADP003686,2470,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003686,F3AC020,WSp1,P01,0,F3APAY002470,be6c44590d9a99a05cf14cf244e48761893899b3477e8a17565b2436d0d25764,66,-120.4010521011371,-114.62195154680306,-113.69093688766229,-5.779100554334036,0.9310146591407715,false,99.26083503880223,formal_m1_center_not_selected,VALID
F3ADP003689,2471,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003689,F3AC023,WSp1,P04,0,F3APAY002471,f8d3abc7bd7779fa0b6fc11436f343d50b3b78d0cf64214de3d982d6a779cba1,66,-4.344662583419809,2.402761362573866,2.4252749297707847,-6.747423945993675,0.02251356719691877,false,101.42332905196922,formal_m1_center_not_selected,VALID
F3ADP003690,2472,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003690,F3AC024,WSp1,P05,0,F3APAY002472,d8a47917ec59df6b1f1216cbcf5111649b731bfbf8647f1a91e5aaf21cb83682,66,0.26213523459775967,6.022271136161006,7.046686956527628,-5.760135901563246,1.024415820366622,false,99.27229029780831,formal_m1_center_not_selected,VALID
F3ADP003691,2473,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003691,F3AC025,WSp2,P00,0,F3APAY002473,b7dc6264b3ba643b893038c7573cc8488f7c1b8d66286f9edd64e98e2c85d106,65,-125.52111071390244,-118.91043373761242,-118.76448886282508,-6.610676976290023,0.14594487478734663,false,101.32812586253765,formal_m1_center_not_selected,VALID
F3ADP003692,2474,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003692,F3AC026,WSp2,P01,0,F3APAY002474,6d3d0f924fc62c6f262a32857fc7e37d724ff212da6f011e6bfb93e4205098a4,65,-119.13576842140803,-113.65239888167152,-112.36656871925722,-5.483369539736515,1.2858301624142996,false,99.11545375612349,formal_m1_center_not_selected,VALID
F3ADP003695,2475,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003695,F3AC029,WSp2,P04,0,F3APAY002475,6e1529739f5f225d8bdc98e1bf3373f1353d412d9a97a43a43d5cf002a9b174b,65,11.649829007465318,18.234721240893077,18.488061808020056,-6.584892233427759,0.2533405671269797,false,101.33122321528586,formal_m1_center_not_selected,VALID
F3ADP003696,2476,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003696,F3AC030,WSp2,P05,0,F3APAY002476,69812ae2731478814779accce29ff023ce5f57fbcf2d637c3f10cb72833905f3,65,16.24359277715322,21.688730547355302,23.089199897785832,-5.445137770202081,1.4004693504305301,false,99.12271546444028,formal_m1_center_not_selected,VALID
F3ADP003697,2477,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003697,F3AC031,WEm2,P00,0,F3APAY002477,f450e0cfdc231242005ab9ddaa3ed4d36547efe2c7bbe410f30943e094087c53,65,-127.20568096210344,-120.25596651002566,-120.72077189425606,-6.949714452077785,-0.4648053842304023,false,101.64851636672874,formal_m1_center_not_selected,VALID
F3ADP003698,2478,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003698,F3AC032,WEm2,P01,0,F3APAY002478,44b8e7124894e97a83b233367070643ef1be488434f9fed9dc10b283a3f58d5e,65,-120.85876171563001,-114.91940314335672,-114.36987162000686,-5.939358572273292,0.5495315233498559,false,99.65655724960523,formal_m1_center_not_selected,VALID
F3ADP003701,2479,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003701,F3AC035,WEm2,P04,0,F3APAY002479,11a057fdc0a30f21f33f5e31a29c11bd88bf88df82330fd18114ce82083e2918,65,-26.14491757718901,-19.22122592321345,-19.56211830184008,-6.92369165397556,-0.3408923786266307,false,101.64792966991996,formal_m1_center_not_selected,VALID
F3ADP003702,2480,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003702,F3AC036,WEm2,P05,0,F3APAY002480,168c1b21dd5e3c9261117ec368feaa98ddb8a8461ab0eedd4bc1994fd148e1c8,65,-22.2627653811595,-16.351122799892625,-15.682005807494273,-5.911642581266875,0.6691169923983527,false,99.65837787798736,formal_m1_center_not_selected,VALID
F3ADP003703,2481,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003703,F3AC037,WEm1,P00,0,F3APAY002481,73f9ad301bb61fce9a04e5cb2847d48f6f2bb4e61b2a4f38e71568fb0a863df5,66,-127.93434232078694,-120.96451411353574,-121.39257576540741,-6.969828207251197,-0.42806165187167267,false,101.53049212907229,formal_m1_center_not_selected,VALID
F3ADP003704,2482,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003704,F3AC038,WEm1,P01,0,F3APAY002482,4d1b3bdc78993267ce15a23a4f217ec527ecaca574cd634c57761d840728a9be,66,-121.21410007125401,-115.17770868742717,-114.64314564427583,-6.036391383826839,0.5345630431513371,false,99.5264794898151,formal_m1_center_not_selected,VALID
F3ADP003707,2483,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003707,F3AC041,WEm1,P04,0,F3APAY002483,60a0f89f549a93fa62d239d8638c6a00a7e1485aa7625d23b6723d534f6d77f1,66,-28.223458434379925,-21.2707086046312,-21.590011958212777,-6.952749829748726,-0.3193033535815779,false,101.53731320176222,formal_m1_center_not_selected,VALID
F3ADP003708,2484,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003708,F3AC042,WEm1,P05,0,F3APAY002484,ae646a44674d4ff9191abff20e3778f1f0af6ae5eb0363c4f21bb6e57e7fc9ac,66,-24.17513079426134,-18.156097703239528,-17.522748948689916,-6.019033091021811,0.6333487545496119,false,99.53151305548627,formal_m1_center_not_selected,VALID
F3ADP003709,2485,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003709,F3AC043,WEp1,P00,0,F3APAY002485,1ba34bf6e99dcf8ad91e9c605b6277843a752638ea8074c1e19fe6acc8e5e3de,68,-133.77075055281253,-126.79116366760495,-127.12144529800403,-6.979586885207581,-0.3302816303990852,false,101.3783085189958,formal_m1_center_not_selected,VALID
F3ADP003710,2486,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003710,F3AC044,WEp1,P01,0,F3APAY002486,0a5fa94fceca890387b0de88cc0f31076b3c9f9500ec72b433817037dbb5ce6a,68,-127.01430774813382,-121.01507339551436,-120.33932698674408,-5.999234352619453,0.67574640877028,false,98.98464843159344,formal_m1_center_not_selected,VALID
F3ADP003713,2487,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003713,F3AC047,WEp1,P04,0,F3APAY002487,af717af18a939c0eecc2c37b3a09577078b13217b799e0236ce4b3a22464fcb6,68,-24.472235680689636,-17.495086783790843,-17.740660271851823,-6.977148896898793,-0.24557348806098034,false,101.3778715144391,formal_m1_center_not_selected,VALID
F3ADP003714,2488,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003714,F3AC048,WEp1,P05,0,F3APAY002488,0e4a5aceca33bf3b49830eddc8a1115f649e55932f1849663ac9231e1bc287ab,68,-20.43867101845578,-14.44229731218562,-13.689630731622541,-5.996373706270159,0.7526665805630781,false,98.98312236009652,formal_m1_center_not_selected,VALID
F3ADP003715,2489,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003715,F3AC049,WEp2,P00,0,F3APAY002489,88e62b936e6afdbfda24cb6fcd948ecda19f2d9fd900022f668036b9cfb47c22,69,-139.06461977700422,-132.04462970593474,-132.3499567130232,-7.019990071069486,-0.30532700708846505,false,101.35183272852343,formal_m1_center_not_selected,VALID
F3ADP003716,2490,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003716,F3AC050,WEp2,P01,0,F3APAY002490,5a9cfe1cd3e7a0bb51b7e716e70b994a6095659f4ab8a375d49dade7afc331f6,69,-132.60489723487086,-126.68216763537535,-125.88354041071894,-5.922729599495511,0.7986272246564141,false,99.07984091727995,formal_m1_center_not_selected,VALID
F3ADP003719,2491,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003719,F3AC053,WEp2,P04,0,F3APAY002491,7cbc1729445cbb6a8b55ca02daf304bdb594487a2bdb863316c7997f0bda736e,69,-24.768432452603243,-17.746874096833956,-17.976103947480045,-7.021558355769287,-0.2292298506460888,false,101.34725847688767,formal_m1_center_not_selected,VALID
F3ADP003720,2492,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003720,F3AC054,WEp2,P05,0,F3APAY002492,501d5eb4c0c463be66b3b817786286acb070c85105d557a02e2331be33a46e70,69,-21.129831653754685,-15.206243342936254,-14.334816171847695,-5.923588310818431,0.871427171088559,false,99.07513278451549,formal_m1_center_not_selected,VALID
F3ADP003721,2493,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003721,F3AC055,WX1,P00,0,F3APAY002493,7f923e9b5ba0ffb82488c10ab6999e2561e070f3c14fa355b20b877bc0b61771,69,-139.64544380880446,-132.4428030139393,-133.0998620555899,-7.202640794865147,-0.6570590416505979,false,101.46344428781295,formal_m1_center_not_selected,VALID
F3ADP003722,2494,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003722,F3AC056,WX1,P01,0,F3APAY002494,6b959a0defe39327d2324c2848ecbb95e206bd01d7c7c6a97d4564f8ccf086f6,69,-133.3045393310706,-127.14007630714306,-126.7913062386156,-6.164463023927539,0.3487700685274575,false,99.32038969095404,formal_m1_center_not_selected,VALID
F3ADP003725,2495,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003725,F3AC059,WX1,P04,0,F3APAY002495,dc9fb4f1c6fef16d3b6de5d142282730a2ecff8afd7b0ad05aa28eb8e6cd6a0a,69,-42.42360933809956,-35.22343623516502,-35.82285337853662,-7.200173102934542,-0.5994171433716033,false,101.45711520470638,formal_m1_center_not_selected,VALID
F3ADP003726,2496,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003726,F3AC060,WX1,P05,0,F3APAY002496,b397ccc4a452925ede5a6b26da9370d586ead8c624591b3bb12fa2eff212ed51,69,-39.27374180657308,-33.114306421480386,-32.67498330481111,-6.159435385092692,0.4393231166692786,false,99.31287319746599,formal_m1_center_not_selected,VALID
F3ADP003727,2497,PRIMARY,F3AE000048,F3AP0024,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV003727,F3AC061,WC1,P00,0,F3APAY002497,10b770ae95d91fcb3e539872014b36c72da0ea38cb53a902df99c135cdd52746,65,-126.6306643267361,-119.91810684983362,-119.96954223291634,-6.712557476902475,-0.051435383082719,false,101.46338630537399,formal_m1_center_not_selected,VALID
