planned_decision_id,decision_order,decision_class,phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,payload_id,payload_logical_sha256,input_n_samples,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,qpp_selected,formal_m1_period_s,period_label,decision_status
F3ADP004428,2940,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004428,F3AC060,WX1,P05,0,F3APAY002940,3a16c6a0f2c3bc1a6bed0a8d1b48ab3e46cd544084c34b21700c10902b8fcef1,37,-63.01264006036066,-66.45109142922347,-57.70438799542718,3.4384513688628076,8.746703433796284,false,66.70159096227626,formal_m1_center_not_selected,VALID
F3ADP004429,2941,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004429,F3AC061,WC1,P00,0,F3APAY002941,6dc7e570c75bab6cc8a27990c51f430559cb6014efcab1a896b137d8caa3b1b2,33,-37.44244371454508,-42.171035354795315,-32.82785911610539,4.728591640250237,9.343176238689928,false,66.73858625986277,formal_m1_center_not_selected,VALID
F3ADP004430,2942,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004430,F3AC062,WC1,P01,0,F3APAY002942,b77cfb7b5aaa074d14e42a5b2e48e5a31d0c5e2bf950b7d61d6ce3738d50d81f,33,-36.18723414458107,-39.9136651676566,-30.998156264266058,3.726431023075534,8.915508903390545,false,66.67098870741283,formal_m1_center_not_selected,VALID
F3ADP004433,2943,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004433,F3AC065,WC1,P04,0,F3APAY002943,3423c126c67f55a2c87b6d1902195fe6c324fae0a2d7d7b1f42d67f281ff2b75,33,-43.3670264625235,-48.33179835709577,-38.23489487554877,4.964771894572273,10.096903481547002,false,66.74415737186332,formal_m1_center_not_selected,VALID
F3ADP004434,2944,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004434,F3AC066,WC1,P05,0,F3APAY002944,ae49e4913465ce37bda73d417b728a82d70eaabeaaae178ff113b4dfb771838a,33,-42.12467742093109,-46.07223011424039,-37.76815960774079,3.947552693309298,8.304070506499599,false,66.67545866451167,formal_m1_center_not_selected,VALID
F3ADP004435,2945,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004435,F3AC067,WX2,P00,0,F3APAY002945,0d8fe71f8e5be5ce92a928657d666e8c7f52a5274c6c980bdb427112b7d9e664,39,-67.5217503466252,-71.67613353807478,-62.92999869391085,4.154383191449583,8.746134844163926,false,67.08076228995219,formal_m1_center_not_selected,VALID
F3ADP004436,2946,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004436,F3AC068,WX2,P01,0,F3APAY002946,85a7ec59655577a4197d2594aaeb91892e19b4a7b1e209c6a4f47ad67a9a2200,39,-66.07990610096117,-69.18979032666893,-60.73482898475361,3.1098842257077592,8.454961341915315,false,66.93391808072269,formal_m1_center_not_selected,VALID
F3ADP004439,2947,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004439,F3AC071,WX2,P04,0,F3APAY002947,f9631e59c485d16d371fcb3d9a63e148dd5b57c6ddc753c5c842c5480a363f31,39,-74.03543192339029,-78.2960088076666,-69.63910612037384,4.260576884276304,8.656902687292757,false,67.09208093027938,formal_m1_center_not_selected,VALID
F3ADP004440,2948,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004440,F3AC072,WX2,P05,0,F3APAY002948,5cfab052dab328698b471b33e4b530042ef9899bfd55a289f60add3969237e17,39,-72.63834777931608,-75.85503146705595,-68.23697943512806,3.2166836877398737,7.618052031927888,false,66.94706048529912,formal_m1_center_not_selected,VALID
F3ADP004441,2949,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004441,F3AC073,WC2,P00,0,F3APAY002949,dfe0483f706454eb8c0384b6db6c8fc5ca45edf81f5499f902912cfe460ab7bb,31,-28.008628518622743,-32.79152036164228,-23.39756666234652,4.782891843019534,9.393953699295757,false,67.37470977987448,formal_m1_center_not_selected,VALID
F3ADP004442,2950,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004442,F3AC074,WC2,P01,0,F3APAY002950,454fc2bca75163018a1655483104ed34d77f02369ece786d3cdfeba5697d19a8,31,-26.870413415610656,-30.582075391946773,-21.711530873534855,3.711661976336117,8.870544518411918,false,67.21987529610891,formal_m1_center_not_selected,VALID
F3ADP004445,2951,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004445,F3AC077,WC2,P04,0,F3APAY002951,d22a6e9ec091b9acccebeacb32a21f2cf2942c2e795c022af9df3d59d0279037,31,-32.04147735520337,-36.99141584793458,-27.57789676370068,4.949938492731214,9.413519084233904,false,67.38220499119805,formal_m1_center_not_selected,VALID
F3ADP004446,2952,PRIMARY,F3AE000057,F3AP0029,PUBLISHED_QPP_REFERENCE,F3AV004446,F3AC078,WC2,P05,0,F3APAY002952,efa7c0bde5e6dbc0cb60ac92f1aa50114ff6a3d8ab1da146062f229ba4e3e8b8,31,-30.911878834647084,-34.770010781189,-25.779300208490056,3.858131946541917,8.990710572698944,false,67.22775476495501,formal_m1_center_not_selected,VALID
F3ADP004447,2953,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004447,F3AC001,W00,P00,0,F3APAY002953,e003fd10588d608ea83ca94694eafe71d4b75005136c8f448b9deafe0099a1a6,16,3.8314371750868967,6.1491337562119135,7.196033840332725,-2.3176965811250168,1.0469000841208116,false,47.824875786840316,formal_m1_center_not_selected,VALID
F3ADP004448,2954,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004448,F3AC002,W00,P01,0,F3APAY002954,141d9fa0acbab24ff3cb267bf206d79f4c92aa3360df13487ff377c01993b902,16,5.412596028217521,8.00848866472963,8.737228425981364,-2.595892636512108,0.7287397612517346,false,48.0505776945277,formal_m1_center_not_selected,VALID
F3ADP004449,2955,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004449,F3AC003,W00,P02,0,F3APAY002955,e003fd10588d608ea83ca94694eafe71d4b75005136c8f448b9deafe0099a1a6,16,3.8314371750868967,6.1491337562119135,7.196033840332725,-2.3176965811250168,1.0469000841208116,false,47.824875786840316,formal_m1_center_not_selected,VALID
F3ADP004450,2956,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004450,F3AC004,W00,P03,0,F3APAY002956,141d9fa0acbab24ff3cb267bf206d79f4c92aa3360df13487ff377c01993b902,16,5.412596028217521,8.00848866472963,8.737228425981364,-2.595892636512108,0.7287397612517346,false,48.0505776945277,formal_m1_center_not_selected,VALID
F3ADP004451,2957,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004451,F3AC005,W00,P04,0,F3APAY002957,02d169e576b297989d8edf0a5cadf54c7c9ecc641456011f0b2815c6bf18b930,16,3.0910445286116928,5.369687124649396,6.928710295002486,-2.278642596037703,1.5590231703530906,false,47.82473225183161,formal_m1_center_not_selected,VALID
F3ADP004452,2958,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004452,F3AC006,W00,P05,0,F3APAY002958,dc81ce597d735978ff662569f49a593529b5aaa4269189386d2c3bd8537b6545,16,4.636602209147364,7.203969030039129,7.917386396355115,-2.567366820891765,0.7134173663159862,false,48.05230156652085,formal_m1_center_not_selected,VALID
F3ADP004453,2959,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004453,F3AC007,WSm2,P00,0,F3APAY002959,f0eb3e4c5e192f5baaf90479546d24c87a3913fbc6bdeca2829d7812fad951c5,18,-5.951690295209656,-2.9576412371302023,-2.482008176746035,-2.9940490580794537,0.4756330603841672,false,46.88243870988793,formal_m1_center_not_selected,VALID
F3ADP004454,2960,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004454,F3AC008,WSm2,P01,0,F3APAY002960,1622e0e76ecd8816a4ed3677ebad6bc10a83209f98b58b5eb1a94a4f5a1c0aae,18,-4.930040061562161,-2.063617081121352,-1.3783595753570896,-2.8664229804408086,0.6852575057642625,false,46.973022812648765,formal_m1_center_not_selected,VALID
F3ADP004455,2961,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004455,F3AC009,WSm2,P02,0,F3APAY002961,f0eb3e4c5e192f5baaf90479546d24c87a3913fbc6bdeca2829d7812fad951c5,18,-5.951690295209656,-2.9576412371302023,-2.482008176746035,-2.9940490580794537,0.4756330603841672,false,46.88243870988793,formal_m1_center_not_selected,VALID
F3ADP004456,2962,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004456,F3AC010,WSm2,P03,0,F3APAY002962,1622e0e76ecd8816a4ed3677ebad6bc10a83209f98b58b5eb1a94a4f5a1c0aae,18,-4.930040061562161,-2.063617081121352,-1.3783595753570896,-2.8664229804408086,0.6852575057642625,false,46.973022812648765,formal_m1_center_not_selected,VALID
F3ADP004457,2963,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004457,F3AC011,WSm2,P04,0,F3APAY002963,bcb452195d484b15c7a6340e5d2e70aa0bd9af1a199fea48311b93608b66e3f5,18,-9.353195208783195,-6.6396244778191615,-6.045587096122125,-2.713570730964033,0.5940373816970368,false,46.91235834608288,formal_m1_center_not_selected,VALID
F3ADP004458,2964,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004458,F3AC012,WSm2,P05,0,F3APAY002964,a860a2cc7cadd876a59b6c4f042896d56daaa509be2debb06c8216f9e80480b5,18,-8.489139396415396,-5.899892405666847,-5.310892606169345,-2.589246990748549,0.5889997994975023,false,46.996094439265654,formal_m1_center_not_selected,VALID
F3ADP004459,2965,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004459,F3AC013,WSm1,P00,0,F3APAY002965,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,17,0.015760101418549333,2.730364434984338,4.074806025050316,-2.714604333565789,1.344441590065978,false,43.92921034908646,formal_m1_center_not_selected,VALID
F3ADP004460,2966,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004460,F3AC014,WSm1,P01,0,F3APAY002966,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,17,1.6709050391682885,4.405871409939195,5.699733276880627,-2.7349663707709064,1.2938618669414321,false,43.50344483211329,formal_m1_center_not_selected,VALID
F3ADP004461,2967,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004461,F3AC015,WSm1,P02,0,F3APAY002967,ec7adca43d28df1a182724f52c134f85fcc88c405d49f7a726075a9ba9317716,17,0.015760101418549333,2.730364434984338,4.074806025050316,-2.714604333565789,1.344441590065978,false,43.92921034908646,formal_m1_center_not_selected,VALID
F3ADP004462,2968,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004462,F3AC016,WSm1,P03,0,F3APAY002968,6f1248b6e1c5300f8be491ffc56d405f51361ea52df11bcc3a7aea0fbeecaeb3,17,1.6709050391682885,4.405871409939195,5.699733276880627,-2.7349663707709064,1.2938618669414321,false,43.50344483211329,formal_m1_center_not_selected,VALID
F3ADP004463,2969,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004463,F3AC017,WSm1,P04,0,F3APAY002969,9d0a9576a7181378f4d127a71704c07625b85b65156829608154768e99b016ab,17,-2.983217428385971,-0.5216412504833308,0.23709822197339925,-2.46157617790264,0.75873947245673,false,43.83790247301403,formal_m1_center_not_selected,VALID
F3ADP004464,2970,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004464,F3AC018,WSm1,P05,0,F3APAY002970,607b7857032f7ec2b0b9a2de3c41d71c7ccc0a8ad20786a155ac10ea11440df0,17,-1.4389334136576766,1.0718805792383534,1.693056619059588,-2.51081399289603,0.6211760398212345,false,43.47186288270277,formal_m1_center_not_selected,VALID
F3ADP004465,2971,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004465,F3AC019,WSp1,P00,0,F3APAY002971,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,15,12.868538506260698,13.957443683187464,16.753689484804934,-1.0889051769267653,2.79624580161747,false,45.31428913390651,formal_m1_center_not_selected,VALID
F3ADP004466,2972,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004466,F3AC020,WSp1,P01,0,F3APAY002972,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,15,14.213611823123244,15.665207401933518,18.037992583816187,-1.4515955788102737,2.3727851818826693,false,45.32200229261583,formal_m1_center_not_selected,VALID
F3ADP004467,2973,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004467,F3AC021,WSp1,P02,0,F3APAY002973,d284ef33ef6711d00f3cdcd75f53cdf911f140b8f195ea73d1ce248fcb244a63,15,12.868538506260698,13.957443683187464,16.753689484804934,-1.0889051769267653,2.79624580161747,false,45.31428913390651,formal_m1_center_not_selected,VALID
F3ADP004468,2974,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004468,F3AC022,WSp1,P03,0,F3APAY002974,3b2f12b6c150a9d99dbe6c1196cd8f944b356381fa2c125f7700694d4180a6af,15,14.213611823123244,15.665207401933518,18.037992583816187,-1.4515955788102737,2.3727851818826693,false,45.32200229261583,formal_m1_center_not_selected,VALID
F3ADP004469,2975,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004469,F3AC023,WSp1,P04,0,F3APAY002975,76bb4cddac83335e4efffbfc3451d7574413e13325cccdb923581a3788ddec32,15,18.730942034321078,19.746499106059776,22.61462437204484,-1.015557071738698,2.8681252659850642,false,45.285021768166004,formal_m1_center_not_selected,VALID
F3ADP004470,2976,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004470,F3AC024,WSp1,P05,0,F3APAY002976,d75c9caadbc5efc0f622e1df4c87a2202da5c5206816377cf8b982c93ac23026,15,19.266613835618028,20.544656776112657,23.152605277224257,-1.278042940494629,2.6079485011116006,false,45.297217507907405,formal_m1_center_not_selected,VALID
F3ADP004483,2977,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004483,F3AC037,WEm1,P00,0,F3APAY002977,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,15,5.32829040374264,7.77118274531326,8.918713925246252,-2.4428923415706194,1.147531179932992,false,45.960011602066174,formal_m1_center_not_selected,VALID
F3ADP004484,2978,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004484,F3AC038,WEm1,P01,0,F3APAY002978,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,15,6.9924705723577,9.550899123123285,10.837108653306728,-2.5584285507655853,1.2862095301834433,false,45.95858687378817,formal_m1_center_not_selected,VALID
F3ADP004485,2979,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004485,F3AC039,WEm1,P02,0,F3APAY002979,3cd756d95455ceb75ee241dec8af7524121f8a4351056436f1553082ffb7096e,15,5.32829040374264,7.77118274531326,8.918713925246252,-2.4428923415706194,1.147531179932992,false,45.960011602066174,formal_m1_center_not_selected,VALID
F3ADP004486,2980,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004486,F3AC040,WEm1,P03,0,F3APAY002980,7d7349261fd8f139f7918412d0be13cc51ff428116e0a9e7b50b0981b9852afd,15,6.9924705723577,9.550899123123285,10.837108653306728,-2.5584285507655853,1.2862095301834433,false,45.95858687378817,formal_m1_center_not_selected,VALID
F3ADP004487,2981,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004487,F3AC041,WEm1,P04,0,F3APAY002981,8c74034efcb5f094febccdd3f0eba9292c9049caaf9f448f2d1872f9edeadb00,15,2.4791938219394942,4.780080723451405,5.921862855921877,-2.300886901511911,1.141782132470472,false,45.95872375637968,formal_m1_center_not_selected,VALID
F3ADP004488,2982,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004488,F3AC042,WEm1,P05,0,F3APAY002982,35f04260a20c73a6cd5e9c400db8ade006c0ff4d062b9dea695a69b08982d960,15,4.090145472467453,6.544920877650087,7.460751412672484,-2.454775405182634,0.9158305350223968,false,45.95755669558602,formal_m1_center_not_selected,VALID
F3ADP004489,2983,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004489,F3AC043,WEp1,P00,0,F3APAY002983,375aa656bdfff5326e0f598609227efabfefa6f8a65036026e12ca4436643d29,17,5.207219138382217,5.6560892241027005,9.002652363894567,-0.4488700857204835,3.3465631397918667,false,44.56111046570969,formal_m1_center_not_selected,VALID
F3ADP004490,2984,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004490,F3AC044,WEp1,P01,0,F3APAY002984,0f45811109e0559b28afd1ba1d254484367899344233b9ec8b066d3f66b07df9,17,6.923976759225213,7.938521751089759,10.841147963501838,-1.014544991864546,2.9026262124120787,false,44.546667723115725,formal_m1_center_not_selected,VALID
F3ADP004491,2985,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004491,F3AC045,WEp1,P02,0,F3APAY002985,375aa656bdfff5326e0f598609227efabfefa6f8a65036026e12ca4436643d29,17,5.207219138382217,5.6560892241027005,9.002652363894567,-0.4488700857204835,3.3465631397918667,false,44.56111046570969,formal_m1_center_not_selected,VALID
F3ADP004492,2986,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004492,F3AC046,WEp1,P03,0,F3APAY002986,0f45811109e0559b28afd1ba1d254484367899344233b9ec8b066d3f66b07df9,17,6.923976759225213,7.938521751089759,10.841147963501838,-1.014544991864546,2.9026262124120787,false,44.546667723115725,formal_m1_center_not_selected,VALID
F3ADP004493,2987,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004493,F3AC047,WEp1,P04,0,F3APAY002987,f7f192df027d03ac60f1569efb3434a6833b642cfe507cef5b8ac42f31135819,17,7.685998033917008,8.224283409096529,11.831590150760041,-0.5382853751795205,3.6073067416635123,false,44.55912321706401,formal_m1_center_not_selected,VALID
F3ADP004494,2988,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004494,F3AC048,WEp1,P05,0,F3APAY002988,2df98e1e3bcb36e18bd07a944d8be93563a712e424c8cdddfd3e7fb63e5a8e7a,17,9.51462259457152,10.561526332230914,13.437020416101568,-1.0469037376593935,2.875494083870654,false,44.53976099339814,formal_m1_center_not_selected,VALID
F3ADP004495,2989,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004495,F3AC049,WEp2,P00,0,F3APAY002989,3805ce5e9f950cbed5cc75514a481bb7814e309c7256c99c6879f26a9d5633f5,18,0.34964061499176236,1.4124242264895486,4.501031778464222,-1.0627836114977862,3.0886075519746736,false,41.0391396365903,formal_m1_center_not_selected,VALID
F3ADP004496,2990,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004496,F3AC050,WEp2,P01,0,F3APAY002990,5fa352c6eb9a2323d5e16ddbfbd75bf3b2f38b6181f13d5d9914e34b632ea21b,18,1.8694663536074314,3.490175048536649,5.785492673433959,-1.6207086949292178,2.2953176248973097,false,42.20876177728,formal_m1_center_not_selected,VALID
F3ADP004497,2991,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004497,F3AC051,WEp2,P02,0,F3APAY002991,3805ce5e9f950cbed5cc75514a481bb7814e309c7256c99c6879f26a9d5633f5,18,0.34964061499176236,1.4124242264895486,4.501031778464222,-1.0627836114977862,3.0886075519746736,false,41.0391396365903,formal_m1_center_not_selected,VALID
F3ADP004498,2992,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004498,F3AC052,WEp2,P03,0,F3APAY002992,5fa352c6eb9a2323d5e16ddbfbd75bf3b2f38b6181f13d5d9914e34b632ea21b,18,1.8694663536074314,3.490175048536649,5.785492673433959,-1.6207086949292178,2.2953176248973097,false,42.20876177728,formal_m1_center_not_selected,VALID
F3ADP004499,2993,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004499,F3AC053,WEp2,P04,0,F3APAY002993,e158147ed97340711efa9546bf713e28fca9a568871794e0c895cfe86d04f612,18,4.852896834728004,6.084480364397589,9.008137807106205,-1.2315835296695843,2.923657442708617,false,40.001009170880515,formal_m1_center_not_selected,VALID
F3ADP004500,2994,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004500,F3AC054,WEp2,P05,0,F3APAY002994,a2e1b4cae7bd3450bff856f9e7213eb0634841ce708a270a74f95c81bd00353f,18,6.633890213582657,8.305990908433422,10.787418198844781,-1.6721006948507648,2.481427290411359,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004501,2995,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004501,F3AC055,WX1,P00,0,F3APAY002995,50f1cadc7fd12124f58d7c2ef4a111f617779274f279b1bcbb14a2d8156b5bff,18,-2.56877597087058,-0.2115099731210286,0.8733295724094585,-2.3572659977495514,1.0848395455304871,false,46.4743093695286,formal_m1_center_not_selected,VALID
F3ADP004502,2996,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004502,F3AC056,WX1,P01,0,F3APAY002996,3149467d318fc23dc5251c04db398a825aba3d25071cf9afe4ff1c140012e18d,18,-1.0473841153610417,1.4840467504467867,3.0306531900000326,-2.5314308658078284,1.546606439553246,false,46.665233496737656,formal_m1_center_not_selected,VALID
F3ADP004503,2997,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004503,F3AC057,WX1,P02,0,F3APAY002997,50f1cadc7fd12124f58d7c2ef4a111f617779274f279b1bcbb14a2d8156b5bff,18,-2.56877597087058,-0.2115099731210286,0.8733295724094585,-2.3572659977495514,1.0848395455304871,false,46.4743093695286,formal_m1_center_not_selected,VALID
F3ADP004504,2998,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004504,F3AC058,WX1,P03,0,F3APAY002998,3149467d318fc23dc5251c04db398a825aba3d25071cf9afe4ff1c140012e18d,18,-1.0473841153610417,1.4840467504467867,3.0306531900000326,-2.5314308658078284,1.546606439553246,false,46.665233496737656,formal_m1_center_not_selected,VALID
F3ADP004505,2999,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004505,F3AC059,WX1,P04,0,F3APAY002999,d6e353309dae9b81baac4c80481c3b7e7a86aaeccc14cd67e1818ab170e7ff28,18,-3.5909466336559737,-1.3233647738052028,-0.23255966146040485,-2.267581859850771,1.090805112344798,false,46.486320977036975,formal_m1_center_not_selected,VALID
F3ADP004506,3000,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004506,F3AC060,WX1,P05,0,F3APAY003000,a8d093bffae9c2419b20e9f6500818b52ca3e323b0a03688e6be3ff4c6641536,18,-2.0986934273519227,0.3581912984797846,1.969864501829461,-2.4568847258317073,1.6116732033496763,false,46.674377864840544,formal_m1_center_not_selected,VALID
F3ADP004513,3001,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004513,F3AC067,WX2,P00,0,F3APAY003001,6da85860c047c37d43eab3b9a510f6ee21cf7b15eab0ed66ccf827b816573a4b,20,-9.907498701021368,-8.503598664753302,-5.728430596491629,-1.403900036268066,2.7751680682616726,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004514,3002,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004514,F3AC068,WX2,P01,0,F3APAY003002,e46c56e90675bde9c4bb597197dc5bda6188a236af67e6d4c90ad5e12d1ba0cb,20,-8.67738015322956,-7.00755011666303,-4.5551566907033365,-1.6698300365665304,2.452393425959693,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004515,3003,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004515,F3AC069,WX2,P02,0,F3APAY003003,6da85860c047c37d43eab3b9a510f6ee21cf7b15eab0ed66ccf827b816573a4b,20,-9.907498701021368,-8.503598664753302,-5.728430596491629,-1.403900036268066,2.7751680682616726,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004516,3004,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004516,F3AC070,WX2,P03,0,F3APAY003004,e46c56e90675bde9c4bb597197dc5bda6188a236af67e6d4c90ad5e12d1ba0cb,20,-8.67738015322956,-7.00755011666303,-4.5551566907033365,-1.6698300365665304,2.452393425959693,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004517,3005,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004517,F3AC071,WX2,P04,0,F3APAY003005,2149598fa403e2dfb50a2735b5c585908fb485248ddd7619bb84abbd1cdaeef6,20,-11.861114863823545,-10.612919812028661,-7.915993845468522,-1.2481950517948839,2.696925966560139,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004518,3006,PRIMARY,F3AE000058,F3AP0029,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV004518,F3AC072,WX2,P05,0,F3APAY003006,c5f8403cbbee148c7db793f2ef46febeea95ce1e48496afd8bbd2dfde110b8e7,20,-10.771650135032331,-9.240702583926154,-6.860401496332246,-1.530947551106177,2.3803010875939083,false,40.0,formal_m1_center_not_selected,VALID
F3ADP004525,3007,PRIMARY,F3AE000059,F3AP0030,PUBLISHED_QPP_REFERENCE,F3AV004525,F3AC001,W00,P00,0,F3APAY003007,006e04427ea847b68832b1d42c98963dc024b533b3a80d0970984376b1d44c13,27,-24.772720979062264,-20.44242641714809,-21.572206690150708,-4.330294561914172,-1.1297802730026163,false,51.28554031963344,formal_m1_center_not_selected,VALID
