phase3a_event_id,pair_id,observational_reference_role,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,materialization_status,inadmissibility_reason,baseline_gate_state,baseline_qpp_selected,variant_decision_available,variant_qpp_selected,transition_eligible,classification_transition,classification_concordant_with_baseline,formal_m1_period_s,period_role
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002606,F3AC032,WEm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,189.8843058499046,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002607,F3AC033,WEm2,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,188.83723681782777,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002608,F3AC034,WEm2,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,189.8843058499046,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002609,F3AC035,WEm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,185.36074646930408,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002610,F3AC036,WEm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,186.867561569278,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002611,F3AC037,WEm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,191.9482423345936,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002612,F3AC038,WEm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,191.24981530078554,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002613,F3AC039,WEm1,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,191.9482423345936,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002614,F3AC040,WEm1,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,191.24981530078554,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002615,F3AC041,WEm1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,190.45348310746698,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002616,F3AC042,WEm1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,190.77588287888187,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002617,F3AC043,WEp1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,208.2206033520693,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002618,F3AC044,WEp1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002619,F3AC045,WEp1,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,208.2206033520693,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002620,F3AC046,WEp1,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002621,F3AC047,WEp1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,209.04105463631146,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002622,F3AC048,WEp1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002623,F3AC049,WEp2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,64.56073238006691,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002624,F3AC050,WEp2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,65.17699610074004,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002625,F3AC051,WEp2,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,64.56073238006691,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002626,F3AC052,WEp2,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,65.17699610074004,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002627,F3AC053,WEp2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002628,F3AC054,WEp2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,40.0,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002629,F3AC055,WX1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,217.1231135076177,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002630,F3AC056,WX1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,216.1545109764381,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002631,F3AC057,WX1,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,217.1231135076177,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002632,F3AC058,WX1,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,216.1545109764381,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002633,F3AC059,WX1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,214.42563667358567,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002634,F3AC060,WX1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,218.6654973689706,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002635,F3AC061,WC1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,65.73284162239052,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002636,F3AC062,WC1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,64.23887030878826,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002637,F3AC063,WC1,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,65.73284162239052,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002638,F3AC064,WC1,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,64.23887030878826,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002639,F3AC065,WC1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,187.98747504280027,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002640,F3AC066,WC1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,64.27180438342086,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002641,F3AC067,WX2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,236.51900116749619,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002642,F3AC068,WX2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,232.14019231502465,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002643,F3AC069,WX2,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,236.51900116749619,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002644,F3AC070,WX2,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,232.14019231502465,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002645,F3AC071,WX2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,237.4335263129017,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002646,F3AC072,WX2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,236.8814580031988,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002647,F3AC073,WC2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,66.30544930904641,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002648,F3AC074,WC2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,294.03794547111556,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002649,F3AC075,WC2,P02,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,66.30544930904641,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002650,F3AC076,WC2,P03,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,294.03794547111556,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002651,F3AC077,WC2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,66.28261517499425,formal_m1_center_not_selected
F3AE000034,F3AP0017,PUBLISHED_NOT_SELECTED_REFERENCE,F3AV002652,F3AC078,WC2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_CONCORDANT,false,true,false,true,NOT_SELECTED_RETAINED,true,288.83116002221084,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002653,F3AC001,W00,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.08713529819561,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002654,F3AC002,W00,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.826570501933524,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002655,F3AC003,W00,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002656,F3AC004,W00,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002657,F3AC005,W00,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.08582475378528,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002658,F3AC006,W00,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.8297178093025,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002659,F3AC007,WSm2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,50.81873562778821,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002660,F3AC008,WSm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.18941816038979,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002661,F3AC009,WSm2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002662,F3AC010,WSm2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002663,F3AC011,WSm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,50.81992546270622,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002664,F3AC012,WSm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.190963358857196,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002665,F3AC013,WSm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.35462249059963,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002666,F3AC014,WSm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.36420158020464,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002667,F3AC015,WSm1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002668,F3AC016,WSm1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002669,F3AC017,WSm1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.354066053482235,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002670,F3AC018,WSm1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.3619255345384,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002671,F3AC019,WSp1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.70369499252536,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002672,F3AC020,WSp1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.8157505229371,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002673,F3AC021,WSp1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002674,F3AC022,WSp1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002675,F3AC023,WSp1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.70618432550722,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002676,F3AC024,WSp1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.7808892855959,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002677,F3AC025,WSp2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.543104556278756,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002678,F3AC026,WSp2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,52.46665217556799,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002679,F3AC027,WSp2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002680,F3AC028,WSp2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002681,F3AC029,WSp2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.52795415017001,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002682,F3AC030,WSp2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.93136231999928,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002683,F3AC031,WEm2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.21620431725292,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002684,F3AC032,WEm2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.585754336390266,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002685,F3AC033,WEm2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002686,F3AC034,WEm2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002687,F3AC035,WEm2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.2154994725592,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002688,F3AC036,WEm2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.58402514459776,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002689,F3AC037,WEm1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.49822981639909,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002690,F3AC038,WEm1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.58359016578057,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002691,F3AC039,WEm1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002692,F3AC040,WEm1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002693,F3AC041,WEm1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.49865323640048,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002694,F3AC042,WEm1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.581246004898325,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002695,F3AC043,WEp1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.53752751688555,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002696,F3AC044,WEp1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.68554037842788,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002697,F3AC045,WEp1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002698,F3AC046,WEp1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002699,F3AC047,WEp1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.54670505870209,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002700,F3AC048,WEp1,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.68705655111094,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002701,F3AC049,WEp2,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.16293337547517,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002702,F3AC050,WEp2,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.91804841596485,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002703,F3AC051,WEp2,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002704,F3AC052,WEp2,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002705,F3AC053,WEp2,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.15905357191739,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002706,F3AC054,WEp2,P05,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.90261653790045,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002707,F3AC055,WX1,P00,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.041561039999756,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002708,F3AC056,WX1,P01,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.61291962042404,formal_m1_center_not_selected
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002709,F3AC057,WX1,P02,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002710,F3AC058,WX1,P03,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY,REFERENCE_BASELINE_MISMATCH,false,false,,false,,,,
F3AE000035,F3AP0018,PUBLISHED_QPP_REFERENCE,F3AV002711,F3AC059,WX1,P04,ELIGIBLE_FOR_AFINO,,REFERENCE_BASELINE_MISMATCH,false,true,false,false,,,51.04014078176287,formal_m1_center_not_selected
