job_id,job_order,planned_decision_id,decision_class,phase3a_event_id,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,model_id,model_name,payload_id,payload_logical_sha256,afino_version,afino_commit,low_frequency_cutoff_hz,seed_application_contract,selection_rule,execution_status,canary_selection_component,canary_selection_reason
F3AJ0000260,260,F3ADP000143,PRIMARY,F3AE000002,F3AV000143,F3AC065,WC1,P04,0,M1,pow_const_gauss,F3APAY000087,91e577597d5d9850daa4edc5319417e2bd541761ba173aa7b2cc4ec52058fc5a,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WC1;assigned_profile=P04;lexicographically_smallest_phase3a_event_id
F3AJ0000261,261,F3ADP000143,PRIMARY,F3AE000002,F3AV000143,F3AC065,WC1,P04,0,M2,bpow_const,F3APAY000087,91e577597d5d9850daa4edc5319417e2bd541761ba173aa7b2cc4ec52058fc5a,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WC1;assigned_profile=P04;lexicographically_smallest_phase3a_event_id
F3AJ0000274,274,F3ADP000150,PRIMARY,F3AE000002,F3AV000150,F3AC072,WX2,P05,0,M0,pow_const,F3APAY000092,53ffa80a9615b166f278a07a9645dce531549475e345622e59ff6ffb35267956,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX2;assigned_profile=P05;lexicographically_smallest_phase3a_event_id
F3AJ0000275,275,F3ADP000150,PRIMARY,F3AE000002,F3AV000150,F3AC072,WX2,P05,0,M1,pow_const_gauss,F3APAY000092,53ffa80a9615b166f278a07a9645dce531549475e345622e59ff6ffb35267956,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX2;assigned_profile=P05;lexicographically_smallest_phase3a_event_id
F3AJ0000276,276,F3ADP000150,PRIMARY,F3AE000002,F3AV000150,F3AC072,WX2,P05,0,M2,bpow_const,F3APAY000092,53ffa80a9615b166f278a07a9645dce531549475e345622e59ff6ffb35267956,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX2;assigned_profile=P05;lexicographically_smallest_phase3a_event_id
F3AJ0000277,277,F3ADP000151,PRIMARY,F3AE000002,F3AV000151,F3AC073,WC2,P00,0,M0,pow_const,F3APAY000093,0298dd92c50478c5193ef4b527ced5639803e5f1909338b8c46215bcafe35121,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000278,278,F3ADP000151,PRIMARY,F3AE000002,F3AV000151,F3AC073,WC2,P00,0,M1,pow_const_gauss,F3APAY000093,0298dd92c50478c5193ef4b527ced5639803e5f1909338b8c46215bcafe35121,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000279,279,F3ADP000151,PRIMARY,F3AE000002,F3AV000151,F3AC073,WC2,P00,0,M2,bpow_const,F3APAY000093,0298dd92c50478c5193ef4b527ced5639803e5f1909338b8c46215bcafe35121,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000343,343,F3ADP000185,PRIMARY,F3AE000003,F3AV000185,F3AC029,WSp2,P04,0,M0,pow_const,F3APAY000115,6065c5fbde49bdf506ccfe40678ffd27dd60ebec90b13e7c2503fee9093cfe6b,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp2;assigned_profile=P04;lexicographically_smallest_phase3a_event_id
F3AJ0000344,344,F3ADP000185,PRIMARY,F3AE000003,F3AV000185,F3AC029,WSp2,P04,0,M1,pow_const_gauss,F3APAY000115,6065c5fbde49bdf506ccfe40678ffd27dd60ebec90b13e7c2503fee9093cfe6b,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp2;assigned_profile=P04;lexicographically_smallest_phase3a_event_id
F3AJ0000345,345,F3ADP000185,PRIMARY,F3AE000003,F3AV000185,F3AC029,WSp2,P04,0,M2,bpow_const,F3APAY000115,6065c5fbde49bdf506ccfe40678ffd27dd60ebec90b13e7c2503fee9093cfe6b,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp2;assigned_profile=P04;lexicographically_smallest_phase3a_event_id
F3AJ0000433,433,F3ADP000229,PRIMARY,F3AE000003,F3AV000229,F3AC073,WC2,P00,0,M0,pow_const,F3APAY000145,f8bfeb477023e00593f6e9240b444049e99a51976ba2a97408cb596eb28a6dbc,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000434,434,F3ADP000229,PRIMARY,F3AE000003,F3AV000229,F3AC073,WC2,P00,0,M1,pow_const_gauss,F3APAY000145,f8bfeb477023e00593f6e9240b444049e99a51976ba2a97408cb596eb28a6dbc,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000435,435,F3ADP000229,PRIMARY,F3AE000003,F3AV000229,F3AC073,WC2,P00,0,M2,bpow_const,F3APAY000145,f8bfeb477023e00593f6e9240b444049e99a51976ba2a97408cb596eb28a6dbc,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WC2;assigned_profile=P00;lexicographically_smallest_phase3a_event_id
F3AJ0000487,487,F3ADP000249,PRIMARY,F3AE000004,F3AV000249,F3AC015,WSm1,P02,0,M0,pow_const,F3APAY000163,d2a91d83e2a6d902c9b9fca6aee564372ea60391a0e0a5799b497704a0d1556d,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000488,488,F3ADP000249,PRIMARY,F3AE000004,F3AV000249,F3AC015,WSm1,P02,0,M1,pow_const_gauss,F3APAY000163,d2a91d83e2a6d902c9b9fca6aee564372ea60391a0e0a5799b497704a0d1556d,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000489,489,F3ADP000249,PRIMARY,F3AE000004,F3AV000249,F3AC015,WSm1,P02,0,M2,bpow_const,F3APAY000163,d2a91d83e2a6d902c9b9fca6aee564372ea60391a0e0a5799b497704a0d1556d,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000508,508,F3ADP000256,PRIMARY,F3AE000004,F3AV000256,F3AC022,WSp1,P03,0,M0,pow_const,F3APAY000170,a3935d9022388529ab7b3b668547c0bb090388b307447bdfd7c04ac34e1730f6,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000509,509,F3ADP000256,PRIMARY,F3AE000004,F3AV000256,F3AC022,WSp1,P03,0,M1,pow_const_gauss,F3APAY000170,a3935d9022388529ab7b3b668547c0bb090388b307447bdfd7c04ac34e1730f6,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000510,510,F3ADP000256,PRIMARY,F3AE000004,F3AV000256,F3AC022,WSp1,P03,0,M2,bpow_const,F3APAY000170,a3935d9022388529ab7b3b668547c0bb090388b307447bdfd7c04ac34e1730f6,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000517,517,F3ADP000259,PRIMARY,F3AE000004,F3AV000259,F3AC025,WSp2,P00,0,M0,pow_const,F3APAY000173,b7737be2dbc466a6c65ad9c6351a32a97104c3e3223f79770e2f3562e4176bc0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0000518,518,F3ADP000259,PRIMARY,F3AE000004,F3AV000259,F3AC025,WSp2,P00,0,M1,pow_const_gauss,F3APAY000173,b7737be2dbc466a6c65ad9c6351a32a97104c3e3223f79770e2f3562e4176bc0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0000519,519,F3ADP000259,PRIMARY,F3AE000004,F3AV000259,F3AC025,WSp2,P00,0,M2,bpow_const,F3APAY000173,b7737be2dbc466a6c65ad9c6351a32a97104c3e3223f79770e2f3562e4176bc0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0000595,595,F3ADP000285,PRIMARY,F3AE000004,F3AV000285,F3AC051,WEp2,P02,0,M0,pow_const,F3APAY000199,1b9c3837d15656135e8da1892e106c72a566e065425f26594148ee284fdc640e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000596,596,F3ADP000285,PRIMARY,F3AE000004,F3AV000285,F3AC051,WEp2,P02,0,M1,pow_const_gauss,F3APAY000199,1b9c3837d15656135e8da1892e106c72a566e065425f26594148ee284fdc640e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000597,597,F3ADP000285,PRIMARY,F3AE000004,F3AV000285,F3AC051,WEp2,P02,0,M2,bpow_const,F3APAY000199,1b9c3837d15656135e8da1892e106c72a566e065425f26594148ee284fdc640e,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0000616,616,F3ADP000292,PRIMARY,F3AE000004,F3AV000292,F3AC058,WX1,P03,0,M0,pow_const,F3APAY000206,bd0847e6fe833dc957854eaf93a224c86dfb7de4efd86be7d23b57eb83325fe7,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000617,617,F3ADP000292,PRIMARY,F3AE000004,F3AV000292,F3AC058,WX1,P03,0,M1,pow_const_gauss,F3APAY000206,bd0847e6fe833dc957854eaf93a224c86dfb7de4efd86be7d23b57eb83325fe7,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000618,618,F3ADP000292,PRIMARY,F3AE000004,F3AV000292,F3AC058,WX1,P03,0,M2,bpow_const,F3APAY000206,bd0847e6fe833dc957854eaf93a224c86dfb7de4efd86be7d23b57eb83325fe7,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_NOT_SELECTED_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0000661,661,F3ADP000313,PRIMARY,F3AE000005,F3AV000313,F3AC001,W00,P00,0,M0,pow_const,F3APAY000221,8d76f8759e4adc03f419b4660e786776713eab31d5899e0f4cf375e6100f1bec,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0000662,662,F3ADP000313,PRIMARY,F3AE000005,F3AV000313,F3AC001,W00,P00,0,M1,pow_const_gauss,F3APAY000221,8d76f8759e4adc03f419b4660e786776713eab31d5899e0f4cf375e6100f1bec,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0000663,663,F3ADP000313,PRIMARY,F3AE000005,F3AV000313,F3AC001,W00,P00,0,M2,bpow_const,F3APAY000221,8d76f8759e4adc03f419b4660e786776713eab31d5899e0f4cf375e6100f1bec,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_min_input_n_samples=15;planned_decision_id_lexicographic_tiebreak
F3AJ0001429,1429,F3ADP000795,PRIMARY,F3AE000011,F3AV000795,F3AC015,WSm1,P02,0,M0,pow_const,F3APAY000477,371cc46b082c21106fb7485b5121f702cee5d7efebd015368906b1f4c67859c3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001430,1430,F3ADP000795,PRIMARY,F3AE000011,F3AV000795,F3AC015,WSm1,P02,0,M1,pow_const_gauss,F3APAY000477,371cc46b082c21106fb7485b5121f702cee5d7efebd015368906b1f4c67859c3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001431,1431,F3ADP000795,PRIMARY,F3AE000011,F3AV000795,F3AC015,WSm1,P02,0,M2,bpow_const,F3APAY000477,371cc46b082c21106fb7485b5121f702cee5d7efebd015368906b1f4c67859c3,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSm1;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001450,1450,F3ADP000802,PRIMARY,F3AE000011,F3AV000802,F3AC022,WSp1,P03,0,M0,pow_const,F3APAY000484,03935ddb6b9830ce8dfe631063ed8e5e67941263f6d62aaaef71e5c467459409,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0001451,1451,F3ADP000802,PRIMARY,F3AE000011,F3AV000802,F3AC022,WSp1,P03,0,M1,pow_const_gauss,F3APAY000484,03935ddb6b9830ce8dfe631063ed8e5e67941263f6d62aaaef71e5c467459409,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0001452,1452,F3ADP000802,PRIMARY,F3AE000011,F3AV000802,F3AC022,WSp1,P03,0,M2,bpow_const,F3APAY000484,03935ddb6b9830ce8dfe631063ed8e5e67941263f6d62aaaef71e5c467459409,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WSp1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0001537,1537,F3ADP000831,PRIMARY,F3AE000011,F3AV000831,F3AC051,WEp2,P02,0,M0,pow_const,F3APAY000513,03baf34ad3e0763df644c6e4b0228c0fb0abb270ccaf5756d20405b3e62651e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001538,1538,F3ADP000831,PRIMARY,F3AE000011,F3AV000831,F3AC051,WEp2,P02,0,M1,pow_const_gauss,F3APAY000513,03baf34ad3e0763df644c6e4b0228c0fb0abb270ccaf5756d20405b3e62651e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001539,1539,F3ADP000831,PRIMARY,F3AE000011,F3AV000831,F3AC051,WEp2,P02,0,M2,bpow_const,F3APAY000513,03baf34ad3e0763df644c6e4b0228c0fb0abb270ccaf5756d20405b3e62651e0,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WEp2;assigned_profile=P02;lexicographically_smallest_phase3a_event_id
F3AJ0001558,1558,F3ADP000838,PRIMARY,F3AE000011,F3AV000838,F3AC058,WX1,P03,0,M0,pow_const,F3APAY000520,18bf8a3d87fc83e9eec36f90007b131bdf820e24bd9405a890a130462cb2db8f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0001559,1559,F3ADP000838,PRIMARY,F3AE000011,F3AV000838,F3AC058,WX1,P03,0,M1,pow_const_gauss,F3APAY000520,18bf8a3d87fc83e9eec36f90007b131bdf820e24bd9405a890a130462cb2db8f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0001560,1560,F3ADP000838,PRIMARY,F3AE000011,F3AV000838,F3AC058,WX1,P03,0,M2,bpow_const,F3APAY000520,18bf8a3d87fc83e9eec36f90007b131bdf820e24bd9405a890a130462cb2db8f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,A_STRUCTURAL_COVERAGE,role=PUBLISHED_QPP_REFERENCE;window=WX1;assigned_profile=P03;lexicographically_smallest_phase3a_event_id
F3AJ0017917,17917,F3ADP008881,PRIMARY,F3AE000114,F3AV008881,F3AC067,WX2,P00,0,M0,pow_const,F3APAY005973,85ac8e350c8fe5b2f34527c643fdc79a08d88fe1938eddbacabdc6de1a4cc19f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_max_input_n_samples=215;planned_decision_id_lexicographic_tiebreak
F3AJ0017918,17918,F3ADP008881,PRIMARY,F3AE000114,F3AV008881,F3AC067,WX2,P00,0,M1,pow_const_gauss,F3APAY005973,85ac8e350c8fe5b2f34527c643fdc79a08d88fe1938eddbacabdc6de1a4cc19f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_max_input_n_samples=215;planned_decision_id_lexicographic_tiebreak
F3AJ0017919,17919,F3ADP008881,PRIMARY,F3AE000114,F3AV008881,F3AC067,WX2,P00,0,M2,bpow_const,F3APAY005973,85ac8e350c8fe5b2f34527c643fdc79a08d88fe1938eddbacabdc6de1a4cc19f,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_NOT_SELECTED_REFERENCE;primary_max_input_n_samples=215;planned_decision_id_lexicographic_tiebreak
