job_id,job_order,planned_decision_id,decision_class,phase3a_event_id,variant_id,matrix_cell_id,window_variant_id,processing_profile_id,external_optimizer_seed,model_id,model_name,payload_id,payload_logical_sha256,afino_version,afino_commit,low_frequency_cutoff_hz,seed_application_contract,selection_rule,execution_status,canary_selection_component,canary_selection_reason
F3AJ0018073,18073,F3ADP008959,PRIMARY,F3AE000115,F3AV008959,F3AC067,WX2,P00,0,M0,pow_const,F3APAY006025,b8c957b6373ad2c97c3f70e797524d08afd1e4136cdc6569fe6fb76a2e86bc70,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_max_input_n_samples=222;planned_decision_id_lexicographic_tiebreak
F3AJ0018074,18074,F3ADP008959,PRIMARY,F3AE000115,F3AV008959,F3AC067,WX2,P00,0,M1,pow_const_gauss,F3APAY006025,b8c957b6373ad2c97c3f70e797524d08afd1e4136cdc6569fe6fb76a2e86bc70,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_max_input_n_samples=222;planned_decision_id_lexicographic_tiebreak
F3AJ0018075,18075,F3ADP008959,PRIMARY,F3AE000115,F3AV008959,F3AC067,WX2,P00,0,M2,bpow_const,F3APAY006025,b8c957b6373ad2c97c3f70e797524d08afd1e4136cdc6569fe6fb76a2e86bc70,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,B_LENGTH_EXTREMES,role=PUBLISHED_QPP_REFERENCE;primary_max_input_n_samples=222;planned_decision_id_lexicographic_tiebreak
F3AJ0019267,19267,F3ADS000001,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,1,M0,pow_const,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019268,19268,F3ADS000001,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,1,M1,pow_const_gauss,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019269,19269,F3ADS000001,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,1,M2,bpow_const,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019291,19291,F3ADS000009,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,9,M0,pow_const,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=9
F3AJ0019292,19292,F3ADS000009,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,9,M1,pow_const_gauss,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=9
F3AJ0019293,19293,F3ADS000009,STABILITY,F3AE000001,F3AV000001,F3AC001,W00,P00,9,M2,bpow_const,F3APAY000001,1d02146c8a280c6810f282a46c92a9d46209796954131b2c1022de6e37a3d764,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_QPP_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000001;same_variant_as_seed0_anchor;external_optimizer_seed=9
F3AJ0019294,19294,F3ADS000010,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,1,M0,pow_const,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019295,19295,F3ADS000010,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,1,M1,pow_const_gauss,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019296,19296,F3ADS000010,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,1,M2,bpow_const,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=1
F3AJ0019318,19318,F3ADS000018,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,9,M0,pow_const,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=9
F3AJ0019319,19319,F3ADS000018,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,9,M1,pow_const_gauss,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=9
F3AJ0019320,19320,F3ADS000018,STABILITY,F3AE000002,F3AV000079,F3AC001,W00,P00,9,M2,bpow_const,F3APAY000045,55b948e36dc833207dac681f397fa50a0ca6009e9432fb5c6cb0dbbeab819b96,0.5,6aceac9518fc8056052807e666da9d0c8bebb010,0.025,np.random.seed(external_optimizer_seed) immediately before each model,BIC_M0-BIC_M1>10 AND BIC_M2-BIC_M1>10,NOT_EXECUTED,C_SEED_CHECKPOINT,role=PUBLISHED_NOT_SELECTED_REFERENCE;w00_p00_lexicographically_smallest_event=F3AE000002;same_variant_as_seed0_anchor;external_optimizer_seed=9
