simulation_unit_id,background_realization_id,latent_array_file,latent_offset,latent_length,latent_flux_sha256,retained_time_array_file,retained_flux_array_file,retained_native_index_array_file,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,materialization_status
F3BBG_N030_A2_Q002_R030:POS:PRIMARY,F3BBG_N030_A2_Q002_R030,latent_flux.npy,42390,30,a0356e9a98b8d5375ce7c9258e571ea7e9bf010938cbab6e9921cf07e64d743c,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42066,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,a0356e9a98b8d5375ce7c9258e571ea7e9bf010938cbab6e9921cf07e64d743c,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,612db8a26e69d6d3998e757b41a4b3d22e80df90540c36b626e004b048b2c0b8,MATERIALIZED
F3BBG_N030_A2_Q002_R032:NULL:PRIMARY,F3BBG_N030_A2_Q002_R032,latent_flux.npy,42420,30,2d29c02617582d7941affb2713bf5c426cd6b40117fe750bab831a4ebc5def70,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42096,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,2d29c02617582d7941affb2713bf5c426cd6b40117fe750bab831a4ebc5def70,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,5e7bbea4f135f9eda67d66c8e9824a0e57290e35267eb33d6f8b66c77ffe73e2,MATERIALIZED
F3BBG_N030_A2_Q002_R032:POS:PRIMARY,F3BBG_N030_A2_Q002_R032,latent_flux.npy,42450,30,272118b54305f7ec4a29b70bf58758497a12de2530a62cfba541a0e4604fe353,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42126,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,272118b54305f7ec4a29b70bf58758497a12de2530a62cfba541a0e4604fe353,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,27bcffd1c232ea3df67e6c54a44e7eb68164fea2cef7ffd803e49f8192777bf0,MATERIALIZED
F3BBG_N030_A2_Q002_R033:NULL:PRIMARY,F3BBG_N030_A2_Q002_R033,latent_flux.npy,42480,30,38db72dafc3691ccbba8079f9626989035a5de9ac19003a32d10afa916998d7e,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42156,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,38db72dafc3691ccbba8079f9626989035a5de9ac19003a32d10afa916998d7e,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,db344e6d93279cc056edce2735c67bc7b2274148a6ca5a8db9864cee3d779078,MATERIALIZED
F3BBG_N030_A2_Q002_R033:POS:PRIMARY,F3BBG_N030_A2_Q002_R033,latent_flux.npy,42510,30,08fe61fcfd0576a5fed992f83bbaa4cc8d4c56bc778664979dedfdc4ac6e813f,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42186,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,08fe61fcfd0576a5fed992f83bbaa4cc8d4c56bc778664979dedfdc4ac6e813f,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,f22e198efbde437e05ed53dea87e02f22e1ee5f7736a2370559bc0cd1deea2d8,MATERIALIZED
F3BBG_N030_A2_Q002_R034:NULL:PRIMARY,F3BBG_N030_A2_Q002_R034,latent_flux.npy,42540,30,e04ef450dbc40495bba3f22d93f96cd57ad2e460542ac23ce8442bd43393e2f3,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42216,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,e04ef450dbc40495bba3f22d93f96cd57ad2e460542ac23ce8442bd43393e2f3,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,9c544f2f86d95523a1e9f9b603038c66d441a5f9db17b5ec6e11acce4d3e176e,MATERIALIZED
F3BBG_N030_A2_Q002_R034:POS:PRIMARY,F3BBG_N030_A2_Q002_R034,latent_flux.npy,42570,30,6ab003d231f933e95073c1f6190177a25168f098308ceb2d9a1fed5a96f24752,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42246,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,6ab003d231f933e95073c1f6190177a25168f098308ceb2d9a1fed5a96f24752,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,e9e58030ed5268f02d2e550db7076eaa19698c09297add52a3b0e81583ac559a,MATERIALIZED
F3BBG_N030_A2_Q002_R035:NULL:PRIMARY,F3BBG_N030_A2_Q002_R035,latent_flux.npy,42600,30,9511cce10c73a2aadf2c120d74e0472e4932afaef3f1e2e227c63af75c2294ab,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42276,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,9511cce10c73a2aadf2c120d74e0472e4932afaef3f1e2e227c63af75c2294ab,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,4bd50d58e7f3a7d6b7635766c13c26d6a34d6889b7202a7982af5044163ab522,MATERIALIZED
F3BBG_N030_A2_Q002_R035:POS:PRIMARY,F3BBG_N030_A2_Q002_R035,latent_flux.npy,42630,30,108f96a2627adde8301a9c07fa8353db4bccfbf28ec834d3e8ec9cad45098a6c,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42306,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,108f96a2627adde8301a9c07fa8353db4bccfbf28ec834d3e8ec9cad45098a6c,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,c40b2b26574319c1096167a623e21afb6386f1eb2d36802d843297f655be2fca,MATERIALIZED
F3BBG_N030_A2_Q002_R037:NULL:PRIMARY,F3BBG_N030_A2_Q002_R037,latent_flux.npy,42660,30,5c42bd86162f1398130d6582cff7afa9c9d457f3026871eac5df60e2da1e2933,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42336,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,5c42bd86162f1398130d6582cff7afa9c9d457f3026871eac5df60e2da1e2933,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,36fdc37ca660dfb977a856296ee23aad8fdd7bf24b3df4c1e15265a8f3bf615e,MATERIALIZED
F3BBG_N030_A2_Q002_R037:POS:PRIMARY,F3BBG_N030_A2_Q002_R037,latent_flux.npy,42690,30,3dec394d8cbaf92d03bef3940c61edfcf216f9537baaa60569e25e0e7df6bef9,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,42366,30,e2ec0c9026e832e479e3364b90393c86d6f40901ee7b6639265afc71709d4b64,3dec394d8cbaf92d03bef3940c61edfcf216f9537baaa60569e25e0e7df6bef9,394a42f05d4ef71e6c3270cc4fb38075f42683eb24255ab033cbf89ecccf5143,147d3010667a1152bc9b353e9390d9211d8f6020742c3f37a642c227a03f23ec,MATERIALIZED
