planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,truth_state,external_optimizer_seed,payload_logical_sha256,input_state,gap_quality_regime,planned_model_calls,execution_status
F3B2D000411,411,BASELINE,F3BBG_N015_A1_Q002_R014:NULL:PRIMARY,F3BBG_N015_A1_Q002_R014,SYNTHETIC_QPP_ABSENT,0,b35696e00dace0c9b267321c93bc77051f48922f233a1aa3fc07ad09094655c7,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000412,412,BASELINE,F3BBG_N015_A1_Q002_R014:POS:PRIMARY,F3BBG_N015_A1_Q002_R014,SYNTHETIC_QPP_PRESENT,0,643212f2ac209aecbe1a64cbab426c473d4bd9d2911a24218cc9c07ef43d069a,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000413,413,BASELINE,F3BBG_N015_A1_Q002_R017:NULL:PRIMARY,F3BBG_N015_A1_Q002_R017,SYNTHETIC_QPP_ABSENT,0,c7e5b67fc0085e080a096b2e937d99b895d49ea1a28472bb592c1c0ecb54b751,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000414,414,BASELINE,F3BBG_N015_A1_Q002_R017:POS:PRIMARY,F3BBG_N015_A1_Q002_R017,SYNTHETIC_QPP_PRESENT,0,78b045e15beb593ccda0d252b2fbeecde128f1ec77f1e75afe486ba1c74aa85c,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000415,415,BASELINE,F3BBG_N015_A1_Q002_R018:NULL:PRIMARY,F3BBG_N015_A1_Q002_R018,SYNTHETIC_QPP_ABSENT,0,ee6379c043bbab7aaa7c041073e266f27f54b318257cc7f0f750554cbce85f32,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000416,416,BASELINE,F3BBG_N015_A1_Q002_R018:POS:PRIMARY,F3BBG_N015_A1_Q002_R018,SYNTHETIC_QPP_PRESENT,0,faa5dd5fbe53bf295b00251facd77ae6cb9790a408607aa0d9c368b147211d96,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000417,417,BASELINE,F3BBG_N015_A1_Q002_R023:NULL:PRIMARY,F3BBG_N015_A1_Q002_R023,SYNTHETIC_QPP_ABSENT,0,de3ec1b47eec8afc8ad685cfcf264e7a6e81be8f06b4190445aa4c23b163e480,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000418,418,BASELINE,F3BBG_N015_A1_Q002_R023:POS:PRIMARY,F3BBG_N015_A1_Q002_R023,SYNTHETIC_QPP_PRESENT,0,c381e28e493e473a4eec8077453d690727397aefdd3ccf2646443d9e62e3002b,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000419,419,BASELINE,F3BBG_N015_A1_Q002_R025:NULL:PRIMARY,F3BBG_N015_A1_Q002_R025,SYNTHETIC_QPP_ABSENT,0,d6905e28e15163bc676f15810b8ec7e2b06171a5a68d7784177c4a27300769df,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000420,420,BASELINE,F3BBG_N015_A1_Q002_R025:POS:PRIMARY,F3BBG_N015_A1_Q002_R025,SYNTHETIC_QPP_PRESENT,0,bbb54793c47a56a4f39ab52869ad085fdff65e01799f324d4dd801d2d2ebdb5b,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000421,421,BASELINE,F3BBG_N015_A1_Q002_R026:NULL:PRIMARY,F3BBG_N015_A1_Q002_R026,SYNTHETIC_QPP_ABSENT,0,2bd32a0fc249a7496b58528417da8ffcc85510d155d314b3cb5641281d92aa49,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000422,422,BASELINE,F3BBG_N015_A1_Q002_R026:POS:PRIMARY,F3BBG_N015_A1_Q002_R026,SYNTHETIC_QPP_PRESENT,0,25a603fa9757fb887db90695853cc4f081576984663f095f1b2187024dab37fd,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000423,423,BASELINE,F3BBG_N015_A1_Q002_R027:NULL:PRIMARY,F3BBG_N015_A1_Q002_R027,SYNTHETIC_QPP_ABSENT,0,85839410d80b9c4ac1c96786c999397f08d1b143930a7e577f6f71b4f01dc68f,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000424,424,BASELINE,F3BBG_N015_A1_Q002_R027:POS:PRIMARY,F3BBG_N015_A1_Q002_R027,SYNTHETIC_QPP_PRESENT,0,8a0202395bf2aa07a3987d3a9a7226165ec0be315d7b5cdc38d51ee3580ec94c,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000425,425,BASELINE,F3BBG_N015_A1_Q002_R028:NULL:PRIMARY,F3BBG_N015_A1_Q002_R028,SYNTHETIC_QPP_ABSENT,0,048d01f48064b472ba8c9f03e2baedf32c8155cc209f1e862c89dc63255b168f,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000426,426,BASELINE,F3BBG_N015_A1_Q002_R028:POS:PRIMARY,F3BBG_N015_A1_Q002_R028,SYNTHETIC_QPP_PRESENT,0,5d467e5476aab34502c2d2411fcfbe33c803a60076d89ec8916476f2354b3885,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000427,427,BASELINE,F3BBG_N015_A1_Q002_R030:NULL:PRIMARY,F3BBG_N015_A1_Q002_R030,SYNTHETIC_QPP_ABSENT,0,45f3822c7b75735ea6786283930b57588bb65cc0bda222a9745a9c87427e1708,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000428,428,BASELINE,F3BBG_N015_A1_Q002_R030:POS:PRIMARY,F3BBG_N015_A1_Q002_R030,SYNTHETIC_QPP_PRESENT,0,a7625d7c3426d4a0845179d94bbe4db903e90f2739faecd52ed9a3fe824a28a6,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000429,429,BASELINE,F3BBG_N015_A1_Q002_R034:NULL:PRIMARY,F3BBG_N015_A1_Q002_R034,SYNTHETIC_QPP_ABSENT,0,756f779a5ec05fb0d37a25e22e055aee9c1d3e526004e4df119a01346221a68d,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000430,430,BASELINE,F3BBG_N015_A1_Q002_R034:POS:PRIMARY,F3BBG_N015_A1_Q002_R034,SYNTHETIC_QPP_PRESENT,0,30393ae46e56e0698bff24ff343ee601226e0963a1d163aa4f237bb6c0294a5c,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000431,431,BASELINE,F3BBG_N015_A1_Q002_R038:NULL:PRIMARY,F3BBG_N015_A1_Q002_R038,SYNTHETIC_QPP_ABSENT,0,42d0636299531a5207b7152f0c0812c4c81b42da87e085f92d4ec1509387e325,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000432,432,BASELINE,F3BBG_N015_A1_Q002_R038:POS:PRIMARY,F3BBG_N015_A1_Q002_R038,SYNTHETIC_QPP_PRESENT,0,bf0ac113d86a53719e077eda055d48707d919b7926cae337c5a8fa95f4f8013e,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000433,433,BASELINE,F3BBG_N015_A1_Q002_R039:NULL:PRIMARY,F3BBG_N015_A1_Q002_R039,SYNTHETIC_QPP_ABSENT,0,e229fd4ef2dd31db7357305c299857e384aca4bcbdfbb997a1c51b653a392f7b,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000434,434,BASELINE,F3BBG_N015_A1_Q002_R039:POS:PRIMARY,F3BBG_N015_A1_Q002_R039,SYNTHETIC_QPP_PRESENT,0,9ba1cb2a0dcbf35ac4a76dc7045ea4c050ab745f01934e1b6bb9323d25921313,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000435,435,BASELINE,F3BBG_N015_A1_Q002_R043:NULL:PRIMARY,F3BBG_N015_A1_Q002_R043,SYNTHETIC_QPP_ABSENT,0,b4367d9848117973e9c2dc2033db763654926479ffd67f3ea6b246fbef4521b5,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000436,436,BASELINE,F3BBG_N015_A1_Q002_R043:POS:PRIMARY,F3BBG_N015_A1_Q002_R043,SYNTHETIC_QPP_PRESENT,0,04896aa735e6a3ca3e3da7f8c6dcf911b9e89687bcd465305febdfe6a2909c6b,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000437,437,BASELINE,F3BBG_N015_A1_Q002_R044:NULL:PRIMARY,F3BBG_N015_A1_Q002_R044,SYNTHETIC_QPP_ABSENT,0,8e5a2a4603978146e24b2950f0857a26c0540c12156af4a870704185310e6638,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000438,438,BASELINE,F3BBG_N015_A1_Q002_R044:POS:PRIMARY,F3BBG_N015_A1_Q002_R044,SYNTHETIC_QPP_PRESENT,0,af31405b30b3c5a40f73a004854053e2adc53c00084b406609a32a6eed61121a,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000439,439,BASELINE,F3BBG_N015_A1_Q002_R045:NULL:PRIMARY,F3BBG_N015_A1_Q002_R045,SYNTHETIC_QPP_ABSENT,0,7bb152539fa72a1c4fb241e2f311662e41d316901cff53caf109033e80b3a01b,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000440,440,BASELINE,F3BBG_N015_A1_Q002_R045:POS:PRIMARY,F3BBG_N015_A1_Q002_R045,SYNTHETIC_QPP_PRESENT,0,af416e7932df1717100de3d662f1e882f809fff918766a73565d0fe1e316a099,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000441,441,BASELINE,F3BBG_N015_A1_Q002_R046:NULL:PRIMARY,F3BBG_N015_A1_Q002_R046,SYNTHETIC_QPP_ABSENT,0,5de12629cd2f6ecfb8751d4133be7d6ea20c5bf8c6beb6978ed5784e4e237c55,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000442,442,BASELINE,F3BBG_N015_A1_Q002_R046:POS:PRIMARY,F3BBG_N015_A1_Q002_R046,SYNTHETIC_QPP_PRESENT,0,725c180b346e29dcb7d79de82c32f39facfa6394f9ea77279464e6fd5788d1ba,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000443,443,BASELINE,F3BBG_N015_A1_Q002_R049:NULL:PRIMARY,F3BBG_N015_A1_Q002_R049,SYNTHETIC_QPP_ABSENT,0,6fac36342bacc9144293f0aaa0bb88aee07c9f6b9b3ab3d59c42d7aad83ec8ad,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000444,444,BASELINE,F3BBG_N015_A1_Q002_R049:POS:PRIMARY,F3BBG_N015_A1_Q002_R049,SYNTHETIC_QPP_PRESENT,0,d97514e647ab47b9c54dc094221b8a3e157409546921b6ef1ee4aeef78b9e4b8,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000445,445,BASELINE,F3BBG_N015_A1_Q002_R050:NULL:PRIMARY,F3BBG_N015_A1_Q002_R050,SYNTHETIC_QPP_ABSENT,0,9e02347d290af0ca0fd1adc041aff02afdeaf4add52cffb8a86ab155a1621319,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000446,446,BASELINE,F3BBG_N015_A1_Q002_R050:POS:PRIMARY,F3BBG_N015_A1_Q002_R050,SYNTHETIC_QPP_PRESENT,0,5ef55b14aa4445d32692f5a9a41ecfa225af5796547150de857f0f546abd54da,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000447,447,BASELINE,F3BBG_N015_A1_Q002_R051:NULL:PRIMARY,F3BBG_N015_A1_Q002_R051,SYNTHETIC_QPP_ABSENT,0,9772a6600198114804b413b78c56599058aca4a6a5d8fe9a32718912e05fca6f,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000448,448,BASELINE,F3BBG_N015_A1_Q002_R051:POS:PRIMARY,F3BBG_N015_A1_Q002_R051,SYNTHETIC_QPP_PRESENT,0,3accd753e5f1ba0c6278e1da69fa80c7fea6112eecf8b9425816d8d07ef847a3,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000449,449,BASELINE,F3BBG_N015_A1_Q002_R052:NULL:PRIMARY,F3BBG_N015_A1_Q002_R052,SYNTHETIC_QPP_ABSENT,0,ed88820aa3db0f3b92ac067da51375861f66ae41598926e9b6f7138d167558e7,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000450,450,BASELINE,F3BBG_N015_A1_Q002_R052:POS:PRIMARY,F3BBG_N015_A1_Q002_R052,SYNTHETIC_QPP_PRESENT,0,3e384398ad70dd07be684564cce2c1e1bce5c7b2d2c934fc17518c590cafb264,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000451,451,BASELINE,F3BBG_N015_A1_Q002_R054:NULL:PRIMARY,F3BBG_N015_A1_Q002_R054,SYNTHETIC_QPP_ABSENT,0,a1b260825e9d9fcb2e16851913aca0c5c5be614130f25d963a73ef6c9e74180f,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000452,452,BASELINE,F3BBG_N015_A1_Q002_R054:POS:PRIMARY,F3BBG_N015_A1_Q002_R054,SYNTHETIC_QPP_PRESENT,0,d7f1fd2856a233a766389e4e3483b302430004adba3f45b836bda33c85d995ee,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000453,453,BASELINE,F3BBG_N015_A1_Q002_R057:NULL:PRIMARY,F3BBG_N015_A1_Q002_R057,SYNTHETIC_QPP_ABSENT,0,f19c4bb092c3762cf02fc84963edb615e0941741c76d152c577c67b302b794d0,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000454,454,BASELINE,F3BBG_N015_A1_Q002_R057:POS:PRIMARY,F3BBG_N015_A1_Q002_R057,SYNTHETIC_QPP_PRESENT,0,977fbe8923ebc53012e9d0b4048a4f427085bf6226384c114c2164454c7fb2d8,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000455,455,BASELINE,F3BBG_N015_A1_Q002_R058:NULL:PRIMARY,F3BBG_N015_A1_Q002_R058,SYNTHETIC_QPP_ABSENT,0,caa834e6aec9a3d16131e848a181ca1703016ab3afc9b79fa87eeaf9ed529920,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
F3B2D000456,456,BASELINE,F3BBG_N015_A1_Q002_R058:POS:PRIMARY,F3BBG_N015_A1_Q002_R058,SYNTHETIC_QPP_PRESENT,0,d773e61a65f7ca16e2a6819968af8eddbe7ccce1bc088a70911b4e38158170be,ELIGIBLE_FOR_AFINO,CONTIGUOUS_ALL_GOOD,3,NOT_EXECUTED
