simulation_unit_id,planned_decision_id,background_realization_id,n_samples,red_noise_alpha,qpp_fraction,true_period_s,recovered_period_s,absolute_period_error_s,relative_period_error,log_period_ratio,classification_outcome,period_label,period_recovery_status,nonselected_m1_center_used
F3BBG_N120_A0_Q004_R068:POS:PRIMARY,F3B5_HO_D2964,F3BBG_N120_A0_Q004_R068,120,0.0,0.04,91.59599411909257,92.766139754904,1.170145635811437,0.012775074358492367,0.012694161479427146,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R070:POS:PRIMARY,F3B5_HO_D2966,F3BBG_N120_A0_Q004_R070,120,0.0,0.04,65.45538087686019,65.8253105802962,0.3699297034360143,0.0056516316684789465,0.005635721117123026,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R074:POS:PRIMARY,F3B5_HO_D2968,F3BBG_N120_A0_Q004_R074,120,0.0,0.04,59.15656134150425,60.21132665546577,1.0547653139615178,0.01783006466302994,0.01767297360745521,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R075:POS:PRIMARY,F3B5_HO_D2970,F3BBG_N120_A0_Q004_R075,120,0.0,0.04,54.13791662813515,55.05301655664503,0.9150999285098749,0.016903124196587627,0.016761856085373023,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R076:POS:PRIMARY,F3B5_HO_D2972,F3BBG_N120_A0_Q004_R076,120,0.0,0.04,81.26060171891605,82.97243765280385,1.711835933887798,0.021066001206945437,0.020847180782681912,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R078:POS:PRIMARY,F3B5_HO_D2976,F3BBG_N120_A0_Q004_R078,120,0.0,0.04,111.22019279844473,111.56754264138937,0.347349842944638,0.003123082546477075,0.003118215854269188,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R084:POS:PRIMARY,F3B5_HO_D2980,F3BBG_N120_A0_Q004_R084,120,0.0,0.04,82.68400332168468,82.62407020788733,0.05993311379735644,0.0007248453314988245,-0.0007251081588899686,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R090:POS:PRIMARY,F3B5_HO_D2988,F3BBG_N120_A0_Q004_R090,120,0.0,0.04,46.24417884696904,46.492558659723,0.24837981275396004,0.005371050345080124,0.005356677695356643,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R093:POS:PRIMARY,F3B5_HO_D2992,F3BBG_N120_A0_Q004_R093,120,0.0,0.04,54.68286904128952,54.030091005176004,0.6527780361135171,0.01193752353448431,-0.012009347944552334,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R095:POS:PRIMARY,F3B5_HO_D2994,F3BBG_N120_A0_Q004_R095,120,0.0,0.04,97.34003044205475,97.2312308756138,0.10879956644095046,0.0011177268585889483,-0.0011183519811083465,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A0_Q004_R100:POS:PRIMARY,F3B5_HO_D3000,F3BBG_N120_A0_Q004_R100,120,0.0,0.04,48.174883681097796,47.509124073547476,0.6657596075503207,0.013819641204687379,-0.013916021436562277,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q001_R092:POS:PRIMARY,F3B5_HO_D3094,F3BBG_N120_A1_Q001_R092,120,1.0,0.01,47.94059143656636,48.20042738084215,0.2598359442757925,0.005419957002816707,0.005405321893154842,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R001:POS:PRIMARY,F3B5_HO_D3102,F3BBG_N120_A1_Q002_R001,120,1.0,0.02,41.94107001062492,40.0,1.9410700106249195,0.04628088911735415,-0.047386083924826156,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R014:POS:PRIMARY,F3B5_HO_D3112,F3BBG_N120_A1_Q002_R014,120,1.0,0.02,66.48408099565913,65.74758172092646,0.7364992747326653,0.0110778289133718,-0.01113964500946366,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R019:POS:PRIMARY,F3B5_HO_D3120,F3BBG_N120_A1_Q002_R019,120,1.0,0.02,68.78831389407493,68.35591860805816,0.4323952860167708,0.006285882899857138,-0.006305722243998361,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R021:POS:PRIMARY,F3B5_HO_D3124,F3BBG_N120_A1_Q002_R021,120,1.0,0.02,50.8607231506127,50.98162248766416,0.12089933705146194,0.0023770668123110537,0.0023742460581923103,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R026:POS:PRIMARY,F3B5_HO_D3132,F3BBG_N120_A1_Q002_R026,120,1.0,0.02,84.37285299851436,84.58869746909987,0.21584447058550893,0.0025582217847879285,0.0025549551055118135,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R036:POS:PRIMARY,F3B5_HO_D3138,F3BBG_N120_A1_Q002_R036,120,1.0,0.02,45.57154354441323,46.05078481889298,0.4792412744797474,0.010516239679542284,0.010461328667130105,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R043:POS:PRIMARY,F3B5_HO_D3146,F3BBG_N120_A1_Q002_R043,120,1.0,0.02,62.05553928278701,65.39132641393779,3.3357871311507807,0.05375486491140788,0.052359847083800405,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R045:POS:PRIMARY,F3B5_HO_D3150,F3BBG_N120_A1_Q002_R045,120,1.0,0.02,67.84754608756512,68.41650876774229,0.5689626801771652,0.008385899166387727,0.008350932860582614,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R047:POS:PRIMARY,F3B5_HO_D3152,F3BBG_N120_A1_Q002_R047,120,1.0,0.02,46.54402120293744,46.213147686678504,0.3308735162589329,0.007108829613502564,-0.007134217734171449,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R053:POS:PRIMARY,F3B5_HO_D3156,F3BBG_N120_A1_Q002_R053,120,1.0,0.02,67.88891693560252,68.19897170733584,0.31005477173331997,0.0045670896772065026,0.0045566921686965856,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R082:POS:PRIMARY,F3B5_HO_D3176,F3BBG_N120_A1_Q002_R082,120,1.0,0.02,63.26752679353244,63.98717022697167,0.7196434334392308,0.0113746098498163,0.011310405383652803,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R083:POS:PRIMARY,F3B5_HO_D3178,F3BBG_N120_A1_Q002_R083,120,1.0,0.02,66.51522891134637,68.83568872255886,2.320459811212487,0.03488614335681337,0.03429141424764466,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R089:POS:PRIMARY,F3B5_HO_D3188,F3BBG_N120_A1_Q002_R089,120,1.0,0.02,46.35348800724077,47.31725640323728,0.9637683959965102,0.020791712499520255,0.020578514942517015,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R093:POS:PRIMARY,F3B5_HO_D3194,F3BBG_N120_A1_Q002_R093,120,1.0,0.02,61.31796526614887,62.447229500091545,1.1292642339426777,0.018416531420133376,0.018249000867068932,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R098:POS:PRIMARY,F3B5_HO_D3198,F3BBG_N120_A1_Q002_R098,120,1.0,0.02,73.25514127998227,73.29030053603357,0.03515925605130121,0.0004799561564822051,0.0004798410143666744,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q002_R100:POS:PRIMARY,F3B5_HO_D3200,F3BBG_N120_A1_Q002_R100,120,1.0,0.02,45.35998888676251,45.57448615879306,0.2144972720305489,0.004728776996970254,0.004717631453741,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R015:POS:PRIMARY,F3B5_HO_D3214,F3BBG_N120_A1_Q004_R015,120,1.0,0.04,51.348880101103575,51.1069375192242,0.24194258187937123,0.0047117401860176395,-0.004722875425145382,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R017:POS:PRIMARY,F3B5_HO_D3218,F3BBG_N120_A1_Q004_R017,120,1.0,0.04,93.4661286504995,94.89692995957513,1.4308013090756333,0.015308233364686244,0.015192244584670755,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R021:POS:PRIMARY,F3B5_HO_D3224,F3BBG_N120_A1_Q004_R021,120,1.0,0.04,67.93186230979198,68.15559857583678,0.22373626604479568,0.0032935394148990585,0.003288127593402855,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R023:POS:PRIMARY,F3B5_HO_D3228,F3BBG_N120_A1_Q004_R023,120,1.0,0.04,49.765692112995865,50.455253019974414,0.6895609069785493,0.013856150245290704,0.01376103144196878,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R025:POS:PRIMARY,F3B5_HO_D3230,F3BBG_N120_A1_Q004_R025,120,1.0,0.04,83.96132134259278,84.35680224958844,0.3954809069956582,0.0047102749298328925,0.004699216297411623,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R028:POS:PRIMARY,F3B5_HO_D3234,F3BBG_N120_A1_Q004_R028,120,1.0,0.04,87.27263700516198,87.22460013560524,0.04803686955673925,0.000550423032982239,-0.0005505745713492253,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R036:POS:PRIMARY,F3B5_HO_D3238,F3BBG_N120_A1_Q004_R036,120,1.0,0.04,109.36173473296935,111.78792363742703,2.4261889044576748,0.022184989204695287,0.021942482451317195,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R039:POS:PRIMARY,F3B5_HO_D3242,F3BBG_N120_A1_Q004_R039,120,1.0,0.04,82.09215809091903,81.39700895345018,0.6951491374688459,0.008467911596366508,-0.008503968052646164,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R041:POS:PRIMARY,F3B5_HO_D3244,F3BBG_N120_A1_Q004_R041,120,1.0,0.04,88.58260074068289,90.09458112229741,1.5119803816145208,0.017068593256148564,0.01692456145487856,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R049:POS:PRIMARY,F3B5_HO_D3246,F3BBG_N120_A1_Q004_R049,120,1.0,0.04,72.00405723514474,70.94654363229206,1.05751360285268,0.014686861316705276,-0.014795781039179317,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R054:POS:PRIMARY,F3B5_HO_D3248,F3BBG_N120_A1_Q004_R054,120,1.0,0.04,40.8181987819275,40.0,0.8181987819274994,0.02004495069218394,-0.020248576422739677,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R056:POS:PRIMARY,F3B5_HO_D3252,F3BBG_N120_A1_Q004_R056,120,1.0,0.04,61.03087135749249,61.93094116746474,0.9000698099722513,0.014747779114933999,0.01464008813130578,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R057:POS:PRIMARY,F3B5_HO_D3254,F3BBG_N120_A1_Q004_R057,120,1.0,0.04,46.74416722987074,46.80260246426329,0.058435234392547386,0.0012501075076422744,0.0012493267738516957,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R066:POS:PRIMARY,F3B5_HO_D3258,F3BBG_N120_A1_Q004_R066,120,1.0,0.04,51.82767594192946,52.141555659786896,0.3138797178574322,0.006056218268577584,0.006037953086905402,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R068:POS:PRIMARY,F3B5_HO_D3262,F3BBG_N120_A1_Q004_R068,120,1.0,0.04,76.74018970789105,76.32007255278938,0.42011715510166425,0.005474538917623556,-0.005489579123046205,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R070:POS:PRIMARY,F3B5_HO_D3266,F3BBG_N120_A1_Q004_R070,120,1.0,0.04,87.57938807198337,88.62152333904112,1.0421352670577448,0.011899321175904901,0.011829080912265975,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R072:POS:PRIMARY,F3B5_HO_D3268,F3BBG_N120_A1_Q004_R072,120,1.0,0.04,112.4064483582291,118.13872954352733,5.732281185298234,0.050996017301694084,0.049738302450616174,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R073:POS:PRIMARY,F3B5_HO_D3270,F3BBG_N120_A1_Q004_R073,120,1.0,0.04,101.07778102197086,104.0561972278479,2.978416205877039,0.02946657688527643,0.029040781572853787,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R074:POS:PRIMARY,F3B5_HO_D3272,F3BBG_N120_A1_Q004_R074,120,1.0,0.04,40.160021121128175,40.0,0.16002112112817457,0.003984587573934007,-0.003992547193905538,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
F3BBG_N120_A1_Q004_R078:POS:PRIMARY,F3B5_HO_D3276,F3BBG_N120_A1_Q004_R078,120,1.0,0.04,95.22643641811477,94.97763454419176,0.24880187392301423,0.0026127395215188903,-0.0026161586823053662,TP,recovered_period_selected,FINITE_SELECTED_TRUE_POSITIVE,False
