simulation_unit_id,planned_decision_id,background_realization_id,truth_state,qpp_selected,delta_bic_0_1,delta_bic_2_1,baseline_threshold_01,baseline_threshold_21,baseline_comparison,baseline_selected_recomputed,baseline_rule_agreement,classification_outcome,input_state,n_samples,red_noise_alpha,qpp_fraction,true_period_s,truth_usage,evaluation_scope
F3BBG_N015_A0_Q001_R002:NULL:PRIMARY,F3B5_HO_D0001,F3BBG_N015_A0_Q001_R002,SYNTHETIC_QPP_ABSENT,False,-5.570554556576116,-1.9362968465952486,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R002:POS:PRIMARY,F3B5_HO_D0002,F3BBG_N015_A0_Q001_R002,SYNTHETIC_QPP_PRESENT,False,-5.499439382460473,-1.9466616614758303,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,51.120109154982586,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R004:NULL:PRIMARY,F3B5_HO_D0003,F3BBG_N015_A0_Q001_R004,SYNTHETIC_QPP_ABSENT,False,-5.590995615038651,-1.7731799417158571,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R004:POS:PRIMARY,F3B5_HO_D0004,F3BBG_N015_A0_Q001_R004,SYNTHETIC_QPP_PRESENT,False,-5.61776250132921,-1.7858724069479708,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,48.46813880196211,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R005:NULL:PRIMARY,F3B5_HO_D0005,F3BBG_N015_A0_Q001_R005,SYNTHETIC_QPP_ABSENT,False,-5.464842285679682,-1.9520014057645882,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R005:POS:PRIMARY,F3B5_HO_D0006,F3BBG_N015_A0_Q001_R005,SYNTHETIC_QPP_PRESENT,False,-5.511518062208351,-1.9475362104504006,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,54.63703407270267,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R007:NULL:PRIMARY,F3B5_HO_D0007,F3BBG_N015_A0_Q001_R007,SYNTHETIC_QPP_ABSENT,False,-5.504511092694576,-1.912124853967982,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R007:POS:PRIMARY,F3B5_HO_D0008,F3BBG_N015_A0_Q001_R007,SYNTHETIC_QPP_PRESENT,False,-5.468885387108768,-1.9187339723602603,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,53.51076849499034,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R009:NULL:PRIMARY,F3B5_HO_D0009,F3BBG_N015_A0_Q001_R009,SYNTHETIC_QPP_ABSENT,False,-5.494845973059865,-1.910724063582193,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R009:POS:PRIMARY,F3B5_HO_D0010,F3BBG_N015_A0_Q001_R009,SYNTHETIC_QPP_PRESENT,False,-5.528987135642579,-1.8338105106111167,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,51.937726690268164,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R010:NULL:PRIMARY,F3B5_HO_D0011,F3BBG_N015_A0_Q001_R010,SYNTHETIC_QPP_ABSENT,False,-5.616899842824365,-1.9009388429934644,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R010:POS:PRIMARY,F3B5_HO_D0012,F3BBG_N015_A0_Q001_R010,SYNTHETIC_QPP_PRESENT,False,-5.57917077436926,-1.9239663066968697,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,50.86241770981439,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R011:NULL:PRIMARY,F3B5_HO_D0013,F3BBG_N015_A0_Q001_R011,SYNTHETIC_QPP_ABSENT,False,-5.454697255434242,-1.9203321053196563,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R011:POS:PRIMARY,F3B5_HO_D0014,F3BBG_N015_A0_Q001_R011,SYNTHETIC_QPP_PRESENT,False,-5.429007609608778,-1.9415914387509945,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,64.02697421060395,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R014:NULL:PRIMARY,F3B5_HO_D0015,F3BBG_N015_A0_Q001_R014,SYNTHETIC_QPP_ABSENT,False,-5.500679753173278,-1.9220367980298674,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R014:POS:PRIMARY,F3B5_HO_D0016,F3BBG_N015_A0_Q001_R014,SYNTHETIC_QPP_PRESENT,False,-5.430655058890602,-1.9215579293980598,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,80.93630295642339,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R015:NULL:PRIMARY,F3B5_HO_D0017,F3BBG_N015_A0_Q001_R015,SYNTHETIC_QPP_ABSENT,False,-5.346424965740752,-1.8596922989260163,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R015:POS:PRIMARY,F3B5_HO_D0018,F3BBG_N015_A0_Q001_R015,SYNTHETIC_QPP_PRESENT,False,-5.463434279929141,-1.9055472881469244,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,80.86188936901115,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R016:NULL:PRIMARY,F3B5_HO_D0019,F3BBG_N015_A0_Q001_R016,SYNTHETIC_QPP_ABSENT,False,-5.612895303846923,-1.9104854684351276,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R016:POS:PRIMARY,F3B5_HO_D0020,F3BBG_N015_A0_Q001_R016,SYNTHETIC_QPP_PRESENT,False,-5.564395305645128,-1.9445805156468987,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,41.28284297079541,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R017:NULL:PRIMARY,F3B5_HO_D0021,F3BBG_N015_A0_Q001_R017,SYNTHETIC_QPP_ABSENT,False,-5.427493139806149,-1.9478557037078685,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R017:POS:PRIMARY,F3B5_HO_D0022,F3BBG_N015_A0_Q001_R017,SYNTHETIC_QPP_PRESENT,False,-5.452217842492422,-1.9229361592377954,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,68.50697579013071,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R018:NULL:PRIMARY,F3B5_HO_D0023,F3BBG_N015_A0_Q001_R018,SYNTHETIC_QPP_ABSENT,False,-5.488228911732264,-1.88432577506632,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R018:POS:PRIMARY,F3B5_HO_D0024,F3BBG_N015_A0_Q001_R018,SYNTHETIC_QPP_PRESENT,False,-5.501861929181583,-1.9174595201272817,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,75.94053852599221,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R020:NULL:PRIMARY,F3B5_HO_D0025,F3BBG_N015_A0_Q001_R020,SYNTHETIC_QPP_ABSENT,False,-5.384563974104866,-1.9543824608964533,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R020:POS:PRIMARY,F3B5_HO_D0026,F3BBG_N015_A0_Q001_R020,SYNTHETIC_QPP_PRESENT,False,-5.470657349471475,-1.9594597129497862,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,71.8767845544065,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R021:NULL:PRIMARY,F3B5_HO_D0027,F3BBG_N015_A0_Q001_R021,SYNTHETIC_QPP_ABSENT,False,-5.490079322058227,-1.9019263709683143,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R021:POS:PRIMARY,F3B5_HO_D0028,F3BBG_N015_A0_Q001_R021,SYNTHETIC_QPP_PRESENT,False,-5.3972374686519,-1.872410362895347,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,54.33094286960288,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R022:NULL:PRIMARY,F3B5_HO_D0029,F3BBG_N015_A0_Q001_R022,SYNTHETIC_QPP_ABSENT,False,-5.6369646869753645,-1.9338119270551575,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R022:POS:PRIMARY,F3B5_HO_D0030,F3BBG_N015_A0_Q001_R022,SYNTHETIC_QPP_PRESENT,False,-5.617181762788713,-1.9433118560073828,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,48.01035661814587,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R023:NULL:PRIMARY,F3B5_HO_D0031,F3BBG_N015_A0_Q001_R023,SYNTHETIC_QPP_ABSENT,False,-5.475409672647526,-1.9516634471315149,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R023:POS:PRIMARY,F3B5_HO_D0032,F3BBG_N015_A0_Q001_R023,SYNTHETIC_QPP_PRESENT,False,-5.392897328787759,-1.9477229505580338,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,66.32056748498098,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R024:NULL:PRIMARY,F3B5_HO_D0033,F3BBG_N015_A0_Q001_R024,SYNTHETIC_QPP_ABSENT,False,-5.506432852490461,-1.864599295890904,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R024:POS:PRIMARY,F3B5_HO_D0034,F3BBG_N015_A0_Q001_R024,SYNTHETIC_QPP_PRESENT,False,-5.549399110731567,-1.7973029879170808,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,44.82257481652299,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R026:NULL:PRIMARY,F3B5_HO_D0035,F3BBG_N015_A0_Q001_R026,SYNTHETIC_QPP_ABSENT,False,-5.363441848377642,-1.9268006582849777,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R026:POS:PRIMARY,F3B5_HO_D0036,F3BBG_N015_A0_Q001_R026,SYNTHETIC_QPP_PRESENT,False,-5.330246802951125,-1.9261789116934027,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,56.987666037622816,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R027:NULL:PRIMARY,F3B5_HO_D0037,F3BBG_N015_A0_Q001_R027,SYNTHETIC_QPP_ABSENT,False,-5.421255288149371,-1.9464547623917996,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R027:POS:PRIMARY,F3B5_HO_D0038,F3BBG_N015_A0_Q001_R027,SYNTHETIC_QPP_PRESENT,False,-5.401044021011849,-1.9512897341768083,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,87.78450009460431,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R032:NULL:PRIMARY,F3B5_HO_D0039,F3BBG_N015_A0_Q001_R032,SYNTHETIC_QPP_ABSENT,False,-5.628043607106637,-1.8857289557427004,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R032:POS:PRIMARY,F3B5_HO_D0040,F3BBG_N015_A0_Q001_R032,SYNTHETIC_QPP_PRESENT,False,-5.570134923313772,-1.7430667950379162,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,43.528615057062545,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R042:NULL:PRIMARY,F3B5_HO_D0041,F3BBG_N015_A0_Q001_R042,SYNTHETIC_QPP_ABSENT,False,-5.5342336899502875,-1.9066080515784227,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R042:POS:PRIMARY,F3B5_HO_D0042,F3BBG_N015_A0_Q001_R042,SYNTHETIC_QPP_PRESENT,False,-5.473886051162854,-1.9414736474205876,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,52.16030642559772,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R043:NULL:PRIMARY,F3B5_HO_D0043,F3BBG_N015_A0_Q001_R043,SYNTHETIC_QPP_ABSENT,False,-5.653025255880555,-1.9374606488287567,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R043:POS:PRIMARY,F3B5_HO_D0044,F3BBG_N015_A0_Q001_R043,SYNTHETIC_QPP_PRESENT,False,-5.617254845736282,-1.962270405759134,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,48.000396178347465,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R045:NULL:PRIMARY,F3B5_HO_D0045,F3BBG_N015_A0_Q001_R045,SYNTHETIC_QPP_ABSENT,False,-5.365701925200662,-1.924336644901385,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R045:POS:PRIMARY,F3B5_HO_D0046,F3BBG_N015_A0_Q001_R045,SYNTHETIC_QPP_PRESENT,False,-5.4434709338419545,-1.8809178150493677,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,42.934774101519935,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R046:NULL:PRIMARY,F3B5_HO_D0047,F3BBG_N015_A0_Q001_R046,SYNTHETIC_QPP_ABSENT,False,-5.539743298816765,-1.9381927578715699,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R046:POS:PRIMARY,F3B5_HO_D0048,F3BBG_N015_A0_Q001_R046,SYNTHETIC_QPP_PRESENT,False,-5.557831147879387,-1.9431245704135724,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,73.82265889136104,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R048:NULL:PRIMARY,F3B5_HO_D0049,F3BBG_N015_A0_Q001_R048,SYNTHETIC_QPP_ABSENT,False,-5.716510228771517,-1.922236445223695,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R048:POS:PRIMARY,F3B5_HO_D0050,F3BBG_N015_A0_Q001_R048,SYNTHETIC_QPP_PRESENT,False,-5.714305862252752,-1.9442137729733266,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,69.13067976223529,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R049:NULL:PRIMARY,F3B5_HO_D0051,F3BBG_N015_A0_Q001_R049,SYNTHETIC_QPP_ABSENT,False,-5.605150240045198,-1.9544228437240525,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R049:POS:PRIMARY,F3B5_HO_D0052,F3BBG_N015_A0_Q001_R049,SYNTHETIC_QPP_PRESENT,False,-5.540138231129518,-1.9571408257846992,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,74.93818476005929,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R050:NULL:PRIMARY,F3B5_HO_D0053,F3BBG_N015_A0_Q001_R050,SYNTHETIC_QPP_ABSENT,False,-5.6680440589975625,-1.9315088674107637,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R050:POS:PRIMARY,F3B5_HO_D0054,F3BBG_N015_A0_Q001_R050,SYNTHETIC_QPP_PRESENT,False,-5.611979242491394,-1.9343092907354036,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,52.72372672840095,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R051:NULL:PRIMARY,F3B5_HO_D0055,F3BBG_N015_A0_Q001_R051,SYNTHETIC_QPP_ABSENT,False,-5.5943161976864175,-1.9184354175884097,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R051:POS:PRIMARY,F3B5_HO_D0056,F3BBG_N015_A0_Q001_R051,SYNTHETIC_QPP_PRESENT,False,-5.62214940997387,-1.8747036046393566,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,41.431741970952544,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R052:NULL:PRIMARY,F3B5_HO_D0057,F3BBG_N015_A0_Q001_R052,SYNTHETIC_QPP_ABSENT,False,-5.591417800300546,-1.944987516257778,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R052:POS:PRIMARY,F3B5_HO_D0058,F3BBG_N015_A0_Q001_R052,SYNTHETIC_QPP_PRESENT,False,-5.5519532574508155,-1.9466653879066067,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,50.25291296820119,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R056:NULL:PRIMARY,F3B5_HO_D0059,F3BBG_N015_A0_Q001_R056,SYNTHETIC_QPP_ABSENT,False,-5.494805530876738,-1.9177304504105797,10.0,10.0,STRICT_GREATER_THAN,False,True,TN,ELIGIBLE_FOR_AFINO,15,0.0,NOT_APPLICABLE,NOT_APPLICABLE,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
F3BBG_N015_A0_Q001_R056:POS:PRIMARY,F3B5_HO_D0060,F3BBG_N015_A0_Q001_R056,SYNTHETIC_QPP_PRESENT,False,-5.5412123980506145,-1.9336974804192701,10.0,10.0,STRICT_GREATER_THAN,False,True,FN,ELIGIBLE_FOR_AFINO,15,0.0,0.01,63.670199758016054,EVALUATION_TARGET_ONLY_NOT_RULE_FEATURE,HELDOUT_SYNTHETIC_GROUND_TRUTH
