simulation_unit_id,background_realization_id,truth_state,evidence_plane,gap_quality_regime,input_state,materialization_status,classifier_decision_expected,classifier_decision_present,planned_decision_id,decision_status,qpp_selected,truth_join_status
F3BBG_N060_A1_Q001_R005:POS:PRIMARY,F3BBG_N060_A1_Q001_R005,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2104,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R007:NULL:PRIMARY,F3BBG_N060_A1_Q001_R007,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2105,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R007:POS:PRIMARY,F3BBG_N060_A1_Q001_R007,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2106,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R008:NULL:PRIMARY,F3BBG_N060_A1_Q001_R008,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2107,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R008:POS:PRIMARY,F3BBG_N060_A1_Q001_R008,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2108,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R009:NULL:PRIMARY,F3BBG_N060_A1_Q001_R009,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2109,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R009:POS:PRIMARY,F3BBG_N060_A1_Q001_R009,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2110,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R012:NULL:PRIMARY,F3BBG_N060_A1_Q001_R012,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2111,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R012:POS:PRIMARY,F3BBG_N060_A1_Q001_R012,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2112,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R014:NULL:PRIMARY,F3BBG_N060_A1_Q001_R014,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2113,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R014:POS:PRIMARY,F3BBG_N060_A1_Q001_R014,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2114,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R018:NULL:PRIMARY,F3BBG_N060_A1_Q001_R018,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2115,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R018:POS:PRIMARY,F3BBG_N060_A1_Q001_R018,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2116,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R021:NULL:PRIMARY,F3BBG_N060_A1_Q001_R021,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2117,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R021:POS:PRIMARY,F3BBG_N060_A1_Q001_R021,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2118,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R023:NULL:PRIMARY,F3BBG_N060_A1_Q001_R023,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2119,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R023:POS:PRIMARY,F3BBG_N060_A1_Q001_R023,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2120,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R024:NULL:PRIMARY,F3BBG_N060_A1_Q001_R024,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2121,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R024:POS:PRIMARY,F3BBG_N060_A1_Q001_R024,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2122,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R025:NULL:PRIMARY,F3BBG_N060_A1_Q001_R025,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2123,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R025:POS:PRIMARY,F3BBG_N060_A1_Q001_R025,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2124,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R027:NULL:PRIMARY,F3BBG_N060_A1_Q001_R027,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2125,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R027:POS:PRIMARY,F3BBG_N060_A1_Q001_R027,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2126,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R030:NULL:PRIMARY,F3BBG_N060_A1_Q001_R030,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2127,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R030:POS:PRIMARY,F3BBG_N060_A1_Q001_R030,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2128,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R034:NULL:PRIMARY,F3BBG_N060_A1_Q001_R034,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2129,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R034:POS:PRIMARY,F3BBG_N060_A1_Q001_R034,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2130,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R035:NULL:INTERNALMASK,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R035:NULL:PEAKMASK,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R035:NULL:PRIMARY,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2131,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R035:POS:INTERNALMASK,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R035:POS:PEAKMASK,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R035:POS:PRIMARY,F3BBG_N060_A1_Q001_R035,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2132,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R040:NULL:PRIMARY,F3BBG_N060_A1_Q001_R040,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2133,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R040:POS:PRIMARY,F3BBG_N060_A1_Q001_R040,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2134,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R041:NULL:PRIMARY,F3BBG_N060_A1_Q001_R041,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2135,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R041:POS:PRIMARY,F3BBG_N060_A1_Q001_R041,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2136,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R042:NULL:PRIMARY,F3BBG_N060_A1_Q001_R042,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2137,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R042:POS:PRIMARY,F3BBG_N060_A1_Q001_R042,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2138,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R044:NULL:PRIMARY,F3BBG_N060_A1_Q001_R044,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2139,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R044:POS:PRIMARY,F3BBG_N060_A1_Q001_R044,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2140,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R045:NULL:PRIMARY,F3BBG_N060_A1_Q001_R045,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2141,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R045:POS:PRIMARY,F3BBG_N060_A1_Q001_R045,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2142,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R050:NULL:PRIMARY,F3BBG_N060_A1_Q001_R050,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2143,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R050:POS:PRIMARY,F3BBG_N060_A1_Q001_R050,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2144,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R053:NULL:PRIMARY,F3BBG_N060_A1_Q001_R053,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2145,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R053:POS:PRIMARY,F3BBG_N060_A1_Q001_R053,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2146,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R054:NULL:PRIMARY,F3BBG_N060_A1_Q001_R054,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2147,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R054:POS:PRIMARY,F3BBG_N060_A1_Q001_R054,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2148,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R055:NULL:PRIMARY,F3BBG_N060_A1_Q001_R055,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2149,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R055:POS:PRIMARY,F3BBG_N060_A1_Q001_R055,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2150,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R056:NULL:PRIMARY,F3BBG_N060_A1_Q001_R056,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2151,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R056:POS:PRIMARY,F3BBG_N060_A1_Q001_R056,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2152,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R057:NULL:PRIMARY,F3BBG_N060_A1_Q001_R057,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2153,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R057:POS:PRIMARY,F3BBG_N060_A1_Q001_R057,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2154,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R059:NULL:INTERNALMASK,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R059:NULL:PEAKMASK,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R059:NULL:PRIMARY,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2155,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R059:POS:INTERNALMASK,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R059:POS:PEAKMASK,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R059:POS:PRIMARY,F3BBG_N060_A1_Q001_R059,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2156,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R060:NULL:PRIMARY,F3BBG_N060_A1_Q001_R060,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2157,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R060:POS:PRIMARY,F3BBG_N060_A1_Q001_R060,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2158,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R063:NULL:PRIMARY,F3BBG_N060_A1_Q001_R063,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2159,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R063:POS:PRIMARY,F3BBG_N060_A1_Q001_R063,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2160,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R065:NULL:PRIMARY,F3BBG_N060_A1_Q001_R065,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2161,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R065:POS:PRIMARY,F3BBG_N060_A1_Q001_R065,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2162,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R068:NULL:PRIMARY,F3BBG_N060_A1_Q001_R068,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2163,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R068:POS:PRIMARY,F3BBG_N060_A1_Q001_R068,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2164,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R069:NULL:PRIMARY,F3BBG_N060_A1_Q001_R069,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2165,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R069:POS:PRIMARY,F3BBG_N060_A1_Q001_R069,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2166,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R072:NULL:PRIMARY,F3BBG_N060_A1_Q001_R072,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2167,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R072:POS:PRIMARY,F3BBG_N060_A1_Q001_R072,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2168,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R073:NULL:PRIMARY,F3BBG_N060_A1_Q001_R073,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2169,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R073:POS:PRIMARY,F3BBG_N060_A1_Q001_R073,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2170,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R074:NULL:INTERNALMASK,F3BBG_N060_A1_Q001_R074,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R074:NULL:PEAKMASK,F3BBG_N060_A1_Q001_R074,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N060_A1_Q001_R074:NULL:PRIMARY,F3BBG_N060_A1_Q001_R074,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D2171,VALID,False,JOINED_PRIMARY
F3BBG_N060_A1_Q001_R074:POS:INTERNALMASK,F3BBG_N060_A1_Q001_R074,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
