simulation_unit_id,background_realization_id,truth_state,evidence_plane,gap_quality_regime,input_state,materialization_status,classifier_decision_expected,classifier_decision_present,planned_decision_id,decision_status,qpp_selected,truth_join_status
F3BBG_N015_A1_Q002_R022:POS:PRIMARY,F3BBG_N015_A1_Q002_R022,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0428,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R024:NULL:PRIMARY,F3BBG_N015_A1_Q002_R024,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0429,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R024:POS:PRIMARY,F3BBG_N015_A1_Q002_R024,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0430,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R029:NULL:PRIMARY,F3BBG_N015_A1_Q002_R029,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0431,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R029:POS:PRIMARY,F3BBG_N015_A1_Q002_R029,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0432,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R031:NULL:PRIMARY,F3BBG_N015_A1_Q002_R031,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0433,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R031:POS:PRIMARY,F3BBG_N015_A1_Q002_R031,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0434,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R032:NULL:PRIMARY,F3BBG_N015_A1_Q002_R032,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0435,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R032:POS:PRIMARY,F3BBG_N015_A1_Q002_R032,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0436,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R033:NULL:PRIMARY,F3BBG_N015_A1_Q002_R033,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0437,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R033:POS:PRIMARY,F3BBG_N015_A1_Q002_R033,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0438,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R035:NULL:PRIMARY,F3BBG_N015_A1_Q002_R035,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0439,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R035:POS:PRIMARY,F3BBG_N015_A1_Q002_R035,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0440,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R036:NULL:PRIMARY,F3BBG_N015_A1_Q002_R036,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0441,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R036:POS:PRIMARY,F3BBG_N015_A1_Q002_R036,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0442,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R037:NULL:INTERNALMASK,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R037:NULL:PEAKMASK,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R037:NULL:PRIMARY,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0443,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R037:POS:INTERNALMASK,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R037:POS:PEAKMASK,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R037:POS:PRIMARY,F3BBG_N015_A1_Q002_R037,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0444,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R040:NULL:PRIMARY,F3BBG_N015_A1_Q002_R040,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0445,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R040:POS:PRIMARY,F3BBG_N015_A1_Q002_R040,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0446,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R041:NULL:PRIMARY,F3BBG_N015_A1_Q002_R041,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0447,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R041:POS:PRIMARY,F3BBG_N015_A1_Q002_R041,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0448,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R042:NULL:PRIMARY,F3BBG_N015_A1_Q002_R042,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0449,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R042:POS:PRIMARY,F3BBG_N015_A1_Q002_R042,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0450,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R047:NULL:PRIMARY,F3BBG_N015_A1_Q002_R047,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0451,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R047:POS:PRIMARY,F3BBG_N015_A1_Q002_R047,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0452,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R048:NULL:PRIMARY,F3BBG_N015_A1_Q002_R048,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0453,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R048:POS:PRIMARY,F3BBG_N015_A1_Q002_R048,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0454,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R053:NULL:PRIMARY,F3BBG_N015_A1_Q002_R053,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0455,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R053:POS:PRIMARY,F3BBG_N015_A1_Q002_R053,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0456,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R055:NULL:PRIMARY,F3BBG_N015_A1_Q002_R055,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0457,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R055:POS:PRIMARY,F3BBG_N015_A1_Q002_R055,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0458,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R056:NULL:PRIMARY,F3BBG_N015_A1_Q002_R056,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0459,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R056:POS:PRIMARY,F3BBG_N015_A1_Q002_R056,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0460,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R059:NULL:PRIMARY,F3BBG_N015_A1_Q002_R059,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0461,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R059:POS:PRIMARY,F3BBG_N015_A1_Q002_R059,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0462,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R060:NULL:PRIMARY,F3BBG_N015_A1_Q002_R060,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0463,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R060:POS:PRIMARY,F3BBG_N015_A1_Q002_R060,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0464,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R061:NULL:PRIMARY,F3BBG_N015_A1_Q002_R061,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0465,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R061:POS:PRIMARY,F3BBG_N015_A1_Q002_R061,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0466,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R062:NULL:PRIMARY,F3BBG_N015_A1_Q002_R062,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0467,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R062:POS:PRIMARY,F3BBG_N015_A1_Q002_R062,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0468,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R063:NULL:PRIMARY,F3BBG_N015_A1_Q002_R063,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0469,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R063:POS:PRIMARY,F3BBG_N015_A1_Q002_R063,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0470,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R064:NULL:PRIMARY,F3BBG_N015_A1_Q002_R064,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0471,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R064:POS:PRIMARY,F3BBG_N015_A1_Q002_R064,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0472,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R067:NULL:PRIMARY,F3BBG_N015_A1_Q002_R067,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0473,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R067:POS:PRIMARY,F3BBG_N015_A1_Q002_R067,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0474,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R069:NULL:INTERNALMASK,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R069:NULL:PEAKMASK,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R069:NULL:PRIMARY,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0475,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R069:POS:INTERNALMASK,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R069:POS:PEAKMASK,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R069:POS:PRIMARY,F3BBG_N015_A1_Q002_R069,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0476,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R071:NULL:PRIMARY,F3BBG_N015_A1_Q002_R071,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0477,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R071:POS:PRIMARY,F3BBG_N015_A1_Q002_R071,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0478,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R073:NULL:INTERNALMASK,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R073:NULL:PEAKMASK,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R073:NULL:PRIMARY,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0479,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R073:POS:INTERNALMASK,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R073:POS:PEAKMASK,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,INPUT_INADMISSIBLE,MATERIALIZED,False,False,,,,AUDITED_NONCLASSIFIER_CHALLENGE
F3BBG_N015_A1_Q002_R073:POS:PRIMARY,F3BBG_N015_A1_Q002_R073,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0480,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R076:NULL:PRIMARY,F3BBG_N015_A1_Q002_R076,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0481,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R076:POS:PRIMARY,F3BBG_N015_A1_Q002_R076,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0482,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R086:NULL:PRIMARY,F3BBG_N015_A1_Q002_R086,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0483,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R086:POS:PRIMARY,F3BBG_N015_A1_Q002_R086,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0484,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R088:NULL:PRIMARY,F3BBG_N015_A1_Q002_R088,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0485,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R088:POS:PRIMARY,F3BBG_N015_A1_Q002_R088,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0486,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R090:NULL:PRIMARY,F3BBG_N015_A1_Q002_R090,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0487,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R090:POS:PRIMARY,F3BBG_N015_A1_Q002_R090,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0488,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R091:NULL:PRIMARY,F3BBG_N015_A1_Q002_R091,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0489,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R091:POS:PRIMARY,F3BBG_N015_A1_Q002_R091,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0490,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R094:NULL:PRIMARY,F3BBG_N015_A1_Q002_R094,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0491,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R094:POS:PRIMARY,F3BBG_N015_A1_Q002_R094,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0492,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R095:NULL:PRIMARY,F3BBG_N015_A1_Q002_R095,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0493,VALID,False,JOINED_PRIMARY
F3BBG_N015_A1_Q002_R095:POS:PRIMARY,F3BBG_N015_A1_Q002_R095,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,ELIGIBLE_FOR_AFINO,MATERIALIZED,True,True,F3B5_HO_D0494,VALID,False,JOINED_PRIMARY
