scope_id,evidence_plane,design_interpretation,observational_prevalence,metric,numerator,denominator,point_estimate,wilson_95_lower,wilson_95_upper,denominator_definition,classification_metric_synonym,input_inadmissible_recoded_as_FN_or_TN,pipeline_semantics
PRIMARY_ALL,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,3600,3600,1.0,0.9989340655340728,1.0,all planned primary series,False,False,input admissibility is distinct from classification
PRIMARY_POSITIVE,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_positive_recovery_fraction,152,1800,0.08444444444444445,0.07246744846806605,0.0981913737445873,all planned synthetic-positive primary series,False,False,selected positive / all planned positive
PRIMARY_NULL,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_null_selection_fraction,0,1800,0.0,2.168404344971009e-19,0.002129598918967953,all planned synthetic-null primary series,False,False,selected null / all planned null
CHALLENGE_ALL,INPUT_ADMISSIBILITY,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,0,720,0.0,0.0,0.005307044483128604,all planned INPUT_ADMISSIBILITY challenge series,False,False,challenge admissibility only; never recoded as FN/TN
CHALLENGE_ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,INPUT_ADMISSIBILITY,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,0,360,0.0,0.0,0.010558056888693507,planned challenge series in ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,False,False,challenge admissibility only; never prevalence-weighted observationally
CHALLENGE_PEAK_SAMPLE_MASKED,INPUT_ADMISSIBILITY,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,0,360,0.0,0.0,0.010558056888693507,planned challenge series in PEAK_SAMPLE_MASKED,False,False,challenge admissibility only; never prevalence-weighted observationally
