stratum_order,stratum_family,truth_state,n_samples,red_noise_alpha,qpp_fraction,period_bin_id,period_lower_s,period_upper_s,period_lower_inclusive,period_upper_inclusive,duration_conditioned_period_support_upper_s,base_stratum_planned_backgrounds,exposure_status,exposure_count,selected_count,input_eligibility_numerator,input_eligibility_denominator,input_eligibility_point_estimate,input_eligibility_wilson_95_lower,input_eligibility_wilson_95_upper,conditional_selection_numerator,conditional_selection_denominator,conditional_selection_point_estimate,conditional_selection_wilson_95_lower,conditional_selection_wilson_95_upper,end_to_end_selection_numerator,end_to_end_selection_denominator,end_to_end_selection_point_estimate,end_to_end_selection_wilson_95_lower,end_to_end_selection_wilson_95_upper,primary_representation,probabilistic_model_fitted,challenge_rows_included,null_qpp_fraction_pooled
75,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.01,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,24,0,24,24,1.0,0.8620237953250198,1.0,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,0,24,0.0,1.3877787807814457e-17,0.13797620467498017,STRATIFIED_EMPIRICAL,False,0,False
76,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.02,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,14,0,14,14,1.0,0.7846891972623643,1.0,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,STRATIFIED_EMPIRICAL,False,0,False
77,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,18,0,18,18,1.0,0.8241207763533425,1.0,0,18,0.0,0.0,0.17587922364665765,0,18,0.0,0.0,0.17587922364665765,STRATIFIED_EMPIRICAL,False,0,False
78,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.02,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,18,0,18,18,1.0,0.8241207763533425,1.0,0,18,0.0,0.0,0.17587922364665765,0,18,0.0,0.0,0.17587922364665765,STRATIFIED_EMPIRICAL,False,0,False
79,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.04,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,15,0,15,15,1.0,0.7961166989641515,1.0,0,15,0.0,0.0,0.20388330103584862,0,15,0.0,0.0,0.20388330103584862,STRATIFIED_EMPIRICAL,False,0,False
80,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
81,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,1.0,0.04,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,19,0,19,19,1.0,0.8318207759473837,1.0,0,19,0.0,0.0,0.16817922405261626,0,19,0.0,0.0,0.16817922405261626,STRATIFIED_EMPIRICAL,False,0,False
82,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.01,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,17,0,17,17,1.0,0.8156818649911483,1.0,0,17,0.0,0.0,0.1843181350088518,0,17,0.0,0.0,0.1843181350088518,STRATIFIED_EMPIRICAL,False,0,False
83,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,14,0,14,14,1.0,0.7846891972623643,1.0,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,STRATIFIED_EMPIRICAL,False,0,False
84,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.01,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,19,0,19,19,1.0,0.8318207759473837,1.0,0,19,0.0,0.0,0.16817922405261626,0,19,0.0,0.0,0.16817922405261626,STRATIFIED_EMPIRICAL,False,0,False
85,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.02,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,9,0,9,9,1.0,0.7008549515804559,1.0,0,9,0.0,0.0,0.2991450484195441,0,9,0.0,0.0,0.2991450484195441,STRATIFIED_EMPIRICAL,False,0,False
86,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
87,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.02,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False
88,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.04,P40_63,40.0,63.245553203367585,True,False,193.33333333333334,50,EXPOSED,19,0,19,19,1.0,0.8318207759473837,1.0,0,19,0.0,0.0,0.16817922405261626,0,19,0.0,0.0,0.16817922405261626,STRATIFIED_EMPIRICAL,False,0,False
89,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,193.33333333333334,50,EXPOSED,15,0,15,15,1.0,0.7961166989641515,1.0,0,15,0.0,0.0,0.20388330103584862,0,15,0.0,0.0,0.20388330103584862,STRATIFIED_EMPIRICAL,False,0,False
90,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,30,2.0,0.04,P106_300,105.83005244258362,300.0,True,True,193.33333333333334,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
91,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,10,0,10,10,1.0,0.7224672001371107,0.9999999999999999,0,10,0.0,0.0,0.2775327998628892,0,10,0.0,0.0,0.2775327998628892,STRATIFIED_EMPIRICAL,False,0,False
92,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,15,0,15,15,1.0,0.7961166989641515,1.0,0,15,0.0,0.0,0.20388330103584862,0,15,0.0,0.0,0.20388330103584862,STRATIFIED_EMPIRICAL,False,0,False
93,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False
94,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
95,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,12,0,12,12,1.0,0.7575059933447592,1.0,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,STRATIFIED_EMPIRICAL,False,0,False
96,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,25,0,25,25,1.0,0.8668077490609515,0.9999999999999999,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,0,25,0.0,1.3877787807814457e-17,0.13319225093904846,STRATIFIED_EMPIRICAL,False,0,False
97,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,9,2,9,9,1.0,0.7008549515804559,1.0,2,9,0.2222222222222222,0.06322510711784671,0.5474110308930111,2,9,0.2222222222222222,0.06322510711784671,0.5474110308930111,STRATIFIED_EMPIRICAL,False,0,False
98,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,9,0,9,9,1.0,0.7008549515804559,1.0,0,9,0.0,0.0,0.2991450484195441,0,9,0.0,0.0,0.2991450484195441,STRATIFIED_EMPIRICAL,False,0,False
99,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,0.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,32,0,32,32,1.0,0.8928208017449293,1.0,0,32,0.0,0.0,0.1071791982550706,0,32,0.0,0.0,0.1071791982550706,STRATIFIED_EMPIRICAL,False,0,False
100,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
101,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,16,0,16,16,1.0,0.8063923194655637,1.0,0,16,0.0,0.0,0.1936076805344365,0,16,0.0,0.0,0.1936076805344365,STRATIFIED_EMPIRICAL,False,0,False
102,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False
103,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,0,13,13,1.0,0.7719046276458016,0.9999999999999999,0,13,0.0,0.0,0.22809537235419838,0,13,0.0,0.0,0.22809537235419838,STRATIFIED_EMPIRICAL,False,0,False
104,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,11,0,11,11,1.0,0.7411670330319684,1.0,0,11,0.0,0.0,0.2588329669680317,0,11,0.0,0.0,0.2588329669680317,STRATIFIED_EMPIRICAL,False,0,False
105,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,26,0,26,26,1.0,0.8712710781407846,1.0,0,26,0.0,0.0,0.1287289218592153,0,26,0.0,0.0,0.1287289218592153,STRATIFIED_EMPIRICAL,False,0,False
106,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,4,13,13,1.0,0.7719046276458016,0.9999999999999999,4,13,0.3076923076923077,0.12680703655710515,0.5763065681945096,4,13,0.3076923076923077,0.12680703655710515,0.5763065681945096,STRATIFIED_EMPIRICAL,False,0,False
107,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,8,1,8,8,1.0,0.6755924351161198,1.0,1,8,0.125,0.02241749145005667,0.4708881822128535,1,8,0.125,0.02241749145005667,0.4708881822128535,STRATIFIED_EMPIRICAL,False,0,False
108,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,1.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False
109,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,12,0,12,12,1.0,0.7575059933447592,1.0,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,0,12,0.0,2.7755575615628914e-17,0.24249400665524085,STRATIFIED_EMPIRICAL,False,0,False
110,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,10,0,10,10,1.0,0.7224672001371107,0.9999999999999999,0,10,0.0,0.0,0.2775327998628892,0,10,0.0,0.0,0.2775327998628892,STRATIFIED_EMPIRICAL,False,0,False
111,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,28,0,28,28,1.0,0.8793566952341543,0.9999999999999998,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,STRATIFIED_EMPIRICAL,False,0,False
112,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,14,0,14,14,1.0,0.7846891972623643,1.0,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,0,14,0.0,1.3877787807814457e-17,0.2153108027376358,STRATIFIED_EMPIRICAL,False,0,False
113,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,18,0,18,18,1.0,0.8241207763533425,1.0,0,18,0.0,0.0,0.17587922364665765,0,18,0.0,0.0,0.17587922364665765,STRATIFIED_EMPIRICAL,False,0,False
114,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,18,0,18,18,1.0,0.8241207763533425,1.0,0,18,0.0,0.0,0.17587922364665765,0,18,0.0,0.0,0.17587922364665765,STRATIFIED_EMPIRICAL,False,0,False
115,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,10,6,10,10,1.0,0.7224672001371107,0.9999999999999999,6,10,0.6,0.31267376973365824,0.8318196702937638,6,10,0.6,0.31267376973365824,0.8318196702937638,STRATIFIED_EMPIRICAL,False,0,False
116,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,11,0,11,11,1.0,0.7411670330319684,1.0,0,11,0.0,0.0,0.2588329669680317,0,11,0.0,0.0,0.2588329669680317,STRATIFIED_EMPIRICAL,False,0,False
117,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,60,2.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False
118,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,11,0,11,11,1.0,0.7411670330319684,1.0,0,11,0.0,0.0,0.2588329669680317,0,11,0.0,0.0,0.2588329669680317,STRATIFIED_EMPIRICAL,False,0,False
119,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,10,0,10,10,1.0,0.7224672001371107,0.9999999999999999,0,10,0.0,0.0,0.2775327998628892,0,10,0.0,0.0,0.2775327998628892,STRATIFIED_EMPIRICAL,False,0,False
120,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False
121,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,12,1,12,12,1.0,0.7575059933447592,1.0,1,12,0.08333333333333333,0.014865094404917095,0.35387991114111694,1,12,0.08333333333333333,0.014865094404917095,0.35387991114111694,STRATIFIED_EMPIRICAL,False,0,False
122,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,11,1,11,11,1.0,0.7411670330319684,1.0,1,11,0.09090909090909091,0.016232172885884855,0.37735843645159567,1,11,0.09090909090909091,0.016232172885884855,0.37735843645159567,STRATIFIED_EMPIRICAL,False,0,False
123,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,27,0,27,27,1.0,0.8754449702581328,0.9999999999999998,0,27,0.0,0.0,0.12455502974186705,0,27,0.0,0.0,0.12455502974186705,STRATIFIED_EMPIRICAL,False,0,False
124,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,13,13,13,1.0,0.7719046276458016,0.9999999999999999,13,13,1.0,0.7719046276458016,0.9999999999999999,13,13,1.0,0.7719046276458016,0.9999999999999999,STRATIFIED_EMPIRICAL,False,0,False
125,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,11,10,11,11,1.0,0.7411670330319684,1.0,10,11,0.9090909090909091,0.6226415635484043,0.9837678271141151,10,11,0.9090909090909091,0.6226415635484043,0.9837678271141151,STRATIFIED_EMPIRICAL,False,0,False
126,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,0.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,26,3,26,26,1.0,0.8712710781407846,1.0,3,26,0.11538461538461539,0.04003244623610615,0.2897590321171364,3,26,0.11538461538461539,0.04003244623610615,0.2897590321171364,STRATIFIED_EMPIRICAL,False,0,False
127,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,1,13,13,1.0,0.7719046276458016,0.9999999999999999,1,13,0.07692307692307693,0.013710421242556586,0.3331395092109959,1,13,0.07692307692307693,0.013710421242556586,0.3331395092109959,STRATIFIED_EMPIRICAL,False,0,False
128,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,15,0,15,15,1.0,0.7961166989641515,1.0,0,15,0.0,0.0,0.20388330103584862,0,15,0.0,0.0,0.20388330103584862,STRATIFIED_EMPIRICAL,False,0,False
129,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,22,0,22,22,1.0,0.8513451253913791,1.0,0,22,0.0,0.0,0.14865487460862087,0,22,0.0,0.0,0.14865487460862087,STRATIFIED_EMPIRICAL,False,0,False
130,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,11,9,11,11,1.0,0.7411670330319684,1.0,9,11,0.8181818181818182,0.523019438039156,0.9486323102539149,9,11,0.8181818181818182,0.523019438039156,0.9486323102539149,STRATIFIED_EMPIRICAL,False,0,False
131,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,11,5,11,11,1.0,0.7411670330319684,1.0,5,11,0.45454545454545453,0.21271271622459764,0.719908462590678,5,11,0.45454545454545453,0.21271271622459764,0.719908462590678,STRATIFIED_EMPIRICAL,False,0,False
132,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,28,0,28,28,1.0,0.8793566952341543,0.9999999999999998,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,0,28,0.0,1.3877787807814457e-17,0.12064330476584563,STRATIFIED_EMPIRICAL,False,0,False
133,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,10,10,10,10,1.0,0.7224672001371107,0.9999999999999999,10,10,1.0,0.7224672001371107,0.9999999999999999,10,10,1.0,0.7224672001371107,0.9999999999999999,STRATIFIED_EMPIRICAL,False,0,False
134,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,7,7,7,7,1.0,0.6456695649333126,1.0,7,7,1.0,0.6456695649333126,1.0,7,7,1.0,0.6456695649333126,1.0,STRATIFIED_EMPIRICAL,False,0,False
135,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,1.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,33,5,33,33,1.0,0.895730002457548,1.0,5,33,0.15151515151515152,0.06650457281607568,0.3091987588044212,5,33,0.15151515151515152,0.06650457281607568,0.3091987588044212,STRATIFIED_EMPIRICAL,False,0,False
136,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.01,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,8,6,8,8,1.0,0.6755924351161198,1.0,6,8,0.75,0.40927543031016883,0.9285207872478909,6,8,0.75,0.40927543031016883,0.9285207872478909,STRATIFIED_EMPIRICAL,False,0,False
137,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.01,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,13,1,13,13,1.0,0.7719046276458016,0.9999999999999999,1,13,0.07692307692307693,0.013710421242556586,0.3331395092109959,1,13,0.07692307692307693,0.013710421242556586,0.3331395092109959,STRATIFIED_EMPIRICAL,False,0,False
138,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.01,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,29,0,29,29,1.0,0.8830302015002593,1.0,0,29,0.0,0.0,0.11696979849974075,0,29,0.0,0.0,0.11696979849974075,STRATIFIED_EMPIRICAL,False,0,False
139,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.02,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,16,16,16,16,1.0,0.8063923194655637,1.0,16,16,1.0,0.8063923194655637,1.0,16,16,1.0,0.8063923194655637,1.0,STRATIFIED_EMPIRICAL,False,0,False
140,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.02,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,13,12,13,13,1.0,0.7719046276458016,0.9999999999999999,12,13,0.9230769230769231,0.6668604907890041,0.9862895787574435,12,13,0.9230769230769231,0.6668604907890041,0.9862895787574435,STRATIFIED_EMPIRICAL,False,0,False
141,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.02,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,21,0,21,21,1.0,0.8453609810751531,1.0,0,21,0.0,0.0,0.154639018924847,0,21,0.0,0.0,0.154639018924847,STRATIFIED_EMPIRICAL,False,0,False
142,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.04,P40_63,40.0,63.245553203367585,True,False,300.0,50,EXPOSED,13,13,13,13,1.0,0.7719046276458016,0.9999999999999999,13,13,1.0,0.7719046276458016,0.9999999999999999,13,13,1.0,0.7719046276458016,0.9999999999999999,STRATIFIED_EMPIRICAL,False,0,False
143,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.04,P63_106,63.245553203367585,105.83005244258362,True,False,300.0,50,EXPOSED,12,12,12,12,1.0,0.7575059933447592,1.0,12,12,1.0,0.7575059933447592,1.0,12,12,1.0,0.7575059933447592,1.0,STRATIFIED_EMPIRICAL,False,0,False
144,POSITIVE_PERIOD_BIN,SYNTHETIC_QPP_PRESENT,120,2.0,0.04,P106_300,105.83005244258362,300.0,True,True,300.0,50,EXPOSED,25,5,25,25,1.0,0.8668077490609515,0.9999999999999999,5,25,0.2,0.08860584686802572,0.3913095036954033,5,25,0.2,0.08860584686802572,0.3913095036954033,STRATIFIED_EMPIRICAL,False,0,False
145,NULL_POOLED,SYNTHETIC_QPP_ABSENT,15,0.0,POOLED_PAIRING_LABELS_NOT_NULL_PARAMETER,NOT_APPLICABLE,,,,,,150,EXPOSED,150,0,150,150,1.0,0.9750297556319235,1.0,0,150,0.0,0.0,0.0249702443680766,0,150,0.0,0.0,0.0249702443680766,STRATIFIED_EMPIRICAL,False,0,True
146,NULL_POOLED,SYNTHETIC_QPP_ABSENT,15,1.0,POOLED_PAIRING_LABELS_NOT_NULL_PARAMETER,NOT_APPLICABLE,,,,,,150,EXPOSED,150,0,150,150,1.0,0.9750297556319235,1.0,0,150,0.0,0.0,0.0249702443680766,0,150,0.0,0.0,0.0249702443680766,STRATIFIED_EMPIRICAL,False,0,True
147,NULL_POOLED,SYNTHETIC_QPP_ABSENT,15,2.0,POOLED_PAIRING_LABELS_NOT_NULL_PARAMETER,NOT_APPLICABLE,,,,,,150,EXPOSED,150,0,150,150,1.0,0.9750297556319235,1.0,0,150,0.0,0.0,0.0249702443680766,0,150,0.0,0.0,0.0249702443680766,STRATIFIED_EMPIRICAL,False,0,True
148,NULL_POOLED,SYNTHETIC_QPP_ABSENT,30,0.0,POOLED_PAIRING_LABELS_NOT_NULL_PARAMETER,NOT_APPLICABLE,,,,,,150,EXPOSED,150,0,150,150,1.0,0.9750297556319235,1.0,0,150,0.0,0.0,0.0249702443680766,0,150,0.0,0.0,0.0249702443680766,STRATIFIED_EMPIRICAL,False,0,True
