replicate_index,strata_count,sampled_background_draws,positive_denominator,null_denominator,draw_indices_sha256,baseline_TP,baseline_FN,baseline_TN,baseline_FP,candidate_TP,candidate_FN,candidate_TN,candidate_FP,baseline_sensitivity,candidate_sensitivity,candidate_minus_baseline_sensitivity,baseline_specificity,candidate_specificity,candidate_minus_baseline_specificity,baseline_FPR,candidate_FPR,candidate_minus_baseline_FPR,baseline_balanced_accuracy,candidate_balanced_accuracy,candidate_minus_baseline_balanced_accuracy
3564,36,1800,1800,1800,0754c610dd0b3f1e60028b5735342d40fdebe27816caf305eb1d34d90dfcb866,133,1667,1797,3,1177,623,1110,690,0.07388888888888889,0.6538888888888889,0.58,0.9983333333333333,0.6166666666666667,-0.3816666666666666,0.0016666666666666668,0.38333333333333336,0.3816666666666667,0.5361111111111111,0.6352777777777778,0.09916666666666674
3565,36,1800,1800,1800,c649a55a54d8b48abedad42ffbb7694bf6644f0c08bf3464a522392d427022f5,150,1650,1800,0,1179,621,1127,673,0.08333333333333333,0.655,0.5716666666666667,1.0,0.6261111111111111,-0.37388888888888894,0.0,0.3738888888888889,0.3738888888888889,0.5416666666666666,0.6405555555555555,0.09888888888888892
3566,36,1800,1800,1800,899b72e785e88e5070acd4f366f9d9e115b28d13203884042db87abd42545101,133,1667,1799,1,1155,645,1117,683,0.07388888888888889,0.6416666666666667,0.5677777777777778,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5366666666666666,0.6311111111111112,0.09444444444444455
3567,36,1800,1800,1800,1c473da519aed15363ef883f3c8ab2b5b00b53ccd67901d2e43b0c8f6bb6e1c9,137,1663,1799,1,1185,615,1102,698,0.07611111111111112,0.6583333333333333,0.5822222222222222,0.9994444444444445,0.6122222222222222,-0.38722222222222225,0.0005555555555555556,0.3877777777777778,0.38722222222222225,0.5377777777777778,0.6352777777777778,0.09750000000000003
3568,36,1800,1800,1800,42b8d2ff6ce5b03f94c6c167175f976727ff09387166451b45de39a3d266acfd,123,1677,1800,0,1183,617,1129,671,0.06833333333333333,0.6572222222222223,0.5888888888888889,1.0,0.6272222222222222,-0.37277777777777776,0.0,0.37277777777777776,0.37277777777777776,0.5341666666666667,0.6422222222222222,0.10805555555555557
3569,36,1800,1800,1800,ecdb7925d84b3c5fa7cf72ad4375d265bd30c4d67198deceb2310f1d790901eb,144,1656,1796,4,1160,640,1128,672,0.08,0.6444444444444445,0.5644444444444445,0.9977777777777778,0.6266666666666667,-0.37111111111111106,0.0022222222222222222,0.37333333333333335,0.3711111111111111,0.5388888888888889,0.6355555555555557,0.09666666666666679
3570,36,1800,1800,1800,ed4d280892bea755251549fa789586529608f8ca200a5f0564d535da45767f4d,141,1659,1800,0,1191,609,1103,697,0.07833333333333334,0.6616666666666666,0.5833333333333333,1.0,0.6127777777777778,-0.38722222222222225,0.0,0.38722222222222225,0.38722222222222225,0.5391666666666667,0.6372222222222221,0.09805555555555545
3571,36,1800,1800,1800,b2fff1665a473b2aa4afeba9dbaab9b927e74bc75fe87812f0d254cde9049474,172,1628,1799,1,1186,614,1109,691,0.09555555555555556,0.6588888888888889,0.5633333333333332,0.9994444444444445,0.6161111111111112,-0.3833333333333333,0.0005555555555555556,0.3838888888888889,0.38333333333333336,0.5475,0.6375,0.08999999999999997
3572,36,1800,1800,1800,9b403ab0f98feeb2fae59f53555a5df06b2a793ba8f98db43ef71d50fb0c69fc,146,1654,1798,2,1180,620,1099,701,0.0811111111111111,0.6555555555555556,0.5744444444444444,0.9988888888888889,0.6105555555555555,-0.3883333333333334,0.0011111111111111111,0.3894444444444444,0.3883333333333333,0.54,0.6330555555555555,0.09305555555555545
3573,36,1800,1800,1800,2ff796c9779e4ace52a1fea197d8e34b89b788f5cf1d79760fc987e695a32b90,136,1664,1799,1,1171,629,1117,683,0.07555555555555556,0.6505555555555556,0.575,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5375,0.6355555555555555,0.09805555555555556
3574,36,1800,1800,1800,bdd49fe5972e47bfd3b7c5c5f9d1cf3b1fd8efe790b290f8989b737cc2e35257,157,1643,1799,1,1165,635,1103,697,0.08722222222222223,0.6472222222222223,0.56,0.9994444444444445,0.6127777777777778,-0.3866666666666667,0.0005555555555555556,0.38722222222222225,0.3866666666666667,0.5433333333333333,0.63,0.08666666666666667
3575,36,1800,1800,1800,c750ba9d02a191ee2eb8ddc9e1f5c6b12f8ce5c3a6c7777fedcabea1e961aa22,153,1647,1800,0,1158,642,1128,672,0.085,0.6433333333333333,0.5583333333333333,1.0,0.6266666666666667,-0.3733333333333333,0.0,0.37333333333333335,0.37333333333333335,0.5425,0.635,0.09250000000000003
3576,36,1800,1800,1800,8ba578252cb74c1d1b0ded6cee9f21ebe20a24b8fedd0ee723cc9e10be3c873d,142,1658,1799,1,1170,630,1130,670,0.07888888888888888,0.65,0.5711111111111111,0.9994444444444445,0.6277777777777778,-0.3716666666666667,0.0005555555555555556,0.37222222222222223,0.3716666666666667,0.5391666666666667,0.6388888888888888,0.09972222222222216
3577,36,1800,1800,1800,7b0a32c73fead8ac28aae806c10bff20136de4a61ca2deecb7f76a67e24bfc0b,146,1654,1799,1,1178,622,1113,687,0.0811111111111111,0.6544444444444445,0.5733333333333334,0.9994444444444445,0.6183333333333333,-0.3811111111111112,0.0005555555555555556,0.38166666666666665,0.3811111111111111,0.5402777777777777,0.6363888888888889,0.09611111111111115
3578,36,1800,1800,1800,d8e6a844dd462bdb6bd3ba44d47314806d6713fac149238ddaba0c7c20639021,167,1633,1799,1,1197,603,1103,697,0.09277777777777778,0.665,0.5722222222222223,0.9994444444444445,0.6127777777777778,-0.3866666666666667,0.0005555555555555556,0.38722222222222225,0.3866666666666667,0.5461111111111111,0.6388888888888888,0.09277777777777774
3579,36,1800,1800,1800,19c6ada0a31a9d67673946dd0378965318153e591601233051865b8e285e793f,144,1656,1799,1,1173,627,1112,688,0.08,0.6516666666666666,0.5716666666666667,0.9994444444444445,0.6177777777777778,-0.3816666666666667,0.0005555555555555556,0.38222222222222224,0.3816666666666667,0.5397222222222222,0.6347222222222222,0.09499999999999997
3580,36,1800,1800,1800,98d02c6eb03008af0bbe06ddbfb18eee82daf6be5fa08ae5f3ad95f14fd0a610,124,1676,1798,2,1170,630,1124,676,0.06888888888888889,0.65,0.5811111111111111,0.9988888888888889,0.6244444444444445,-0.37444444444444447,0.0011111111111111111,0.37555555555555553,0.3744444444444444,0.5338888888888889,0.6372222222222222,0.10333333333333339
3581,36,1800,1800,1800,34c33097bc86050e827504155fe949685184acb00e6d7f480b3fb6b2fe7b792d,144,1656,1797,3,1161,639,1119,681,0.08,0.645,0.5650000000000001,0.9983333333333333,0.6216666666666667,-0.3766666666666666,0.0016666666666666668,0.37833333333333335,0.3766666666666667,0.5391666666666667,0.6333333333333333,0.09416666666666662
3582,36,1800,1800,1800,d839a002fbed4bb710c529cee8f6ceb5410c8eeb94d7a627473abdef2cae6ae7,146,1654,1800,0,1180,620,1103,697,0.0811111111111111,0.6555555555555556,0.5744444444444444,1.0,0.6127777777777778,-0.38722222222222225,0.0,0.38722222222222225,0.38722222222222225,0.5405555555555556,0.6341666666666667,0.09361111111111109
3583,36,1800,1800,1800,b7704a6ad43076af5dcde6525b6c71c98b01e9dcaa7d1a7b235aceb49f993cd3,147,1653,1799,1,1160,640,1129,671,0.08166666666666667,0.6444444444444445,0.5627777777777778,0.9994444444444445,0.6272222222222222,-0.37222222222222223,0.0005555555555555556,0.37277777777777776,0.37222222222222223,0.5405555555555556,0.6358333333333334,0.0952777777777778
3584,36,1800,1800,1800,44f11d03c8cf36a4b8e752d28cf7fb338d82571e356b10c8f0c7067a32a44e47,144,1656,1800,0,1177,623,1113,687,0.08,0.6538888888888889,0.5738888888888889,1.0,0.6183333333333333,-0.3816666666666667,0.0,0.38166666666666665,0.38166666666666665,0.54,0.6361111111111111,0.09611111111111104
3585,36,1800,1800,1800,f847d9931aca66fa065df62b02b03a7f1972830b38052bb9475b7e3d94b632f4,155,1645,1800,0,1169,631,1114,686,0.08611111111111111,0.6494444444444445,0.5633333333333334,1.0,0.6188888888888889,-0.38111111111111107,0.0,0.3811111111111111,0.3811111111111111,0.5430555555555555,0.6341666666666668,0.09111111111111125
3586,36,1800,1800,1800,208cb81dc9236fc039e97b8fe042698b35cc2f8126bd8b14d47a83b47cde43af,139,1661,1799,1,1141,659,1107,693,0.07722222222222222,0.6338888888888888,0.5566666666666666,0.9994444444444445,0.615,-0.3844444444444445,0.0005555555555555556,0.385,0.3844444444444445,0.5383333333333333,0.6244444444444444,0.08611111111111103
3587,36,1800,1800,1800,390bd81774322b1d95c8da1e946bfdd1177c0c3eef3df1ad3d82e9f9a3e1de59,134,1666,1797,3,1171,629,1119,681,0.07444444444444444,0.6505555555555556,0.5761111111111111,0.9983333333333333,0.6216666666666667,-0.3766666666666666,0.0016666666666666668,0.37833333333333335,0.3766666666666667,0.5363888888888889,0.6361111111111111,0.09972222222222216
3588,36,1800,1800,1800,2bd3e025be4b3930d52627500d59aef857927a7dc8f9761e3538889037d5e063,149,1651,1800,0,1172,628,1125,675,0.08277777777777778,0.6511111111111111,0.5683333333333334,1.0,0.625,-0.375,0.0,0.375,0.375,0.5413888888888889,0.6380555555555556,0.09666666666666668
3589,36,1800,1800,1800,3a6fb12ae6b883cf4d71f6e7476420f160712466dcddf2b734cf09aaa65ba482,156,1644,1798,2,1161,639,1107,693,0.08666666666666667,0.645,0.5583333333333333,0.9988888888888889,0.615,-0.38388888888888895,0.0011111111111111111,0.385,0.3838888888888889,0.5427777777777778,0.63,0.0872222222222222
3590,36,1800,1800,1800,289864f832cf3073ea5931a934a64b6388b8c939c0386321a8974179d6bc5847,136,1664,1799,1,1160,640,1116,684,0.07555555555555556,0.6444444444444445,0.5688888888888889,0.9994444444444445,0.62,-0.3794444444444445,0.0005555555555555556,0.38,0.3794444444444445,0.5375,0.6322222222222222,0.09472222222222226
3591,36,1800,1800,1800,35979bce85cb06a4e32b999f2dc9eea0b9bd68dd93f6abcdc2d7165fcd609eba,154,1646,1799,1,1176,624,1113,687,0.08555555555555555,0.6533333333333333,0.5677777777777777,0.9994444444444445,0.6183333333333333,-0.3811111111111112,0.0005555555555555556,0.38166666666666665,0.3811111111111111,0.5425,0.6358333333333333,0.09333333333333327
3592,36,1800,1800,1800,05d5819635d2f4c1f9a55a20094dcc035e4d1f9aa30d8b558fa9e944857a87f8,156,1644,1799,1,1170,630,1126,674,0.08666666666666667,0.65,0.5633333333333334,0.9994444444444445,0.6255555555555555,-0.37388888888888894,0.0005555555555555556,0.37444444444444447,0.37388888888888894,0.5430555555555556,0.6377777777777778,0.09472222222222215
3593,36,1800,1800,1800,ccf9743bc2b105a59cbc508dc808dc943ad14eb8f8331e156cba13c026c6c77c,143,1657,1799,1,1170,630,1108,692,0.07944444444444444,0.65,0.5705555555555556,0.9994444444444445,0.6155555555555555,-0.38388888888888895,0.0005555555555555556,0.3844444444444444,0.3838888888888889,0.5394444444444445,0.6327777777777778,0.09333333333333327
3594,36,1800,1800,1800,c0967611fc6f2d958939c5fce0268e0c73f865ad83493eb705ee2942e1c0494e,152,1648,1799,1,1194,606,1117,683,0.08444444444444445,0.6633333333333333,0.5788888888888889,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5419444444444445,0.6419444444444444,0.09999999999999998
3595,36,1800,1800,1800,42253cd33a1d6da16d5db2c1f9c15e701d6cefb8f02fc11d1b337fdcefb2f4cf,144,1656,1799,1,1195,605,1122,678,0.08,0.6638888888888889,0.5838888888888889,0.9994444444444445,0.6233333333333333,-0.3761111111111112,0.0005555555555555556,0.37666666666666665,0.3761111111111111,0.5397222222222222,0.6436111111111111,0.10388888888888892
3596,36,1800,1800,1800,55d36381c1c3aa00f22ed2a95fbb23bff4c41ffed61508b3a2d6a006cf6190b1,151,1649,1798,2,1146,654,1130,670,0.08388888888888889,0.6366666666666667,0.5527777777777778,0.9988888888888889,0.6277777777777778,-0.37111111111111117,0.0011111111111111111,0.37222222222222223,0.3711111111111111,0.5413888888888889,0.6322222222222222,0.09083333333333332
3597,36,1800,1800,1800,a68673e1a48750f164fb3eb73738be3b9eb2d994585f4996c02bc51c101b2339,135,1665,1799,1,1180,620,1114,686,0.075,0.6555555555555556,0.5805555555555556,0.9994444444444445,0.6188888888888889,-0.38055555555555554,0.0005555555555555556,0.3811111111111111,0.3805555555555556,0.5372222222222223,0.6372222222222222,0.09999999999999998
3598,36,1800,1800,1800,7eca1fb8463d52c9cdb779329da78b3369f415ea6553f7f1d836d6ea34a5c473,143,1657,1800,0,1153,647,1102,698,0.07944444444444444,0.6405555555555555,0.5611111111111111,1.0,0.6122222222222222,-0.3877777777777778,0.0,0.3877777777777778,0.3877777777777778,0.5397222222222222,0.6263888888888889,0.08666666666666667
3599,36,1800,1800,1800,7ca2387ccb76e58a03d271206bd6a8479160adea7f75dda2aaa82d8f85504006,143,1657,1799,1,1193,607,1113,687,0.07944444444444444,0.6627777777777778,0.5833333333333334,0.9994444444444445,0.6183333333333333,-0.3811111111111112,0.0005555555555555556,0.38166666666666665,0.3811111111111111,0.5394444444444445,0.6405555555555555,0.10111111111111104
3600,36,1800,1800,1800,971b85e6e07022d29d3b671c85b82e6854477fe5136ece5237c3709ff2df9b0f,157,1643,1799,1,1162,638,1112,688,0.08722222222222223,0.6455555555555555,0.5583333333333333,0.9994444444444445,0.6177777777777778,-0.3816666666666667,0.0005555555555555556,0.38222222222222224,0.3816666666666667,0.5433333333333333,0.6316666666666666,0.08833333333333326
3601,36,1800,1800,1800,22e2f2bf42c89ecf7bf58281fb9146b76a00d658b8ef9c9060cae8ccc076404c,138,1662,1798,2,1181,619,1129,671,0.07666666666666666,0.6561111111111111,0.5794444444444444,0.9988888888888889,0.6272222222222222,-0.3716666666666667,0.0011111111111111111,0.37277777777777776,0.37166666666666665,0.5377777777777778,0.6416666666666666,0.10388888888888881
3602,36,1800,1800,1800,2f6ae43872cfd122c6d90cc8d64e3bc9e76b6463cfb2c352db827efcb077b300,159,1641,1799,1,1200,600,1098,702,0.08833333333333333,0.6666666666666666,0.5783333333333333,0.9994444444444445,0.61,-0.3894444444444445,0.0005555555555555556,0.39,0.3894444444444445,0.5438888888888889,0.6383333333333333,0.09444444444444444
3603,36,1800,1800,1800,38cc692c5e150e809b04ade21c3395bde1d3cb445789ce6bf4729413ba4a7686,143,1657,1800,0,1125,675,1133,667,0.07944444444444444,0.625,0.5455555555555556,1.0,0.6294444444444445,-0.3705555555555555,0.0,0.3705555555555556,0.3705555555555556,0.5397222222222222,0.6272222222222222,0.08750000000000002
3604,36,1800,1800,1800,5e0fcef5de28824893db2e044e3d15af374082c20614a8389e15588ae5f2f94b,147,1653,1796,4,1176,624,1109,691,0.08166666666666667,0.6533333333333333,0.5716666666666667,0.9977777777777778,0.6161111111111112,-0.3816666666666666,0.0022222222222222222,0.3838888888888889,0.38166666666666665,0.5397222222222222,0.6347222222222222,0.09499999999999997
3605,36,1800,1800,1800,f00ea7a22b0c7373e11ddbebbc508204a2dd53b0999fabf2ca8e555e0745a67b,140,1660,1799,1,1157,643,1112,688,0.07777777777777778,0.6427777777777778,0.565,0.9994444444444445,0.6177777777777778,-0.3816666666666667,0.0005555555555555556,0.38222222222222224,0.3816666666666667,0.5386111111111112,0.6302777777777777,0.09166666666666656
3606,36,1800,1800,1800,4127f98fddd2146823f07f7a698f459fe0f0d5b0172d1287a1376d47d8b36d33,147,1653,1800,0,1184,616,1119,681,0.08166666666666667,0.6577777777777778,0.5761111111111111,1.0,0.6216666666666667,-0.3783333333333333,0.0,0.37833333333333335,0.37833333333333335,0.5408333333333333,0.6397222222222223,0.09888888888888903
3607,36,1800,1800,1800,761f63b918fbe2afeda5947ae48cb24190f358ff82645b3faae2fbae123fa37e,132,1668,1800,0,1194,606,1109,691,0.07333333333333333,0.6633333333333333,0.59,1.0,0.6161111111111112,-0.38388888888888884,0.0,0.3838888888888889,0.3838888888888889,0.5366666666666666,0.6397222222222223,0.10305555555555568
3608,36,1800,1800,1800,6610ae877f21a05a077c3e81a06dac347586b27e7ccd4bec11e7ee1d840f757d,149,1651,1798,2,1177,623,1109,691,0.08277777777777778,0.6538888888888889,0.5711111111111111,0.9988888888888889,0.6161111111111112,-0.3827777777777778,0.0011111111111111111,0.3838888888888889,0.3827777777777778,0.5408333333333334,0.635,0.09416666666666662
3609,36,1800,1800,1800,91d0b9c61481d36755a81099752c1f0d3ae51c507d6558b2d8d544f2efef837b,156,1644,1800,0,1176,624,1117,683,0.08666666666666667,0.6533333333333333,0.5666666666666667,1.0,0.6205555555555555,-0.3794444444444445,0.0,0.3794444444444444,0.3794444444444444,0.5433333333333333,0.6369444444444444,0.09361111111111109
3610,36,1800,1800,1800,396e2c8273276de1f4fba8a83341c0002e8a2c2447c1f02a31ee4aeb63d187b9,128,1672,1799,1,1181,619,1131,669,0.07111111111111111,0.6561111111111111,0.585,0.9994444444444445,0.6283333333333333,-0.37111111111111117,0.0005555555555555556,0.37166666666666665,0.3711111111111111,0.5352777777777777,0.6422222222222222,0.10694444444444451
3611,36,1800,1800,1800,1c3e8b9219843c1e9dd8d69a8af847b62fc1d333657b0d898e860185e9f92d7f,142,1658,1799,1,1167,633,1110,690,0.07888888888888888,0.6483333333333333,0.5694444444444444,0.9994444444444445,0.6166666666666667,-0.3827777777777778,0.0005555555555555556,0.38333333333333336,0.38277777777777783,0.5391666666666667,0.6325000000000001,0.09333333333333338
3612,36,1800,1800,1800,807933a1c59a182649ccc4a9d22a0577d1de066461168cd7f10f00b35589a060,136,1664,1800,0,1190,610,1109,691,0.07555555555555556,0.6611111111111111,0.5855555555555555,1.0,0.6161111111111112,-0.38388888888888884,0.0,0.3838888888888889,0.3838888888888889,0.5377777777777778,0.6386111111111111,0.10083333333333333
3613,36,1800,1800,1800,fa8d56eccbd4070f6c2baf572b6650533ade75155f683b6bbf9ff5e311037268,150,1650,1800,0,1172,628,1130,670,0.08333333333333333,0.6511111111111111,0.5677777777777777,1.0,0.6277777777777778,-0.37222222222222223,0.0,0.37222222222222223,0.37222222222222223,0.5416666666666666,0.6394444444444445,0.09777777777777785
3614,36,1800,1800,1800,2b43481a29ef1325a5ce1a0dc58671fc1a13e48eeebe956cc260e9a0d4d9db10,139,1661,1800,0,1179,621,1086,714,0.07722222222222222,0.655,0.5777777777777778,1.0,0.6033333333333334,-0.3966666666666666,0.0,0.39666666666666667,0.39666666666666667,0.5386111111111112,0.6291666666666667,0.0905555555555555
3615,36,1800,1800,1800,3361df5b9255e2cebf0cc914d655484b01f7f9ef317f65db4268fbd3496ba75f,137,1663,1799,1,1178,622,1110,690,0.07611111111111112,0.6544444444444445,0.5783333333333334,0.9994444444444445,0.6166666666666667,-0.3827777777777778,0.0005555555555555556,0.38333333333333336,0.38277777777777783,0.5377777777777778,0.6355555555555557,0.09777777777777785
3616,36,1800,1800,1800,0c7cb7d5e9b9c19e63cdfbcc912bf2978eb88999d06d4d53c597a047ef6ffb97,143,1657,1800,0,1183,617,1111,689,0.07944444444444444,0.6572222222222223,0.5777777777777778,1.0,0.6172222222222222,-0.3827777777777778,0.0,0.3827777777777778,0.3827777777777778,0.5397222222222222,0.6372222222222222,0.09750000000000003
3617,36,1800,1800,1800,2bbf8186ca8b34f323610ad1c3e353ee58e51ff57588d4c9490704711693dc05,147,1653,1800,0,1199,601,1123,677,0.08166666666666667,0.6661111111111111,0.5844444444444444,1.0,0.6238888888888889,-0.37611111111111106,0.0,0.3761111111111111,0.3761111111111111,0.5408333333333333,0.645,0.10416666666666674
3618,36,1800,1800,1800,08dd2c0855c4fdf6d3b9bc3bc49955aa13d2cb99f380b64a8b42748babcf336b,133,1667,1799,1,1150,650,1125,675,0.07388888888888889,0.6388888888888888,0.565,0.9994444444444445,0.625,-0.37444444444444447,0.0005555555555555556,0.375,0.37444444444444447,0.5366666666666666,0.6319444444444444,0.0952777777777778
3619,36,1800,1800,1800,8dc765928b1a07dcae9432e1d34bf8943e128b1613ccc9f96550306e5d41850d,145,1655,1799,1,1176,624,1102,698,0.08055555555555556,0.6533333333333333,0.5727777777777777,0.9994444444444445,0.6122222222222222,-0.38722222222222225,0.0005555555555555556,0.3877777777777778,0.38722222222222225,0.54,0.6327777777777778,0.09277777777777774
3620,36,1800,1800,1800,cfba19cefe1214efe6d3d5c8223bd866c64923b348ac2942bafd0cbc65fe3b45,153,1647,1799,1,1150,650,1107,693,0.085,0.6388888888888888,0.5538888888888889,0.9994444444444445,0.615,-0.3844444444444445,0.0005555555555555556,0.385,0.3844444444444445,0.5422222222222223,0.6269444444444444,0.08472222222222214
3621,36,1800,1800,1800,8ed1591b35c2baa82adc3a8f2e3e15026317fa65ad339e880b9b6908667216fa,143,1657,1800,0,1158,642,1106,694,0.07944444444444444,0.6433333333333333,0.5638888888888889,1.0,0.6144444444444445,-0.38555555555555554,0.0,0.38555555555555554,0.38555555555555554,0.5397222222222222,0.6288888888888888,0.08916666666666662
3622,36,1800,1800,1800,aa17fea72859b14df710efae739f2e4705fb9b2abfeb7ea624834f551752d0c7,134,1666,1800,0,1150,650,1116,684,0.07444444444444444,0.6388888888888888,0.5644444444444444,1.0,0.62,-0.38,0.0,0.38,0.38,0.5372222222222223,0.6294444444444445,0.0922222222222222
3623,36,1800,1800,1800,f6f69c3d2f6c1f7f5f631cbd3e5e4b26227f23f0e759028edadc70bf97644d05,142,1658,1799,1,1199,601,1106,694,0.07888888888888888,0.6661111111111111,0.5872222222222222,0.9994444444444445,0.6144444444444445,-0.385,0.0005555555555555556,0.38555555555555554,0.385,0.5391666666666667,0.6402777777777777,0.10111111111111104
3624,36,1800,1800,1800,74d1009b4b0006f0dff641064e0132b8d827b877ae5b01a3ba50011d100700a7,144,1656,1800,0,1162,638,1113,687,0.08,0.6455555555555555,0.5655555555555556,1.0,0.6183333333333333,-0.3816666666666667,0.0,0.38166666666666665,0.38166666666666665,0.54,0.6319444444444444,0.09194444444444438
3625,36,1800,1800,1800,ad9ecaf27ebec464e29d0de5fb056d39bf2ee6f0e3a4f0f590306ecd6025dcc8,150,1650,1799,1,1172,628,1119,681,0.08333333333333333,0.6511111111111111,0.5677777777777777,0.9994444444444445,0.6216666666666667,-0.37777777777777777,0.0005555555555555556,0.37833333333333335,0.3777777777777778,0.5413888888888889,0.6363888888888889,0.09499999999999997
3626,36,1800,1800,1800,2f257afdff16518655ce0d69b3078989d32b70080ce4a3c9370c14331c47a20c,136,1664,1798,2,1193,607,1099,701,0.07555555555555556,0.6627777777777778,0.5872222222222222,0.9988888888888889,0.6105555555555555,-0.3883333333333334,0.0011111111111111111,0.3894444444444444,0.3883333333333333,0.5372222222222223,0.6366666666666667,0.09944444444444445
3627,36,1800,1800,1800,f720e099155bff18ca45f187f3ff4bec9d43ac50af5984d39e389e7c39454e7b,150,1650,1799,1,1171,629,1120,680,0.08333333333333333,0.6505555555555556,0.5672222222222222,0.9994444444444445,0.6222222222222222,-0.37722222222222224,0.0005555555555555556,0.37777777777777777,0.37722222222222224,0.5413888888888889,0.6363888888888889,0.09499999999999997
3628,36,1800,1800,1800,1c1affe717eb9598395154a7e56ac1f00a86d371331d274e3c04162848ebd9b7,142,1658,1799,1,1205,595,1108,692,0.07888888888888888,0.6694444444444444,0.5905555555555555,0.9994444444444445,0.6155555555555555,-0.38388888888888895,0.0005555555555555556,0.3844444444444444,0.3838888888888889,0.5391666666666667,0.6425,0.10333333333333328
3629,36,1800,1800,1800,36be0d6640d2210a3e68b8b3964d7957a44e4b7dc4430b0a0d3dde85f784b723,146,1654,1799,1,1197,603,1101,699,0.0811111111111111,0.665,0.5838888888888889,0.9994444444444445,0.6116666666666667,-0.3877777777777778,0.0005555555555555556,0.3883333333333333,0.3877777777777778,0.5402777777777777,0.6383333333333334,0.09805555555555567
3630,36,1800,1800,1800,cb3baeb38552c9bcb243f3d624194dd52ae68793c3b3bd67ede7b7d2932b4a68,141,1659,1800,0,1182,618,1132,668,0.07833333333333334,0.6566666666666666,0.5783333333333333,1.0,0.6288888888888889,-0.37111111111111106,0.0,0.3711111111111111,0.3711111111111111,0.5391666666666667,0.6427777777777778,0.1036111111111111
3631,36,1800,1800,1800,996d9daf6a2489439a03afa059a3eaf3c8d48a36cefba250701e0cdccd456752,160,1640,1799,1,1158,642,1119,681,0.08888888888888889,0.6433333333333333,0.5544444444444444,0.9994444444444445,0.6216666666666667,-0.37777777777777777,0.0005555555555555556,0.37833333333333335,0.3777777777777778,0.5441666666666667,0.6325000000000001,0.08833333333333337
3632,36,1800,1800,1800,c9619fd7e42bb60250e165b62abb3e0b2b2f213fdc1f5d1e0f2a6637602b4b11,135,1665,1799,1,1176,624,1111,689,0.075,0.6533333333333333,0.5783333333333334,0.9994444444444445,0.6172222222222222,-0.38222222222222224,0.0005555555555555556,0.3827777777777778,0.38222222222222224,0.5372222222222223,0.6352777777777778,0.09805555555555556
3633,36,1800,1800,1800,cfe51fc40d401735422aa787077276afe9338925a1e08ce1b68350959e8dfa7c,139,1661,1800,0,1128,672,1137,663,0.07722222222222222,0.6266666666666667,0.5494444444444445,1.0,0.6316666666666667,-0.3683333333333333,0.0,0.36833333333333335,0.36833333333333335,0.5386111111111112,0.6291666666666667,0.0905555555555555
3634,36,1800,1800,1800,41353fe2ddf12f6ba0871342982fd9a05c814d24474d37bb192587adb1f09e99,128,1672,1799,1,1160,640,1115,685,0.07111111111111111,0.6444444444444445,0.5733333333333334,0.9994444444444445,0.6194444444444445,-0.38,0.0005555555555555556,0.38055555555555554,0.38,0.5352777777777777,0.6319444444444444,0.09666666666666668
3635,36,1800,1800,1800,f158b9b3dd3b2159e3038bb1ab00b05b28ef3f7704fb930920879bc51a3f62b6,140,1660,1799,1,1171,629,1113,687,0.07777777777777778,0.6505555555555556,0.5727777777777778,0.9994444444444445,0.6183333333333333,-0.3811111111111112,0.0005555555555555556,0.38166666666666665,0.3811111111111111,0.5386111111111112,0.6344444444444444,0.09583333333333321
3636,36,1800,1800,1800,53eb202cc03f5804f627da1be534cdb23be50bfa84aa08a6ddbeba84499bae9d,154,1646,1800,0,1153,647,1114,686,0.08555555555555555,0.6405555555555555,0.5549999999999999,1.0,0.6188888888888889,-0.38111111111111107,0.0,0.3811111111111111,0.3811111111111111,0.5427777777777778,0.6297222222222223,0.08694444444444449
3637,36,1800,1800,1800,7c76041b2eb5a85d688855d9e4510661507598275e3fc36e12c21c3428b8237a,138,1662,1797,3,1165,635,1129,671,0.07666666666666666,0.6472222222222223,0.5705555555555556,0.9983333333333333,0.6272222222222222,-0.37111111111111106,0.0016666666666666668,0.37277777777777776,0.3711111111111111,0.5375,0.6372222222222222,0.09972222222222227
3638,36,1800,1800,1800,6d0719123e4a51ee6c1f7f029dee09fabf78412a3b420a25cc4b7767edb60e97,129,1671,1799,1,1167,633,1117,683,0.07166666666666667,0.6483333333333333,0.5766666666666667,0.9994444444444445,0.6205555555555555,-0.37888888888888894,0.0005555555555555556,0.3794444444444444,0.3788888888888889,0.5355555555555556,0.6344444444444444,0.0988888888888888
3639,36,1800,1800,1800,c93b8d395414a450da487e1fe28d8c9cf40e69bb22c04ae924fc94ffe5f5328b,110,1690,1798,2,1161,639,1111,689,0.06111111111111111,0.645,0.5838888888888889,0.9988888888888889,0.6172222222222222,-0.3816666666666667,0.0011111111111111111,0.3827777777777778,0.38166666666666665,0.53,0.6311111111111112,0.10111111111111115
