candidate_id,search_status,source_population,rule_family,allowed_features_json,comparison_operator,t01,t21,TP,FN,TN,FP,sensitivity,specificity,FPR,balanced_accuracy,min_sensitivity_specificity,l1_distance_to_10_10,baseline_balanced_accuracy,balanced_accuracy_improvement_vs_baseline,axis01_count,axis21_count,full_axis_candidate_pairs,selection_state01_count,selection_state21_count,selection_state_pairs_evaluated,optimization_order_json,runner_up_rescue,runner_up_rows_written,truth_usage,stability_diagnostics_used_as_candidate_features,paired_bootstrap_started,promotion_gate_evaluated,final_rule_frozen,heldout_generated,heldout_accessed
DEVELOPMENT_OPTIMUM_001,ONE_SHOT_DEVELOPMENT_OPTIMUM_SELECTED,3600_BASELINE_SEED0_ELIGIBLE_PRIMARY_SERIES,TWO_THRESHOLD_BIC_CONJUNCTION,"[""delta_BIC01"",""delta_BIC21""]",STRICT_GREATER_THAN,-7.517054630023225,-4.4514075428899105,1171,629,1115,685,0.6505555555555556,0.6194444444444445,0.38055555555555554,0.635,0.6194444444444445,31.968462172913135,0.5394444444444445,0.0955555555555555,7200,7200,51840000,3600,3600,12960000,"[""MAXIMIZE_BALANCED_ACCURACY"",""MAXIMIZE_MIN_SENSITIVITY_SPECIFICITY"",""MINIMIZE_FPR"",""MINIMIZE_L1_DISTANCE_TO_10_10"",""MAXIMIZE_T01"",""MAXIMIZE_T21""]",FORBIDDEN,0,TARGET_FOR_OBJECTIVE_ONLY_NOT_RULE_FEATURE,False,False,False,False,False,False
