scope_id,evidence_plane,design_interpretation,observational_prevalence,metric,numerator,denominator,point_estimate,wilson_95_lower,wilson_95_upper,denominator_definition,classification_metric_synonym,input_inadmissible_recoded_as_FN_or_TN,pipeline_semantics
PRIMARY_CLASSIFICATION_PLANE,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,PRIMARY_SYNTHETIC_CLASSIFIER_PLANE,NOT_APPLICABLE,input_admissibility_fraction,3600,3600,1.0,0.9989340655340728,1.0,ELIGIBLE_FOR_AFINO / all planned series in this scope,False,False,INPUT_GATE_ONLY
PRIMARY_CLASSIFICATION_PLANE,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,PRIMARY_SYNTHETIC_CLASSIFIER_PLANE,NOT_APPLICABLE,end_to_end_positive_recovery_fraction,143,1800,0.07944444444444444,0.06782821927072591,0.09285189893111712,selected synthetic-positive / all planned synthetic-positive series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
PRIMARY_CLASSIFICATION_PLANE,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,PRIMARY_SYNTHETIC_CLASSIFIER_PLANE,NOT_APPLICABLE,end_to_end_null_selection_fraction,1,1800,0.0005555555555555556,9.807592967258326e-05,0.0031402678793854047,selected synthetic-null / all planned synthetic-null series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
CHALLENGE_INPUT_ADMISSIBILITY_PLANE,INPUT_ADMISSIBILITY,PRESPECIFIED_INPUT_ADMISSIBILITY_CHALLENGE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,0,720,0.0,0.0,0.005307044483128604,ELIGIBLE_FOR_AFINO / all planned series in this scope,False,False,INPUT_GATE_ONLY
CHALLENGE_INPUT_ADMISSIBILITY_PLANE,INPUT_ADMISSIBILITY,PRESPECIFIED_INPUT_ADMISSIBILITY_CHALLENGE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_positive_recovery_fraction,0,360,0.0,0.0,0.010558056888693507,selected synthetic-positive / all planned synthetic-positive series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
CHALLENGE_INPUT_ADMISSIBILITY_PLANE,INPUT_ADMISSIBILITY,PRESPECIFIED_INPUT_ADMISSIBILITY_CHALLENGE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_null_selection_fraction,0,360,0.0,0.0,0.010558056888693507,selected synthetic-null / all planned synthetic-null series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
ALL_PLANNED_SYNTHETIC_DESIGN,MIXED_PLANNED_DESIGN,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,input_admissibility_fraction,3600,4320,0.8333333333333334,0.8219249572332854,0.844149418395072,ELIGIBLE_FOR_AFINO / all planned series in this scope,False,False,INPUT_GATE_ONLY
ALL_PLANNED_SYNTHETIC_DESIGN,MIXED_PLANNED_DESIGN,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_positive_recovery_fraction,143,2160,0.06620370370370371,0.05646938123528361,0.07747825972481676,selected synthetic-positive / all planned synthetic-positive series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
ALL_PLANNED_SYNTHETIC_DESIGN,MIXED_PLANNED_DESIGN,SYNTHETIC_DESIGN_MIXTURE,NOT_OBSERVATIONAL_PREVALENCE,end_to_end_null_selection_fraction,1,2160,0.000462962962962963,8.172900621755295e-05,0.002617849004399618,selected synthetic-null / all planned synthetic-null series in this scope,False,False,INPUT_GATE_THEN_BASELINE_SELECTION
