planned_decision_id,decision_order,decision_class,simulation_unit_id,external_optimizer_seed,payload_logical_sha256,n_samples,mean_dt_external_s,median_dt_external_s,afino_dt_m0_s,afino_dt_m1_s,afino_dt_m2_s,mean_dt_match_m0,mean_dt_match_m1,mean_dt_match_m2,mean_dt_contract_match,positive_fftfreq_bin_count_external,rfftfreq_positive_bin_count_external,afino_positive_bin_count_m0,afino_positive_bin_count_m1,afino_positive_bin_count_m2,positive_fftfreq_match_m0,positive_fftfreq_match_m1,positive_fftfreq_match_m2,positive_fftfreq_contract_match,legacy_rfftfreq_match_m0,legacy_rfftfreq_match_m1,legacy_rfftfreq_match_m2
F3B5_HO_D0958,958,BASELINE,F3BBG_N030_A0_Q001_R061:POS:PRIMARY,0,8e919fc49607059d6db9048db1375d77c72efc9c498d88f2c00f8ab6e9d34262,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0959,959,BASELINE,F3BBG_N030_A0_Q001_R062:NULL:PRIMARY,0,64c585ca6741688a76b421ff6e69886814a04d23d12b130de839f29d3a90859f,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0960,960,BASELINE,F3BBG_N030_A0_Q001_R062:POS:PRIMARY,0,be410f0c3e8947f361254e274b299c5728ba202549d0f5c6421fa1755f8030a3,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0961,961,BASELINE,F3BBG_N030_A0_Q001_R063:NULL:PRIMARY,0,394f70b78b614597145c659889cab0f3161ab321fa39159468ddbfc4931fa570,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0962,962,BASELINE,F3BBG_N030_A0_Q001_R063:POS:PRIMARY,0,5f0ec581f9df4dd7c544fe436b93159acf0f35e971aeb8ff4a996b4361309ea9,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0963,963,BASELINE,F3BBG_N030_A0_Q001_R064:NULL:PRIMARY,0,9bd950097fe7e5d0fae2e4cb41a8c41413b44a59388c3d833e9f0d0c8a1a8eb2,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0964,964,BASELINE,F3BBG_N030_A0_Q001_R064:POS:PRIMARY,0,3fae1296720a5241c86b85328f6faff0a366072bc95efc4ec0c7cbb4beaceff4,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0965,965,BASELINE,F3BBG_N030_A0_Q001_R065:NULL:PRIMARY,0,8e82e81bde59090f54d1311b1c1bc4ce9d5acfc1734baa10cc74712cf17d73c0,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0966,966,BASELINE,F3BBG_N030_A0_Q001_R065:POS:PRIMARY,0,9313efe5cb57b67ec25f8b5016be922aba56926d1be94c9ab7205ebe735a2be6,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0967,967,BASELINE,F3BBG_N030_A0_Q001_R066:NULL:PRIMARY,0,b37ce1381140637863e8c743be5d026578d1dc6a468b4a939996d42247c29878,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0968,968,BASELINE,F3BBG_N030_A0_Q001_R066:POS:PRIMARY,0,842e94d66565e2d3ee56ac08abc71ef5feec4f73249eee7b4c6347f791f7f1ed,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0969,969,BASELINE,F3BBG_N030_A0_Q001_R067:NULL:PRIMARY,0,57251bcc6d1b9e2c0b0be2a10e5e065848d151b7da17c3aaff316bc20499b68b,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0970,970,BASELINE,F3BBG_N030_A0_Q001_R067:POS:PRIMARY,0,f9d1c41474fed145b1f0f0b2bd8c0a59cbd8241feb77fb05f94739da099422a7,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0971,971,BASELINE,F3BBG_N030_A0_Q001_R068:NULL:PRIMARY,0,d73cedc919b4dff65dfd08398e3535f0c516f1068d3c04d80c8a419abdc32bcb,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0972,972,BASELINE,F3BBG_N030_A0_Q001_R068:POS:PRIMARY,0,38ac1b0df2e941add9e4036fe4ac9213e1496864e79493482fe62cacec4ea40e,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0973,973,BASELINE,F3BBG_N030_A0_Q001_R069:NULL:PRIMARY,0,c5d0bde0f797b3a69e436a2278706279b18cf48c8f0e1dc5ce26270ac988902c,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0974,974,BASELINE,F3BBG_N030_A0_Q001_R069:POS:PRIMARY,0,1ef4b30a2868d52b4b5909f565254dc783705d9a98c3b94975ca3137b8a74bbe,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0975,975,BASELINE,F3BBG_N030_A0_Q001_R071:NULL:PRIMARY,0,d6de1be3f0b809f8507a6aed8cae9d6bc8e35ad9420568e08e9895b0a2f9c273,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0976,976,BASELINE,F3BBG_N030_A0_Q001_R071:POS:PRIMARY,0,e3b2058c2a9bc6d2406410e9cd0d7f08d6a42b964bcf47715a43927f14289901,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0977,977,BASELINE,F3BBG_N030_A0_Q001_R075:NULL:PRIMARY,0,43acc5b5192099aa7a28270a12bcb45085c3550a8297e7fb59bd06472c5ce7e3,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0978,978,BASELINE,F3BBG_N030_A0_Q001_R075:POS:PRIMARY,0,67b6adefd0e5f34d10384edca96e4dbcd57db2ed592c2cf8777c09465ebb6254,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0979,979,BASELINE,F3BBG_N030_A0_Q001_R077:NULL:PRIMARY,0,57b79f0c60e3cf9cee0f68b28c06f97d4ac21ffff138df426298a2671f8e0720,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0980,980,BASELINE,F3BBG_N030_A0_Q001_R077:POS:PRIMARY,0,9252bbcc9881956db2194e8312f48866a0fda8fc6216c302830042fb13b64288,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0981,981,BASELINE,F3BBG_N030_A0_Q001_R084:NULL:PRIMARY,0,4658274dbd293e418d43aedb6a9cd081b4c7a78f8f6f6a70d8885bf581f8e8ce,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0982,982,BASELINE,F3BBG_N030_A0_Q001_R084:POS:PRIMARY,0,78d8e9f4bff00f9c08171f99717fb74d867c97945ef02b317f0f13169a9ba062,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0983,983,BASELINE,F3BBG_N030_A0_Q001_R085:NULL:PRIMARY,0,afffca0b6b276bc6fb065eca0eabb3acfc15e4d7f98be4ee7e176d4b44708e95,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0984,984,BASELINE,F3BBG_N030_A0_Q001_R085:POS:PRIMARY,0,304e3521e9c8cbd339e00b6662db6efe7416edcec5564c95509176a7337f6967,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0985,985,BASELINE,F3BBG_N030_A0_Q001_R086:NULL:PRIMARY,0,c9c183c4bf2f6fac76e91fa6b482c09204cf2ff008a3f6dfb2bc7c3d7135c254,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0986,986,BASELINE,F3BBG_N030_A0_Q001_R086:POS:PRIMARY,0,dd5c338b120bdb42dacd3c619a76522c2542bf61cb2af7c866a4f8c297731d6e,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0987,987,BASELINE,F3BBG_N030_A0_Q001_R087:NULL:PRIMARY,0,8e1bdd5b0c122a4b1113756bab1a82e6fff11e99d43c922e59f991787dc06ec5,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0988,988,BASELINE,F3BBG_N030_A0_Q001_R087:POS:PRIMARY,0,dd934bdc16ba1d33c61d04f54d5b344653ae29915a5bcbec31ba72afcde58272,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0989,989,BASELINE,F3BBG_N030_A0_Q001_R088:NULL:PRIMARY,0,99af0c88705d3920bf737ac5de537bc7c821f04fe23bdb45cb3bed044fa1325b,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0990,990,BASELINE,F3BBG_N030_A0_Q001_R088:POS:PRIMARY,0,56e25ea542eeab12632d68209a66a39e6c2d49b62c97cdd7116baceb8e774783,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0991,991,BASELINE,F3BBG_N030_A0_Q001_R089:NULL:PRIMARY,0,1b68cb18b89d6a558b091140f04d2f6ebd01ca6ca6b0f0dfea1f634c2fd57043,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0992,992,BASELINE,F3BBG_N030_A0_Q001_R089:POS:PRIMARY,0,839d02c2052ea8c976255c59290d8b3c8b729097e349897b486e70d04cb81d83,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0993,993,BASELINE,F3BBG_N030_A0_Q001_R092:NULL:PRIMARY,0,239aa27d8d41088657bd50832b457b1b32c6d5341255e472c323a0b753e0db47,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0994,994,BASELINE,F3BBG_N030_A0_Q001_R092:POS:PRIMARY,0,01c85eafe5d10caf77d07777732b4c053055873dbf76262985430335a8a0d5df,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0995,995,BASELINE,F3BBG_N030_A0_Q001_R095:NULL:PRIMARY,0,6f60432bdad888907da88e88cd69dd5f882ffb3f5aeee2854425d7466db9e8ca,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0996,996,BASELINE,F3BBG_N030_A0_Q001_R095:POS:PRIMARY,0,dbe2cf9f503eea85bbc1858428aa82abeafeafd308dff1082ee5f800869db0c0,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0997,997,BASELINE,F3BBG_N030_A0_Q001_R096:NULL:PRIMARY,0,794fd761ddbf9f11a8ebda41a7edda7c2e6fc0b34c312e525d9dc7d5f8370883,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0998,998,BASELINE,F3BBG_N030_A0_Q001_R096:POS:PRIMARY,0,1fce3c99de2b8f5248d218649baec5946d1444693136399c5aace1db432bfa82,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D0999,999,BASELINE,F3BBG_N030_A0_Q001_R100:NULL:PRIMARY,0,7844e7f17e3a75041d2c0be61244020e417d56bd730d5ca14c97ce8a3b16ef4f,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1000,1000,BASELINE,F3BBG_N030_A0_Q001_R100:POS:PRIMARY,0,7fba8bc496f2d7518f6a4b11807e2a48932413dda339573a88129de89e83cd57,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1001,1001,BASELINE,F3BBG_N030_A0_Q002_R004:NULL:PRIMARY,0,9550f930e2cdd7b6cb2e180f96f40e46cee4a2c3e63a3f93b88f97bf256c0606,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1002,1002,BASELINE,F3BBG_N030_A0_Q002_R004:POS:PRIMARY,0,3bcb6e5f320a98214a28abd28c8d304cd6cdc29e1b0d7bcef7275f112edfb1e4,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1003,1003,BASELINE,F3BBG_N030_A0_Q002_R007:NULL:PRIMARY,0,04fe02660699221a6ffc37fa6514cc1ba0635e3997f7687dc7f6250b4ab38d09,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1004,1004,BASELINE,F3BBG_N030_A0_Q002_R007:POS:PRIMARY,0,c7afef9c4242f453512b1f1412bcb93211dc180ac576dca973506b5285db02be,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1005,1005,BASELINE,F3BBG_N030_A0_Q002_R009:NULL:PRIMARY,0,7ca2e0958ff1d8d174b2486673b3624e10347b8e1613a176537e7b5b9a9baa1e,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1006,1006,BASELINE,F3BBG_N030_A0_Q002_R009:POS:PRIMARY,0,5bebacbce86ce0986b7c10b02c8c780c2efec20ab7f4f6f25f894464f3460a6b,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1007,1007,BASELINE,F3BBG_N030_A0_Q002_R010:NULL:PRIMARY,0,da76cecfaa5f90eb9760f79fe4755a75d50287644d50069128a301a9c8ea374c,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1008,1008,BASELINE,F3BBG_N030_A0_Q002_R010:POS:PRIMARY,0,28d1d353e22c800db464196c12da79a5ff0f36f0d6adf0642279cb9c7f046aa3,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1009,1009,BASELINE,F3BBG_N030_A0_Q002_R011:NULL:PRIMARY,0,f9b4e11d221e0847c43527d90d398d9744b6e58d55d8b423912733d9dfce4738,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1010,1010,BASELINE,F3BBG_N030_A0_Q002_R011:POS:PRIMARY,0,9d101cef37bcb3d932ba2a9e0e57f4e6d0f5e154c466ae859c97de52e00db4e8,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1011,1011,BASELINE,F3BBG_N030_A0_Q002_R012:NULL:PRIMARY,0,825cf1e2f935f9ef12313bda9d9bf8cee93263182e663ec44e3542e4ad93803a,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1012,1012,BASELINE,F3BBG_N030_A0_Q002_R012:POS:PRIMARY,0,fde63a320be6f24d8f2fa6f1cb3bff18cf3ef1088574c60f06c015d9a7eb556c,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1013,1013,BASELINE,F3BBG_N030_A0_Q002_R013:NULL:PRIMARY,0,5bb748dd2d275d33cee83fd6eac1a6640e0092508518233780d88520715ca7ec,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1014,1014,BASELINE,F3BBG_N030_A0_Q002_R013:POS:PRIMARY,0,878aa09bc481c2f2637926e8126e7382f990d718a957104fb129d986335a75bf,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1015,1015,BASELINE,F3BBG_N030_A0_Q002_R015:NULL:PRIMARY,0,05ee9eb244eb4e7d5b91dbec231e0b84feb696da6e520c9f7a5371a59a80e1f5,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1016,1016,BASELINE,F3BBG_N030_A0_Q002_R015:POS:PRIMARY,0,9ecc0da2c32b7cb2a062dc4923468d53d2b8c2721d0386cef2f7dd9ca102b526,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1017,1017,BASELINE,F3BBG_N030_A0_Q002_R017:NULL:PRIMARY,0,daa0b8df2ae0a7a3170d121366984d43cf46c9bfab5caa6106e068170ecd287b,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1018,1018,BASELINE,F3BBG_N030_A0_Q002_R017:POS:PRIMARY,0,e36d1ec1c4a10215cdad0304e0a4070794a04823de5b873752a7d4aa13836acc,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1019,1019,BASELINE,F3BBG_N030_A0_Q002_R020:NULL:PRIMARY,0,214fa423d0d8acee325e2330bc0e8fea0a1af31df2b6fb2d4bc9b54f480603e7,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1020,1020,BASELINE,F3BBG_N030_A0_Q002_R020:POS:PRIMARY,0,636407d6bf4b1e3372a8d1da84c82413ef2eff786e5b72e400a7d0abd56795ba,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1021,1021,BASELINE,F3BBG_N030_A0_Q002_R021:NULL:PRIMARY,0,79c31371e37860d769804ea1c053c78ec8f9f29ecdafe8757bd88b41639c004a,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1022,1022,BASELINE,F3BBG_N030_A0_Q002_R021:POS:PRIMARY,0,c9aefd20537ec9f3a137c5715f563ec27397cec1711947b37c22a86faa7dba28,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1023,1023,BASELINE,F3BBG_N030_A0_Q002_R022:NULL:PRIMARY,0,b940461e8157626148cddb2ed5f17d37660d726ffd236cfae63e92e5d8cd6725,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1024,1024,BASELINE,F3BBG_N030_A0_Q002_R022:POS:PRIMARY,0,234a1499388761083557d635a1f778655da283def9646c018f40f19dcfaa842f,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1025,1025,BASELINE,F3BBG_N030_A0_Q002_R025:NULL:PRIMARY,0,f5208890fcf58794ab4f113631a675f214dc3bf5019a4526910016b48e49ab00,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1026,1026,BASELINE,F3BBG_N030_A0_Q002_R025:POS:PRIMARY,0,102e4ed7e474e65be8646f71db14401de7d852278d7b1d75946587d32fff1266,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1027,1027,BASELINE,F3BBG_N030_A0_Q002_R026:NULL:PRIMARY,0,3cec645992f13cf6654c93def4d08a987d77271252f9d75733af9a7ce8589fa4,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1028,1028,BASELINE,F3BBG_N030_A0_Q002_R026:POS:PRIMARY,0,54625c0a5a805d80e4f558c772016c8eef01f2a5038ba34927adce41a0456bc5,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1029,1029,BASELINE,F3BBG_N030_A0_Q002_R027:NULL:PRIMARY,0,793d4da281c98ab068911a53963d32b3a658c6218df833f4785e91fe499a97ac,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1030,1030,BASELINE,F3BBG_N030_A0_Q002_R027:POS:PRIMARY,0,8d884b20383be6b9eee8495621ac8749fc2ec3c7aa5ddc911ab6516d3c12734d,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1031,1031,BASELINE,F3BBG_N030_A0_Q002_R028:NULL:PRIMARY,0,e2649d202ffdd5b48ec332db108f37885393463c2ee1a3854849b31662aec92a,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1032,1032,BASELINE,F3BBG_N030_A0_Q002_R028:POS:PRIMARY,0,d301056c07021a17adf70f809638d1527489c19376b22e6582c6bba8a1a11ea1,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1033,1033,BASELINE,F3BBG_N030_A0_Q002_R030:NULL:PRIMARY,0,5fe53af306b8adbf3ce0bbab41c5d5863a619b9859ebe94aa17b5f0c762d42d7,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1034,1034,BASELINE,F3BBG_N030_A0_Q002_R030:POS:PRIMARY,0,7ef87deb7bc1e1818de85fa3e6fffc83b64e50c1ac66fa529374949cc51f41bb,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1035,1035,BASELINE,F3BBG_N030_A0_Q002_R031:NULL:PRIMARY,0,f79ec950f024493f6df30712842147ad4ee905c3b879e3b852ea5f9ccfc19304,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1036,1036,BASELINE,F3BBG_N030_A0_Q002_R031:POS:PRIMARY,0,c04844228bd8fd10fa58f673ce5441bd7a68442fe361031d9d9731660de7b702,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1037,1037,BASELINE,F3BBG_N030_A0_Q002_R032:NULL:PRIMARY,0,854007f3e32eb5b2a651ccf9fb9aa34e89938aedb2f19cd77f4faa233be24dff,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1038,1038,BASELINE,F3BBG_N030_A0_Q002_R032:POS:PRIMARY,0,fda4305f9dc14b36f3cff2ab7cacce86501db3b01f791f2501b73f35376bc8e0,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1039,1039,BASELINE,F3BBG_N030_A0_Q002_R035:NULL:PRIMARY,0,00ad84a988b47af78d6542f16155d3b955a2768bdaf65e4d72e4af3ce1178b93,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1040,1040,BASELINE,F3BBG_N030_A0_Q002_R035:POS:PRIMARY,0,83ff68bd92c9e33b32bc7af234323898f39c595840e26744d88cbb66a2f4a4bd,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1041,1041,BASELINE,F3BBG_N030_A0_Q002_R037:NULL:PRIMARY,0,a178e593040823684a7de398ad524cd8c2ecea4987c4998c95f02cc085c44d8d,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1042,1042,BASELINE,F3BBG_N030_A0_Q002_R037:POS:PRIMARY,0,315bb5f9debda55c8a9dbef83285dedac2c40ae564fce8027a40bbf156525128,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1043,1043,BASELINE,F3BBG_N030_A0_Q002_R039:NULL:PRIMARY,0,d968eb735a8350a0d2e0bdaba12a4c74224c8718d39284cc4231423beb588c0d,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1044,1044,BASELINE,F3BBG_N030_A0_Q002_R039:POS:PRIMARY,0,e01ed824d1e875cea92be55e2721aab09d342f43c92303ef353c6bdb8a223f58,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1045,1045,BASELINE,F3BBG_N030_A0_Q002_R042:NULL:PRIMARY,0,f5282b966cc8ca9770c969dda194d843ab24db06c8778acb3e6f9b5884c663c7,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1046,1046,BASELINE,F3BBG_N030_A0_Q002_R042:POS:PRIMARY,0,2841159c860af4e300a5ce96f6e87d49fe0173819eb3607307c41f438d55866a,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1047,1047,BASELINE,F3BBG_N030_A0_Q002_R046:NULL:PRIMARY,0,becc861f074319b37183d61e8cecbe44984eb560c578b98e09164e44a26f0716,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
F3B5_HO_D1048,1048,BASELINE,F3BBG_N030_A0_Q002_R046:POS:PRIMARY,0,3bab7f975e9594b47b208b8a8e3847a1f87ce4d11abd522a1b6a4b0edb3a0658,30,20.0,20.0,20.0,20.0,20.0,True,True,True,True,14,15,14,14,14,True,True,True,True,False,False,False
