planned_decision_id,decision_order,decision_class,simulation_unit_id,background_realization_id,external_optimizer_seed,payload_logical_sha256,decision_status,valid_models,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,qpp_selected,formal_m1_period_s,period_label,result_core_m0_sha256,result_core_m1_sha256,result_core_m2_sha256
F3B5_HO_D2142,2142,BASELINE,F3BBG_N060_A1_Q001_R045:POS:PRIMARY,F3BBG_N060_A1_Q001_R045,0,7174bb65c7965fc74583d1480d1ba01a8b8347a442758045be965d1a3b3347d1,VALID,3,-248.3440620156173,-239.5988259188095,-242.36891580772198,-8.745236096807815,-2.77008988891248,False,43.17107241259727,formal_m1_center_not_selected,6888be8b3746d93831527d53c08a831b93f72936b848feb683f02b4c87bdac9d,7b66844919d15df4a5c1fe8abeb7ddc6c0a162a4243ab969b2d26b24cd513020,aa00c1e7c707bb309f540bad0c0a6ec6dabf560ec9786dfacf7e07b85573c11d
F3B5_HO_D2143,2143,BASELINE,F3BBG_N060_A1_Q001_R050:NULL:PRIMARY,F3BBG_N060_A1_Q001_R050,0,407de1a24820b477d66b05fd765aa3724a5a2a2622c879b2faf1eb553e839683,VALID,3,-232.63006316112427,-223.87676054989353,-226.4010512810235,-8.753302611230737,-2.5242907311299803,False,40.24005670353241,formal_m1_center_not_selected,d4302c2af541a5992706ccf920796ea4e1bbdd028344b4d6bb63f92b89089ad8,12621667b6fa4a8700690bfb473c48b52bc2d7b070040173a70feab41b31a294,733c627abf4ae6d6248938abb9cfe314fb2e873ef3ef1d7732840e91507e144b
F3B5_HO_D2144,2144,BASELINE,F3BBG_N060_A1_Q001_R050:POS:PRIMARY,F3BBG_N060_A1_Q001_R050,0,2b01e638e8a0f2b4506a02dd8234c9d860a0f7c3ace52f5815832c62610443b2,VALID,3,-234.5517232122921,-225.78263907999786,-228.20900345801707,-8.769084132294239,-2.4263643780192012,False,40.218356896191224,formal_m1_center_not_selected,9a499bcb2a1a9bd65e8e95c24b7bcbf181416878657c2ddf428aa610c5448481,a92e6c370c0911744c550a5945be5fa835f36cdb2136d5160973c47a9fbce361,235d11d6a725faacd368cdd55df2799ce5c7e205b2315816c92e01872d256a80
F3B5_HO_D2145,2145,BASELINE,F3BBG_N060_A1_Q001_R053:NULL:PRIMARY,F3BBG_N060_A1_Q001_R053,0,5ae1d8e09b5931443d118c0fc296eab290c00ddd0929abbad539bf596018a55c,VALID,3,-241.61250430020021,-232.139031044364,-235.14756515764378,-9.473473255836211,-3.0085341132797794,False,127.39882784420013,formal_m1_center_not_selected,30f4de048822c7ac1f4ccc6cc554c9da2876bfd5457228e9c694da77bc8e3196,23ec9047c7b1a5575716b3f776c0f106062841087a98647941c498a4f068ee8c,68588b26313cfc2af23984f4ff1bd05512b3a34a3cb0ea0ea8dcb2a11d70c214
F3B5_HO_D2146,2146,BASELINE,F3BBG_N060_A1_Q001_R053:POS:PRIMARY,F3BBG_N060_A1_Q001_R053,0,f3944c88db1009a240a79b96f5be88dfe061e04e7457af0bbfd3fc8b35655d81,VALID,3,-243.6574616992605,-234.00202576330793,-237.12474349735467,-9.655435935952568,-3.122717734046745,False,44.26312574572191,formal_m1_center_not_selected,75f56623dc6e521c0e241a7d63c3439a47be0174a4bf0495392df87d0163063d,4fd5e07d97c3802fa904250b928cc55f74f7f1b092efbe611a22fd64f24dddcd,702dc8188287e20576b11e248475ad63bf63279592c88a9861a17a68db0029fe
F3B5_HO_D2147,2147,BASELINE,F3BBG_N060_A1_Q001_R054:NULL:PRIMARY,F3BBG_N060_A1_Q001_R054,0,fb301e13236a634e6680f8b659ec2cd46be2425be1a2f12605e48036acee6678,VALID,3,-231.26513415401902,-222.06476666870898,-224.71643852020233,-9.20036748531004,-2.6516718514933473,False,51.91089103273331,formal_m1_center_not_selected,c14f3d18417ed9aab0120322911df14e60cf4c582a38926a38d48adca8e5c828,f92c5bc4dbbdc82c36f77c78047980c3f82db5274d8f404e09d2e69604071dd8,c578894f0a61d095d4e52deab35416c933a24814e2119ae718b984a931baff2d
F3B5_HO_D2148,2148,BASELINE,F3BBG_N060_A1_Q001_R054:POS:PRIMARY,F3BBG_N060_A1_Q001_R054,0,ee00e247c8c45dc2d8dff408b261fadcc0dae0a330a0486a7b9b58023b522f2d,VALID,3,-231.34016519638342,-222.08355951961477,-224.94660933940608,-9.256605676768658,-2.863049819791314,False,51.98271179987303,formal_m1_center_not_selected,4343577e16cdeb2172a641a671964aa2f4b1d34f9bd830e7324d63d2d7781a93,e26db38aa2be81ed05a8bc617549fa1064ee21a1e00792ff78e292a606cf4869,e8cd59675f18599d606a23ee4d14717841daad0c788a6e7404bc41581fef5260
F3B5_HO_D2149,2149,BASELINE,F3BBG_N060_A1_Q001_R055:NULL:PRIMARY,F3BBG_N060_A1_Q001_R055,0,7b4f389c587454407507c97637776b6880d113a7a8c2d16004916374bb6d0ba0,VALID,3,-239.92365810753282,-231.09753951679247,-233.40597062740835,-8.82611859074035,-2.308431110615885,False,45.58601982299498,formal_m1_center_not_selected,72af0a572ef2d57c81532409d5561eab468aa869bd75fa8870573fe019715010,9fdc70345c80af790047e69116c7eeab3f86804e0e83cfd2682e372f07a41ad8,9115620cfab5d7fde3c98811c192a312a2967c5bfd503e68b0051dae46d48f3d
F3B5_HO_D2150,2150,BASELINE,F3BBG_N060_A1_Q001_R055:POS:PRIMARY,F3BBG_N060_A1_Q001_R055,0,8dfcea600f8cb821cd7d832ea349b5b093ed342437a00c4bd91cb4f4cdfec31b,VALID,3,-240.6338499729823,-232.08714336561437,-234.71176410546536,-8.546706607367923,-2.6246207398509966,False,45.56427300195905,formal_m1_center_not_selected,38937eace785a43fe35f9c316be5bcda7343a26f8e9fcb10fb99b20b5cbfcb24,2f782c53ef26da43a718ca7b5d6f5cb294017173b4b927aa381a930303108d8c,42b0fcdb3eedf564774bf75345e9f974532d94e8b9d2b200f4ebb876ad7c63e1
F3B5_HO_D2151,2151,BASELINE,F3BBG_N060_A1_Q001_R056:NULL:PRIMARY,F3BBG_N060_A1_Q001_R056,0,4dc12193b2802d51cbe0f730a9b8adb35be515bd99f5f33609fc6c55e682bfe5,VALID,3,-235.7866107693264,-226.98013263746952,-229.37271366960934,-8.806478131856863,-2.392581032139816,False,47.64709957764797,formal_m1_center_not_selected,ea3e2b0d3fcbd256ee2e423d455cf3fe244cdd5c34b349ff15bfe9a79b166743,4e1addac5fd4bfdbd90a85f4a1cdca36497f4d6466a0c3ead904b09c9a58a2ad,f117086f9fd335014745a486cd1330b63c55041ceed612ecb71e8992dd035d8e
F3B5_HO_D2152,2152,BASELINE,F3BBG_N060_A1_Q001_R056:POS:PRIMARY,F3BBG_N060_A1_Q001_R056,0,c28121d7e7478c8e8bbb12189925351f9402e0d86c36990ce65af61b80c08af1,VALID,3,-233.91281303920357,-225.14198414560505,-227.53006071735223,-8.77082889359852,-2.3880765717471775,False,47.622898049159474,formal_m1_center_not_selected,e675ac76f8f49384040c371581be0016a3f5dc9853c22898143a328194a5ef84,fa3fed73691db4e0fbca9f196963ff44a32e88e9a1f583a4b55a612c1d9261fa,818422e22f7dda17916be59a9dc73e5dce8fe756f00fc97c8fee8ae07fe73bc1
F3B5_HO_D2153,2153,BASELINE,F3BBG_N060_A1_Q001_R057:NULL:PRIMARY,F3BBG_N060_A1_Q001_R057,0,52ea9b1a134abb33c94b980e01ef336dbb510c3e51be6331abf0dd37284408a9,VALID,3,-226.92703827927474,-218.15143335796,-220.64241737160728,-8.775604921314738,-2.490984013647278,False,67.02308521034762,formal_m1_center_not_selected,35d257e65ca3c500a3e4e24b5c7c3cef4a95e4f9a694dab95e721f39af4e2574,abf64d1e7c94c02757c24b9eb7204da0984100ffae6cb5ce6136416af643abe7,08fb7110ca8a4b3263686869a163d72368c29194b77589bc438954e34f205c06
F3B5_HO_D2154,2154,BASELINE,F3BBG_N060_A1_Q001_R057:POS:PRIMARY,F3BBG_N060_A1_Q001_R057,0,407fa45c4d735d64588c8a56edd37b04d16c7dd3aeab048a7a7a3f556dbd6f27,VALID,3,-227.51550142068433,-218.79482442380686,-221.20663472396674,-8.720676996877472,-2.4118103001598854,False,67.02004873006834,formal_m1_center_not_selected,5c8e47f9eb68a21057e3f818d09efd2563cb7ed26ce0c625b3c975a57328769e,70338ec4a9827e2cfa9dfbbe1541473a7786e86fe6c27d0f9a10d57525a1ed8f,72a02557ba1c72bebb69bd098c90958eb14aa88ce1b82f90e5de7010f5e40506
F3B5_HO_D2155,2155,BASELINE,F3BBG_N060_A1_Q001_R059:NULL:PRIMARY,F3BBG_N060_A1_Q001_R059,0,575019839a99bb3ad51bf31a74b2ccd8f4734d61a397b77cecb36eed24859f87,VALID,3,-234.44776889356484,-224.93792300760515,-227.79594746670253,-9.509845885959692,-2.858024459097379,False,132.37428677209235,formal_m1_center_not_selected,dd2508327ceb0fdea3738dc42fae6f1ac67b2818189869668731274c4968b50a,f80ed19da00b9e18adcf1648cec2c5ccd5f1df1c47c5b1bc004cef66518d563c,e25265d0d31b0bc42b6e92633562554e04994a282adc1705da185805f01ad11f
F3B5_HO_D2156,2156,BASELINE,F3BBG_N060_A1_Q001_R059:POS:PRIMARY,F3BBG_N060_A1_Q001_R059,0,95ca75a59d78325fe6eeea8ccb9e0fda0d3ad0a4e2e9f42f9d8757def5cc0643,VALID,3,-233.47940570767298,-223.92087766960037,-226.87384486771944,-9.558528038072609,-2.952967198119069,False,132.23416483285501,formal_m1_center_not_selected,656513382dfffe792c5602a61596039bb3d106ed582a4018f639ee41395c45b9,ab515a7494331f7206b73ba661611c21c95a43aced6b21f72f7ea63628b1f189,050676597f56016f5d3b5bcbd7d014eea5c9b4f66a273ba8a60f130538210462
F3B5_HO_D2157,2157,BASELINE,F3BBG_N060_A1_Q001_R060:NULL:PRIMARY,F3BBG_N060_A1_Q001_R060,0,17d348433ab0dbd367250ae1c116f94f5a1815d219cdf3eafd3d3eb3bf96746c,VALID,3,-235.08569181676432,-226.07650780781074,-228.89403220592493,-9.009184008953582,-2.8175243981141875,False,50.05400450056676,formal_m1_center_not_selected,3cfc1a5fec839918bd2311812ec8257f93e21f7ba02b9c6e48ea9422a44b6773,a907fc0e32e97d6cf96867689d2dcc52448c5048666763204597dc98f14c37f4,8351ceb37517654fa102e58139af5fe2811fc8f74e52541f90fa8ba536492842
F3B5_HO_D2158,2158,BASELINE,F3BBG_N060_A1_Q001_R060:POS:PRIMARY,F3BBG_N060_A1_Q001_R060,0,0c6cf66522a16d7091caee098425c94d5dad00fd35caea9e06490073e9ddc6e2,VALID,3,-236.32234929199092,-227.34553622505166,-230.14217728113252,-8.976813066939258,-2.7966410560808583,False,50.05237429698758,formal_m1_center_not_selected,6c7123956c6c2c133b6c9c3056e8fad1656c4e10594e884dc57840f62dcba916,eb43aef611979d779a32b661a19a85765c76586d1ac78d8bb5de4760dd52f4a8,af2a4985a36d8de4dc8e296fce94bbfc711fced6245a85698aa1d58e239e2ab4
F3B5_HO_D2159,2159,BASELINE,F3BBG_N060_A1_Q001_R063:NULL:PRIMARY,F3BBG_N060_A1_Q001_R063,0,9944d828045b05d2b1348116bb0733e88b3dab75cb873c76245902e477bc5328,VALID,3,-232.60056000317562,-223.6077751470944,-227.03936574729704,-8.992784856081215,-3.4315906002026395,False,40.0,formal_m1_center_not_selected,1170a984b0d537ba9a63576bbaeed9500fbabecef36220862e174d06fcc5bf83,5382e5b8f775cc0492b35a132089661d655cd8e00f19e85e9e55f8bd8199ed9e,26164f2fbce60c2ebad5958248890f5fe4bed0e2e3f8692c985e92e38a760f5f
F3B5_HO_D2160,2160,BASELINE,F3BBG_N060_A1_Q001_R063:POS:PRIMARY,F3BBG_N060_A1_Q001_R063,0,2639d5267e8cb69f8163a716fd52970c9af5d6da21f363763591c077ceaef22c,VALID,3,-234.80297806474331,-226.22184351631083,-229.88729788854855,-8.581134548432487,-3.6654543722377184,False,40.7000582654274,formal_m1_center_not_selected,f8114f3e6b1e00fda143c0e48603fb48738db302e5b9509ae5e768e42a4fd5cf,7e7bebbb57482599e35a288938a75fcf922c057bffe07ad6c49fade89eeabcd9,bcb4e73d5548ab19622b26469053c466677332a004e72afcd1c08395e5e2edb4
F3B5_HO_D2161,2161,BASELINE,F3BBG_N060_A1_Q001_R065:NULL:PRIMARY,F3BBG_N060_A1_Q001_R065,0,979c7d989d13adc6a28438db88067b42cbe28e8006c51fe38f0226e89365891a,VALID,3,-233.66795271766415,-225.1617536520154,-227.45199153107248,-8.506199065648758,-2.290237879057088,False,42.1497478289525,formal_m1_center_not_selected,3d293ba54ff3eea460f68094da2cf9ab593b2d256db82b71fee0322cdea4ef17,abed6f9c762104d6df6ad81d0ee8bf5aafecfd7b716044839d15bac5f5632b27,be8484ad4663fdc968aa3a060c8cdd60f2944ff6f7763bb7f221cd1515a3108e
F3B5_HO_D2162,2162,BASELINE,F3BBG_N060_A1_Q001_R065:POS:PRIMARY,F3BBG_N060_A1_Q001_R065,0,d5d069ab983c08de8630647b36ac9dd926ef3123c377fa818b675d456be0367f,VALID,3,-228.81857607892962,-221.10826298691563,-223.2491739018168,-7.71031309201399,-2.1409109149011556,False,102.75527584124889,formal_m1_center_not_selected,58ce9fd9f93f3dd88ae20a2144533390c8a1e5e7913da38a9522b9bfd1cfbba8,fb78f25b50933b24a05c2d90a85f8e07e931c8b11b607bfbf8d5d01a3f9d5a6d,bd7cc4548ef0b22599db5ece33e0241b4e932de5536b9059868cdd14284a277e
F3B5_HO_D2163,2163,BASELINE,F3BBG_N060_A1_Q001_R068:NULL:PRIMARY,F3BBG_N060_A1_Q001_R068,0,2e67c70a4a8841d9061a7b3dcea698f4b00955997e9b40380b5840dfe3ce2e02,VALID,3,-245.95460894229205,-236.39494852130434,-239.50825412809561,-9.559660420987711,-3.113305606791272,False,63.026233213173406,formal_m1_center_not_selected,28bcdd56849980d205f6b8beedc13f534488abfb68d9673a64ec06a92d46db40,296519f3f741954d27dce422d836cf2063657121e6a41ba7ad3edc875d1f9e7a,ad23506722b90ec3b8d39ef04bd58eaaddd5b658df1015176d26add8ae163eb5
F3B5_HO_D2164,2164,BASELINE,F3BBG_N060_A1_Q001_R068:POS:PRIMARY,F3BBG_N060_A1_Q001_R068,0,a684b0395f30ebce149518fc80d6cb8e69637b4fe3acc06cbf09f30c0964bcc0,VALID,3,-243.9883587283011,-234.88213804989456,-237.6454236688825,-9.106220678406544,-2.7632856189879362,False,82.05556373231693,formal_m1_center_not_selected,37b7bdc0320d40b437205a460d774b8373d807a51506077b0feb96ac8d06abec,e5a62b286594f61a9959f6af93e38dd61dc2145cdb4e2e949296b88174fa5c9c,292915db70b4b03940da719ecbe6d59635133ba4de0fbca8f7796b7e9c1ba089
F3B5_HO_D2165,2165,BASELINE,F3BBG_N060_A1_Q001_R069:NULL:PRIMARY,F3BBG_N060_A1_Q001_R069,0,34838cbc048537c86e35ebb44ba3387669bd1730b87e895686c363dfe6da88af,VALID,3,-236.4031700751538,-226.95178235700095,-229.72620203615287,-9.451387718152858,-2.7744196791519187,False,57.011541034584965,formal_m1_center_not_selected,0d8c80d4678de1dac6698510cc74fb0782d446b599b08a7e2943089d0d184459,b994d53cedce346fd2b207bb366865a6bc938d69ed4518754199f2bdb25ea5bd,b4003558f85bc28e1ef54c3c6ba14970ee1216a73903aa72507dffd16c42e4e5
F3B5_HO_D2166,2166,BASELINE,F3BBG_N060_A1_Q001_R069:POS:PRIMARY,F3BBG_N060_A1_Q001_R069,0,6f9251fd941064b76a96ab252b3889bb600bc75f0c2b89640b96902b17994a0b,VALID,3,-229.7400842048649,-222.61244188565757,-223.33815654042803,-7.127642319207325,-0.7257146547704565,False,56.2512550226689,formal_m1_center_not_selected,ef458d2f4a4d4e5c55e221d285a083c0857281d8f724a0c0161ebe653ec771cc,b26636b88996df1d3d9e31a643aebde11242ae195395c2f49e68831acce0a38e,00550c2a4629cdcce8a366ec5f64e5d3215c783a22e8e7bf6b0d06fe76dc30c8
F3B5_HO_D2167,2167,BASELINE,F3BBG_N060_A1_Q001_R072:NULL:PRIMARY,F3BBG_N060_A1_Q001_R072,0,ef8b1258a63e10dda2f89743cdc5356beb92369f3617befe48aeecaeebda72e6,VALID,3,-243.8149078634892,-234.2941608809306,-237.34797382736443,-9.520746982558592,-3.0538129464338226,False,46.08072470317393,formal_m1_center_not_selected,329570eba0ac5818d767e97e6b27ca1073f4885fe9d0eb716342882b432a5536,3545b91aabb5d51ab0ddb097700cb051de0242baf8eb91d48e12b7f2d54bbf8b,32a13fa1aea99eba08be705c07456e4aa12714cda78008fedbaffd2ee4bad999
F3B5_HO_D2168,2168,BASELINE,F3BBG_N060_A1_Q001_R072:POS:PRIMARY,F3BBG_N060_A1_Q001_R072,0,f60ad037b002be0c417529e48be57562160022a8ca1a6b1732d9f994fbcef1ad,VALID,3,-242.79135001341476,-233.2871966152212,-236.30921063453889,-9.504153398193552,-3.0220140193176803,False,46.04823012569334,formal_m1_center_not_selected,58e04509f8190f106ec4bf3bddb26425e61346caed265a98534f05c0e09ff586,7708b69cbb5954c0de734fcdda05ec2145614d010c372a851c39a4390dd13d53,ab5ae966d756f717dbe1114083faa8e7eb1db9c804433fc53c5b483435e2dd82
F3B5_HO_D2169,2169,BASELINE,F3BBG_N060_A1_Q001_R073:NULL:PRIMARY,F3BBG_N060_A1_Q001_R073,0,e14c9e19123a127be316aa486cbe71171e683f33e0ef0bb490b5bd9354abfb07,VALID,3,-231.10859607354112,-222.06574643960784,-224.61830774909583,-9.042849633933287,-2.5525613094879986,False,40.0,formal_m1_center_not_selected,546970c5e71954864ba19e907a4f4d2ad9417eccccf88740011bec13d4c039e5,9cafa04a1dd7949ed3d4a5bf429322d348f2ddaaf6086213e293287c8adc58b9,4a5a865614d8ce8e03232d55d4fb08d95d9a586f28530e8b0889e47bd55a8c09
F3B5_HO_D2170,2170,BASELINE,F3BBG_N060_A1_Q001_R073:POS:PRIMARY,F3BBG_N060_A1_Q001_R073,0,24ef9cbc98366d82188eb6424d35561106a961af0cd3c23f61a583e6984e4a04,VALID,3,-224.5392712165768,-217.96763162809992,-218.06040715707235,-6.57163958847687,-0.09277552897242458,False,52.5293161161521,formal_m1_center_not_selected,916bb679cb9659c242a7a7d9e58fcfdf93304541a1506b42cc110b266dfa27d0,3072b63e474e27aacbe9f77dac9c0940f6811f3495c203db4f5b227a1e8556ba,9d56dedbec83632c18fab6ef0de4c5f3ff650f2bce999e12115a2572f8a9f933
F3B5_HO_D2171,2171,BASELINE,F3BBG_N060_A1_Q001_R074:NULL:PRIMARY,F3BBG_N060_A1_Q001_R074,0,b6f242fb95c5836dabe0fb10a56bbb67ba32fd739ebe6fff00b73dd744f3f521,VALID,3,-232.2688338118172,-222.83914285789047,-226.6860786374981,-9.429690953926723,-3.8469357796076338,False,40.0,formal_m1_center_not_selected,35d4aea254a0fc520aa510f2d9481fba5b8d8d4556a2cea13c46664283f062c7,1f9a411b27d5b763699e9e26fe11f29fccc65917fa5ff8540a51f1b7b55b10e2,85faf398ca29d6d9c36a7bc58934141a92afe68aa3c1dcc3094d3721ed0e55b7
F3B5_HO_D2172,2172,BASELINE,F3BBG_N060_A1_Q001_R074:POS:PRIMARY,F3BBG_N060_A1_Q001_R074,0,4b68ce7c27a8efecb5a07f6fd59700bc091c3c96c5f9195c128ac541d807ab6e,VALID,3,-230.18024705763176,-220.50803309871006,-223.97849357769127,-9.672213958921702,-3.4704604789812095,False,124.99939143336836,formal_m1_center_not_selected,c3f3b6f99b6e5fda3b08660b288ec78390325ca3ece4ba073810111021e764c0,01382a20a381ea27b8ca8a7d6d5274c7c5035ff3fb9c576e58c600eec23e66b0,dd9ab57e2277bdbbf36a7f45961e66f46ab0c46c045dc78375b4e1f85620b1da
F3B5_HO_D2173,2173,BASELINE,F3BBG_N060_A1_Q001_R075:NULL:PRIMARY,F3BBG_N060_A1_Q001_R075,0,04ac523754d499f65b4e3eddf9ca78ce3946b265878d3298f18200e12e6aaf32,VALID,3,-235.05823920682906,-226.10353480261003,-229.48065959074626,-8.95470440421903,-3.3771247881362285,False,47.58323768271791,formal_m1_center_not_selected,8ea7eed857ea3c586d84245a17038aa25009f989ad858577e75f9bee39aece07,e24404b8eabc6f0d2b377d898d6c0815e2983caf962660a2cda2971f25206b8d,6d08d00a23ecc636de4aee091ea0cfaa0e6063af56ac4802bc2155c8cbc3d501
F3B5_HO_D2174,2174,BASELINE,F3BBG_N060_A1_Q001_R075:POS:PRIMARY,F3BBG_N060_A1_Q001_R075,0,47a8c18f928acf95151f108cbd88d7cb7e9fc37cbb40e15ad608c6b332bc2261,VALID,3,-233.65066556449446,-224.96804610389233,-228.15951845768973,-8.682619460602126,-3.191472353797394,False,143.81391965053407,formal_m1_center_not_selected,6d117483581f8829dd6d8aeff669daafae32a5fd382ab83182b114b66ccdc80b,1b63c32d2452e59421369217691213b376a7b75f743232996804186f193a7ac8,dca1879257eb23d0c5bc0acdd41dd91e81bc1ab3cdc753beaca470891522b279
F3B5_HO_D2175,2175,BASELINE,F3BBG_N060_A1_Q001_R079:NULL:PRIMARY,F3BBG_N060_A1_Q001_R079,0,d5694fcb5bb54006151737d34f43f85788dbea6e82aa85f0be427713020ee8ad,VALID,3,-236.7933449169322,-227.060872060708,-230.1784874546938,-9.732472856224206,-3.117615393985801,False,49.144105955315965,formal_m1_center_not_selected,7271a8d16f8e736f068b82212b4bacd973d822b4ed779be8bd4b2db8c108c602,4e144a102dbd61c3259b35022db8d7868a7c25f38315062028470ef7b03a968f,5b071aee047cecaed3184b10c0b0b5f4cb1ca6042ba2feb9bcb78fc98c338caa
F3B5_HO_D2176,2176,BASELINE,F3BBG_N060_A1_Q001_R079:POS:PRIMARY,F3BBG_N060_A1_Q001_R079,0,11f91e57c739f55e1256e50c4010d0061fb22dda04a587200238850be701512d,VALID,3,-235.75840228713832,-226.47652686338537,-229.16044716377456,-9.28187542375295,-2.6839203003891896,False,93.05690974711695,formal_m1_center_not_selected,ec05671af412d990e5ba0409438240989342c9c19821bb2de9e7b3b7440ad518,708e607e296dbbca135b7e85f77046f458aea69cc6cad640ea1ed9239e620efd,dcc1255d059748837da48a8a805a37c9fe58bc6e3a8893da76ff856aa5367278
F3B5_HO_D2177,2177,BASELINE,F3BBG_N060_A1_Q001_R080:NULL:PRIMARY,F3BBG_N060_A1_Q001_R080,0,7e76164245bbcc23f09bc5a7a56ddc2cf0183937daeddfe25b4b23c0467fec96,VALID,3,-238.07446398173457,-228.61433489669392,-231.98705795381298,-9.460129085040649,-3.3727230571190603,False,43.53527248767232,formal_m1_center_not_selected,f33a4bbf0d9041361630bc3d981fafc5a32d1d8818579826dcbda02a781880fd,013c74f34c77602d47b284885c64254f3d9aad425fca81afb7d62e65622962df,9b482173af346cf325e7c6af8faebf6346971ba31f80c19016ac77bcc6f647b2
F3B5_HO_D2178,2178,BASELINE,F3BBG_N060_A1_Q001_R080:POS:PRIMARY,F3BBG_N060_A1_Q001_R080,0,898a458c048fcea98d14aa3921986988b566d24983a93a087dc8de7df551be7d,VALID,3,-238.10293721901658,-228.65064675757762,-232.02572737882673,-9.452290461438963,-3.3750806212491113,False,43.53665781812116,formal_m1_center_not_selected,6217195eb6605b4019f9f9feb22674be8f5099ec9689efcceb4a60de860431e1,3c22fe1ab8cacd2fa3e8e4ad1d730f00050e408e0a48020661a3a7aec4f0f10f,77c5a7edb13e98c8c0414d54cee9881953099fed8180c3c9e2cada01760fe438
F3B5_HO_D2179,2179,BASELINE,F3BBG_N060_A1_Q001_R082:NULL:PRIMARY,F3BBG_N060_A1_Q001_R082,0,8fd482e6d1cf0879111e955470335a30fed3e0c7a790e93ddd499143f1b2df7c,VALID,3,-230.09845221752803,-221.44220090148514,-223.64405279625504,-8.656251316042898,-2.201851894769902,False,59.355013730489546,formal_m1_center_not_selected,a3085eefcc1ac0440929cf085a16e08cab01dcf30c49cb86b8051ff0dab5aef4,ba3a6f6632a973cfb49724a4b2e959a4e36e78643fe7382d92c5a137f7ac0292,ff9c9cd8d7d9eefecafbf065ff96df1849f51433ccf91bec00a8da9e1df90b9d
F3B5_HO_D2180,2180,BASELINE,F3BBG_N060_A1_Q001_R082:POS:PRIMARY,F3BBG_N060_A1_Q001_R082,0,8fd935cc34b84ca67ba2c64024d7bf4bdcc5443c355c48891537a1170c607adc,VALID,3,-228.081312938909,-218.95564047415309,-221.64255004936106,-9.125672464755922,-2.6869095752079772,False,59.42803640960882,formal_m1_center_not_selected,e0c78b1120aaae87d056ef211815c396d80c27129cfecf432c3559ce7c9f199c,62d5a1f47d9846c32e8b20af9e10e1f6535cfe8ad234a09404f2822b115e5fe4,0773d10c178e58392c9aea061907a1c65529b2e9f4e7d00bc0607eed90fd5a48
F3B5_HO_D2181,2181,BASELINE,F3BBG_N060_A1_Q001_R083:NULL:PRIMARY,F3BBG_N060_A1_Q001_R083,0,ddb3c9efc1c48eefecf32bfe0b44f55e34a028f899a797470e059a2372ad4669,VALID,3,-229.25141081681596,-220.57657609018068,-222.90191507621887,-8.674834726635282,-2.32533898603819,False,53.118218060905036,formal_m1_center_not_selected,2efe2ee94e4fe49aee9e1b333cf26767324a3f8d46e9ad8b030456f71de367dd,75d1e3c9ce49db022120daaac926633847b05d286c7575caee9dba08a20d5cb3,6e687fe75449dc733de79d093c899a3b79e44a1f7ad75ea57aeff7ab405d8598
F3B5_HO_D2182,2182,BASELINE,F3BBG_N060_A1_Q001_R083:POS:PRIMARY,F3BBG_N060_A1_Q001_R083,0,379033fdcf3ba95ae686d615550e1fbe6d362c84479d0a97900219b4f2b9a337,VALID,3,-227.13194488238483,-218.41467829995952,-220.9130187775107,-8.71726658242531,-2.4983404775511815,False,53.092855730455284,formal_m1_center_not_selected,8dc9af9ec2eaf3a258762790f1cdbb8b61812ab2b897f2ff9d78caf0e60b6306,8e14b403c505b293a3b82738ea72e18fafaf0d24c25cf73d70f49336823d9502,92847fb73a7687bb1955de88120a7854a9cfab9139bd15e3783e09d22e48d579
F3B5_HO_D2183,2183,BASELINE,F3BBG_N060_A1_Q001_R086:NULL:PRIMARY,F3BBG_N060_A1_Q001_R086,0,d387cbb5460f4de2b6d41becd84386eb72c8236a49b2119172bebcfa3f356b7d,VALID,3,-235.71236859604375,-225.94936432895508,-229.18047762843702,-9.763004267088661,-3.231113299481933,False,43.284966140607295,formal_m1_center_not_selected,ee5b9cd13fa3f7fe7e172aa3a6a98d5c3d780212f759ddcd9e609f30b98ac010,2da6bc8fa2c62133cff707118b08cf269e1b24a8945866ccde5cd93caf3d767a,c37e9e4671a885848532c65855596098c2faa5ea3a5180705659e7b3864e498f
F3B5_HO_D2184,2184,BASELINE,F3BBG_N060_A1_Q001_R086:POS:PRIMARY,F3BBG_N060_A1_Q001_R086,0,7d0751ea9c2e79bfa37edebb70914041cecadd3ae25fc0641d9f6bbf0a4705ba,VALID,3,-234.94853643196103,-225.20793788572277,-228.43418470494709,-9.74059854623826,-3.2262468192243148,False,43.243526181716156,formal_m1_center_not_selected,592f2a287c05139c785b05ed2311c4fa9761579e6d6e9658490e4e56f53f490b,3e15aed5c00802e80f3322c8771b3e4df4b0ac85eecbbf99279bc2416bfbb7e5,7f62d3bf93cd6140fbe2350b88d84cf22c6fdc91a22d6da96212d394a48d58b5
