contrast_id,event_id,pair_id,observational_role,window_variant_id,left_processing_profile_id,right_processing_profile_id,left_variant_id,right_variant_id,left_primary_outcome,right_primary_outcome,left_admissibility_status,right_admissibility_status,left_inadmissibility_reason,right_inadmissibility_reason,comparability_status,selection_transition,change_delta_bic_0_1,change_delta_bic_2_1,change_joint_margin
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P00,P01,F2V000079,F2V000080,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.3392799716186357,2.249295495361582,2.3392799716186357
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P00,P02,F2V000079,F2V000081,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,TOO_FEW_CADENCES,,14 retained cadences; minimum is 15.,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P01,P03,F2V000080,F2V000082,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,TOO_FEW_CADENCES,,14 retained cadences; minimum is 15.,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P00,P04,F2V000079,F2V000083,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.004235139835310875,-0.00011263320175913805,0.004235139835310875
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P01,P05,F2V000080,F2V000084,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.009499816311015152,0.0056368672273698905,0.009499816311015152
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,W00,P02,P03,F2V000081,F2V000082,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P00,P01,F2V000085,F2V000086,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.9334778263631733,2.247067701974162,2.9334778263631733
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P00,P02,F2V000085,F2V000087,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P01,P03,F2V000086,F2V000088,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P00,P04,F2V000085,F2V000089,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.09431883321984458,-0.039976096700753416,0.09431883321984458
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P01,P05,F2V000086,F2V000090,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.1103912685668682,0.031134536005097857,0.1103912685668682
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm2,P02,P03,F2V000087,F2V000088,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P00,P01,F2V000091,F2V000092,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.27508093482994,1.7836230618117987,2.2750809348299406
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P00,P02,F2V000091,F2V000093,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P01,P03,F2V000092,F2V000094,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P00,P04,F2V000091,F2V000095,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.0426145318370974,-0.05583539941190985,0.0426145318370974
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P01,P05,F2V000092,F2V000096,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.11529181285828649,0.044404987454225164,0.11529181285828649
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSm1,P02,P03,F2V000093,F2V000094,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P00,P01,F2V000097,F2V000098,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P00,P02,F2V000097,F2V000099,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P01,P03,F2V000098,F2V000100,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P00,P04,F2V000097,F2V000101,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P01,P05,F2V000098,F2V000102,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp1,P02,P03,F2V000099,F2V000100,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P00,P01,F2V000103,F2V000104,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P00,P02,F2V000103,F2V000105,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P01,P03,F2V000104,F2V000106,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P00,P04,F2V000103,F2V000107,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P01,P05,F2V000104,F2V000108,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P02,P03,F2V000105,F2V000106,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,12 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P00,P01,F2V000109,F2V000110,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P00,P02,F2V000109,F2V000111,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P01,P03,F2V000110,F2V000112,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P00,P04,F2V000109,F2V000113,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P01,P05,F2V000110,F2V000114,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P02,P03,F2V000111,F2V000112,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,12 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P00,P01,F2V000115,F2V000116,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P00,P02,F2V000115,F2V000117,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P01,P03,F2V000116,F2V000118,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P00,P04,F2V000115,F2V000119,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P01,P05,F2V000116,F2V000120,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,14 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P02,P03,F2V000117,F2V000118,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P00,P01,F2V000121,F2V000122,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.6966675347257296,2.7225890034567133,2.69666753472573
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P00,P02,F2V000121,F2V000123,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P01,P03,F2V000122,F2V000124,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P00,P04,F2V000121,F2V000125,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.011025826071584532,0.022248648874535704,0.011025826071584532
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P01,P05,F2V000122,F2V000126,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.05848486442045875,-0.05367964566895189,-0.05848486442045875
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P02,P03,F2V000123,F2V000124,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P00,P01,F2V000127,F2V000128,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,1.9703674289317217,2.1011564497101,1.9703674289317235
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P00,P02,F2V000127,F2V000129,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P01,P03,F2V000128,F2V000130,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P00,P04,F2V000127,F2V000131,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.012393582010995274,-0.0066729500073261505,-0.012393582010993498
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P01,P05,F2V000128,F2V000132,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,-0.18219023144497903,-0.17374684134742857,-0.1821902314449808
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P02,P03,F2V000129,F2V000130,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P00,P01,F2V000133,F2V000134,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,2.7867718343290147,2.7120394780936596,2.786771834329013
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P00,P02,F2V000133,F2V000135,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P01,P03,F2V000134,F2V000136,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P00,P04,F2V000133,F2V000137,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.020198595316955448,-0.03804356974005074,0.020198595316955448
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P01,P05,F2V000134,F2V000138,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.11434419052192091,-0.2166144876325511,0.11434419052192268
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX1,P02,P03,F2V000135,F2V000136,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P00,P01,F2V000139,F2V000140,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P00,P02,F2V000139,F2V000141,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P01,P03,F2V000140,F2V000142,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P00,P04,F2V000139,F2V000143,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P01,P05,F2V000140,F2V000144,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,13 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC1,P02,P03,F2V000141,F2V000142,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,12 retained cadences; minimum is 15.,12 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P00,P01,F2V000145,F2V000146,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,3.115852988606334,2.981972789014879,3.115852988606335
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P00,P02,F2V000145,F2V000147,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P01,P03,F2V000146,F2V000148,NOT_SELECTED,INPUT_INADMISSIBLE,ELIGIBLE_FOR_AFINO,IRREGULAR_SAMPLING,,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,VARIANT_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P00,P04,F2V000145,F2V000149,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.020970954635167516,-0.0576090198247492,0.020970954635167516
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P01,P05,F2V000146,F2V000150,NOT_SELECTED,NOT_SELECTED,ELIGIBLE_FOR_AFINO,ELIGIBLE_FOR_AFINO,,,BOTH_ELIGIBLE,0→0,0.10967361968360478,0.26322821243390493,0.10967361968360478
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WX2,P02,P03,F2V000147,F2V000148,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,BOTH_INADMISSIBLE,,,,
FLUX_FINITE,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P00,P01,F2V000151,F2V000152,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,11 retained cadences; minimum is 15.,11 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P00,P02,F2V000151,F2V000153,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,11 retained cadences; minimum is 15.,10 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
QUALITY_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P01,P03,F2V000152,F2V000154,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,11 retained cadences; minimum is 15.,10 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_PDCSAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P00,P04,F2V000151,F2V000155,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,11 retained cadences; minimum is 15.,11 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
DETREND_SAP,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P01,P05,F2V000152,F2V000156,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,11 retained cadences; minimum is 15.,11 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
FLUX_Q0,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WC2,P02,P03,F2V000153,F2V000154,INPUT_INADMISSIBLE,INPUT_INADMISSIBLE,TOO_FEW_CADENCES,TOO_FEW_CADENCES,10 retained cadences; minimum is 15.,10 retained cadences; minimum is 15.,BOTH_INADMISSIBLE,,,,
