job_id,job_order,planned_decision_id,decision_class,variant_id,event_id,pair_id,observational_role,window_variant_id,processing_profile_id,external_optimizer_seed,model_id,model_name,n_samples,payload_start_offset,payload_end_offset,input_time_sha256,input_flux_sha256,source_fits_sha256,candidate_discovery_use,canary_order
F2J002354,2354,F2D001141,stability,F2V000473,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P04,1,M1,pow_const_gauss,19,21578,21597,133de0c3366958f712bb51a8168dfa174e603829fff3f53f8526458c4cccb95a,5b56b32127f48434adc58b6f87d600d00f296c901717c4e87ba913e281faf669,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,62
F2J002355,2355,F2D001141,stability,F2V000473,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P04,1,M2,bpow_const,19,21578,21597,133de0c3366958f712bb51a8168dfa174e603829fff3f53f8526458c4cccb95a,5b56b32127f48434adc58b6f87d600d00f296c901717c4e87ba913e281faf669,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,63
F2J002380,2380,F2D001150,stability,F2V000474,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P05,1,M0,pow_const,19,21597,21616,133de0c3366958f712bb51a8168dfa174e603829fff3f53f8526458c4cccb95a,27ef0b1a9fd96b250af2fc4fd359bcb13e5464cc7de8ecc82ae2342a2e6aff0c,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,64
F2J002381,2381,F2D001150,stability,F2V000474,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P05,1,M1,pow_const_gauss,19,21597,21616,133de0c3366958f712bb51a8168dfa174e603829fff3f53f8526458c4cccb95a,27ef0b1a9fd96b250af2fc4fd359bcb13e5464cc7de8ecc82ae2342a2e6aff0c,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,65
F2J002382,2382,F2D001150,stability,F2V000474,P3_published_qpp_pdcsap_all,P3,PUBLISHED_QPP_REPRODUCED,W00,P05,1,M2,bpow_const,19,21597,21616,133de0c3366958f712bb51a8168dfa174e603829fff3f53f8526458c4cccb95a,27ef0b1a9fd96b250af2fc4fd359bcb13e5464cc7de8ecc82ae2342a2e6aff0c,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,66
F2J002407,2407,F2D001159,stability,F2V000547,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,1,M0,pow_const,16,22984,23000,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,67
F2J002408,2408,F2D001159,stability,F2V000547,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,1,M1,pow_const_gauss,16,22984,23000,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,68
F2J002409,2409,F2D001159,stability,F2V000547,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P00,1,M2,bpow_const,16,22984,23000,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,69
F2J002434,2434,F2D001168,stability,F2V000548,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P01,1,M0,pow_const,16,23000,23016,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,70
F2J002435,2435,F2D001168,stability,F2V000548,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P01,1,M1,pow_const_gauss,16,23000,23016,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,71
F2J002436,2436,F2D001168,stability,F2V000548,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P01,1,M2,bpow_const,16,23000,23016,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,72
F2J002461,2461,F2D001177,stability,F2V000549,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P02,1,M0,pow_const,16,23016,23032,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,73
F2J002462,2462,F2D001177,stability,F2V000549,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P02,1,M1,pow_const_gauss,16,23016,23032,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,74
F2J002463,2463,F2D001177,stability,F2V000549,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P02,1,M2,bpow_const,16,23016,23032,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,bb86319e862bea5faf55ec1e647160359e5b78e970b67d78d2714e21ec8c614f,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,75
F2J002488,2488,F2D001186,stability,F2V000550,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P03,1,M0,pow_const,16,23032,23048,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,76
F2J002489,2489,F2D001186,stability,F2V000550,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P03,1,M1,pow_const_gauss,16,23032,23048,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,77
F2J002490,2490,F2D001186,stability,F2V000550,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P03,1,M2,bpow_const,16,23032,23048,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,110a3956e0b149501b2d6918aac79208a101b8093f7800454e80d5a6568a9e90,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,78
F2J002515,2515,F2D001195,stability,F2V000551,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P04,1,M0,pow_const,16,23048,23064,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,00eebb1b9838098d4fe3337cad02b65265a849c9c1d6f664c9efc79080f5c652,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,79
F2J002516,2516,F2D001195,stability,F2V000551,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P04,1,M1,pow_const_gauss,16,23048,23064,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,00eebb1b9838098d4fe3337cad02b65265a849c9c1d6f664c9efc79080f5c652,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,80
F2J002517,2517,F2D001195,stability,F2V000551,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P04,1,M2,bpow_const,16,23048,23064,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,00eebb1b9838098d4fe3337cad02b65265a849c9c1d6f664c9efc79080f5c652,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,81
F2J002542,2542,F2D001204,stability,F2V000552,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P05,1,M0,pow_const,16,23064,23080,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,c78ba960b78e4960b824b87fa91482b0d00eec5b3fbaf136f775f64ec25d6121,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,82
F2J002543,2543,F2D001204,stability,F2V000552,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P05,1,M1,pow_const_gauss,16,23064,23080,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,c78ba960b78e4960b824b87fa91482b0d00eec5b3fbaf136f775f64ec25d6121,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,83
F2J002544,2544,F2D001204,stability,F2V000552,P3_not_selected_qpp_pdcsap_all,P3,MATCHED_NOT_SELECTED,W00,P05,1,M2,bpow_const,16,23064,23080,1b9215ab9acb5928e4ef562ecce48290b8d468ca3445482ec78a0ab934bfb642,c78ba960b78e4960b824b87fa91482b0d00eec5b3fbaf136f775f64ec25d6121,c92e5449dc07d57cccdaabc1a2c078a471d4798b29167881a5be156c45f042c4,false,84
