variant_id,variant_order,primary_planned_decision_id,event_id,pair_id,observational_role,window_variant_id,processing_profile_id,flux_product,quality_policy,detrending,source_fits_filename,source_fits_sha256,baseline_start_index,baseline_peak_index,baseline_end_index,shifted_start_index,shifted_end_index,raw_n_samples,retained_n_samples,removed_nonfinite_count,removed_quality_count,peak_in_raw_window,peak_retained,retained_index_start,retained_index_end,retained_indices_consecutive,retained_indices_sha256,time_strictly_increasing,time_has_duplicates,median_cadence_s,max_interval_deviation_s,detrend_beta0,detrend_beta1,detrend_scale,admissibility_status,admissibility_reason,diagnostic_flags_json,eligible_payload_order,payload_start_offset,payload_end_offset,time_sha256,flux_sha256,all_finite,materialization_status,error
F2V000108,108,F2D000108,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WSp2,P05,SAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42135,42147,13,13,0,0,True,True,42135,42147,,e9a6da818de794f7c80d8aef2c31c100e75ab92945476e3b833257342ea833a6,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42135,42147],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000109,109,F2D000109,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P00,PDCSAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,13,0,0,True,True,42133,42145,,5d03a5f12ea2b8bb183d6ae37bd5519157b5e32ee76a32b810fdb3794a3638ae,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000110,110,F2D000110,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P01,SAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,13,0,0,True,True,42133,42145,,5d03a5f12ea2b8bb183d6ae37bd5519157b5e32ee76a32b810fdb3794a3638ae,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000111,111,F2D000111,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P02,PDCSAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,12,0,1,True,True,42133,42145,,9cdb5eb20b936d3f46dc3a1908b5e58a70e1f4dc28eae5505aa8c9cb1b3425b3,,,,,,,,TOO_FEW_CADENCES,12 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":12,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000112,112,F2D000112,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P03,SAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,12,0,1,True,True,42133,42145,,9cdb5eb20b936d3f46dc3a1908b5e58a70e1f4dc28eae5505aa8c9cb1b3425b3,,,,,,,,TOO_FEW_CADENCES,12 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":12,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000113,113,F2D000113,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P04,PDCSAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,13,0,0,True,True,42133,42145,,5d03a5f12ea2b8bb183d6ae37bd5519157b5e32ee76a32b810fdb3794a3638ae,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000114,114,F2D000114,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm2,P05,SAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42145,13,13,0,0,True,True,42133,42145,,5d03a5f12ea2b8bb183d6ae37bd5519157b5e32ee76a32b810fdb3794a3638ae,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42145],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000115,115,F2D000115,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P00,PDCSAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,14,0,0,True,True,42133,42146,,08319d494748c14883a299a6076ae80ab5be0dacd3b239a8e391c7d4ff8505b4,,,,,,,,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":14,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000116,116,F2D000116,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P01,SAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,14,0,0,True,True,42133,42146,,08319d494748c14883a299a6076ae80ab5be0dacd3b239a8e391c7d4ff8505b4,,,,,,,,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":14,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000117,117,F2D000117,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P02,PDCSAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,13,0,1,True,True,42133,42146,,5896573166417d8bc5c7e9f31037e9a7056ff2bf756471d74e462696b0829941,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000118,118,F2D000118,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P03,SAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,13,0,1,True,True,42133,42146,,5896573166417d8bc5c7e9f31037e9a7056ff2bf756471d74e462696b0829941,,,,,,,,TOO_FEW_CADENCES,13 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":13,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000119,119,F2D000119,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P04,PDCSAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,14,0,0,True,True,42133,42146,,08319d494748c14883a299a6076ae80ab5be0dacd3b239a8e391c7d4ff8505b4,,,,,,,,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":14,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000120,120,F2D000120,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEm1,P05,SAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42146,14,14,0,0,True,True,42133,42146,,08319d494748c14883a299a6076ae80ab5be0dacd3b239a8e391c7d4ff8505b4,,,,,,,,TOO_FEW_CADENCES,14 retained cadences; minimum is 15.,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42146],""retained_count"":14,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000121,121,F2D000121,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P00,PDCSAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,16,0,0,True,True,42133,42148,True,7522d31a3eea79c471d52aa7437c3d70374de8f1500edd072e91eca7fcafdf51,True,False,20.001741300802678,2.0116567611694336e-05,,,,ELIGIBLE_FOR_AFINO,,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":16,""time_regular_atol_s"":0.001,""time_reindexed"":false}",55,894,910,f8b20b45e6adea79f142fda3d28becd2593ebccd7ba464e03568e80904709bee,75861b0709a3b3584b70808068d824647487db6fc4e44082f8e0503593635547,True,MATERIALIZED,
F2V000122,122,F2D000122,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P01,SAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,16,0,0,True,True,42133,42148,True,7522d31a3eea79c471d52aa7437c3d70374de8f1500edd072e91eca7fcafdf51,True,False,20.001741300802678,2.0116567611694336e-05,,,,ELIGIBLE_FOR_AFINO,,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":16,""time_regular_atol_s"":0.001,""time_reindexed"":false}",56,910,926,f8b20b45e6adea79f142fda3d28becd2593ebccd7ba464e03568e80904709bee,271b38164a600282895e3c66e95ca1cff51457c8be37ab2d1c4bd8a18a4cd88e,True,MATERIALIZED,
F2V000123,123,F2D000123,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P02,PDCSAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,15,0,1,True,True,42133,42148,False,4297598bbf11ecb354ed04de11e6b4f02714d33dd1446b6f347d6a7f6c7cf73f,True,False,20.001751300151227,20.001751260861056,,,,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":15,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000124,124,F2D000124,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P03,SAP,q0_native,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,15,0,1,True,True,42133,42148,False,4297598bbf11ecb354ed04de11e6b4f02714d33dd1446b6f347d6a7f6c7cf73f,True,False,20.001751300151227,20.001751260861056,,,,IRREGULAR_SAMPLING,retained_indices_not_consecutive|interval_deviation_gt_0.001_s,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":15,""time_regular_atol_s"":0.001,""time_reindexed"":false}",,,,,,,INPUT_INADMISSIBLE,
F2V000125,125,F2D000125,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P04,PDCSAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,16,0,0,True,True,42133,42148,True,7522d31a3eea79c471d52aa7437c3d70374de8f1500edd072e91eca7fcafdf51,True,False,20.001741300802678,2.0116567611694336e-05,785.3223075866704,0.11020494248526855,804.1658325195312,ELIGIBLE_FOR_AFINO,,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":16,""time_regular_atol_s"":0.001,""time_reindexed"":false}",57,926,942,f8b20b45e6adea79f142fda3d28becd2593ebccd7ba464e03568e80904709bee,e7be6dd31c328fc30d896a5bc6c284b046346630cbb9501d856387bf15a956eb,True,MATERIALIZED,
F2V000126,126,F2D000126,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp1,P05,SAP,finite_all,linear_residual_plus_one,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42148,16,16,0,0,True,True,42133,42148,True,7522d31a3eea79c471d52aa7437c3d70374de8f1500edd072e91eca7fcafdf51,True,False,20.001741300802678,2.0116567611694336e-05,2577.2474060058603,-0.07434699811563933,2598.8660888671875,ELIGIBLE_FOR_AFINO,,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42148],""retained_count"":16,""time_regular_atol_s"":0.001,""time_reindexed"":false}",58,942,958,f8b20b45e6adea79f142fda3d28becd2593ebccd7ba464e03568e80904709bee,3141e131eabe2203c6182cceee44a5712a2ff3c37585867badae354c0760490f,True,MATERIALIZED,
F2V000127,127,F2D000127,notselected_pdcsap_all,calibration_pair,MATCHED_NOT_SELECTED,WEp2,P00,PDCSAP,finite_all,none,tess2021310001228-s0045-0000000067378184-0216-a_fast-lc.fits,4ae5baf9ef29ec027704cb59d606a13565a68608cae97021dbc9c07c1dc92bea,42133,42136,42147,42133,42149,17,17,0,0,True,True,42133,42149,True,17f36168f074464f15e44398c6062680e6b153c883868557ac357998b5bdad7a,True,False,20.001751300151227,1.0117219062522054e-05,,,,ELIGIBLE_FOR_AFINO,,"{""fits_checksum_status"":""FAIL"",""fits_open_warnings"":[""Checksum verification failed for HDU ('LIGHTCURVE', 1).\n"",""Checksum verification failed for HDU ('APERTURE', 1).\n""],""gap_filling_performed"":false,""interpolation_performed"":false,""missing_columns"":[],""peak_index"":42136,""precedence"":[""MISSING_PRODUCT"",""WINDOW_OUT_OF_RANGE"",""PEAK_OUTSIDE_WINDOW"",""PEAK_REMOVED_BY_QUALITY"",""TOO_FEW_CADENCES"",""NONFINITE_INPUT"",""IRREGULAR_SAMPLING"",""DETREND_FAILURE"",""ELIGIBLE_FOR_AFINO""],""raw_window"":[42133,42149],""retained_count"":17,""time_regular_atol_s"":0.001,""time_reindexed"":false}",59,958,975,94dc9816e3ae8f114ad73c2e7e6242db5d00324d51f7a33d73930ac293db5a36,58a293f3c01d3f397e4d4241681d77f1be9de329c1dea5fc3563456bc90d737f,True,MATERIALIZED,
