simulation_unit_id,background_realization_id,latent_array_file,latent_offset,latent_length,latent_flux_sha256,retained_time_array_file,retained_flux_array_file,retained_native_index_array_file,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,materialization_status
F3BBG_N015_A0_Q001_R002:NULL:PRIMARY,F3BBG_N015_A0_Q001_R002,latent_flux.npy,0,15,aa50e63f28ebb6eb66baf71e7bac366fd97996e6a83fc633c293cabde368810e,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,0,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,aa50e63f28ebb6eb66baf71e7bac366fd97996e6a83fc633c293cabde368810e,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,d8d0c7d3fdd69edf46a96588223c6ab96a189502ee442a9b3fe0fe51ddc57d4d,MATERIALIZED
F3BBG_N015_A0_Q001_R002:POS:PRIMARY,F3BBG_N015_A0_Q001_R002,latent_flux.npy,15,15,9b593e85882bf1f04f117ae69b870f17c8d33e0ec39b438bd3a306767ca87156,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,15,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,9b593e85882bf1f04f117ae69b870f17c8d33e0ec39b438bd3a306767ca87156,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,5547406aca940b195e342407c19e3a3c302143a5283f7edaf7679cad3bddab29,MATERIALIZED
F3BBG_N015_A0_Q001_R004:NULL:PRIMARY,F3BBG_N015_A0_Q001_R004,latent_flux.npy,30,15,90dce5f4f738f10a4f8a106967f43447543b304bf51a2e81c1c24cdf0aef20e9,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,30,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,90dce5f4f738f10a4f8a106967f43447543b304bf51a2e81c1c24cdf0aef20e9,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,7c7a0c89226f791e871fad52ffdb70741278cf0b352e5fa8ecf7e7ba54552989,MATERIALIZED
F3BBG_N015_A0_Q001_R004:POS:PRIMARY,F3BBG_N015_A0_Q001_R004,latent_flux.npy,45,15,ea1d2b77116301ad42af8c030e07014bed684d158a296c5aca40bbb625423090,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,45,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,ea1d2b77116301ad42af8c030e07014bed684d158a296c5aca40bbb625423090,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,920a7b3b0d4007f0c645b9f3949238ba0ca551a1be011f6526ba5e248455fdac,MATERIALIZED
F3BBG_N015_A0_Q001_R005:NULL:PRIMARY,F3BBG_N015_A0_Q001_R005,latent_flux.npy,60,15,08226349d195a6b99580fd000e91bd245df152f66c7dce0ed33bcec882d94b91,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,60,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,08226349d195a6b99580fd000e91bd245df152f66c7dce0ed33bcec882d94b91,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,0f659bb709c911751ac51a021e6c3ceba3be2fb1a7c40425fefa6e19445a1a8d,MATERIALIZED
F3BBG_N015_A0_Q001_R005:POS:PRIMARY,F3BBG_N015_A0_Q001_R005,latent_flux.npy,75,15,7b81f7f73cd57ddc612622c201241b92996e8d9737290fcf3589d9932506d8fe,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,75,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,7b81f7f73cd57ddc612622c201241b92996e8d9737290fcf3589d9932506d8fe,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,35cb553df5d586bc5343d623ed42a9d3e5eb108cd86ccb99f95e1a762b2b8cbd,MATERIALIZED
F3BBG_N015_A0_Q001_R007:NULL:PRIMARY,F3BBG_N015_A0_Q001_R007,latent_flux.npy,90,15,0b505d5fbfeeb07b665de35990089ad4c5153130ce381b14989bff75dcf130c8,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,90,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,0b505d5fbfeeb07b665de35990089ad4c5153130ce381b14989bff75dcf130c8,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,64c665040a276ff31620848798af0172fd26085115a64c98c546387004075ac4,MATERIALIZED
F3BBG_N015_A0_Q001_R007:POS:PRIMARY,F3BBG_N015_A0_Q001_R007,latent_flux.npy,105,15,847ab5423f2761e88110b431694a4b44c6b2b8ad6d0506f1f8f1cb983a1448f9,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,105,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,847ab5423f2761e88110b431694a4b44c6b2b8ad6d0506f1f8f1cb983a1448f9,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,4be0d555fc26f2a3afb579874532655599e7a7b89044059f203da04deb098ddf,MATERIALIZED
F3BBG_N015_A0_Q001_R009:NULL:INTERNALMASK,F3BBG_N015_A0_Q001_R009,latent_flux.npy,120,15,6663783c16db16e297e107fee0701740c1512019ab1426ea68eadf6cc0d644e2,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,120,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,82e0a97e636fa879070c58b1aacb01e85ffd364c7e949d90ad37d3ed8e3c63f4,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,fc51209378ac5bba2436058c160910f27e871968044259e4e527b656162f61ea,MATERIALIZED
F3BBG_N015_A0_Q001_R009:NULL:PEAKMASK,F3BBG_N015_A0_Q001_R009,latent_flux.npy,135,15,6663783c16db16e297e107fee0701740c1512019ab1426ea68eadf6cc0d644e2,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,134,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,8fa7c3b7557fc807b0fb005f22f99fc66babc1a460644f520fa7702c8b69e4f9,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,d2cb8bb8e725dd8d270558978ca16946c73e7bcecfe1af888a8b8b1b78d0d113,MATERIALIZED
F3BBG_N015_A0_Q001_R009:NULL:PRIMARY,F3BBG_N015_A0_Q001_R009,latent_flux.npy,150,15,6663783c16db16e297e107fee0701740c1512019ab1426ea68eadf6cc0d644e2,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,148,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,6663783c16db16e297e107fee0701740c1512019ab1426ea68eadf6cc0d644e2,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,d8f09d043f16fd9ac381066081c9c7b595a098aa053d040d8b2dc9fcd9aac466,MATERIALIZED
F3BBG_N015_A0_Q001_R009:POS:INTERNALMASK,F3BBG_N015_A0_Q001_R009,latent_flux.npy,165,15,689f859603a91bae58c2edf7efeee8261f26082d3421df8f9b57afb66a270064,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,163,14,bacb2084cffa7e192b547fb33bf65156730707f050c1f65bd7d8766d94159529,26e8d451b3370175d523f7f50d85e8c5cb62f9da465cb4931a3224103e2783f1,9ea3de3ed41f0ae4005106092e9181d5e77bdd0cd210be19bb6d630ff2cf167e,83db7abb23743baeedd12c0fe929fd6bc95d56c9025e55d67c5992e203699a44,MATERIALIZED
F3BBG_N015_A0_Q001_R009:POS:PEAKMASK,F3BBG_N015_A0_Q001_R009,latent_flux.npy,180,15,689f859603a91bae58c2edf7efeee8261f26082d3421df8f9b57afb66a270064,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,177,14,7f5053474020dc1783f3ec0ef352752ec1fca35ff185dc4ecf238979b8a5807c,0e6868b8ec4a3cf76c5372bbc4a1b271d354cf971b8214a2fa858e64baa4f666,f3dbe634383522f49a4af8340ca3cd6ebef5c716cc67f83edc230b6470a1b9fa,8d669db96ed27cd90022c20bc21432b5cff9ba6329f1d86def1f7ab18aecd933,MATERIALIZED
F3BBG_N015_A0_Q001_R009:POS:PRIMARY,F3BBG_N015_A0_Q001_R009,latent_flux.npy,195,15,689f859603a91bae58c2edf7efeee8261f26082d3421df8f9b57afb66a270064,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,191,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,689f859603a91bae58c2edf7efeee8261f26082d3421df8f9b57afb66a270064,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,63c5c6b3f835ae6f63a4a136ceb1131db1988ba7b5775f5b71be0a00eb86ee90,MATERIALIZED
F3BBG_N015_A0_Q001_R010:NULL:PRIMARY,F3BBG_N015_A0_Q001_R010,latent_flux.npy,210,15,8c41b2af03f58e918dd37fee5760ecb30582e020c82aa4479ae28f952debd8fe,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,206,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,8c41b2af03f58e918dd37fee5760ecb30582e020c82aa4479ae28f952debd8fe,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,73fdabc6ddefa51169ab35a0003d88b6ba99d7ab9ca7a8cc649f1bf4925fa09d,MATERIALIZED
F3BBG_N015_A0_Q001_R010:POS:PRIMARY,F3BBG_N015_A0_Q001_R010,latent_flux.npy,225,15,aa6d1d35b94154a12b04fad2858cbbb5898ee34a180420ed199b270f2a6e0df5,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,221,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,aa6d1d35b94154a12b04fad2858cbbb5898ee34a180420ed199b270f2a6e0df5,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,6cff01eec2cc788026bee9423476ed9ce529d0976794235064ca013afc174861,MATERIALIZED
F3BBG_N015_A0_Q001_R011:NULL:PRIMARY,F3BBG_N015_A0_Q001_R011,latent_flux.npy,240,15,aeb1e2ab0f728fdbbab81ba33eb8fdb8ea038dd8a07af33027a0d1de882cbfeb,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,236,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,aeb1e2ab0f728fdbbab81ba33eb8fdb8ea038dd8a07af33027a0d1de882cbfeb,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,3a01d590d7221e6c857e287f520506a06e4a90ef04b3c283afe301f1e68daec6,MATERIALIZED
F3BBG_N015_A0_Q001_R011:POS:PRIMARY,F3BBG_N015_A0_Q001_R011,latent_flux.npy,255,15,bf5b5bc3d32ff2893fa5cba1aa1cbd7ed89e1bf8a97febc27ed468e7cc3cb5d4,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,251,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,bf5b5bc3d32ff2893fa5cba1aa1cbd7ed89e1bf8a97febc27ed468e7cc3cb5d4,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1e5336fd51c9b3ed6387e4927e4fcef87b0880041d66a62886a0094360f88ae8,MATERIALIZED
F3BBG_N015_A0_Q001_R014:NULL:PRIMARY,F3BBG_N015_A0_Q001_R014,latent_flux.npy,270,15,978bf69716ebfbde00b79888a5b71526aec2526ac2317357c77e5935507923e3,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,266,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,978bf69716ebfbde00b79888a5b71526aec2526ac2317357c77e5935507923e3,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,7af411256d9d0e46b34692b70867b98bd414df0d4af0e43012d5ff99976026f9,MATERIALIZED
F3BBG_N015_A0_Q001_R014:POS:PRIMARY,F3BBG_N015_A0_Q001_R014,latent_flux.npy,285,15,393659de75a3058b0cefc0f93b642f70cde0ae530ba4fe332a31e3aa303c8f60,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,281,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,393659de75a3058b0cefc0f93b642f70cde0ae530ba4fe332a31e3aa303c8f60,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,fe65eaa6d3073e3e1a0ccf825bcbf7f1ec9c1f3ff58c24409273aa1853e37cc3,MATERIALIZED
F3BBG_N015_A0_Q001_R015:NULL:PRIMARY,F3BBG_N015_A0_Q001_R015,latent_flux.npy,300,15,954da6434af9757f99c4acc09bfa2b500d85765febf92625ff551d48a0069ba7,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,296,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,954da6434af9757f99c4acc09bfa2b500d85765febf92625ff551d48a0069ba7,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,ff82e25584019f56b000804f016aee5a38f7299f73deae6f2b23055cf578da11,MATERIALIZED
F3BBG_N015_A0_Q001_R015:POS:PRIMARY,F3BBG_N015_A0_Q001_R015,latent_flux.npy,315,15,ce490adfd2ea02d85011f79c32ad7374e4e82da3cc1f5408939fc8b460cf42be,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,311,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,ce490adfd2ea02d85011f79c32ad7374e4e82da3cc1f5408939fc8b460cf42be,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1d489344604f9c193df4cc4cc1b8f0ba34f9f49b14b3b429248c8836aaa6f2f0,MATERIALIZED
F3BBG_N015_A0_Q001_R016:NULL:PRIMARY,F3BBG_N015_A0_Q001_R016,latent_flux.npy,330,15,d9dfdef7a22a421c4d98da94f816dd42a26352957a6c11511b8175b9b44660a6,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,326,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,d9dfdef7a22a421c4d98da94f816dd42a26352957a6c11511b8175b9b44660a6,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,c945aae9ed69e8064e4e1adece04dc449c999a37916c61a8b31eacaf06a2702e,MATERIALIZED
F3BBG_N015_A0_Q001_R016:POS:PRIMARY,F3BBG_N015_A0_Q001_R016,latent_flux.npy,345,15,70533f9d499e46c53a83a6ffc13ab81b0e5db3372bc423d1cd491b8ff9af7d76,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,341,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,70533f9d499e46c53a83a6ffc13ab81b0e5db3372bc423d1cd491b8ff9af7d76,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,6a5d93a46b9ad014ed97686f8f9e680707b20179aea57a532dfc8e478cf61d3c,MATERIALIZED
F3BBG_N015_A0_Q001_R017:NULL:PRIMARY,F3BBG_N015_A0_Q001_R017,latent_flux.npy,360,15,6f1e07178cf9a4bf16c7a09c9f055d889a9e4219e06f2468dd8eee792d527051,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,356,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,6f1e07178cf9a4bf16c7a09c9f055d889a9e4219e06f2468dd8eee792d527051,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,330341933ea05ea10fb318b3ca38281b8bcc03c609283f8e569aaf8f02396f33,MATERIALIZED
F3BBG_N015_A0_Q001_R017:POS:PRIMARY,F3BBG_N015_A0_Q001_R017,latent_flux.npy,375,15,2deaf37ceb7bfd3258e0addc6eedd3dabe3f122bb8f1c635081ab9c3b7cd94ee,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,371,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,2deaf37ceb7bfd3258e0addc6eedd3dabe3f122bb8f1c635081ab9c3b7cd94ee,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,684645d766afb10dd44028947166a340905467ff7cc7fa1777181684d864538a,MATERIALIZED
F3BBG_N015_A0_Q001_R018:NULL:PRIMARY,F3BBG_N015_A0_Q001_R018,latent_flux.npy,390,15,8ed026a78c3da7e1390f1617068e0543474bcd6c3141a927255d99c309e8fa7e,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,386,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,8ed026a78c3da7e1390f1617068e0543474bcd6c3141a927255d99c309e8fa7e,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,ea66a9d8fdfcbd5d42ee04e3697c67207867103def86b832f967b94ec7f26527,MATERIALIZED
F3BBG_N015_A0_Q001_R018:POS:PRIMARY,F3BBG_N015_A0_Q001_R018,latent_flux.npy,405,15,a686344ae4e8f028b3d87c77cfeb272fdb68d81a1e78f9f2604854b4ef9b7d07,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,401,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,a686344ae4e8f028b3d87c77cfeb272fdb68d81a1e78f9f2604854b4ef9b7d07,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,5dcb80d20a89e393140b5619d26e38ce8891cf1cf7c8beab7f58412b3dc10182,MATERIALIZED
F3BBG_N015_A0_Q001_R020:NULL:PRIMARY,F3BBG_N015_A0_Q001_R020,latent_flux.npy,420,15,24745992f09ae304fa21bed8570c500f8c3e5892477c6b7c5e6e6271a91bcc1b,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,416,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,24745992f09ae304fa21bed8570c500f8c3e5892477c6b7c5e6e6271a91bcc1b,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,07d57afcea45563e490c2dfb337d9944adf3f7687bbf0ae4b7e24e5dbff985e1,MATERIALIZED
F3BBG_N015_A0_Q001_R020:POS:PRIMARY,F3BBG_N015_A0_Q001_R020,latent_flux.npy,435,15,0a71f89c199962f0b48ab7fd484fdfa2866e428c274555985f067414d231456b,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,431,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,0a71f89c199962f0b48ab7fd484fdfa2866e428c274555985f067414d231456b,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,6f128f3f0a9d696d4ccb3454b023de6a67b08a526b9de751f9efe264ddc7eaa8,MATERIALIZED
F3BBG_N015_A0_Q001_R021:NULL:PRIMARY,F3BBG_N015_A0_Q001_R021,latent_flux.npy,450,15,53fc54b51b9f3b96d40ab669b8c9414d968a8775f07c87c19c23d0435655542b,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,446,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,53fc54b51b9f3b96d40ab669b8c9414d968a8775f07c87c19c23d0435655542b,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1ae22ff432d0f39c9d1bd97373c166dd1ba6e37ac3acabf1db57846f352e68ce,MATERIALIZED
F3BBG_N015_A0_Q001_R021:POS:PRIMARY,F3BBG_N015_A0_Q001_R021,latent_flux.npy,465,15,ee1d7ea4930c37ad4bfdb72b5cf5bb848e2cb4171a0ef92774d2c47ad76c7e0c,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,461,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,ee1d7ea4930c37ad4bfdb72b5cf5bb848e2cb4171a0ef92774d2c47ad76c7e0c,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1de7ccb9dd7100780f9daa8c01404fd7e7928fa16aec69ab02e8055a54fba13b,MATERIALIZED
F3BBG_N015_A0_Q001_R022:NULL:PRIMARY,F3BBG_N015_A0_Q001_R022,latent_flux.npy,480,15,18902aeefc6a6bda16541d1935cc74d9bf5585b007608cfbece1884ba436ac93,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,476,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,18902aeefc6a6bda16541d1935cc74d9bf5585b007608cfbece1884ba436ac93,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,7bf612f8ccff93a7cf3f345c8ccfdd2dd5a26cbe2b395cec40d91d85a399a1a9,MATERIALIZED
F3BBG_N015_A0_Q001_R022:POS:PRIMARY,F3BBG_N015_A0_Q001_R022,latent_flux.npy,495,15,7a964f23f4bc645d5da3f788dc65fd4321c343d17cb7e2b9a9fb9f1530d02621,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,491,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,7a964f23f4bc645d5da3f788dc65fd4321c343d17cb7e2b9a9fb9f1530d02621,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,cb178d6d545cd1bee7ecd09494e454224554c72a86485d14ef8b5a2f089c3080,MATERIALIZED
F3BBG_N015_A0_Q001_R023:NULL:PRIMARY,F3BBG_N015_A0_Q001_R023,latent_flux.npy,510,15,de2f4fc5905cc8cf5e164cf006b3fa9aa52cfd46b3ee895f81b39f5c10ddcc24,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,506,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,de2f4fc5905cc8cf5e164cf006b3fa9aa52cfd46b3ee895f81b39f5c10ddcc24,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,f8f8319ec029c46c4f82192b9db92901a70acd4f6fa468226d5f26ca190d0f00,MATERIALIZED
F3BBG_N015_A0_Q001_R023:POS:PRIMARY,F3BBG_N015_A0_Q001_R023,latent_flux.npy,525,15,c4cddf2f7b74fb3d0050293349b0612d1dd213353adcdd030bc6a416874a3966,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,521,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,c4cddf2f7b74fb3d0050293349b0612d1dd213353adcdd030bc6a416874a3966,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,af6502e4762b7bfb33f394989ff43dadc1f0fef992f3be883da668d1d4736c6d,MATERIALIZED
F3BBG_N015_A0_Q001_R024:NULL:PRIMARY,F3BBG_N015_A0_Q001_R024,latent_flux.npy,540,15,d5c3b1834bd31ad792a6117fe3cbf1b9e8b12de925470dcb14fe69c0577de059,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,536,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,d5c3b1834bd31ad792a6117fe3cbf1b9e8b12de925470dcb14fe69c0577de059,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,a652828a5328ac200fbf4dbecd9747082d8838b8cd8980ebae08e48f88ff33dc,MATERIALIZED
F3BBG_N015_A0_Q001_R024:POS:PRIMARY,F3BBG_N015_A0_Q001_R024,latent_flux.npy,555,15,9a7ed9152f99730ae077add4044badd575f4b9126ae63616f47921e43e484478,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,551,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,9a7ed9152f99730ae077add4044badd575f4b9126ae63616f47921e43e484478,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,2e4d9eaa4010b9325884d84c28b39fc0f916fecf08813e9e93253f059dff78cf,MATERIALIZED
F3BBG_N015_A0_Q001_R026:NULL:PRIMARY,F3BBG_N015_A0_Q001_R026,latent_flux.npy,570,15,893dffb8fa7c9cdfa81e973102035de7053018a995443cd007faf1e3a53675fe,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,566,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,893dffb8fa7c9cdfa81e973102035de7053018a995443cd007faf1e3a53675fe,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,1484cd1fdf18f0d434be5b75ccf2c7c50fb4995faa65ea305007ce5c4b8d5ade,MATERIALIZED
F3BBG_N015_A0_Q001_R026:POS:PRIMARY,F3BBG_N015_A0_Q001_R026,latent_flux.npy,585,15,cdca8a0b24eb717cfa7ba14bc25ce6f6ec7d157fd42b890f35e162c0489dcdd2,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,581,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,cdca8a0b24eb717cfa7ba14bc25ce6f6ec7d157fd42b890f35e162c0489dcdd2,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,f12ced5f7b33e96b477e5f45a10958faa13f180d8a43df771c5ed88a0e500c2b,MATERIALIZED
F3BBG_N015_A0_Q001_R027:NULL:PRIMARY,F3BBG_N015_A0_Q001_R027,latent_flux.npy,600,15,75d460c7a963a4858e796af924b3ba717e699a7929d09b469ae91ec2f770975e,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,596,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,75d460c7a963a4858e796af924b3ba717e699a7929d09b469ae91ec2f770975e,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,9c80acc9f39b367f153e6bd6ad8fed3b6a9377fbfe87b244a31928f04004cf29,MATERIALIZED
F3BBG_N015_A0_Q001_R027:POS:PRIMARY,F3BBG_N015_A0_Q001_R027,latent_flux.npy,615,15,13361989464645dbdb22e9bacec0d5d3a6283e0fed3882173e33e78fd89d41b3,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,611,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,13361989464645dbdb22e9bacec0d5d3a6283e0fed3882173e33e78fd89d41b3,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,55ad8c19db41aee4598cde4b73c8d3f229a0c379f285d2e8072ffe7f19a6dde1,MATERIALIZED
F3BBG_N015_A0_Q001_R032:NULL:PRIMARY,F3BBG_N015_A0_Q001_R032,latent_flux.npy,630,15,4c2707bb39a31e0c4872d2ae20b90fc3f1755ab22e59a1f03af674571bfceb2b,retained_time_s.npy,retained_flux.npy,retained_native_index.npy,626,15,b2affa5abf9fde8b802c4229d7139db383cf6ebc48330de97baeb98d89966c6f,4c2707bb39a31e0c4872d2ae20b90fc3f1755ab22e59a1f03af674571bfceb2b,4107167d6f03f7cb8e829358a6fb9c09ff16b19adc550b79d4874e76e96849bb,2414b2c168925dd264d3a00982e6238d36da9036f3e3327bd8db170caafdb9fb,MATERIALIZED
