series_id,condition_id,parent_id,block_id,ground_truth,n_samples,duration_s,red_noise_alpha,period_s,qpp_fraction,data_seed,external_optimizer_seed,decision_status,bic_m0,bic_m1,bic_m2,delta_bic_0_1,delta_bic_2_1,joint_margin,margin_limiting_model,bic_winner,qpp_selected,estimated_period_s,period_population_label,signed_period_error_s,absolute_period_error_s,relative_signed_error,relative_absolute_error
NWS000673,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S32_P050,NWB_A2_S32,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,32,0,VALID,-85.35713951856702,-78.2266316778526,-80.2704521889525,-7.130507840714429,-2.0438205110999093,-17.13050784071443,M0,M0,False,57.43666833421238,formal_m1_center_not_selected,7.436668334212378,7.436668334212378,0.14873336668424755,0.14873336668424755
NWS000674,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S33_P050,NWB_A2_S33,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,33,0,VALID,-83.66281508379794,-77.83820188277541,-78.67920277943783,-5.8246132010225296,-0.8410008966624218,-15.82461320102253,M0,M0,False,44.952728818456244,formal_m1_center_not_selected,-5.047271181543756,5.047271181543756,-0.10094542363087512,0.10094542363087512
NWS000675,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S34_P050,NWB_A2_S34,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,34,0,VALID,-85.80562927977954,-78.38953330716775,-80.62159988291627,-7.416095972611785,-2.2320665757485187,-17.416095972611785,M0,M0,False,43.47953376756476,formal_m1_center_not_selected,-6.52046623243524,6.52046623243524,-0.1304093246487048,0.1304093246487048
NWS000676,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S35_P050,NWB_A2_S35,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,35,0,VALID,-80.83394323866706,-76.30723119947874,-75.90888757845529,-4.526712039188325,0.398343621023443,-14.526712039188325,M0,M0,False,53.86378027437077,formal_m1_center_not_selected,3.863780274370768,3.863780274370768,0.07727560548741536,0.07727560548741536
NWS000677,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S36_P050,NWB_A2_S36,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,36,0,VALID,-83.68082165177915,-78.52876805658589,-78.93469418221567,-5.152053595193266,-0.4059261256297759,-15.152053595193266,M0,M0,False,55.337198926605275,formal_m1_center_not_selected,5.337198926605275,5.337198926605275,0.1067439785321055,0.1067439785321055
NWS000678,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S37_P050,NWB_A2_S37,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,37,0,VALID,-85.12581472574489,-79.02494868430449,-80.12715830183362,-6.100866041440398,-1.1022096175291267,-16.100866041440398,M0,M0,False,43.86918778316106,formal_m1_center_not_selected,-6.13081221683894,6.13081221683894,-0.12261624433677881,0.12261624433677881
NWS000679,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S38_P050,NWB_A2_S38,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,38,0,VALID,-85.75580673492419,-78.74904066190747,-80.68045948467554,-7.0067660730167205,-1.931418822768066,-17.00676607301672,M0,M0,False,59.38366478932826,formal_m1_center_not_selected,9.383664789328257,9.383664789328257,0.18767329578656514,0.18767329578656514
NWS000680,NW017_QPP_N030_P050_A2_Q040,NWP_A2_S39_P050,NWB_A2_S39,STATIONARY_QPP_PRESENT,30,580.0,2.0,50.0,0.04,39,0,VALID,-85.17560510046944,-79.22654740379656,-80.39741157305157,-5.949057696672881,-1.1708641692550117,-15.949057696672881,M0,M0,False,56.7054269512228,formal_m1_center_not_selected,6.7054269512227975,6.7054269512227975,0.13410853902445596,0.13410853902445596
NWS000681,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S00_P080,NWB_A2_S00,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,0,0,VALID,-86.37497504063552,-78.7131509311655,-81.41751088558716,-7.661824109470018,-2.704359954421662,-17.661824109470018,M0,M0,False,63.62792127791017,formal_m1_center_not_selected,-16.37207872208983,16.37207872208983,-0.2046509840261229,0.2046509840261229
NWS000682,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S01_P080,NWB_A2_S01,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,1,0,VALID,-83.36024848100338,-75.8596817094094,-78.50275939592491,-7.500566771593981,-2.643077686515511,-17.50056677159398,M0,M0,False,57.712026118970684,formal_m1_center_not_selected,-22.287973881029316,22.287973881029316,-0.27859967351286646,0.27859967351286646
NWS000683,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S02_P080,NWB_A2_S02,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,2,0,VALID,-88.4729812211838,-80.98600128089744,-83.69398985443421,-7.486979940286361,-2.707988573536767,-17.48697994028636,M0,M0,False,55.25102266079471,formal_m1_center_not_selected,-24.74897733920529,24.74897733920529,-0.30936221674006614,0.30936221674006614
NWS000684,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S03_P080,NWB_A2_S03,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,3,0,VALID,-84.0500451658658,-77.80138695339173,-79.07601434014413,-6.248658212474069,-1.2746273867523996,-16.24865821247407,M0,M0,False,82.18298424901919,formal_m1_center_not_selected,2.182984249019185,2.182984249019185,0.027287303112739813,0.027287303112739813
NWS000685,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S04_P080,NWB_A2_S04,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,4,0,VALID,-81.93941293641015,-75.27493665197385,-77.15746348494619,-6.664476284436304,-1.8825268329723457,-16.664476284436304,M0,M0,False,71.59812543329097,formal_m1_center_not_selected,-8.401874566709026,8.401874566709026,-0.10502343208386282,0.10502343208386282
NWS000686,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S05_P080,NWB_A2_S05,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,5,0,VALID,-87.82175375297162,-81.31482419254749,-82.66534453671137,-6.506929560424126,-1.3505203441638827,-16.506929560424126,M0,M0,False,85.79121423599453,formal_m1_center_not_selected,5.791214235994531,5.791214235994531,0.07239017794993163,0.07239017794993163
NWS000687,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S06_P080,NWB_A2_S06,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,6,0,VALID,-81.64367899694327,-75.00395279245572,-76.87104740828588,-6.639726204487545,-1.8670946158301547,-16.639726204487545,M0,M0,False,71.9556241488536,formal_m1_center_not_selected,-8.044375851146398,8.044375851146398,-0.10055469813932998,0.10055469813932998
NWS000688,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S07_P080,NWB_A2_S07,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,7,0,VALID,-90.16397524612164,-83.21669654292994,-85.44893296944603,-6.947278703191699,-2.2322364265160957,-16.9472787031917,M0,M0,False,90.84253120358137,formal_m1_center_not_selected,10.842531203581373,10.842531203581373,0.13553164004476717,0.13553164004476717
NWS000689,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S08_P080,NWB_A2_S08,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,8,0,VALID,-85.1168091744148,-78.07166156704528,-80.6948045706769,-7.045147607369515,-2.6231430036316112,-17.045147607369515,M0,M0,False,93.17518567289926,formal_m1_center_not_selected,13.17518567289926,13.17518567289926,0.16468982091124076,0.16468982091124076
NWS000690,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S09_P080,NWB_A2_S09,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,9,0,VALID,-82.7622883643801,-76.52972231546529,-77.92012153110414,-6.232566048914805,-1.3903992156388512,-16.232566048914805,M0,M0,False,77.79450003723787,formal_m1_center_not_selected,-2.205499962762133,2.205499962762133,-0.02756874953452666,0.02756874953452666
NWS000691,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S10_P080,NWB_A2_S10,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,10,0,VALID,-80.09100154034286,-73.38202028358467,-75.35308301392008,-6.708981256758193,-1.9710627303354187,-16.708981256758193,M0,M0,False,67.60488438011451,formal_m1_center_not_selected,-12.395115619885487,12.395115619885487,-0.1549389452485686,0.1549389452485686
NWS000692,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S11_P080,NWB_A2_S11,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,11,0,VALID,-84.8726526358504,-77.42313350018921,-80.01519852140085,-7.449519135661191,-2.5920650212116385,-17.44951913566119,M0,M0,False,55.1968401008055,formal_m1_center_not_selected,-24.803159899194497,24.803159899194497,-0.3100394987399312,0.3100394987399312
NWS000693,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S12_P080,NWB_A2_S12,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,12,0,VALID,-80.87922278782445,-74.48766949966675,-76.21081993820557,-6.391553288157695,-1.7231504385388234,-16.391553288157695,M0,M0,False,71.20711645313848,formal_m1_center_not_selected,-8.792883546861518,8.792883546861518,-0.10991104433576897,0.10991104433576897
NWS000694,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S13_P080,NWB_A2_S13,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,13,0,VALID,-84.86460482869938,-78.63643519631188,-80.20887269360065,-6.228169632387505,-1.5724374972887745,-16.228169632387505,M0,M0,False,76.2894872773489,formal_m1_center_not_selected,-3.710512722651103,3.710512722651103,-0.04638140903313879,0.04638140903313879
NWS000695,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S14_P080,NWB_A2_S14,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,14,0,VALID,-88.16367845171995,-81.27056148161975,-83.71842372685697,-6.893116970100195,-2.447862245237218,-16.893116970100195,M0,M0,False,92.46190891780564,formal_m1_center_not_selected,12.461908917805644,12.461908917805644,0.15577386147257055,0.15577386147257055
NWS000696,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S15_P080,NWB_A2_S15,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,15,0,VALID,-81.20244951804077,-74.3994928691129,-76.10560648694069,-6.802956648927861,-1.706113617827782,-16.80295664892786,M0,M0,False,82.46016920692938,formal_m1_center_not_selected,2.460169206929379,2.460169206929379,0.030752115086617238,0.030752115086617238
NWS000697,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S16_P080,NWB_A2_S16,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,16,0,VALID,-82.50279540549805,-76.52670851936071,-77.8149372744849,-5.976086886137338,-1.2882287551241944,-15.976086886137338,M0,M0,False,74.91709190801473,formal_m1_center_not_selected,-5.082908091985274,5.082908091985274,-0.06353635114981593,0.06353635114981593
NWS000698,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S17_P080,NWB_A2_S17,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,17,0,VALID,-82.39735734937207,-76.19219788974365,-77.54134819570582,-6.205159459628419,-1.3491503059621692,-16.20515945962842,M0,M0,False,72.33333501705991,formal_m1_center_not_selected,-7.666664982940091,7.666664982940091,-0.09583331228675114,0.09583331228675114
NWS000699,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S18_P080,NWB_A2_S18,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,18,0,VALID,-82.8848872533471,-75.9571046555072,-77.71153648330261,-6.927782597839908,-1.7544318277954147,-16.927782597839908,M0,M0,False,80.54108428759633,formal_m1_center_not_selected,0.541084287596334,0.541084287596334,0.006763553594954175,0.006763553594954175
NWS000700,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S19_P080,NWB_A2_S19,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,19,0,VALID,-82.48747560064214,-75.71574255932363,-77.72186800283055,-6.771733041318512,-2.0061254435069173,-16.771733041318512,M0,M0,False,72.56908119583004,formal_m1_center_not_selected,-7.430918804169963,7.430918804169963,-0.09288648505212453,0.09288648505212453
NWS000701,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S20_P080,NWB_A2_S20,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,20,0,VALID,-85.53597107327434,-78.10897279420774,-80.68984122920915,-7.426998279066595,-2.580868435001406,-17.426998279066595,M0,M0,False,65.54170178421549,formal_m1_center_not_selected,-14.45829821578451,14.45829821578451,-0.18072872769730636,0.18072872769730636
NWS000702,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S21_P080,NWB_A2_S21,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,21,0,VALID,-86.24258663949158,-79.49057186166614,-81.59835845470191,-6.752014777825437,-2.107786593035769,-16.752014777825437,M0,M0,False,88.62959079845618,formal_m1_center_not_selected,8.629590798456178,8.629590798456178,0.10786988498070223,0.10786988498070223
NWS000703,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S22_P080,NWB_A2_S22,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,22,0,VALID,-86.77241355282955,-80.14540142923144,-82.13961109245703,-6.6270121235981065,-1.9942096632255897,-16.627012123598107,M0,M0,False,88.33405310955473,formal_m1_center_not_selected,8.33405310955473,8.33405310955473,0.10417566386943414,0.10417566386943414
NWS000704,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S23_P080,NWB_A2_S23,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,23,0,VALID,-81.34800482648679,-75.05827241309461,-76.59878098485983,-6.289732413392173,-1.5405085717652156,-16.289732413392173,M0,M0,False,69.98728504818669,formal_m1_center_not_selected,-10.012714951813308,10.012714951813308,-0.12515893689766636,0.12515893689766636
NWS000705,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S24_P080,NWB_A2_S24,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,24,0,VALID,-83.19005386191057,-76.66567404426736,-78.12848826382927,-6.524379817643208,-1.4628142195619063,-16.524379817643208,M0,M0,False,80.98296713191964,formal_m1_center_not_selected,0.9829671319196365,0.9829671319196365,0.012287089148995456,0.012287089148995456
NWS000706,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S25_P080,NWB_A2_S25,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,25,0,VALID,-82.92081070818517,-76.55527679497351,-78.20194136092299,-6.365533913211664,-1.6466645659494787,-16.365533913211664,M0,M0,False,74.65765358460771,formal_m1_center_not_selected,-5.342346415392285,5.342346415392285,-0.06677933019240356,0.06677933019240356
NWS000707,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S26_P080,NWB_A2_S26,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,26,0,VALID,-85.61268061677185,-78.44619767743302,-80.78867564145824,-7.1664829393388345,-2.342477964025221,-17.166482939338835,M0,M0,False,62.59573457160324,formal_m1_center_not_selected,-17.404265428396762,17.404265428396762,-0.21755331785495952,0.21755331785495952
NWS000708,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S27_P080,NWB_A2_S27,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,27,0,VALID,-85.90361234265735,-78.99315462185606,-81.14534304424457,-6.91045772080129,-2.1521884223885053,-16.91045772080129,M0,M0,False,69.4254108871292,formal_m1_center_not_selected,-10.574589112870797,10.574589112870797,-0.13218236391088495,0.13218236391088495
NWS000709,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S28_P080,NWB_A2_S28,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,28,0,VALID,-84.66575158507321,-77.98587853139801,-79.7362470046039,-6.679873053675195,-1.7503684732058815,-16.679873053675195,M0,M0,False,79.54219855890136,formal_m1_center_not_selected,-0.4578014410986384,0.4578014410986384,-0.00572251801373298,0.00572251801373298
NWS000710,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S29_P080,NWB_A2_S29,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,29,0,VALID,-88.36005182460778,-82.02096519811779,-83.76371291490271,-6.339086626489987,-1.742747716784919,-16.339086626489987,M0,M0,False,85.64465543502307,formal_m1_center_not_selected,5.644655435023068,5.644655435023068,0.07055819293778835,0.07055819293778835
NWS000711,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S30_P080,NWB_A2_S30,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,30,0,VALID,-83.92296074815637,-77.42522582595805,-78.77675562457141,-6.497734922198319,-1.351529798613356,-16.49773492219832,M0,M0,False,80.39699333558606,formal_m1_center_not_selected,0.3969933355860604,0.3969933355860604,0.004962416694825755,0.004962416694825755
NWS000712,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S31_P080,NWB_A2_S31,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,31,0,VALID,-87.72130775560606,-80.7546396012255,-83.28683939007503,-6.966668154380557,-2.5321997888495247,-16.966668154380557,M0,M0,False,92.41515138438032,formal_m1_center_not_selected,12.415151384380323,12.415151384380323,0.15518939230475404,0.15518939230475404
NWS000713,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S32_P080,NWB_A2_S32,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,32,0,VALID,-87.07255143707555,-80.01181758607206,-82.12169210888986,-7.060733851003491,-2.1098745228178046,-17.06073385100349,M0,M0,False,92.9951564052417,formal_m1_center_not_selected,12.995156405241701,12.995156405241701,0.16243945506552127,0.16243945506552127
NWS000714,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S33_P080,NWB_A2_S33,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,33,0,VALID,-85.11330811484052,-77.54656153111203,-80.25110999863476,-7.566746583728488,-2.704548467522727,-17.566746583728488,M0,M0,False,54.8144889642531,formal_m1_center_not_selected,-25.1855110357469,25.1855110357469,-0.3148188879468362,0.3148188879468362
NWS000715,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S34_P080,NWB_A2_S34,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,34,0,VALID,-87.95697876878842,-80.40582143354929,-83.1227670572009,-7.551157335239125,-2.716945623651611,-17.551157335239125,M0,M0,False,50.299656301231124,formal_m1_center_not_selected,-29.700343698768876,29.700343698768876,-0.3712542962346109,0.3712542962346109
NWS000716,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S35_P080,NWB_A2_S35,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,35,0,VALID,-83.90818194122903,-77.12121420239454,-78.8423899529169,-6.786967738834491,-1.721175750522363,-16.78696773883449,M0,M0,False,81.22216498305998,formal_m1_center_not_selected,1.222164983059983,1.222164983059983,0.015277062288249788,0.015277062288249788
NWS000717,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S36_P080,NWB_A2_S36,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,36,0,VALID,-86.57735549750765,-79.56224875083429,-81.98686867684305,-7.015106746673368,-2.4246199260087593,-17.015106746673368,M0,M0,False,86.44487472286947,formal_m1_center_not_selected,6.444874722869471,6.444874722869471,0.08056093403586839,0.08056093403586839
NWS000718,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S37_P080,NWB_A2_S37,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,37,0,VALID,-85.76458678190976,-78.26680141631063,-80.88733545255899,-7.497785365599128,-2.6205340362483582,-17.49778536559913,M0,M0,False,50.11786059712984,formal_m1_center_not_selected,-29.88213940287016,29.88213940287016,-0.373526742535877,0.373526742535877
NWS000719,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S38_P080,NWB_A2_S38,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,38,0,VALID,-87.6619628092396,-80.36835876138657,-83.00188711818201,-7.293604047853023,-2.6335283567954377,-17.293604047853023,M0,M0,False,93.60989553077326,formal_m1_center_not_selected,13.609895530773258,13.609895530773258,0.17012369413466571,0.17012369413466571
NWS000720,NW018_QPP_N030_P080_A2_Q040,NWP_A2_S39_P080,NWB_A2_S39,STATIONARY_QPP_PRESENT,30,580.0,2.0,80.0,0.04,39,0,VALID,-87.55809066990864,-80.78528773292531,-83.07307789688784,-6.772802936983325,-2.2877901639625264,-16.772802936983325,M0,M0,False,91.36833785326114,formal_m1_center_not_selected,11.368337853261139,11.368337853261139,0.14210422316576424,0.14210422316576424
NWS000721,NW019_NULL_N045_A0,NWP_A0_S00_NULL,NWB_A0_S00,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,0,0,VALID,-157.70613648264703,-151.35381326257044,-152.42901643159456,-6.352323220076585,-1.075203169024121,-16.352323220076585,M0,M0,False,89.85984588268029,,,,,
NWS000722,NW019_NULL_N045_A0,NWP_A0_S01_NULL,NWB_A0_S01,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,1,0,VALID,-164.73068439564128,-158.08403465378092,-158.83783243243005,-6.646649741860358,-0.7537977786491297,-16.646649741860358,M0,M0,False,67.45133371689656,,,,,
NWS000723,NW019_NULL_N045_A0,NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,2,0,VALID,-168.57357262649586,-161.09041660508453,-163.39262845435542,-7.483156021411332,-2.30221184927089,-17.483156021411332,M0,M0,False,45.19581998539745,,,,,
NWS000724,NW019_NULL_N045_A0,NWP_A0_S03_NULL,NWB_A0_S03,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,3,0,VALID,-159.17599502633954,-155.7441932426807,-154.25927408616838,-3.431801783658841,1.4849191565123192,-13.431801783658841,M0,M0,False,45.452629022021114,,,,,
NWS000725,NW019_NULL_N045_A0,NWP_A0_S04_NULL,NWB_A0_S04,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,4,0,VALID,-144.00972203283396,-137.29248389280806,-138.06697095893117,-6.7172381400258985,-0.7744870661231005,-16.7172381400259,M0,M0,False,68.00531522142279,,,,,
NWS000726,NW019_NULL_N045_A0,NWP_A0_S05_NULL,NWB_A0_S05,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,5,0,VALID,-169.74122907254744,-165.06754158932057,-165.98135210623667,-4.673687483226871,-0.9138105169161008,-14.673687483226871,M0,M0,False,123.22673838705461,,,,,
NWS000727,NW019_NULL_N045_A0,NWP_A0_S06_NULL,NWB_A0_S06,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,6,0,VALID,-155.82055081781928,-148.99579829222108,-151.41419791678516,-6.8247525255982,-2.418399624564074,-16.8247525255982,M0,M0,False,44.23679142060227,,,,,
NWS000728,NW019_NULL_N045_A0,NWP_A0_S07_NULL,NWB_A0_S07,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,7,0,VALID,-168.71864316567547,-161.6391151572156,-162.8341139144581,-7.079528008459874,-1.1949987572425016,-17.079528008459874,M0,M0,False,52.42342738068896,,,,,
NWS000729,NW019_NULL_N045_A0,NWP_A0_S08_NULL,NWB_A0_S08,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,8,0,VALID,-164.0546061607825,-161.900899808548,-159.5504492424172,-2.153706352234508,2.350450566130803,-12.153706352234508,M0,M0,False,76.03023061025664,,,,,
NWS000730,NW019_NULL_N045_A0,NWP_A0_S09_NULL,NWB_A0_S09,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,9,0,VALID,-156.74653074254593,-151.68648082805686,-151.6478712792691,-5.0600499144890705,0.03860954878774692,-15.06004991448907,M0,M0,False,64.83533344104885,,,,,
NWS000731,NW019_NULL_N045_A0,NWP_A0_S10_NULL,NWB_A0_S10,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,10,0,VALID,-152.9661803302891,-145.8675897668988,-147.53107707607882,-7.098590563390303,-1.6634873091800273,-17.098590563390303,M0,M0,False,75.00266673859076,,,,,
NWS000732,NW019_NULL_N045_A0,NWP_A0_S11_NULL,NWB_A0_S11,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,11,0,VALID,-158.05274296072457,-151.5691908752125,-152.35260875024318,-6.483552085512059,-0.7834178750306648,-16.48355208551206,M0,M0,False,76.89604900557606,,,,,
NWS000733,NW019_NULL_N045_A0,NWP_A0_S12_NULL,NWB_A0_S12,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,12,0,VALID,-144.0596484624407,-137.13410737118653,-138.0128330848354,-6.925541091254161,-0.878725713648862,-16.92554109125416,M0,M0,False,45.21225167993535,,,,,
NWS000734,NW019_NULL_N045_A0,NWP_A0_S13_NULL,NWB_A0_S13,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,13,0,VALID,-140.67961169402082,-135.62685699923054,-135.71211949078383,-5.052754694790281,-0.08526249155329424,-15.05275469479028,M0,M0,False,57.909328022789296,,,,,
NWS000735,NW019_NULL_N045_A0,NWP_A0_S14_NULL,NWB_A0_S14,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,14,0,VALID,-164.49898365401413,-157.99355022893167,-158.65453797775228,-6.505433425082458,-0.6609877488206166,-16.505433425082458,M0,M0,False,46.99369038455739,,,,,
NWS000736,NW019_NULL_N045_A0,NWP_A0_S15_NULL,NWB_A0_S15,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,15,0,VALID,-152.00333410210126,-145.13429008536815,-146.1954187829582,-6.869044016733113,-1.0611286975900498,-16.869044016733113,M0,M0,False,49.308481589230404,,,,,
NWS000737,NW019_NULL_N045_A0,NWP_A0_S16_NULL,NWB_A0_S16,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,16,0,VALID,-163.62223416850821,-154.8571181943385,-157.7593045312937,-8.765115974169703,-2.9021863369551966,-18.765115974169703,M0,M0,False,62.653030837152265,,,,,
NWS000738,NW019_NULL_N045_A0,NWP_A0_S17_NULL,NWB_A0_S17,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,17,0,VALID,-167.36306657223943,-159.29062559811712,-162.2065972415661,-8.072440974122316,-2.9159716434489837,-18.072440974122316,M0,M0,False,57.392276473456945,,,,,
NWS000739,NW019_NULL_N045_A0,NWP_A0_S18_NULL,NWB_A0_S18,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,18,0,VALID,-157.49857357225684,-150.3621466783392,-151.85995097328782,-7.136426893917644,-1.4978042949486223,-17.136426893917644,M0,M0,False,78.41419773137342,,,,,
NWS000740,NW019_NULL_N045_A0,NWP_A0_S19_NULL,NWB_A0_S19,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,19,0,VALID,-158.0537043191491,-151.34300139400182,-152.22460632856377,-6.710702925147274,-0.881604934561949,-16.710702925147274,M0,M0,False,40.0,,,,,
NWS000741,NW019_NULL_N045_A0,NWP_A0_S20_NULL,NWB_A0_S20,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,20,0,VALID,-176.78021006995456,-169.63371062239366,-171.10540649164017,-7.146499447560899,-1.4716958692465028,-17.1464994475609,M0,M0,False,110.40003392366468,,,,,
NWS000742,NW019_NULL_N045_A0,NWP_A0_S21_NULL,NWB_A0_S21,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,21,0,VALID,-146.92708196199493,-139.83693805284645,-142.13361635789022,-7.09014390914848,-2.29667830504377,-17.09014390914848,M0,M0,False,71.60416790385183,,,,,
NWS000743,NW019_NULL_N045_A0,NWP_A0_S22_NULL,NWB_A0_S22,NULL_FLARE_RED_NOISE,45,880.0,0.0,,,22,0,VALID,-143.07520922759804,-136.36257116156355,-137.57997014756847,-6.712638066034486,-1.2173989860049232,-16.712638066034486,M0,M0,False,43.28422683746756,,,,,
