parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,transition,n_from,n_to,delta_bic_0_1_from,delta_bic_0_1_to,delta_bic_2_1_from,delta_bic_2_1_to,joint_margin_from,joint_margin_to,paired_change_delta_bic_0_1,paired_change_delta_bic_2_1,paired_change_joint_margin,support_hypothesis_contrast,support_contrast_sign,cross_m0_up,cross_m0_down,cross_m2_up,cross_m2_down,qpp_selected_from,qpp_selected_to,joint_selection_up,joint_selection_down
NWP_A0_S01_P050,NWB_A0_S01,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,1,30_to_45,30,45,-5.0685313742897335,-6.1250529309118065,-0.6447545678584703,-0.5393923504991278,-15.068531374289734,-16.125052930911806,-1.056521556622073,0.10536221735934248,-1.056521556622073,-1.1618837739814154,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P050,NWB_A0_S01,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,1,45_to_60,45,60,-6.1250529309118065,-6.573746237302856,-0.5393923504991278,-0.9593349024147244,-16.125052930911806,-16.573746237302856,-0.4486933063910499,-0.4199425519155966,-0.4486933063910499,-0.028750754475453277,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P050,NWB_A0_S01,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,1,60_to_90,60,90,-6.573746237302856,-6.600748202955032,-0.9593349024147244,0.22591546197932644,-16.573746237302856,-16.60074820295503,-0.027001965652175386,1.1852503643940508,-0.027001965652175386,-1.2122523300462262,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P050,NWB_A0_S01,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,1,90_to_120,90,120,-6.600748202955032,-5.7649979203311545,0.22591546197932644,2.359676818025889,-16.60074820295503,-15.764997920331155,0.8357502826238772,2.1337613560465627,0.8357502826238772,-1.2980110734226855,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,1,15_to_30,15,30,-5.3545671251548725,-6.724736694223566,-1.791752890780626,-1.6774132956941088,-15.354567125154873,-16.724736694223566,-1.3701695690686932,0.11433959508651714,-1.3701695690686932,-1.4845091641552104,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,1,30_to_45,30,45,-6.724736694223566,-7.452306461249719,-1.6774132956941088,-2.131455413373118,-16.724736694223566,-17.45230646124972,-0.7275697670261536,-0.45404211767900904,-0.7275697670261536,-0.2735276493471446,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,1,45_to_60,45,60,-7.452306461249719,-6.626900932876936,-2.131455413373118,-0.8239488461676956,-17.45230646124972,-16.626900932876936,0.8254055283727837,1.3075065672054222,0.8254055283727837,-0.48210103883263855,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,1,60_to_90,60,90,-6.626900932876936,-6.613729000268478,-0.8239488461676956,0.20128442261378154,-16.626900932876936,-16.613729000268478,0.013171932608457837,1.0252332687814771,0.013171932608457837,-1.0120613361730193,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,1,90_to_120,90,120,-6.613729000268478,-5.772185097614965,0.20128442261378154,2.3525722883557023,-16.613729000268478,-15.772185097614965,0.8415439026535125,2.1512878657419208,0.8415439026535125,-1.3097439630884082,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,,,0.0,2,15_to_30,15,30,-5.587888471289755,-4.970435145896204,-1.9588987795165336,0.23467247916553902,-15.587888471289755,-14.970435145896204,0.6174533253935515,2.1935712586820726,0.6174533253935515,,,False,False,False,False,False,False,False,False
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,,,0.0,2,30_to_45,30,45,-4.970435145896204,-7.483156021411332,0.23467247916553902,-2.30221184927089,-14.970435145896204,-17.483156021411332,-2.5127208755151287,-2.536884328436429,-2.5127208755151287,,,False,False,False,False,False,False,False,False
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,,,0.0,2,45_to_60,45,60,-7.483156021411332,1.8444149722410543,-2.30221184927089,7.699320965452387,-17.483156021411332,-8.155585027758946,9.327570993652387,10.001532814723276,9.327570993652387,,,False,False,False,False,False,False,False,False
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,,,0.0,2,60_to_90,60,90,1.8444149722410543,-8.227797945703173,7.699320965452387,-0.7070330796017288,-8.155585027758946,-18.227797945703173,-10.072212917944228,-8.406354045054115,-10.072212917944228,,,False,False,False,False,False,False,False,False
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,,,0.0,2,90_to_120,90,120,-8.227797945703173,-4.988304242971765,-0.7070330796017288,3.1664749499825575,-18.227797945703173,-14.988304242971765,3.2394937027314086,3.8735080295842863,3.2394937027314086,,,False,False,False,False,False,False,False,False
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,2,15_to_30,15,30,-5.450969954211905,-3.1566524333554042,-1.6067894763100616,1.8991353397152295,-15.450969954211905,-13.156652433355404,2.2943175208565005,3.505924816025291,2.2943175208565005,-1.2116072951687906,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,2,30_to_45,30,45,-3.1566524333554042,-7.213197094209363,1.8991353397152295,-2.220119983821462,-13.156652433355404,-17.213197094209363,-4.056544660853959,-4.1192553235366915,-4.056544660853959,0.06271066268273273,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,2,45_to_60,45,60,-7.213197094209363,0.595960467506444,-2.220119983821462,6.478015529810932,-17.213197094209363,-9.404039532493556,7.809157561715807,8.698135513632394,7.809157561715807,-0.888977951916587,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,2,60_to_90,60,90,0.595960467506444,-8.24012053310571,6.478015529810932,-0.8368613211000024,-9.404039532493556,-18.24012053310571,-8.836081000612154,-7.3148768509109345,-8.836081000612154,-1.5212041497012194,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,2,90_to_120,90,120,-8.24012053310571,-5.02506662364317,-0.8368613211000024,3.1296619215854093,-18.24012053310571,-15.02506662364317,3.21505390946254,3.966523242685412,3.21505390946254,-0.7514693332228717,NEGATIVE,False,False,False,False,False,False,False,False
