parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,transition,n_from,n_to,delta_bic_0_1_from,delta_bic_0_1_to,delta_bic_2_1_from,delta_bic_2_1_to,joint_margin_from,joint_margin_to,paired_change_delta_bic_0_1,paired_change_delta_bic_2_1,paired_change_joint_margin,support_hypothesis_contrast,support_contrast_sign,cross_m0_up,cross_m0_down,cross_m2_up,cross_m2_down,qpp_selected_from,qpp_selected_to,joint_selection_up,joint_selection_down
NWP_A0_S29_P080,NWB_A0_S29,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,29,30_to_45,30,45,-6.251244530171164,-2.789622876489261,-1.8301734693456382,1.4544428544157313,-16.251244530171164,-12.789622876489261,3.4616216536819024,3.2846163237613695,3.4616216536819024,0.17700532992053297,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S29_P080,NWB_A0_S29,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,29,45_to_60,45,60,-2.789622876489261,-4.623881935419803,1.4544428544157313,1.5259218430676071,-12.789622876489261,-14.623881935419803,-1.8342590589305416,0.07147898865187585,-1.8342590589305416,-1.9057380475824175,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S29_P080,NWB_A0_S29,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,29,60_to_90,60,90,-4.623881935419803,-8.480266879284528,1.5259218430676071,-0.937676367762748,-14.623881935419803,-18.480266879284528,-3.8563849438647253,-2.463598210830355,-3.8563849438647253,-1.3927867330343702,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S29_P080,NWB_A0_S29,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,29,90_to_120,90,120,-8.480266879284528,-9.751528413033896,-0.937676367762748,-1.6058266748410688,-18.480266879284528,-19.751528413033896,-1.2712615337493673,-0.6681503070783208,-1.2712615337493673,-0.6031112266710466,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_NULL,NWB_A0_S30,NULL_FLARE_RED_NOISE,,,0.0,30,15_to_30,15,30,-5.549277688449715,-6.444919961223292,-1.828905514662071,-1.7476531037617065,-15.549277688449715,-16.44491996122329,-0.8956422727735767,0.0812524109003645,-0.8956422727735767,,,False,False,False,False,False,False,False,False
NWP_A0_S30_NULL,NWB_A0_S30,NULL_FLARE_RED_NOISE,,,0.0,30,30_to_45,30,45,-6.444919961223292,-7.905692541558437,-1.7476531037617065,-2.157739635744832,-16.44491996122329,-17.905692541558437,-1.4607725803351457,-0.4100865319831257,-1.4607725803351457,,,False,False,False,False,False,False,False,False
NWP_A0_S30_NULL,NWB_A0_S30,NULL_FLARE_RED_NOISE,,,0.0,30,45_to_60,45,60,-7.905692541558437,-7.701482796387552,-2.157739635744832,-1.067925264434507,-17.905692541558437,-17.701482796387552,0.20420974517088553,1.0898143713103252,0.20420974517088553,,,False,False,False,False,False,False,False,False
NWP_A0_S30_NULL,NWB_A0_S30,NULL_FLARE_RED_NOISE,,,0.0,30,60_to_90,60,90,-7.701482796387552,-8.656167468636227,-1.067925264434507,-1.2313078004074214,-17.701482796387552,-18.656167468636227,-0.9546846722486748,-0.1633825359729144,-0.9546846722486748,,,False,False,False,False,False,False,False,False
NWP_A0_S30_NULL,NWB_A0_S30,NULL_FLARE_RED_NOISE,,,0.0,30,90_to_120,90,120,-8.656167468636227,-8.819361334972143,-1.2313078004074214,-0.6732817586571969,-18.656167468636227,-18.819361334972143,-0.16319386633591648,0.5580260417502245,-0.16319386633591648,,,False,False,False,False,False,False,False,False
NWP_A0_S30_P050,NWB_A0_S30,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,30,15_to_30,15,30,-5.360144461763651,-5.942036599056394,-1.9434693735293562,-0.8719045614957537,-15.360144461763651,-15.942036599056394,-0.5818921372927424,1.0715648120336025,-0.5818921372927424,-1.653456949326345,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P050,NWB_A0_S30,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,30,30_to_45,30,45,-5.942036599056394,-8.534137868641011,-0.8719045614957537,-2.655185000539376,-15.942036599056394,-18.53413786864101,-2.5921012695846173,-1.7832804390436223,-2.5921012695846173,-0.808820830540995,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P050,NWB_A0_S30,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,30,45_to_60,45,60,-8.534137868641011,-7.757350559975208,-2.655185000539376,-1.1495907581734457,-18.53413786864101,-17.757350559975208,0.7767873086658028,1.5055942423659303,0.7767873086658028,-0.7288069337001275,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P050,NWB_A0_S30,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,30,60_to_90,60,90,-7.757350559975208,-8.6811331857175,-1.1495907581734457,-1.2472714289344822,-17.757350559975208,-18.6811331857175,-0.923782625742291,-0.09768067076103648,-0.923782625742291,-0.8261019549812545,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P050,NWB_A0_S30,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,30,90_to_120,90,120,-8.6811331857175,-8.821527005003702,-1.2472714289344822,-0.669112791051532,-18.6811331857175,-18.821527005003702,-0.14039381928620287,0.5781586378829502,-0.14039381928620287,-0.7185524571691531,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P080,NWB_A0_S30,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,30,15_to_30,15,30,-5.554507374142938,-5.165076687182932,-1.6919864845288375,-0.9214202503552116,-15.554507374142938,-15.165076687182932,0.38943068696000616,0.7705662341736259,0.38943068696000616,-0.38113554721361975,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P080,NWB_A0_S30,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,30,30_to_45,30,45,-5.165076687182932,-6.753978761780871,-0.9214202503552116,-1.4043700664027199,-15.165076687182932,-16.75397876178087,-1.5889020745979394,-0.4829498160475083,-1.5889020745979394,-1.105952258550431,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P080,NWB_A0_S30,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,30,45_to_60,45,60,-6.753978761780871,-8.16045303197356,-1.4043700664027199,-1.7729154802299831,-16.75397876178087,-18.16045303197356,-1.406474270192689,-0.36854541382726325,-1.406474270192689,-1.0379288563654256,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P080,NWB_A0_S30,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,30,60_to_90,60,90,-8.16045303197356,-8.72131846583926,-1.7729154802299831,-1.2919817532547881,-18.16045303197356,-18.72131846583926,-0.5608654338657004,0.480933726975195,-0.5608654338657004,-1.0417991608408954,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S30_P080,NWB_A0_S30,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,30,90_to_120,90,120,-8.72131846583926,-8.84019314507708,-1.2919817532547881,-0.6877337404989134,-18.72131846583926,-18.84019314507708,-0.11887467923781969,0.6042480127558747,-0.11887467923781969,-0.7231226919936944,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_NULL,NWB_A0_S31,NULL_FLARE_RED_NOISE,,,0.0,31,15_to_30,15,30,-5.552608524434692,-6.940113293007357,-1.9110514569359358,-2.2126035222539855,-15.552608524434692,-16.940113293007357,-1.387504768572665,-0.3015520653180497,-1.387504768572665,,,False,False,False,False,False,False,False,False
NWP_A0_S31_NULL,NWB_A0_S31,NULL_FLARE_RED_NOISE,,,0.0,31,30_to_45,30,45,-6.940113293007357,-3.051936923372665,-2.2126035222539855,2.9428311449080695,-16.940113293007357,-13.051936923372665,3.8881763696346923,5.155434667162055,3.8881763696346923,,,False,False,False,False,False,False,False,False
NWP_A0_S31_NULL,NWB_A0_S31,NULL_FLARE_RED_NOISE,,,0.0,31,45_to_60,45,60,-3.051936923372665,-1.4416976121752896,2.9428311449080695,4.332042312449403,-13.051936923372665,-11.44169761217529,1.6102393111973754,1.3892111675413332,1.6102393111973754,,,False,False,False,False,False,False,False,False
NWP_A0_S31_NULL,NWB_A0_S31,NULL_FLARE_RED_NOISE,,,0.0,31,60_to_90,60,90,-1.4416976121752896,-4.474756123654828,4.332042312449403,2.6358240980561334,-11.44169761217529,-14.474756123654828,-3.0330585114795383,-1.6962182143932694,-3.0330585114795383,,,False,False,False,False,False,False,False,False
NWP_A0_S31_NULL,NWB_A0_S31,NULL_FLARE_RED_NOISE,,,0.0,31,90_to_120,90,120,-4.474756123654828,-4.991610112605201,2.6358240980561334,3.1017752436540036,-14.474756123654828,-14.991610112605201,-0.5168539889503734,0.4659511455978702,-0.5168539889503734,,,False,False,False,False,False,False,False,False
NWP_A0_S31_P050,NWB_A0_S31,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,31,15_to_30,15,30,-5.557834140917555,-6.687694816797958,-1.9422641612050837,-1.8071466870419357,-15.557834140917555,-16.687694816797958,-1.129860675880403,0.135117474163148,-1.129860675880403,-1.264978150043551,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P050,NWB_A0_S31,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,31,30_to_45,30,45,-6.687694816797958,-3.3086620443561117,-1.8071466870419357,2.719014557942984,-16.687694816797958,-13.308662044356112,3.379032772441846,4.52616124498492,3.379032772441846,-1.1471284725430735,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P050,NWB_A0_S31,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,31,45_to_60,45,60,-3.3086620443561117,-1.7046112978366637,2.719014557942984,4.074841984405026,-13.308662044356112,-11.704611297836664,1.604050746519448,1.3558274264620422,1.604050746519448,0.24822332005740577,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P050,NWB_A0_S31,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,31,60_to_90,60,90,-1.7046112978366637,-4.459224067222834,4.074841984405026,2.6489861684802634,-11.704611297836664,-14.459224067222834,-2.7546127693861706,-1.4258558159247627,-2.7546127693861706,-1.3287569534614079,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P050,NWB_A0_S31,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,31,90_to_120,90,120,-4.459224067222834,-4.9864640208544415,2.6489861684802634,3.106333034311774,-14.459224067222834,-14.986464020854442,-0.5272399536316072,0.45734686583151074,-0.5272399536316072,-0.984586819463118,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P080,NWB_A0_S31,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,31,15_to_30,15,30,-4.965132559150961,-6.113940716464043,-1.6291663275954678,-2.003174863640254,-14.96513255915096,-16.113940716464043,-1.1488081573130824,-0.37400853604478623,-1.1488081573130824,-0.7747996212682962,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P080,NWB_A0_S31,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,31,30_to_45,30,45,-6.113940716464043,-2.662518972510213,-2.003174863640254,3.134918904688675,-16.113940716464043,-12.662518972510213,3.45142174395383,5.138093768328929,3.45142174395383,-1.686672024375099,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P080,NWB_A0_S31,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,31,45_to_60,45,60,-2.662518972510213,-1.5439669922892563,3.134918904688675,4.250960876043479,-12.662518972510213,-11.543966992289256,1.118551980220957,1.1160419713548038,1.118551980220957,0.002510008866153157,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P080,NWB_A0_S31,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,31,60_to_90,60,90,-1.5439669922892563,-4.524512838503057,4.250960876043479,2.583906274789996,-11.543966992289256,-14.524512838503057,-2.9805458462138006,-1.6670546012534828,-2.9805458462138006,-1.3134912449603178,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S31_P080,NWB_A0_S31,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,31,90_to_120,90,120,-4.524512838503057,-4.997572654712371,2.583906274789996,3.143080067787139,-14.524512838503057,-14.997572654712371,-0.4730598162093145,0.559173792997143,-0.4730598162093145,-1.0322336092064575,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_NULL,NWB_A0_S32,NULL_FLARE_RED_NOISE,,,0.0,32,15_to_30,15,30,-5.53063992857537,-4.9839419676061,-1.964650524398862,-0.00014609745733196178,-15.53063992857537,-14.9839419676061,0.5466979609692704,1.96450442694153,0.5466979609692704,,,False,False,False,False,False,False,False,False
NWP_A0_S32_NULL,NWB_A0_S32,NULL_FLARE_RED_NOISE,,,0.0,32,30_to_45,30,45,-4.9839419676061,-8.602708141127607,-0.00014609745733196178,-2.808034879908263,-14.9839419676061,-18.602708141127607,-3.6187661735215073,-2.807888782450931,-3.6187661735215073,,,False,False,False,False,False,False,False,False
NWP_A0_S32_NULL,NWB_A0_S32,NULL_FLARE_RED_NOISE,,,0.0,32,45_to_60,45,60,-8.602708141127607,-9.172273633185142,-2.808034879908263,-2.8502708936979957,-18.602708141127607,-19.172273633185142,-0.569565492057535,-0.04223601378973285,-0.569565492057535,,,False,False,False,False,False,False,False,False
NWP_A0_S32_NULL,NWB_A0_S32,NULL_FLARE_RED_NOISE,,,0.0,32,60_to_90,60,90,-9.172273633185142,-0.027741726009992362,-2.8502708936979957,7.2500622085125315,-19.172273633185142,-10.027741726009992,9.14453190717515,10.100333102210527,9.14453190717515,,,False,False,False,False,False,False,False,False
NWP_A0_S32_NULL,NWB_A0_S32,NULL_FLARE_RED_NOISE,,,0.0,32,90_to_120,90,120,-0.027741726009992362,2.0111818731226663,7.2500622085125315,9.092995878685429,-10.027741726009992,-7.988818126877334,2.0389235991326586,1.842933670172897,2.0389235991326586,,,False,False,False,False,False,False,False,False
NWP_A0_S32_P050,NWB_A0_S32,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,32,15_to_30,15,30,-5.656240754817807,-6.331198073378189,-1.9483165892006058,-1.3758972550133137,-15.656240754817807,-16.33119807337819,-0.6749573185603825,0.5724193341872921,-0.6749573185603825,-1.2473766527476746,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P050,NWB_A0_S32,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,32,30_to_45,30,45,-6.331198073378189,-8.568613549764564,-1.3758972550133137,-2.7962180797937606,-16.33119807337819,-18.568613549764564,-2.2374154763863743,-1.4203208247804469,-2.2374154763863743,-0.8170946516059274,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P050,NWB_A0_S32,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,32,45_to_60,45,60,-8.568613549764564,-8.99130608060787,-2.7962180797937606,-2.6815716051846152,-18.568613549764564,-18.99130608060787,-0.4226925308433067,0.11464647460914534,-0.4226925308433067,-0.5373390054524521,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P050,NWB_A0_S32,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,32,60_to_90,60,90,-8.99130608060787,-0.008023354188253506,-2.6815716051846152,7.268871807420112,-18.99130608060787,-10.008023354188254,8.983282726419617,9.950443412604727,8.983282726419617,-0.9671606861851103,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P050,NWB_A0_S32,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,32,90_to_120,90,120,-0.008023354188253506,2.0026579518465155,7.268871807420112,9.073985579481928,-10.008023354188254,-7.9973420481534845,2.010681306034769,1.8051137720618158,2.010681306034769,0.20556753397295324,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P080,NWB_A0_S32,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,32,15_to_30,15,30,-5.1241132257109925,-3.883216857963461,-1.8043753259315904,0.800146971689756,-15.124113225710992,-13.883216857963461,1.2408963677475313,2.6045222976213465,1.2408963677475313,-1.3636259298738151,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P080,NWB_A0_S32,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,32,30_to_45,30,45,-3.883216857963461,-8.289117956762965,0.800146971689756,-2.376961035510817,-13.883216857963461,-18.289117956762965,-4.405901098799504,-3.177108007200573,-4.405901098799504,-1.2287930915989307,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P080,NWB_A0_S32,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,32,45_to_60,45,60,-8.289117956762965,-9.381554115632497,-2.376961035510817,-3.0418104782694115,-18.289117956762965,-19.381554115632497,-1.092436158869532,-0.6648494427585945,-1.092436158869532,-0.42758671611093746,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P080,NWB_A0_S32,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,32,60_to_90,60,90,-9.381554115632497,-0.6123853371693144,-3.0418104782694115,6.668482437812997,-19.381554115632497,-10.612385337169314,8.769168778463182,9.710292916082409,8.769168778463182,-0.9411241376192265,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S32_P080,NWB_A0_S32,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,32,90_to_120,90,120,-0.6123853371693144,1.980928284656784,6.668482437812997,9.61309635932048,-10.612385337169314,-8.019071715343216,2.5933136218260984,2.9446139215074822,2.5933136218260984,-0.3513002996813839,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_NULL,NWB_A0_S33,NULL_FLARE_RED_NOISE,,,0.0,33,15_to_30,15,30,-5.501434776284876,-6.323480215133699,-1.865412896101378,-2.512998660658454,-15.501434776284876,-16.3234802151337,-0.8220454388488232,-0.6475857645570757,-0.8220454388488232,,,False,False,False,False,False,False,False,False
NWP_A0_S33_NULL,NWB_A0_S33,NULL_FLARE_RED_NOISE,,,0.0,33,30_to_45,30,45,-6.323480215133699,-4.257566681525816,-2.512998660658454,1.1873867075949534,-16.3234802151337,-14.257566681525816,2.0659135336078833,3.700385368253407,2.0659135336078833,,,False,False,False,False,False,False,False,False
NWP_A0_S33_NULL,NWB_A0_S33,NULL_FLARE_RED_NOISE,,,0.0,33,45_to_60,45,60,-4.257566681525816,-8.894227296223733,1.1873867075949534,-2.2656744076953714,-14.257566681525816,-18.894227296223733,-4.636660614697917,-3.453061115290325,-4.636660614697917,,,False,False,False,False,False,False,False,False
NWP_A0_S33_NULL,NWB_A0_S33,NULL_FLARE_RED_NOISE,,,0.0,33,60_to_90,60,90,-8.894227296223733,-5.230611599993836,-2.2656744076953714,1.8119719782263246,-18.894227296223733,-15.230611599993836,3.663615696229897,4.077646385921696,3.663615696229897,,,False,False,False,False,False,False,False,False
NWP_A0_S33_NULL,NWB_A0_S33,NULL_FLARE_RED_NOISE,,,0.0,33,90_to_120,90,120,-5.230611599993836,-6.272708696158588,1.8119719782263246,1.6916283225181132,-15.230611599993836,-16.27270869615859,-1.0420970961647527,-0.12034365570821137,-1.0420970961647527,,,False,False,False,False,False,False,False,False
NWP_A0_S33_P050,NWB_A0_S33,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,33,15_to_30,15,30,-4.8837774429379905,-2.238908245090613,-1.0695387694481662,0.2662753477066957,-14.88377744293799,-12.238908245090613,2.6448691978473775,1.3358141171548619,2.6448691978473775,1.3090550806925156,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P050,NWB_A0_S33,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,33,30_to_45,30,45,-2.238908245090613,-4.861417545080684,0.2662753477066957,0.683065727983859,-12.238908245090613,-14.861417545080684,-2.622509299990071,0.4167903802771633,-2.622509299990071,-3.0392996802672343,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P050,NWB_A0_S33,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,33,45_to_60,45,60,-4.861417545080684,-8.985527778831766,0.683065727983859,-2.3325587743833296,-14.861417545080684,-18.985527778831766,-4.124110233751082,-3.0156245023671886,-4.124110233751082,-1.1084857313838938,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P050,NWB_A0_S33,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,33,60_to_90,60,90,-8.985527778831766,-5.193509875271502,-2.3325587743833296,1.8569258033389247,-18.985527778831766,-15.193509875271502,3.7920179035602644,4.189484577722254,3.7920179035602644,-0.3974666741619899,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P050,NWB_A0_S33,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,33,90_to_120,90,120,-5.193509875271502,-6.2785546263755805,1.8569258033389247,1.6887544542292972,-15.193509875271502,-16.27855462637558,-1.0850447511040784,-0.1681713491096275,-1.0850447511040784,-0.9168734019944509,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P080,NWB_A0_S33,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,33,15_to_30,15,30,-5.597583767887011,-4.694553221631125,-1.9244128043391528,-1.3600484338079468,-15.597583767887011,-14.694553221631125,0.9030305462558861,0.564364370531206,0.9030305462558861,0.33866617572468005,POSITIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P080,NWB_A0_S33,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,33,30_to_45,30,45,-4.694553221631125,-1.4868768386924955,-1.3600484338079468,3.646541976317849,-14.694553221631125,-11.486876838692496,3.2076763829386294,5.006590410125796,3.2076763829386294,-1.7989140271871662,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P080,NWB_A0_S33,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,33,45_to_60,45,60,-1.4868768386924955,-8.135286699535726,3.646541976317849,-1.5579766819834333,-11.486876838692496,-18.135286699535726,-6.6484098608432305,-5.204518658301282,-6.6484098608432305,-1.4438912025419484,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P080,NWB_A0_S33,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,33,60_to_90,60,90,-8.135286699535726,-5.33778697848561,-1.5579766819834333,1.6975853441437039,-18.135286699535726,-15.33778697848561,2.797499721050116,3.255562026127137,2.797499721050116,-0.4580623050770214,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S33_P080,NWB_A0_S33,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,33,90_to_120,90,120,-5.33778697848561,-6.273147738728483,1.6975853441437039,1.6935238948949518,-15.33778697848561,-16.273147738728483,-0.9353607602428724,-0.004061449248752069,-0.9353607602428724,-0.9312993109941203,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_NULL,NWB_A0_S34,NULL_FLARE_RED_NOISE,,,0.0,34,15_to_30,15,30,-5.265882296675011,-6.868238333259853,-1.9448512026759692,-1.743778027193187,-15.265882296675011,-16.868238333259853,-1.6023560365848422,0.20107317548278214,-1.6023560365848422,,,False,False,False,False,False,False,False,False
NWP_A0_S34_NULL,NWB_A0_S34,NULL_FLARE_RED_NOISE,,,0.0,34,30_to_45,30,45,-6.868238333259853,-7.446265151584413,-1.743778027193187,-1.5916741024220755,-16.868238333259853,-17.446265151584413,-0.5780268183245596,0.15210392477111156,-0.5780268183245596,,,False,False,False,False,False,False,False,False
NWP_A0_S34_NULL,NWB_A0_S34,NULL_FLARE_RED_NOISE,,,0.0,34,45_to_60,45,60,-7.446265151584413,-7.691839899347343,-1.5916741024220755,-1.6715180777966339,-17.446265151584413,-17.691839899347343,-0.2455747477629302,-0.07984397537455834,-0.2455747477629302,,,False,False,False,False,False,False,False,False
NWP_A0_S34_NULL,NWB_A0_S34,NULL_FLARE_RED_NOISE,,,0.0,34,60_to_90,60,90,-7.691839899347343,-3.7268383559556924,-1.6715180777966339,3.214463423891459,-17.691839899347343,-13.726838355955692,3.965001543391651,4.885981501688093,3.965001543391651,,,False,False,False,False,False,False,False,False
NWP_A0_S34_NULL,NWB_A0_S34,NULL_FLARE_RED_NOISE,,,0.0,34,90_to_120,90,120,-3.7268383559556924,1.9116400936994182,3.214463423891459,9.221060259000808,-13.726838355955692,-8.088359906300582,5.638478449655111,6.006596835109349,5.638478449655111,,,False,False,False,False,False,False,False,False
NWP_A0_S34_P050,NWB_A0_S34,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,34,15_to_30,15,30,-5.16820512260364,-3.0602708214707235,-1.9347108230067898,1.4762907894931487,-15.16820512260364,-13.060270821470723,2.107934301132916,3.4110016124999385,2.107934301132916,-1.3030673113670224,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P050,NWB_A0_S34,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,34,30_to_45,30,45,-3.0602708214707235,-5.0138369852814435,1.4762907894931487,0.8760014931667115,-13.060270821470723,-15.013836985281444,-1.95356616381072,-0.6002892963264372,-1.95356616381072,-1.3532768674842828,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P050,NWB_A0_S34,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,34,45_to_60,45,60,-5.0138369852814435,-7.552317663033733,0.8760014931667115,-1.5670963888268261,-15.013836985281444,-17.552317663033733,-2.5384806777522897,-2.4430978819935376,-2.5384806777522897,-0.09538279575875208,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P050,NWB_A0_S34,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,34,60_to_90,60,90,-7.552317663033733,-3.5082820421581573,-1.5670963888268261,3.4362660894598775,-17.552317663033733,-13.508282042158157,4.044035620875576,5.003362478286704,4.044035620875576,-0.9593268574111278,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P050,NWB_A0_S34,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,34,90_to_120,90,120,-3.5082820421581573,2.0959609941428994,3.4362660894598775,9.409654749576475,-13.508282042158157,-7.904039005857101,5.604243036301057,5.973388660116598,5.604243036301057,-0.36914562381554106,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P080,NWB_A0_S34,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,34,15_to_30,15,30,-5.5688066632585755,-7.27040715165289,-1.899134435435017,-2.1648245206848173,-15.568806663258576,-17.27040715165289,-1.7016004883943143,-0.2656900852498003,-1.7016004883943143,-1.435910403144514,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P080,NWB_A0_S34,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,34,30_to_45,30,45,-7.27040715165289,-7.8765285234789815,-2.1648245206848173,-2.1331164227733552,-17.27040715165289,-17.87652852347898,-0.6061213718260916,0.03170809791146212,-0.6061213718260916,-0.6378294697375537,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P080,NWB_A0_S34,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,34,45_to_60,45,60,-7.8765285234789815,-7.852539837903521,-2.1331164227733552,-1.7996736623046559,-17.87652852347898,-17.85253983790352,0.023988685575460522,0.33344276046869936,0.023988685575460522,-0.30945407489323884,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P080,NWB_A0_S34,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,34,60_to_90,60,90,-7.852539837903521,-3.8006572446185487,-1.7996736623046559,3.1445130249349518,-17.85253983790352,-13.800657244618549,4.051882593284972,4.944186687239608,4.051882593284972,-0.8923040939546354,NEGATIVE,False,False,False,False,False,False,False,False
NWP_A0_S34_P080,NWB_A0_S34,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,34,90_to_120,90,120,-3.8006572446185487,1.8833897756626925,3.1445130249349518,9.197239608831467,-13.800657244618549,-8.116610224337307,5.684047020281241,6.052726583896515,5.684047020281241,-0.36867956361527376,NEGATIVE,False,False,False,False,False,False,False,False
