parent_id,block_id,ground_truth,period_s,qpp_fraction,red_noise_alpha,data_seed,n_sequence,selection_sequence,selection_interpretation,ever_selected,selected_n_count,number_of_up_transitions,number_of_down_transitions,first_selected_n,stable_selection_from_n,delta_bic_0_1_sequence_json,delta_bic_2_1_sequence_json,joint_margin_sequence_json,limiting_model_sequence
NWP_A0_S16_P080,NWB_A0_S16,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,16,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.589492757094238,-6.9078306138445384,-8.619993812306603,-8.469647492661068,-9.906455820950725,-10.481573504600249]","[-1.8973504090084932,-2.0229241643371836,-2.9879933521807516,-2.415452524971414,-3.4037082796746745,-2.354277471388059]","[-15.589492757094238,-16.90783061384454,-18.619993812306603,-18.469647492661068,-19.906455820950725,-20.48157350460025]",M0|M0|M0|M0|M0|M0
NWP_A0_S17_NULL,NWB_A0_S17,NULL_FLARE_RED_NOISE,,,0.0,17,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.514516590013754,-7.526349270280164,-8.072440974122316,-8.04968857440349,2.1489610197116917,0.06044251393785771]","[-1.9340414261992018,-2.7154150934805728,-2.9159716434489837,-1.4282456159192236,9.235587378240325,8.211961566891546]","[-15.514516590013754,-17.526349270280164,-18.072440974122316,-18.04968857440349,-7.851038980288308,-9.939557486062142]",M0|M0|M0|M0|M0|M0
NWP_A0_S17_P050,NWB_A0_S17,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.149178378884367,-7.258623961228949,-7.733882178012152,-7.753271296698699,2.128366937858061,0.05990720857340648]","[-1.582004065363555,-2.6635271452796445,-2.7227234184029783,-1.1156424331420567,9.219038926789267,8.21144759836693]","[-15.149178378884367,-17.25862396122895,-17.733882178012152,-17.7532712966987,-7.871633062141939,-9.940092791426594]",M0|M0|M0|M0|M0|M0
NWP_A0_S17_P080,NWB_A0_S17,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,17,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.102510981943393,-6.7992238286038855,-7.015220454527338,-7.697045348578257,2.2163734081702273,0.1095725239016474]","[-1.943867908694462,-2.1813212079077715,-1.9248072856487681,-1.3333169536776097,9.300891946159368,8.261048020526857]","[-15.102510981943393,-16.799223828603886,-17.015220454527338,-17.697045348578257,-7.783626591829773,-9.890427476098353]",M0|M0|M0|M0|M0|M0
NWP_A0_S18_NULL,NWB_A0_S18,NULL_FLARE_RED_NOISE,,,0.0,18,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.60002374791156,-7.184942091386162,-7.136426893917644,-5.612221000851349,-1.8372974203959984,2.4618697300946337]","[-1.9156200146826228,-2.364268915232927,-1.4978042949486223,-0.4467617309924208,4.742429437103453,10.545317301868124]","[-15.60002374791156,-17.184942091386162,-17.136426893917644,-15.61222100085135,-11.837297420395998,-7.538130269905366]",M0|M0|M0|M0|M0|M0
NWP_A0_S18_P050,NWB_A0_S18,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.516628479500513,-6.794484804170409,-7.4555814625049095,-5.789275812105245,-1.9135614157436294,2.4331216787061862]","[-1.8474764125525285,-2.028982421795675,-1.7538745267290494,-0.5014564706061151,4.680998778175422,10.516552147906907]","[-15.516628479500513,-16.79448480417041,-17.45558146250491,-15.789275812105245,-11.91356141574363,-7.566878321293814]",M0|M0|M0|M0|M0|M0
NWP_A0_S18_P080,NWB_A0_S18,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,18,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.210819584456097,-6.734597322118063,-8.639166315475364,-5.237615817358687,-1.7966338108246305,2.375108328788656]","[-1.8467882470229204,-1.6336333483699121,-2.749931022910033,0.03442143399374231,4.755491379267312,10.457646199578164]","[-15.210819584456097,-16.734597322118063,-18.639166315475364,-15.237615817358687,-11.79663381082463,-7.624891671211344]",M0|M0|M0|M0|M0|M0
NWP_A0_S19_NULL,NWB_A0_S19,NULL_FLARE_RED_NOISE,,,0.0,19,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.684146870549329,-7.646126990311814,-6.710702925147274,-8.211605196196814,-6.811197500942342,-10.10458261612888]","[-1.8681638153979039,-2.575212269081007,-0.881604934561949,-1.7757459609260877,-0.13803378096730512,-2.26839010678259]","[-15.684146870549329,-17.646126990311814,-16.710702925147274,-18.211605196196814,-16.81119750094234,-20.10458261612888]",M0|M0|M0|M0|M0|M0
NWP_A0_S19_P050,NWB_A0_S19,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,19,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.453434922218321,-6.4686341168754495,-6.688382150630929,-8.259546354470615,-6.809380650519017,-10.103877302789499]","[-1.9160203310573225,-1.5879038707740847,-0.9145163059181698,-1.7058380776895206,-0.12809239892231972,-2.267651599213991]","[-15.453434922218321,-16.46863411687545,-16.68838215063093,-18.259546354470615,-16.809380650519017,-20.1038773027895]",M0|M0|M0|M0|M0|M0
NWP_A0_S19_P080,NWB_A0_S19,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,19,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.527162132293379,-6.687066632105129,-7.020830274765672,-8.560140411155288,-6.809677750144829,-10.103745949791858]","[-1.7192156492896187,-1.7999085014937606,-1.2766091100647543,-2.008291044883407,-0.13066207575650424,-2.267429372275501]","[-15.527162132293379,-16.68706663210513,-17.02083027476567,-18.560140411155288,-16.80967775014483,-20.103745949791858]",M0|M0|M0|M0|M0|M0
NWP_A0_S20_NULL,NWB_A0_S20,NULL_FLARE_RED_NOISE,,,0.0,20,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.2447810280730085,-6.635747779386364,-7.146499447560899,-4.887932645009727,-7.882057042564327,-5.3915438081411935]","[-1.9495133228133428,-1.7791731860410067,-1.4716958692465028,-0.4711597004395003,-0.5859172882955477,2.3438855874236992]","[-15.244781028073008,-16.635747779386364,-17.1464994475609,-14.887932645009727,-17.882057042564327,-15.391543808141193]",M0|M0|M0|M0|M0|M0
NWP_A0_S20_P050,NWB_A0_S20,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.529113065506218,-7.21466149392495,-7.315324224755784,-5.4803240051682565,-7.949079198963489,-5.4036173640636775]","[-1.836445460924364,-2.1715212962926955,-1.5037090066665826,-0.9914011177147302,-0.6390244179175966,2.3338356192814445]","[-15.529113065506218,-17.21466149392495,-17.315324224755784,-15.480324005168256,-17.94907919896349,-15.403617364063678]",M0|M0|M0|M0|M0|M0
NWP_A0_S20_P080,NWB_A0_S20,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,20,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.053584224057873,-5.653664527543114,-6.940413721575879,-3.9079909207547416,-7.9129210507551875,-5.401481331399907]","[-1.746935117521324,-1.1030602549235908,-1.1708326495489416,0.1142096548383904,-0.6269069373728371,2.3336586535425]","[-15.053584224057873,-15.653664527543114,-16.94041372157588,-13.907990920754742,-17.912921050755187,-15.401481331399907]",M0|M0|M0|M0|M0|M0
NWP_A0_S21_NULL,NWB_A0_S21,NULL_FLARE_RED_NOISE,,,0.0,21,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.539647060215303,-6.725205615939785,-7.09014390914848,-6.714690025270528,-5.471458505139481,-5.71632628317991]","[-1.945543372388678,-1.6152996328035556,-2.29667830504377,-1.0378381354854298,1.7240611717805336,2.4372286290275156]","[-15.539647060215303,-16.725205615939785,-17.09014390914848,-16.714690025270528,-15.47145850513948,-15.71632628317991]",M0|M0|M0|M0|M0|M0
NWP_A0_S21_P050,NWB_A0_S21,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.374140264181268,-6.779728585000029,-7.067054469744107,-6.708213878123416,-5.511466235390117,-5.72114400341502]","[-1.9209796735067384,-1.6223402504395494,-1.9199263395809965,-1.0718874991054577,1.770267857012243,2.4324318984479874]","[-15.374140264181268,-16.77972858500003,-17.067054469744107,-16.708213878123416,-15.511466235390117,-15.72114400341502]",M0|M0|M0|M0|M0|M0
NWP_A0_S21_P080,NWB_A0_S21,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,21,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.712411116275366,-6.656105747827965,-7.034309948045262,-6.610842294515237,-5.442802967430623,-5.686994933106234]","[-1.909586952292508,-1.8577829260961352,-2.121529666900642,-0.14656446092340047,1.7497438384981479,2.4385986077346615]","[-15.712411116275366,-16.656105747827965,-17.034309948045262,-16.610842294515237,-15.442802967430623,-15.686994933106234]",M0|M0|M0|M0|M0|M0
NWP_A0_S22_NULL,NWB_A0_S22,NULL_FLARE_RED_NOISE,,,0.0,22,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.546699284773814,-6.258068811223609,-6.712638066034486,-3.7674556558446,-4.3153209685989395,-5.42629382279523]","[-1.9426984907807023,-1.1587794771769495,-1.2173989860049232,1.9749672837523349,2.857810657532525,2.684723125536891]","[-15.546699284773814,-16.25806881122361,-16.712638066034486,-13.7674556558446,-14.31532096859894,-15.42629382279523]",M0|M0|M0|M0|M0|M0
NWP_A0_S22_P050,NWB_A0_S22,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.534323810370482,-7.576439291722508,-7.166382542795361,-4.016385043307281,-4.361516465330283,-5.448295739726802]","[-1.7297665562846776,-2.610737757643747,-1.7848672695259324,1.7279094749911508,2.813751607127415,2.6632196848743774]","[-15.534323810370482,-17.576439291722508,-17.16638254279536,-14.016385043307281,-14.361516465330283,-15.448295739726802]",M0|M0|M0|M0|M0|M0
NWP_A0_S22_P080,NWB_A0_S22,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,22,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.73236539638919,-6.314789396511756,-6.495223559794482,-3.513871857428853,-4.230741641804286,-5.412432715944533]","[-1.9665703738787483,-1.176805997342413,-1.0538450577790854,2.2225235266586196,2.9417783367931065,2.698763434195371]","[-15.73236539638919,-16.314789396511756,-16.495223559794482,-13.513871857428853,-14.230741641804286,-15.412432715944533]",M0|M0|M0|M0|M0|M0
NWP_A0_S23_NULL,NWB_A0_S23,NULL_FLARE_RED_NOISE,,,0.0,23,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.538588597307827,-7.11514212167323,-6.942720384223122,-1.0512875449446142,-5.119786449954631,-7.462407684705852]","[-1.8833494202214807,-2.0385845887448113,-1.139772975936495,2.7867241272670924,1.9664635453121946,0.4898735597924997]","[-15.538588597307827,-17.11514212167323,-16.942720384223122,-11.051287544944614,-15.119786449954631,-17.462407684705852]",M0|M0|M0|M0|M0|M0
NWP_A0_S23_P050,NWB_A0_S23,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.258820607818423,-3.537873959209719,-8.291988647240316,-2.620109929283558,-5.047493202384544,-7.438974326456048]","[-1.7653172816445855,1.2026746592044475,-2.2329524470050615,1.8514148328731608,2.055813764385846,0.5161885902273866]","[-15.258820607818423,-13.537873959209719,-18.291988647240316,-12.620109929283558,-15.047493202384544,-17.438974326456048]",M0|M0|M0|M0|M0|M0
NWP_A0_S23_P080,NWB_A0_S23,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,23,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.6767871425450736,-7.515987871456218,-6.849806524578014,-0.860688725364696,-5.124916170320546,-7.46333502179931]","[-1.8228072885138866,-2.530475194934425,-1.1680479633246819,3.0275195042840437,1.9633146110668918,0.4902755814544548]","[-15.676787142545074,-17.51598787145622,-16.849806524578014,-10.860688725364696,-15.124916170320546,-17.46333502179931]",M0|M0|M0|M0|M0|M0
NWP_A0_S24_NULL,NWB_A0_S24,NULL_FLARE_RED_NOISE,,,0.0,24,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.69090118424211,-3.3466339156681357,-6.763477863498679,-5.598664733426517,-3.4281632272004003,1.189233430634772]","[-1.8619527272732723,1.1248760750019642,-0.8271523896693793,0.8736061135371358,3.5063919172077362,8.855187344600381]","[-15.69090118424211,-13.346633915668136,-16.76347786349868,-15.598664733426517,-13.4281632272004,-8.810766569365228]",M0|M0|M0|M0|M0|M0
NWP_A0_S24_P050,NWB_A0_S24,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,24,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-4.553277736699387,-0.7716158234169654,-6.7987638120893905,-5.829411803895113,-3.494523865950896,1.154015678964356]","[-1.7891873677065258,3.8975807850680724,-1.4147990339217529,0.6660382475981237,3.4543569720351,8.826984471313153]","[-14.553277736699387,-10.771615823416965,-16.79876381208939,-15.829411803895113,-13.494523865950896,-8.845984321035644]",M0|M0|M0|M0|M0|M0
NWP_A0_S24_P080,NWB_A0_S24,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,24,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.720081222855731,-5.273310352317907,-7.8236418503261405,-5.891692992615759,-3.5311634600054163,1.1363308176074725]","[-1.942561040247246,-1.4345489424785427,-2.149494530578096,0.417641660409771,3.410001495994095,8.811157415253774]","[-15.72008122285573,-15.273310352317907,-17.82364185032614,-15.89169299261576,-13.531163460005416,-8.863669182392528]",M0|M0|M0|M0|M0|M0
NWP_A0_S25_NULL,NWB_A0_S25,NULL_FLARE_RED_NOISE,,,0.0,25,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.440651507778755,-6.5401434552826885,-5.623944488494743,-4.115071835805821,-7.692553493759419,-2.162599809262133]","[-1.9501417077642946,-1.7302189193440967,0.34532280175511687,2.3119987394078123,-0.3190780714708126,5.864492928760001]","[-15.440651507778755,-16.54014345528269,-15.623944488494743,-14.115071835805821,-17.69255349375942,-12.162599809262133]",M0|M0|M0|M0|M0|M0
NWP_A0_S25_P050,NWB_A0_S25,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.155794560357036,-6.608745680956176,-3.9464912507086467,-3.569907647532972,-7.731496174778272,-2.166511144299818]","[-1.9377802574782228,-1.7809355601649344,2.0308359007972,2.590369754030746,-0.1893059362178633,5.861428176033769]","[-15.155794560357036,-16.608745680956176,-13.946491250708647,-13.569907647532972,-17.731496174778272,-12.166511144299818]",M0|M0|M0|M0|M0|M0
NWP_A0_S25_P080,NWB_A0_S25,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,25,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.469097857980705,-6.24883077408991,-7.8259962036221395,-4.960351009993161,-7.746630286076254,-2.181097729413864]","[-1.6274779979561869,-1.3335161332579588,-1.781975330166972,1.1947151764393311,-0.3758808046856643,5.847111805146994]","[-15.469097857980705,-16.24883077408991,-17.82599620362214,-14.960351009993161,-17.746630286076254,-12.181097729413864]",M0|M0|M0|M0|M0|M0
NWP_A0_S26_NULL,NWB_A0_S26,NULL_FLARE_RED_NOISE,,,0.0,26,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.407972588486999,-6.699770872641622,-7.169344083110104,-7.677991032157905,-7.634685341252748,-5.988792603201148]","[-1.9479114113447702,-1.5169173322578757,-1.2670864102575194,-0.9597457580287312,-1.0095156834897239,2.0897111281299203]","[-15.407972588486999,-16.699770872641622,-17.169344083110104,-17.677991032157905,-17.634685341252748,-15.988792603201148]",M0|M0|M0|M0|M0|M0
NWP_A0_S26_P050,NWB_A0_S26,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.466455386453765,-6.5934408107484614,-7.479410527691442,-7.7803804483351655,-7.64191271520599,-5.996261126822162]","[-1.8825184519787639,-1.4166936285198517,-1.69346076766152,-1.1410211095597163,-1.0030211641256415,2.0820324237108707]","[-15.466455386453765,-16.59344081074846,-17.479410527691442,-17.780380448335166,-17.64191271520599,-15.996261126822162]",M0|M0|M0|M0|M0|M0
NWP_A0_S26_P080,NWB_A0_S26,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,26,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-4.857561706344345,-5.868622940256586,-7.039198075237778,-7.466038463879471,-7.562371245147801,-6.005524371366789]","[-1.7010133993491356,-0.7524251393886772,-0.978839274640336,-0.9443876037001075,-0.9402581373217913,2.0725865241945485]","[-14.857561706344345,-15.868622940256586,-17.039198075237778,-17.46603846387947,-17.5623712451478,-16.00552437136679]",M0|M0|M0|M0|M0|M0
NWP_A0_S27_NULL,NWB_A0_S27,NULL_FLARE_RED_NOISE,,,0.0,27,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.500625516317557,-5.045364740670408,-3.5823020806165573,-3.143913788910595,2.898580191655185,-4.286274587051537]","[-1.9210915777444688,-0.07963136330887721,2.465445915809056,2.958721996558154,9.890859697426663,3.7312781725478317]","[-15.500625516317557,-15.045364740670408,-13.582302080616557,-13.143913788910595,-7.101419808344815,-14.286274587051537]",M0|M0|M0|M0|M0|M0
NWP_A0_S27_P050,NWB_A0_S27,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.481772584476428,-0.6607822213547649,-4.328056199109511,-4.643365783615337,2.5262894940884735,-4.354933388438155]","[-1.729524631675944,4.4707054309464525,1.662834368275412,1.607290608725208,9.519864010455933,3.6311313489442796]","[-15.481772584476428,-10.660782221354765,-14.328056199109511,-14.643365783615337,-7.4737105059115265,-14.354933388438155]",M0|M0|M0|M0|M0|M0
NWP_A0_S27_P080,NWB_A0_S27,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,27,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.336506026637084,-5.3952576778024195,-3.352754537143454,-2.825869999558847,3.0272807763591913,-4.280133014753176]","[-1.9508453570435185,-0.3574978443410828,2.2518904845812813,3.221534517151696,10.02092932400518,3.737083795928072]","[-15.336506026637084,-15.39525767780242,-13.352754537143454,-12.825869999558847,-6.972719223640809,-14.280133014753176]",M0|M0|M0|M0|M0|M0
NWP_A0_S28_NULL,NWB_A0_S28,NULL_FLARE_RED_NOISE,,,0.0,28,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.604166656054581,-5.849158025741588,-3.069976314190967,-1.4850506606451574,-3.4337340422383136,-9.53249291342729]","[-1.9202581813596433,-1.0348356813589987,2.3548476824553006,3.323964298498879,3.6441112056563725,-1.3930262712912622]","[-15.60416665605458,-15.849158025741588,-13.069976314190967,-11.485050660645157,-13.433734042238314,-19.53249291342729]",M0|M0|M0|M0|M0|M0
NWP_A0_S28_P050,NWB_A0_S28,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.524067335151086,-6.726806910331007,-4.169444936614411,-2.0870173243456804,-3.449755636001271,-9.543006047918084]","[-1.940584338762661,-1.821653048644805,1.406639892687224,2.8633151681146103,3.6283552293453454,-1.402890266332463]","[-15.524067335151086,-16.726806910331007,-14.169444936614411,-12.08701732434568,-13.44975563600127,-19.543006047918084]",M0|M0|M0|M0|M0|M0
NWP_A0_S28_P080,NWB_A0_S28,STATIONARY_QPP_PRESENT,80.0,0.04,0.0,28,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.7184519885718235,-4.832441169639324,-3.5647345856684183,-1.7203891728202052,-3.4662742849424717,-9.54110330954552]","[-1.8697800382730305,-0.1866090850666211,1.6017210479311075,3.1669606116211924,3.6110304430725364,-1.4006586531335188]","[-15.718451988571823,-14.832441169639324,-13.564734585668418,-11.720389172820205,-13.466274284942472,-19.54110330954552]",M0|M0|M0|M0|M0|M0
NWP_A0_S29_NULL,NWB_A0_S29,NULL_FLARE_RED_NOISE,,,0.0,29,15|30|45|60|90|120,000000,synthetic false selection,False,0,0,0,,,"[-5.488103350394823,-7.429515732498501,-3.9925912099067205,-5.410501378950215,-8.406599840351163,-9.74085365534404]","[-1.9498051635989428,-2.339128567976445,0.7580170537794118,0.7375340512091384,-1.1046503371813685,-1.5946901203488437]","[-15.488103350394823,-17.4295157324985,-13.99259120990672,-15.410501378950215,-18.406599840351163,-19.74085365534404]",M0|M0|M0|M0|M0|M0
NWP_A0_S29_P050,NWB_A0_S29,STATIONARY_QPP_PRESENT,50.0,0.04,0.0,29,15|30|45|60|90|120,000000,injected QPP selection,False,0,0,0,,,"[-5.623889923185208,-6.939893703894995,-2.9629309407618223,-5.0775602939559406,-8.384575611440567,-9.736713171330734]","[-1.9145832647110135,-1.7791073311915682,1.4448684674314904,1.0934724271880043,-1.083451015802467,-1.5909927662888208]","[-15.623889923185208,-16.939893703894995,-12.962930940761822,-15.07756029395594,-18.384575611440567,-19.736713171330734]",M0|M0|M0|M0|M0|M0
