parent_id,block_id,ground_truth,red_noise_alpha,data_seed,period_s,qpp_fraction,parent_n_samples,time_sha256,envelope_sha256,noise_sha256,phase_float64_sha256,qpp_component_sha256,parent_flux_sha256,all_finite,flux_mean,flux_std_ddof1,flux_min,flux_max,construction_status,error
NWP_A0_S00_NULL,NWB_A0_S00,NULL_FLARE_RED_NOISE,0,0,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,0b57a1da8036bc2905a3056f895c413806d5dd68ed4b9b880d0b7711e926210f,dbc26264f714bf525437134f102b5626c08b4da6d4ad7618d378f25d95cea8eb,,b867d0a5539a8a29e16c4067bd843f153e62a658154e5eff6f6194dfea4317e8,True,1.0205013742233473,0.072227968804562268,0.99021157715185681,1.4947586633716143,OK,
NWP_A0_S00_P050,NWB_A0_S00,STATIONARY_QPP_PRESENT,0,0,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,0b57a1da8036bc2905a3056f895c413806d5dd68ed4b9b880d0b7711e926210f,dbc26264f714bf525437134f102b5626c08b4da6d4ad7618d378f25d95cea8eb,b080f9bc980bfa5e908c9cdf5099adcff23d28fdf4ad9fc1347ee499831dd2a6,c4f5ca75cfc8943a50ab8e154e8be67f743c944079d076659605edb3e8a65e43,True,1.0204474116935425,0.07180748455241566,0.99021163319775718,1.4779710767433605,OK,
NWP_A0_S00_P080,NWB_A0_S00,STATIONARY_QPP_PRESENT,0,0,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,0b57a1da8036bc2905a3056f895c413806d5dd68ed4b9b880d0b7711e926210f,dbc26264f714bf525437134f102b5626c08b4da6d4ad7618d378f25d95cea8eb,454cc3567d4479e9ba85222a83c23fb0a6eb9af40e3139f194845424062bce96,002215aaeae970ebeff70188f8343270a721b69915588b67c61b64815c1c7760,True,1.0204482908991923,0.07185980058058955,0.99021139450056028,1.4779710767433605,OK,
NWP_A0_S01_NULL,NWB_A0_S01,NULL_FLARE_RED_NOISE,0,1,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,bcbaef7bd3db9eb78532aa8ddd36e84c07ffa83b7ceb16cfa3ea9f81054c9747,113e116b85f3d1428c9ec84b7c3c98ad209f7659d1ed830485e30e7fe118bfcf,,8448ae30e7669817f7338f72c49b95006b54d913a3e51fed288c5fb0dff52264,True,1.0205013742233473,0.072352849587791826,0.98447133937941778,1.5018127940868391,OK,
NWP_A0_S01_P050,NWB_A0_S01,STATIONARY_QPP_PRESENT,0,1,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,bcbaef7bd3db9eb78532aa8ddd36e84c07ffa83b7ceb16cfa3ea9f81054c9747,113e116b85f3d1428c9ec84b7c3c98ad209f7659d1ed830485e30e7fe118bfcf,0a71e7891c5307af7fadcacd7ced6807d7115494dda6ec570b432484c7e87f59,2fad83947b4c295e81c6dd3efec023394cdb3a2e28b366623a0b1a628a75387b,True,1.0204563224379055,0.071979596762629147,0.98447134759532706,1.4869734685639655,OK,
NWP_A0_S01_P080,NWB_A0_S01,STATIONARY_QPP_PRESENT,0,1,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,bcbaef7bd3db9eb78532aa8ddd36e84c07ffa83b7ceb16cfa3ea9f81054c9747,113e116b85f3d1428c9ec84b7c3c98ad209f7659d1ed830485e30e7fe118bfcf,a7270e6830c819c5b98d8be0bc30e5f2e442702da4a1ec6bfa51681cc22185da,33c20d3e0e28fda739c697943b17b144c996fbe6d79ee8633d86436d1b456bc4,True,1.0204646842996248,0.072089869619708771,0.98447135430784916,1.4869734685639655,OK,
NWP_A0_S02_NULL,NWB_A0_S02,NULL_FLARE_RED_NOISE,0,2,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,54fd8dc38c1dfab8c982ce9a42a5ee14ede667b8106d2747de8c8b205e956f6f,d3494d10446da77ae6850118645c62467494aaf0e5647ab534c5bb6260d29398,,611c1b9380321b0d8c2eeb77d28ae9bc1c950a52cf09c869d8c8fa507b2f0bf9,True,1.0205013742233473,0.07216660860318895,0.98828559599031107,1.4997507755480302,OK,
NWP_A0_S02_P050,NWB_A0_S02,STATIONARY_QPP_PRESENT,0,2,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,54fd8dc38c1dfab8c982ce9a42a5ee14ede667b8106d2747de8c8b205e956f6f,d3494d10446da77ae6850118645c62467494aaf0e5647ab534c5bb6260d29398,304886f8c3582d16fc0f15c738446c42e317fad3658dc423f73863da5157144f,9c5f1b6838ee0bbfe90285357e34976dab4beadbd9636910d0adecc49a03ea0e,True,1.0205314409813335,0.072486354010269274,0.98828559599033017,1.504247425114593,OK,
NWP_A0_S02_P080,NWB_A0_S02,STATIONARY_QPP_PRESENT,0,2,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,54fd8dc38c1dfab8c982ce9a42a5ee14ede667b8106d2747de8c8b205e956f6f,d3494d10446da77ae6850118645c62467494aaf0e5647ab534c5bb6260d29398,c3ca534bb0f201e622f8c9047527fa04162302fe8ea17dc54c44dacdbe13f6a4,ffa5f71932dc53806d3a1b9f144347300e932550b644a4bf56617b67ea65820f,True,1.0205759214854413,0.072842273012434094,0.98828559599029198,1.504247425114593,OK,
NWP_A0_S03_NULL,NWB_A0_S03,NULL_FLARE_RED_NOISE,0,3,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,12c8991dea862596f11dd4ab75d0875930080e4fede1eedc86bdfbdbdd7e7ef0,4850da782962f41475bbee9b7fd5e93d5b63b5f499bd19649324ebd6b6cb9992,,a23bbdff7af24e36bf5bc4353ca47dce40aa2470f522e4c30c77873f6d4a7632,True,1.0205013742233473,0.072222587491375362,0.98889346864378447,1.5065526490568537,OK,
NWP_A0_S03_P050,NWB_A0_S03,STATIONARY_QPP_PRESENT,0,3,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,12c8991dea862596f11dd4ab75d0875930080e4fede1eedc86bdfbdbdd7e7ef0,4850da782962f41475bbee9b7fd5e93d5b63b5f499bd19649324ebd6b6cb9992,a27a615ef10f23d5300e3dd5de3975250d676402b801b86210fb3f149dca95bf,d55e1bbeeefe08244ad865a95e4bae5a7355295ba050f3a6e8897e09cf8251cf,True,1.0204465339484614,0.071680668211504997,0.98889320406811776,1.4946483161751536,OK,
NWP_A0_S03_P080,NWB_A0_S03,STATIONARY_QPP_PRESENT,0,3,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,12c8991dea862596f11dd4ab75d0875930080e4fede1eedc86bdfbdbdd7e7ef0,4850da782962f41475bbee9b7fd5e93d5b63b5f499bd19649324ebd6b6cb9992,a4964c9497dfb5dad630bd987c4a46b852d620538de5325754d5b679bf3b29d2,34dfdec5e61ac370a4f0845be4d6afdb4bbca27ec2ed96bf2b073ea5f47fcd6b,True,1.0203996860416655,0.071386989269711418,0.9888931114564985,1.4946483161751536,OK,
NWP_A0_S04_NULL,NWB_A0_S04,NULL_FLARE_RED_NOISE,0,4,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,7109aae96d9e0db1ae6c50f7a210e4b1b2a31e8d2686fc3ed8c1013a17710f28,3f67a4e5a1a2799ea139a0d34f786aa72c98579bf3b81132805b51a6f4e74dc4,,11ebe98d236ba2f5b84f2fd423f44881f28be1c68741a145f3695dc05e6f41e2,True,1.0205013742233473,0.072344181831293264,0.99107320964060519,1.5090818264488781,OK,
NWP_A0_S04_P050,NWB_A0_S04,STATIONARY_QPP_PRESENT,0,4,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,7109aae96d9e0db1ae6c50f7a210e4b1b2a31e8d2686fc3ed8c1013a17710f28,3f67a4e5a1a2799ea139a0d34f786aa72c98579bf3b81132805b51a6f4e74dc4,477da8086d391751375b5bf35537832c3ea27c7bfe0941ae10557680f29412ce,71ab7ca604147af8ce3e1c4fc2415c3fe6f8bb81e2bbb6d2f63fd27af2815037,True,1.0205584808027262,0.072909722878062494,0.99107319985806419,1.5265216493144487,OK,
NWP_A0_S04_P080,NWB_A0_S04,STATIONARY_QPP_PRESENT,0,4,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,7109aae96d9e0db1ae6c50f7a210e4b1b2a31e8d2686fc3ed8c1013a17710f28,3f67a4e5a1a2799ea139a0d34f786aa72c98579bf3b81132805b51a6f4e74dc4,a945c030f8eada5e41432466c7d6738cad09380a5c4719971b23de36185159f9,0634e3f19571eddacbf2795ff549844a58eb8311a4d115e1e6128062c5eef460,True,1.0205605675287026,0.072868680472167491,0.99107320481900096,1.5265216493144487,OK,
NWP_A0_S05_NULL,NWB_A0_S05,NULL_FLARE_RED_NOISE,0,5,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,92a7729653947cb340502586fbc718b992acad94c7b9a9d960f5161db647532a,e1fd922e9408c3a79324c3846f0e1672facd6b89ea2b3d8ea2391dff51d54c39,,a196b1a3b52e6afefd0a32dcb905bb096a7fa37c309e684944c3f25d1c5f101e,True,1.0205013742233473,0.071575816837132433,0.98692546383788426,1.4951695312377711,OK,
NWP_A0_S05_P050,NWB_A0_S05,STATIONARY_QPP_PRESENT,0,5,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,92a7729653947cb340502586fbc718b992acad94c7b9a9d960f5161db647532a,e1fd922e9408c3a79324c3846f0e1672facd6b89ea2b3d8ea2391dff51d54c39,311a2230eb5aeceaf2aef5d639479c7c9b327398352f5740f89f5a247c0c599b,4ac77e5c1b92231e71659962ff8fab328e92bf61b72af761d01462b288d50543,True,1.0204453666743807,0.071102400394355086,0.98692546389171942,1.4779551430077031,OK,
NWP_A0_S05_P080,NWB_A0_S05,STATIONARY_QPP_PRESENT,0,5,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,92a7729653947cb340502586fbc718b992acad94c7b9a9d960f5161db647532a,e1fd922e9408c3a79324c3846f0e1672facd6b89ea2b3d8ea2391dff51d54c39,8672cd0668b7b0f0f2617a7116a2914b24f842e1116f3ca616f7e7d78c041291,5bf5859023842538da4eb3eb4f36df4849f915ed85f4150289934465a50e67c5,True,1.0204443404217018,0.071160492939582307,0.98692546376886925,1.4779551430077031,OK,
NWP_A0_S06_NULL,NWB_A0_S06,NULL_FLARE_RED_NOISE,0,6,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,6c7459aa4439c17bd0aa2030d0a8addba750e6b59cac829f99bd32c72833835d,16cec038c272ebd9506bae809955dcd59434083af1e648b474f9d57364026b27,,597e72521990ea2e2c7684b9b3d81d5eed9d98258379b5ca6ffa033b21cf2f08,True,1.0205013742233473,0.071430445687969718,0.98551404174512625,1.4904543025653969,OK,
NWP_A0_S06_P050,NWB_A0_S06,STATIONARY_QPP_PRESENT,0,6,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,6c7459aa4439c17bd0aa2030d0a8addba750e6b59cac829f99bd32c72833835d,16cec038c272ebd9506bae809955dcd59434083af1e648b474f9d57364026b27,82e5630d71cbeff446da8fc06a22c281e3e03e59885cb6b046aafe81f4e18722,3f9507d4a17f55a58f109070721ef7e0640b30fe2c1d4d8bbffa271409d5a960,True,1.0205252964509135,0.071689081767847107,0.98551404174488177,1.4932137740090679,OK,
NWP_A0_S06_P080,NWB_A0_S06,STATIONARY_QPP_PRESENT,0,6,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,6c7459aa4439c17bd0aa2030d0a8addba750e6b59cac829f99bd32c72833835d,16cec038c272ebd9506bae809955dcd59434083af1e648b474f9d57364026b27,57f5176f10f77683d01b577d8f7e5b2666697fec17c7da24cdf299d06b42e4c3,4f1802072714f06ca526ab59121f03a8f1d8fd26a78bf9750ba4049c4d482518,True,1.0205682626301873,0.072043535615378268,0.98551404174517487,1.4932137740090679,OK,
NWP_A0_S07_NULL,NWB_A0_S07,NULL_FLARE_RED_NOISE,0,7,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,f102a9f9d9c100ca7307b7116e2d2d2ad661925eedbfdf9f0ee779b4eb78df38,8226c8494a0b44ab4f0ad0699feff825b1cd418e3e658e349175763ded5ba543,,d94761bc5d9fb1d7036c3f22986966c75b819ea9bc6c8f4b9263fe83ac83b992,True,1.0205013742233473,0.071720851848075431,0.98710262831054318,1.4956355524127185,OK,
NWP_A0_S07_P050,NWB_A0_S07,STATIONARY_QPP_PRESENT,0,7,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,f102a9f9d9c100ca7307b7116e2d2d2ad661925eedbfdf9f0ee779b4eb78df38,8226c8494a0b44ab4f0ad0699feff825b1cd418e3e658e349175763ded5ba543,8423b491e2c6a3cb126a98c71e8cbea0957fefed37151bbb197756253b00eee1,31424165da6babb02f0e5f224b50a38c3f02d8007426806df5153d19d4da8c36,True,1.0205600728263875,0.072306795060179882,0.98710262838077723,1.5087824560438818,OK,
NWP_A0_S07_P080,NWB_A0_S07,STATIONARY_QPP_PRESENT,0,7,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,f102a9f9d9c100ca7307b7116e2d2d2ad661925eedbfdf9f0ee779b4eb78df38,8226c8494a0b44ab4f0ad0699feff825b1cd418e3e658e349175763ded5ba543,58fbe23035ac16c30d0f439db31e1cccc541832129803b1124c73bca9d761242,b7eabb6c9ba5fbb8352aa60211ed49878af3fd4d155cdd87afb7c9fce38a8548,True,1.0206064666287991,0.072621770995954668,0.98710262838077723,1.5087824560438818,OK,
NWP_A0_S08_NULL,NWB_A0_S08,NULL_FLARE_RED_NOISE,0,8,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,d8f0978baabab9cd2129d26be19cf984d51130ec5a126c85d3c6b2ba1ef646eb,a5aa205c417a8f599a2c6f864749c7f89c06006337ec1f9a515747eb4f55a13a,,425a800e678b5615df7eaa55fb4d945259ac0f62b3615fab67f79d676c16ea21,True,1.0205013742233473,0.071341797078964472,0.9883469848661387,1.4952894279501829,OK,
NWP_A0_S08_P050,NWB_A0_S08,STATIONARY_QPP_PRESENT,0,8,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,d8f0978baabab9cd2129d26be19cf984d51130ec5a126c85d3c6b2ba1ef646eb,a5aa205c417a8f599a2c6f864749c7f89c06006337ec1f9a515747eb4f55a13a,dde6f4b947569513b933ab26dbd50d4684e1ccd60e5f1fd17955c3360693824b,6655f4cd6a1b9f4f258525b5170b06522eaaa2370704a5eaf0a83f63f0450c20,True,1.0205639368000736,0.071963963864998343,0.98834730567502949,1.5097239217655347,OK,
NWP_A0_S08_P080,NWB_A0_S08,STATIONARY_QPP_PRESENT,0,8,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,d8f0978baabab9cd2129d26be19cf984d51130ec5a126c85d3c6b2ba1ef646eb,a5aa205c417a8f599a2c6f864749c7f89c06006337ec1f9a515747eb4f55a13a,932f8f5af229a7947f4b8a707e99b4e582435ceb1244bb7ce94bd51ab96a56ab,aa05d7d2d582e1c24058830ac565a7d17354c8bdd8f2ce168caef6eefecff6d5,True,1.0206094758406548,0.072287460411360485,0.98834729254242382,1.5097239217655347,OK,
NWP_A0_S09_NULL,NWB_A0_S09,NULL_FLARE_RED_NOISE,0,9,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2dbe8b10285fccc68dd8d29596f1278c6a8d0af1460645622bbbe581ff1478db,34df07964e112f8322d4b6e55cea26476384cbd5cdb9bbf04000e6b88e33228d,,e71556820d0215a7589c300659333154f9a6bcd98f3d09141e6a9cdc4acf5c65,True,1.0205013742233471,0.071298480568928152,0.98531341303262709,1.4938603518141609,OK,
NWP_A0_S09_P050,NWB_A0_S09,STATIONARY_QPP_PRESENT,0,9,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2dbe8b10285fccc68dd8d29596f1278c6a8d0af1460645622bbbe581ff1478db,34df07964e112f8322d4b6e55cea26476384cbd5cdb9bbf04000e6b88e33228d,ffc9bc7f5868d76475eeea983d7a12725d3be9564cfede9d1f0055eb1b2a6f03,dcf8b299f77c8e1232fc0b77e11f73f099aba7ae43838452f053f96504e18e63,True,1.0204703442404381,0.071053441506920167,0.9853134130326231,1.4822933511830978,OK,
NWP_A0_S09_P080,NWB_A0_S09,STATIONARY_QPP_PRESENT,0,9,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2dbe8b10285fccc68dd8d29596f1278c6a8d0af1460645622bbbe581ff1478db,34df07964e112f8322d4b6e55cea26476384cbd5cdb9bbf04000e6b88e33228d,24399b13b02b63ab6d4c6d674c022ced8632a9a3ea2e496888dd2fc4d20e4fdf,d9e2d8efbca0d3c546a560229cd89db74fa0768ff12ba75aa8a73785a0e6b7e0,True,1.0204885680672511,0.071252405281898676,0.98531341303242326,1.4822933511830978,OK,
NWP_A0_S10_NULL,NWB_A0_S10,NULL_FLARE_RED_NOISE,0,10,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,3fb1d77764dc47155001502e553b9210157ee9bd0bb0de707a2886fb1b526596,85b7764a8fdaacccd940c541b273cb3616c296cd67b0a57b669f7a7d0a0df468,,89555c3993e1db52f5f845aa33eb4ec84255a6184764a3efeed8beb33be6d06a,True,1.0205013742233473,0.072524734334617882,0.98907428371663064,1.5133122936067163,OK,
NWP_A0_S10_P050,NWB_A0_S10,STATIONARY_QPP_PRESENT,0,10,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,3fb1d77764dc47155001502e553b9210157ee9bd0bb0de707a2886fb1b526596,85b7764a8fdaacccd940c541b273cb3616c296cd67b0a57b669f7a7d0a0df468,3d09f42bc2867d1095d978b804bb4bd95af8257e1977a3133d7f8e83dcc92fdd,0f5888d40c12ee71e99da46c2e5f710e8797e4d4f80230341b5d47a8a7781332,True,1.0205523521327393,0.073049997567752628,0.98907431690403369,1.5294619361288182,OK,
NWP_A0_S10_P080,NWB_A0_S10,STATIONARY_QPP_PRESENT,0,10,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,3fb1d77764dc47155001502e553b9210157ee9bd0bb0de707a2886fb1b526596,85b7764a8fdaacccd940c541b273cb3616c296cd67b0a57b669f7a7d0a0df468,f24cdbb1f044c1ed1060debe1bb05b23095a4a777498e894892f8e1371f79172,e3a57a7c5453ee060bba91d5ffa141bfd8b41fe093af0af252442c45f03e8705,True,1.0205488312880959,0.072951558535617703,0.98907430796111129,1.5294619361288182,OK,
NWP_A0_S11_NULL,NWB_A0_S11,NULL_FLARE_RED_NOISE,0,11,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2c7aad6446fc7bfa5377e4bceff92986de830727055222c76eda5e40fa748676,744aa5d99a2343000cb2c42e2716dba229a92f1a014f16c070b1fd6fd1592b8a,,3e36ada31739b8984792fd5bded83148b0a175f34b9488e119700c681e978042,True,1.0205013742233473,0.071850575029801717,0.98384880801649166,1.4991762972831533,OK,
NWP_A0_S11_P050,NWB_A0_S11,STATIONARY_QPP_PRESENT,0,11,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2c7aad6446fc7bfa5377e4bceff92986de830727055222c76eda5e40fa748676,744aa5d99a2343000cb2c42e2716dba229a92f1a014f16c070b1fd6fd1592b8a,155b45af84cabe9f2d473df7b52145da8004ce74e7b1c08dace0a3d9ed57d8ff,4148c7745818a63ed214c609c6a93b6fc21f5b7caa98daf58c7726d81742cc50,True,1.0205674246176264,0.072502977370584226,0.98384880801756125,1.5183047563460177,OK,
NWP_A0_S11_P080,NWB_A0_S11,STATIONARY_QPP_PRESENT,0,11,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,2c7aad6446fc7bfa5377e4bceff92986de830727055222c76eda5e40fa748676,744aa5d99a2343000cb2c42e2716dba229a92f1a014f16c070b1fd6fd1592b8a,efdfef57ff108b90c471287d97253ab23f1a13d414a1b28012e72c3c14be92ee,ad9ad026f3de5896d4a50c681df99cd65dbc3d7d16ccfaec45f6068acdc309bc,True,1.0205794925370546,0.072525580226252703,0.98384880801594676,1.5183047563460177,OK,
NWP_A0_S12_NULL,NWB_A0_S12,NULL_FLARE_RED_NOISE,0,12,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,34e6670d575425444360705562789737762491c39b418be54aceb7d4db608380,d61bdea9499f52ddae8d8d9d7410539128498e86e9a366f1022f2a13563e6d8c,,8f580a59e771cc23ae496b2223b928aeed422cd2730e748da55b4a6d0f01cfb8,True,1.0205013742233471,0.07160940159309355,0.98764603607991897,1.4984501114052471,OK,
NWP_A0_S12_P050,NWB_A0_S12,STATIONARY_QPP_PRESENT,0,12,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,34e6670d575425444360705562789737762491c39b418be54aceb7d4db608380,d61bdea9499f52ddae8d8d9d7410539128498e86e9a366f1022f2a13563e6d8c,0d610db828d59b4d7fd0cb65f89a3e5d19fe20541f5f1c08b15d40fd8b4c7150,2f21a9ab5164727b249a77d444176a6281b7019fb79412e638cca7d5b9c9510a,True,1.0204616157389568,0.071307089345886962,0.98763713284721566,1.4848211631261692,OK,
NWP_A0_S12_P080,NWB_A0_S12,STATIONARY_QPP_PRESENT,0,12,80,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,34e6670d575425444360705562789737762491c39b418be54aceb7d4db608380,d61bdea9499f52ddae8d8d9d7410539128498e86e9a366f1022f2a13563e6d8c,b26e6407ad9bb7aaf746b1ee3878f80262f269b2cef34cb2e737206940f19e5e,8df2b6277cbf0ec575bab72e3bab04329509a9089763d4a0b48f996790b99d87,True,1.0204739314744899,0.071428223666349544,0.9876393441404322,1.4848211631261692,OK,
NWP_A0_S13_NULL,NWB_A0_S13,NULL_FLARE_RED_NOISE,0,13,,,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,3990c2927a5ec3d0bcea9d1e476b0f7035712c6e13e1304270940574b48d107a,e6d07b091345ae4a5053a53aeec97920a9306770fe3b0c74de0fc634b79b5b4a,,f95831fcbed006f9ff754cda04eb34bad179cdf15227d13059a81f223d8dc1c7,True,1.0205013742233473,0.072860695823819654,0.98809005793138116,1.5069756496081923,OK,
NWP_A0_S13_P050,NWB_A0_S13,STATIONARY_QPP_PRESENT,0,13,50,0.040000000000000001,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,644cc68cf5a9549f053b883cca848e1c85425db9cc35ed509fc7c5016c2a9a43,3990c2927a5ec3d0bcea9d1e476b0f7035712c6e13e1304270940574b48d107a,e6d07b091345ae4a5053a53aeec97920a9306770fe3b0c74de0fc634b79b5b4a,4cbfbd6594794c01f4263606071dec9be8d029028c427f8bbe8dc5e3bb9360b4,96f265efa301481de049b9e672befa0cf2d2f3d7eb4e70556f871a936d4c0613,True,1.0205553697187637,0.073394457587409728,0.98809767763015754,1.5237701867841396,OK,
